entry_mode,signal_count,mean_forward_return_1,mean_future_mae_1,plus_1atr_rate_1,mean_forward_return_4,mean_future_mae_4,plus_1atr_rate_4,mean_forward_return_8,mean_future_mae_8,plus_1atr_rate_8,mean_forward_return_16,mean_future_mae_16,plus_1atr_rate_16,mean_forward_return_32,mean_future_mae_32,plus_1atr_rate_32
bullish_hikkake,51,0.003448694518807264,0.00035387002829011515,0.6078431372549019,0.0028914894662832036,-0.0031824439082036833,0.7254901960784313,0.0033849712936851245,-0.005536869333563125,0.7647058823529411,0.004958774526840374,-0.008576098396222647,0.803921568627451,0.002489919583910314,-0.01388066106918323,0.803921568627451
no_candle,549,0.0064649370831294465,0.0029376356253404566,0.8688524590163934,0.006800531191534266,0.00023166798731779327,0.9143897996357013,0.0064955978500039445,-0.0020092700114865123,0.9289617486338798,0.006887798770440009,-0.004832879875122506,0.9344262295081968,0.007438339789769921,-0.008826480626589337,0.936247723132969
pullback_engulfing,134,0.0035395294776818242,0.0007604900598771379,0.4925373134328358,0.003445889783166902,-0.0022477860474861525,0.6567164179104478,0.0037744319530627433,-0.004640254634152808,0.7238805970149254,0.004044090699986152,-0.007572662817148056,0.7388059701492538,0.0031024346513873285,-0.012292654235403376,0.7388059701492538
strong_breakout,323,0.007904612046395742,0.004082053734135083,0.9164086687306502,0.008317846778071484,0.0013299216883249606,0.9380804953560371,0.008027889015274056,-0.0009007287899603698,0.9504643962848297,0.00833422285778915,-0.0037483126999860823,0.9535603715170279,0.009601099897133465,-0.007482571986779556,0.9535603715170279
