initial_balance,final_balance,total_return_pct,total_trades,win_rate_pct,gross_profit,gross_loss,net_profit,profit_factor,average_trade,median_trade,geometric_mean_trade_return_pct,longest_losing_streak,total_fee,total_slippage_cost,gross_profit_before_cost,gross_loss_before_cost,max_drawdown_pct,annualized_return_pct,calmar,avg_win,avg_loss,payoff_ratio,top_5_profit_contribution,top_10_profit_contribution,avg_mae_atr,avg_mfe_atr,longest_drawdown_duration_bars,entry_mode,label
1000.0,700.9262366303545,-29.907376336964543,168,27.380952380952383,1959.3433078080368,-2258.4170711776824,-299.0737633696456,0.8675737235666177,-1.7802009724383665,-13.132805750770459,-0.24811022799264837,13,249.0332113542195,0.0,2028.6086238400094,-2078.6491758554357,-55.621036636254175,-29.191627787230345,-0.5248307035004637,42.59441973495732,-18.511615337521988,2.300956397285377,0.0,0.0,-2.0541896722958626,4.682630397714697,537095,no_candle,B0
1000.0,1073.4631328612852,7.346313286128514,133,30.82706766917293,2481.391408633427,-2407.9282757721426,73.46313286128498,1.030508854271304,0.5523543824156765,-17.34290243845908,-0.09343836130678573,9,270.57179050469006,0.0,2566.376363688487,-2222.341440322512,-43.783898053607906,7.1289667800320755,0.1628216558357492,60.52174167398603,-26.173133432305896,2.3123613315356093,1311.8469930658116,1952.9311104435096,-2.0284420259379488,5.064631473039241,226159,strong_breakout,B1
1000.0,1266.968768643501,26.696876864350116,78,33.33333333333333,1625.9722053499,-1359.0034367063986,266.96876864350145,1.1964445132607695,3.422676521070531,-15.802546934203498,0.20902203487664917,12,157.13020294821615,0.0,1680.8256457383984,-1256.7266741466806,-30.508366095252406,25.842630665138056,0.8470670171077954,62.53739251345769,-26.13468147512305,2.392889026521539,266.1328752112847,431.99330785219405,-1.838815551294413,4.771030587486267,162871,pullback_engulfing,B2
1000.0,1878.6021309242835,87.86021309242835,40,42.5,1760.6712030814376,-882.0690721571536,878.6021309242838,1.9960695354340097,21.965053273107095,-16.973511599755135,1.7520748921073581,6,107.43677987728813,0.0,1807.6928391200502,-821.6539283184782,-21.649636858129305,84.5039876263229,3.9032519658449685,103.56889429890809,-38.35082922422407,2.7005646655871893,123.79422713088613,177.5796336100455,-1.6881368214879486,7.099228047841097,220295,bullish_hikkake,B3
