entry_mode,trade_count,total_return,annualized_return,max_drawdown,profit_factor,win_rate,avg_win,avg_loss,payoff_ratio,avg_mae_atr,avg_mfe_atr,top1_profit_contribution,top3_profit_contribution,top5_profit_contribution,top10_profit_contribution,longest_drawdown_duration,avg_effective_leverage,max_effective_leverage
C0_RANDOM_MATCHED_ENTRY,84,13.05837450175229,5.07817310388734,-2.149049707425754,1.8507771479663147,44.047619047619044,7.677603996947281,-3.265693678075041,2.3509871879572106,-1.5741337740589971,4.789630099636101,25.3644978594425,66.57412434797048,97.20638357066905,142.05798368623877,15,0.35382449079652656,1.1081038788659627
C1_FIRST_BREAKOUT_AFTER_FLAT,371,331.8793440735031,80.47899400415785,-2.9372448067975454,4.073952624679712,53.63881401617251,22.102731658171443,-6.2770358095412355,3.5212052836427654,-1.2005118663498189,6.858716210797492,7.9792548386677336,16.484588328849643,22.852505425219615,35.2569541925791,17,0.43680548991044615,1.385373224959525
C2_FIXED_DELAY_1_BAR,371,28.88411491167595,10.783606958225844,-7.379126078604137,1.2514049934101512,35.04043126684636,11.059607032526026,-4.767252137392631,2.3199123339372805,-2.1131773738691004,4.5247043505452,47.96807860555452,91.02005716124665,120.42770101257409,172.92388947720818,131,0.4170379885830759,1.304711794573661
C3_FIXED_DELAY_3_BARS,370,48.43838090759816,17.282856074479746,-6.067767860037909,1.5089191818870935,37.2972972972973,10.407051190272862,-4.102539893024449,2.5367336970855483,-1.8535651647103317,4.336330465178414,26.073956282171203,52.09194194579593,68.55055960172876,102.7909854576247,40,0.39551808899002394,1.2730821082486108
C4_FIXED_DELAY_6_BARS,361,46.7788649924251,16.751891538245612,-5.009461950228111,1.5585770873106253,35.18005540166205,10.277586237004432,-3.5789094110055957,2.871708964021152,-1.6387891923923228,4.006782657924187,18.902299574198832,43.65736623156069,59.33522254208008,92.38052482501789,61,0.37765826838565647,1.1833485156181327
C5_MID_SEGMENT_RANDOM,371,6.492344405357575,2.5712055463362526,-7.565820516992772,1.0957391398727958,37.735849056603776,5.3075142397623125,-2.9356214264638454,1.807969580790113,-1.472402522122165,4.121928196621066,41.12060112235447,113.49363365614418,173.3647545380798,305.20481531623767,253,0.40258957230048736,1.385373224959525
