prototype,horizon,period,event_count,mean_fwd_ret,plus_1atr_first_rate,minus_1atr_first_rate
P2_STRONG_BREAKOUT,4,2024Q2,74,0.006420381330517074,0.9459459459459459,0.013513513513513514
P2_STRONG_BREAKOUT,4,2024Q3,56,0.007132943321624825,0.9642857142857143,0.0
P2_STRONG_BREAKOUT,4,2024Q4,110,0.008322659995375573,0.9545454545454546,0.03636363636363636
P2_STRONG_BREAKOUT,4,2025Q1,56,0.009262215809017512,0.9642857142857143,0.0
P2_STRONG_BREAKOUT,4,2025Q2,88,0.009529678896391168,0.9431818181818182,0.045454545454545456
P2_STRONG_BREAKOUT,4,2025Q3,95,0.007272651432575544,0.8526315789473684,0.021052631578947368
P2_STRONG_BREAKOUT,4,2025Q4,60,0.007823962987629269,0.8833333333333333,0.016666666666666666
P2_STRONG_BREAKOUT,4,2026Q1,57,0.006349463435360731,0.9298245614035088,0.017543859649122806
P2_STRONG_BREAKOUT,4,2026Q2,51,0.00907526706783349,0.9411764705882353,0.0392156862745098
P2_STRONG_BREAKOUT,8,2024Q1,130,0.004425458444212875,0.9230769230769231,0.023076923076923078
P2_STRONG_BREAKOUT,8,2024Q2,74,0.006928451149978787,0.9594594594594594,0.02702702702702703
P2_STRONG_BREAKOUT,8,2024Q3,56,0.006316911866954128,0.9642857142857143,0.0
P2_STRONG_BREAKOUT,8,2024Q4,110,0.0077978871086091415,0.9636363636363636,0.03636363636363636
P2_STRONG_BREAKOUT,8,2025Q1,56,0.00833325918119549,0.9642857142857143,0.0
P2_STRONG_BREAKOUT,8,2025Q2,88,0.009672686851869412,0.9431818181818182,0.045454545454545456
P2_STRONG_BREAKOUT,8,2025Q3,95,0.007043011729817182,0.8842105263157894,0.06315789473684211
P2_STRONG_BREAKOUT,8,2025Q4,60,0.007577735915352647,0.9,0.016666666666666666
P2_STRONG_BREAKOUT,8,2026Q1,57,0.005360990352741084,0.9298245614035088,0.05263157894736842
P2_STRONG_BREAKOUT,8,2026Q2,51,0.009364347118344886,0.9411764705882353,0.0392156862745098
P2_STRONG_BREAKOUT,16,2024Q1,130,0.004250984624183975,0.9384615384615385,0.03076923076923077
P2_STRONG_BREAKOUT,16,2024Q2,74,0.009687236978463982,0.972972972972973,0.02702702702702703
P2_STRONG_BREAKOUT,16,2024Q3,56,0.00615648633028367,0.9642857142857143,0.017857142857142856
P2_STRONG_BREAKOUT,16,2024Q4,110,0.0079918799757209,0.9636363636363636,0.03636363636363636
P2_STRONG_BREAKOUT,16,2025Q1,56,0.009858675374677607,0.9821428571428571,0.0
P2_STRONG_BREAKOUT,16,2025Q2,88,0.00841164173689241,0.9431818181818182,0.045454545454545456
P2_STRONG_BREAKOUT,16,2025Q3,95,0.009371891498914138,0.8842105263157894,0.08421052631578947
P2_STRONG_BREAKOUT,16,2025Q4,60,0.0060808501503263925,0.9,0.05
P2_STRONG_BREAKOUT,16,2026Q1,57,0.006434259827652885,0.9298245614035088,0.05263157894736842
P2_STRONG_BREAKOUT,16,2026Q2,51,0.010207354116662038,0.9411764705882353,0.0392156862745098
P2_STRONG_BREAKOUT,32,2024Q1,130,0.005264835254936354,0.9384615384615385,0.03076923076923077
P2_STRONG_BREAKOUT,32,2024Q2,74,0.009206842032213522,0.972972972972973,0.02702702702702703
P2_STRONG_BREAKOUT,32,2024Q3,56,0.004911904077327217,0.9642857142857143,0.017857142857142856
P2_STRONG_BREAKOUT,32,2024Q4,110,0.010100187787010035,0.9636363636363636,0.03636363636363636
P2_STRONG_BREAKOUT,32,2025Q1,56,0.0062996168822558735,0.9821428571428571,0.0
P2_STRONG_BREAKOUT,32,2025Q2,88,0.010455673959985133,0.9431818181818182,0.045454545454545456
P2_STRONG_BREAKOUT,32,2025Q3,95,0.013926049440241842,0.8842105263157894,0.08421052631578947
P2_STRONG_BREAKOUT,32,2025Q4,60,0.004575912717270889,0.9,0.06666666666666667
P2_STRONG_BREAKOUT,32,2026Q1,57,0.009707756707689082,0.9298245614035088,0.07017543859649122
P2_STRONG_BREAKOUT,32,2026Q2,51,0.007195815247454487,0.9411764705882353,0.0392156862745098
P3_MOMENTUM_TOP20,1,2024Q1,36,0.00587178494765044,0.6388888888888888,0.05555555555555555
P3_MOMENTUM_TOP20,1,2024Q2,17,0.01177864364107711,0.8235294117647058,0.0
P3_MOMENTUM_TOP20,1,2024Q3,5,0.006728333080446358,0.8,0.0
P3_MOMENTUM_TOP20,1,2024Q4,41,0.007698230719174924,0.7560975609756098,0.0
P3_MOMENTUM_TOP20,1,2025Q1,16,0.01203475094712185,0.75,0.0
P3_MOMENTUM_TOP20,1,2025Q2,47,0.009822897433730254,0.8297872340425532,0.02127659574468085
P3_MOMENTUM_TOP20,1,2025Q3,35,0.010130638976987003,0.8285714285714286,0.0
P3_MOMENTUM_TOP20,1,2025Q4,14,0.009009501261475697,0.8571428571428571,0.0
P3_MOMENTUM_TOP20,1,2026Q1,30,0.007549629818070058,0.7333333333333333,0.03333333333333333
P3_MOMENTUM_TOP20,1,2026Q2,15,0.012300448047537027,0.8666666666666667,0.0
P3_MOMENTUM_TOP20,4,2024Q1,36,0.002193492213671578,0.7222222222222222,0.08333333333333333
P3_MOMENTUM_TOP20,4,2024Q2,17,0.01606514700533558,0.9411764705882353,0.0
P3_MOMENTUM_TOP20,4,2024Q3,5,0.01320905036465212,0.8,0.0
P3_MOMENTUM_TOP20,4,2024Q4,41,0.007843956569228904,0.9024390243902439,0.0975609756097561
P3_MOMENTUM_TOP20,4,2025Q1,16,0.009681810760955228,0.875,0.0
P3_MOMENTUM_TOP20,4,2025Q2,47,0.01184717680898255,0.8723404255319149,0.0851063829787234
P3_MOMENTUM_TOP20,4,2025Q3,35,0.008537826072598374,0.8285714285714286,0.02857142857142857
P3_MOMENTUM_TOP20,4,2025Q4,14,0.01341512085050302,0.9285714285714286,0.0
P3_MOMENTUM_TOP20,4,2026Q1,30,0.010402935275878555,0.8666666666666667,0.03333333333333333
P3_MOMENTUM_TOP20,4,2026Q2,15,0.014132490398785983,0.9333333333333333,0.06666666666666667
P3_MOMENTUM_TOP20,8,2024Q1,36,0.0020724817483346067,0.8055555555555556,0.1111111111111111
P3_MOMENTUM_TOP20,8,2024Q2,17,0.02115571450957965,1.0,0.0
P3_MOMENTUM_TOP20,8,2024Q3,5,0.009979063913530383,1.0,0.0
P3_MOMENTUM_TOP20,8,2024Q4,41,0.007727902267121379,0.9024390243902439,0.0975609756097561
P3_MOMENTUM_TOP20,8,2025Q1,16,0.005923061368881689,0.875,0.0625
P3_MOMENTUM_TOP20,8,2025Q2,47,0.010393162347290447,0.8723404255319149,0.10638297872340426
P3_MOMENTUM_TOP20,8,2025Q3,35,0.011296211881341904,0.8857142857142857,0.08571428571428572
P3_MOMENTUM_TOP20,8,2025Q4,14,0.014372937164751052,0.9285714285714286,0.0
P3_MOMENTUM_TOP20,8,2026Q1,30,0.008032133345868974,0.8666666666666667,0.06666666666666667
P3_MOMENTUM_TOP20,8,2026Q2,15,0.012005743041256315,0.9333333333333333,0.06666666666666667
P3_MOMENTUM_TOP20,16,2024Q1,36,0.0016847593850019766,0.8055555555555556,0.1388888888888889
P3_MOMENTUM_TOP20,16,2024Q2,17,0.028391982310798217,1.0,0.0
P3_MOMENTUM_TOP20,16,2024Q3,5,0.009005843915430845,1.0,0.0
P3_MOMENTUM_TOP20,16,2024Q4,41,0.011844462849168886,0.9024390243902439,0.0975609756097561
P3_MOMENTUM_TOP20,16,2025Q1,16,0.011164451799877372,0.9375,0.0625
P3_MOMENTUM_TOP20,16,2025Q2,47,0.011833338103117484,0.8723404255319149,0.10638297872340426
P3_MOMENTUM_TOP20,16,2025Q3,35,0.014657336301055437,0.8857142857142857,0.08571428571428572
P3_MOMENTUM_TOP20,16,2025Q4,14,0.010304203706057209,0.9285714285714286,0.07142857142857142
P3_MOMENTUM_TOP20,16,2026Q1,30,0.009764016901952858,0.9,0.06666666666666667
P3_MOMENTUM_TOP20,16,2026Q2,15,0.013884032936983237,0.9333333333333333,0.06666666666666667
P3_MOMENTUM_TOP20,32,2024Q1,36,0.0012062466534590156,0.8055555555555556,0.1388888888888889
P3_MOMENTUM_TOP20,32,2024Q2,17,0.025697415244003517,1.0,0.0
P3_MOMENTUM_TOP20,32,2024Q3,5,0.00664245162772048,1.0,0.0
P3_MOMENTUM_TOP20,32,2024Q4,41,0.015460089020687504,0.9024390243902439,0.0975609756097561
P3_MOMENTUM_TOP20,32,2025Q1,16,0.005066975952343775,0.9375,0.0625
P3_MOMENTUM_TOP20,32,2025Q2,47,0.01772060681617834,0.8723404255319149,0.10638297872340426
P3_MOMENTUM_TOP20,32,2025Q3,35,0.014081130133737716,0.8857142857142857,0.08571428571428572
P3_MOMENTUM_TOP20,32,2025Q4,14,0.005076632078183715,0.9285714285714286,0.07142857142857142
P3_MOMENTUM_TOP20,32,2026Q1,30,0.012173636834435645,0.9,0.06666666666666667
P3_MOMENTUM_TOP20,32,2026Q2,15,0.009819901200642784,0.9333333333333333,0.06666666666666667
P4_BREAKOUT_TOP20,1,2024Q1,37,0.009829395437954535,1.0,0.0
P4_BREAKOUT_TOP20,1,2024Q2,28,0.01159125498465774,1.0,0.0
P4_BREAKOUT_TOP20,1,2024Q3,18,0.008642082443060466,1.0,0.0
P4_BREAKOUT_TOP20,1,2024Q4,34,0.014519944020334996,1.0,0.0
P4_BREAKOUT_TOP20,1,2025Q1,21,0.013459797701240379,1.0,0.0
P4_BREAKOUT_TOP20,1,2025Q2,31,0.012521990559235623,1.0,0.0
P4_BREAKOUT_TOP20,1,2025Q3,33,0.012323631071215856,0.9090909090909091,0.030303030303030304
P4_BREAKOUT_TOP20,1,2025Q4,23,0.011258423722593168,1.0,0.0
P4_BREAKOUT_TOP20,1,2026Q1,15,0.011635048652035677,0.9333333333333333,0.0
P4_BREAKOUT_TOP20,1,2026Q2,16,0.01298202380613224,1.0,0.0
P4_BREAKOUT_TOP20,4,2024Q1,37,0.005826987416916427,1.0,0.0
P4_BREAKOUT_TOP20,4,2024Q2,28,0.011025054368798843,1.0,0.0
P4_BREAKOUT_TOP20,4,2024Q3,18,0.009147923513967161,1.0,0.0
P4_BREAKOUT_TOP20,4,2024Q4,34,0.014914234206515308,1.0,0.0
P4_BREAKOUT_TOP20,4,2025Q1,21,0.017198800890929938,1.0,0.0
P4_BREAKOUT_TOP20,4,2025Q2,31,0.013771235776794073,1.0,0.0
P4_BREAKOUT_TOP20,4,2025Q3,33,0.014111197325768904,0.9393939393939394,0.030303030303030304
P4_BREAKOUT_TOP20,4,2025Q4,23,0.013856503423946254,1.0,0.0
P4_BREAKOUT_TOP20,4,2026Q1,15,0.013380298495681238,1.0,0.0
P4_BREAKOUT_TOP20,4,2026Q2,16,0.015175617963707255,1.0,0.0
P4_BREAKOUT_TOP20,8,2024Q1,37,0.005798232098131591,1.0,0.0
P4_BREAKOUT_TOP20,8,2024Q2,28,0.013274751193128138,1.0,0.0
P4_BREAKOUT_TOP20,8,2024Q3,18,0.008893520737694425,1.0,0.0
P4_BREAKOUT_TOP20,8,2024Q4,34,0.01491274267077433,1.0,0.0
P4_BREAKOUT_TOP20,8,2025Q1,21,0.014221092876362015,1.0,0.0
P4_BREAKOUT_TOP20,8,2025Q2,31,0.014196729468590264,1.0,0.0
P4_BREAKOUT_TOP20,8,2025Q3,33,0.014269230021937338,0.9393939393939394,0.030303030303030304
P4_BREAKOUT_TOP20,8,2025Q4,23,0.01563687493153888,1.0,0.0
P4_BREAKOUT_TOP20,8,2026Q1,15,0.009997307338176269,1.0,0.0
P4_BREAKOUT_TOP20,8,2026Q2,16,0.017927850291166947,1.0,0.0
P4_BREAKOUT_TOP20,16,2024Q1,37,0.005715898726140174,1.0,0.0
P4_BREAKOUT_TOP20,16,2024Q2,28,0.01594217939128602,1.0,0.0
P4_BREAKOUT_TOP20,16,2024Q3,18,0.010644319886891549,1.0,0.0
P4_BREAKOUT_TOP20,16,2024Q4,34,0.015423745795148224,1.0,0.0
P4_BREAKOUT_TOP20,16,2025Q1,21,0.015395794981610166,1.0,0.0
P4_BREAKOUT_TOP20,16,2025Q2,31,0.01380705742748635,1.0,0.0
P4_BREAKOUT_TOP20,16,2025Q3,33,0.015867139601797142,0.9393939393939394,0.030303030303030304
P4_BREAKOUT_TOP20,16,2025Q4,23,0.01397455979455956,1.0,0.0
P4_BREAKOUT_TOP20,16,2026Q1,15,0.009033431170058141,1.0,0.0
P4_BREAKOUT_TOP20,16,2026Q2,16,0.018735000506116532,1.0,0.0
P4_BREAKOUT_TOP20,32,2024Q1,37,0.009841223471860495,1.0,0.0
P4_BREAKOUT_TOP20,32,2024Q2,28,0.013990925467001678,1.0,0.0
P4_BREAKOUT_TOP20,32,2024Q3,18,0.010941830780597869,1.0,0.0
P4_BREAKOUT_TOP20,32,2024Q4,34,0.01859622081585612,1.0,0.0
P4_BREAKOUT_TOP20,32,2025Q1,21,0.011532378286604446,1.0,0.0
P4_BREAKOUT_TOP20,32,2025Q2,31,0.013953046049507279,1.0,0.0
P4_BREAKOUT_TOP20,32,2025Q3,33,0.02060570752939187,0.9393939393939394,0.030303030303030304
P4_BREAKOUT_TOP20,32,2025Q4,23,0.013450885269161056,1.0,0.0
P4_BREAKOUT_TOP20,32,2026Q1,15,0.013209438987595641,1.0,0.0
P4_BREAKOUT_TOP20,32,2026Q2,16,0.014492949349107005,1.0,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,1,2024Q1,18,0.012450520680050679,1.0,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,1,2024Q2,18,0.013319743331075254,1.0,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,1,2024Q3,6,0.013468327273280067,1.0,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,1,2024Q4,29,0.011821314651458272,0.9655172413793104,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,1,2025Q1,16,0.013696096696436802,1.0,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,1,2025Q2,31,0.012455113084545976,0.967741935483871,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,1,2025Q3,26,0.014270610059544065,0.9615384615384616,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,1,2025Q4,18,0.010436431427080308,1.0,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,1,2026Q1,16,0.011096169346596393,0.9375,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,1,2026Q2,10,0.016036813722666455,1.0,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,4,2024Q1,18,0.007545838186700725,1.0,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,4,2024Q2,18,0.013531897851893368,1.0,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,4,2024Q3,6,0.013666897126802654,1.0,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,4,2024Q4,29,0.012176204829937424,1.0,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,4,2025Q1,16,0.01257150224866388,1.0,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,4,2025Q2,31,0.013856478046767309,0.967741935483871,0.03225806451612903
P5_MOMENTUM_AND_BREAKOUT_TOP40,4,2025Q3,26,0.014467257229597835,1.0,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,4,2025Q4,18,0.012408823577700852,1.0,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,4,2026Q1,16,0.014921810684324549,1.0,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,4,2026Q2,10,0.01836229471932378,1.0,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,8,2024Q1,18,0.0049575879992479355,1.0,0.0
P5_MOMENTUM_AND_BREAKOUT_TOP40,8,2024Q2,18,0.013902396709819033,1.0,0.0
