period,symbol,sizing_mode,trade_count,return,profit_factor,max_drawdown,win_rate,sample_status
2024Q2,SOLUSDT,fixed_1x,23,-0.02396167465414799,0.7952940899213781,-0.08401886073492493,0.34782608695652173,valid
2024Q2,SOLUSDT,fixed_risk_0_5pct,23,-0.012953437611787353,0.7917116145554692,-0.04287813945119179,0.34782608695652173,valid
2024Q3,BNBUSDT,fixed_1x,38,-0.02599924228061775,0.555727141198192,-0.028444380048804674,0.2894736842105263,valid
2024Q3,BNBUSDT,fixed_risk_0_5pct,38,-0.038206147127783446,0.49283562592192826,-0.03843713264251536,0.2894736842105263,valid
2024Q3,BTCUSDT,fixed_1x,35,-0.040909952830845635,0.3740211190041506,-0.046930774851710044,0.2857142857142857,valid
2024Q3,BTCUSDT,fixed_risk_0_5pct,35,-0.035538028379433935,0.3979745599841457,-0.0413439133543172,0.2857142857142857,valid
2024Q3,ETHUSDT,fixed_1x,30,-0.012557126457710701,0.7020252421577361,-0.017828702127450802,0.36666666666666664,valid
2024Q3,ETHUSDT,fixed_risk_0_5pct,30,-0.015190415894025457,0.6633549648848022,-0.021491612405302396,0.36666666666666664,valid
2024Q3,SOLUSDT,fixed_1x,44,-0.13807820264797793,0.2617412614962469,-0.14002710440885613,0.20454545454545456,valid
2024Q3,SOLUSDT,fixed_risk_0_5pct,44,-0.09689521007252744,0.2928594771151226,-0.09840996013370196,0.20454545454545456,valid
2024Q4,BNBUSDT,fixed_1x,36,-0.027393437477366094,0.5520546414122288,-0.031024556167063455,0.3333333333333333,valid
2024Q4,BNBUSDT,fixed_risk_0_5pct,36,-0.030978320348401745,0.5127105259310809,-0.032730619012630524,0.3333333333333333,valid
2024Q4,BTCUSDT,fixed_1x,38,-0.044002593641988955,0.27523593164570687,-0.04284738397583954,0.15789473684210525,valid
2024Q4,BTCUSDT,fixed_risk_0_5pct,38,-0.04902958908812403,0.22757668847105234,-0.04779525178131161,0.15789473684210525,valid
2024Q4,ETHUSDT,fixed_1x,17,-0.00857590097640111,0.6662049488152488,-0.011551647714628466,0.23529411764705882,valid
2024Q4,ETHUSDT,fixed_risk_0_5pct,17,-0.013835842053871776,0.5310994465811033,-0.01354655880517286,0.23529411764705882,valid
2024Q4,SOLUSDT,fixed_1x,38,-0.03717456266318173,0.6634138474214996,-0.06279441829086918,0.2894736842105263,valid
2024Q4,SOLUSDT,fixed_risk_0_5pct,38,-0.04444562991057921,0.5366838740279701,-0.058832181817728424,0.2894736842105263,valid
2025Q1,BNBUSDT,fixed_1x,34,-0.01831031013349171,0.5458619623945832,-0.02189609330538045,0.29411764705882354,valid
