run_id,run_timestamp,config_hash,data_hash,git_commit,data_layer,oos_status,status
S3_EXIT_WINDOW_MINIMAL_STRATEGY_PROTOTYPE,2026-06-29T08:36:18.919056+00:00,e0ccb4eee48a688c736f4d64a9d5aca62e74fab8d922ab724418b503f8b188d8,150e4189d324f79bedb84a925ad34be8741305848b35b21a73f8e911323d15de,f97d4dd425c5d2aa57c5eda2fee0f4b5a2b40b47,expanded_discovery_long_history,not_oos,success
