symbol,prototype,leverage_mode,gate,base_gate,base_trade_count,gate_trade_count,trade_count_change,base_total_return,gate_total_return,return_change,base_max_drawdown,gate_max_drawdown,drawdown_improvement,base_liquidation_count,gate_liquidation_count,liquidation_reduction,base_profit_factor,gate_profit_factor,pf_change,risk_reduction_status
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_20x,G1_SINGLE_BEST_PATH_SAFETY,G0_NO_PATH_GATE,228,137,-91,13990.745606360566,251854.72821490632,237863.98260854575,-0.9658020119944362,-0.6770258021670508,0.2887762098273854,1,0,1,1.4966294721684998,1.3871552991601483,-0.1094741730083515,clear_risk_reduction
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_20x,G2_CONSENSUS_TWO_FACTORS,G0_NO_PATH_GATE,228,121,-107,13990.745606360566,959.4257058159665,-13031.3199005446,-0.9658020119944362,-0.7171283648926208,0.2486736471018154,1,0,1,1.4966294721684998,1.4898827657611071,-0.006746706407392722,return_too_damaged
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_20x,G3_STRICT_CONSENSUS,G0_NO_PATH_GATE,228,141,-87,13990.745606360566,23627.175097645282,9636.429491284716,-0.9658020119944362,-0.9658020119944362,0.0,1,1,0,1.4966294721684998,1.523600041671014,0.026970569502514197,no_risk_reduction
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_20x,G4_RISK_MONITOR_DOWNSHIFT,G0_NO_PATH_GATE,228,228,0,13990.745606360566,491134.57345411397,477143.8278477534,-0.9658020119944362,-0.768831450050544,0.19697056194389218,1,0,1,1.4966294721684998,1.4505020323544677,-0.04612743981403211,clear_risk_reduction
BTCUSDT,P4_BREAKOUT_TOP20,adaptive_3x_8x_v1,G1_SINGLE_BEST_PATH_SAFETY,G0_NO_PATH_GATE,185,111,-74,650.1930354016142,74.2857797450089,-575.9072556566053,-0.16835976426890087,-0.16112048334449613,0.007239280924404734,0,0,0,2.7673405207405564,2.819484683381801,0.05214416264124466,return_too_damaged
BTCUSDT,P4_BREAKOUT_TOP20,adaptive_3x_8x_v1,G2_CONSENSUS_TWO_FACTORS,G0_NO_PATH_GATE,185,0,-185,650.1930354016142,0.0,-650.1930354016142,-0.16835976426890087,0.0,0.16835976426890087,0,0,0,2.7673405207405564,,,gate_unavailable
BTCUSDT,P4_BREAKOUT_TOP20,adaptive_3x_8x_v1,G3_STRICT_CONSENSUS,G0_NO_PATH_GATE,185,0,-185,650.1930354016142,0.0,-650.1930354016142,-0.16835976426890087,0.0,0.16835976426890087,0,0,0,2.7673405207405564,,,gate_unavailable
BTCUSDT,P4_BREAKOUT_TOP20,adaptive_3x_8x_v1,G4_RISK_MONITOR_DOWNSHIFT,G0_NO_PATH_GATE,185,185,0,650.1930354016142,418.5814865944628,-231.61154880715145,-0.16835976426890087,-0.16835976426890076,1.1102230246251565e-16,0,0,0,2.7673405207405564,2.871197700233877,0.10385717949332074,clear_risk_reduction
BTCUSDT,P4_BREAKOUT_TOP20,adaptive_4x_10x_v1,G1_SINGLE_BEST_PATH_SAFETY,G0_NO_PATH_GATE,185,111,-74,688.0431489180693,168.68564735237388,-519.3575015656954,-0.19274571895162673,-0.16901406587371237,0.02373165307791436,0,0,0,2.3080464496289625,2.7440532573256573,0.43600680769669475,return_too_damaged
BTCUSDT,P4_BREAKOUT_TOP20,adaptive_4x_10x_v1,G2_CONSENSUS_TWO_FACTORS,G0_NO_PATH_GATE,185,0,-185,688.0431489180693,0.0,-688.0431489180693,-0.19274571895162673,0.0,0.19274571895162673,0,0,0,2.3080464496289625,,,gate_unavailable
BTCUSDT,P4_BREAKOUT_TOP20,adaptive_4x_10x_v1,G3_STRICT_CONSENSUS,G0_NO_PATH_GATE,185,0,-185,688.0431489180693,0.0,-688.0431489180693,-0.19274571895162673,0.0,0.19274571895162673,0,0,0,2.3080464496289625,,,gate_unavailable
BTCUSDT,P4_BREAKOUT_TOP20,adaptive_4x_10x_v1,G4_RISK_MONITOR_DOWNSHIFT,G0_NO_PATH_GATE,185,185,0,688.0431489180693,755.183475702842,67.1403267847727,-0.19274571895162673,-0.19274571895162673,0.0,0,0,0,2.3080464496289625,2.6676531076534085,0.3596066580244459,no_risk_reduction
BTCUSDT,P4_BREAKOUT_TOP20,adaptive_5x_12x_v1,G1_SINGLE_BEST_PATH_SAFETY,G0_NO_PATH_GATE,185,111,-74,576.03616274536,126.55438437428236,-449.48177837107767,-0.20619555495884967,-0.17840146325331296,0.027794091705536705,0,0,0,2.1114564398811497,2.531814046282132,0.4203576064009824,return_too_damaged
BTCUSDT,P4_BREAKOUT_TOP20,adaptive_5x_12x_v1,G2_CONSENSUS_TWO_FACTORS,G0_NO_PATH_GATE,185,0,-185,576.03616274536,0.0,-576.03616274536,-0.20619555495884967,0.0,0.20619555495884967,0,0,0,2.1114564398811497,,,gate_unavailable
BTCUSDT,P4_BREAKOUT_TOP20,adaptive_5x_12x_v1,G3_STRICT_CONSENSUS,G0_NO_PATH_GATE,185,0,-185,576.03616274536,0.0,-576.03616274536,-0.20619555495884967,0.0,0.20619555495884967,0,0,0,2.1114564398811497,,,gate_unavailable
BTCUSDT,P4_BREAKOUT_TOP20,adaptive_5x_12x_v1,G4_RISK_MONITOR_DOWNSHIFT,G0_NO_PATH_GATE,185,185,0,576.03616274536,1036.1369781427713,460.10081539741134,-0.20619555495884967,-0.20619555495884956,1.1102230246251565e-16,0,0,0,2.1114564398811497,2.5870518598649066,0.4755954199837569,clear_risk_reduction
BTCUSDT,P4_BREAKOUT_TOP20,fixed_10x,G1_SINGLE_BEST_PATH_SAFETY,G0_NO_PATH_GATE,185,111,-74,920486.2806139451,42220.9896716512,-878265.2909422939,-0.5874619451382748,-0.43629780255795325,0.15116414258032151,0,0,0,2.125369401403237,2.0276244387652036,-0.09774496263803334,return_too_damaged
BTCUSDT,P4_BREAKOUT_TOP20,fixed_10x,G2_CONSENSUS_TWO_FACTORS,G0_NO_PATH_GATE,185,0,-185,920486.2806139451,0.0,-920486.2806139451,-0.5874619451382748,0.0,0.5874619451382748,0,0,0,2.125369401403237,,,gate_unavailable
BTCUSDT,P4_BREAKOUT_TOP20,fixed_10x,G3_STRICT_CONSENSUS,G0_NO_PATH_GATE,185,0,-185,920486.2806139451,0.0,-920486.2806139451,-0.5874619451382748,0.0,0.5874619451382748,0,0,0,2.125369401403237,,,gate_unavailable
BTCUSDT,P4_BREAKOUT_TOP20,fixed_10x,G4_RISK_MONITOR_DOWNSHIFT,G0_NO_PATH_GATE,185,185,0,920486.2806139451,247510.84286506684,-672975.4377488783,-0.5874619451382748,-0.5119114415490307,0.07555050358924409,0,0,0,2.125369401403237,2.1387565343556907,0.01338713295245375,return_too_damaged
BTCUSDT,P4_BREAKOUT_TOP20,fixed_20x,G1_SINGLE_BEST_PATH_SAFETY,G0_NO_PATH_GATE,185,111,-74,2333813090.744848,24138589.233764075,-2309674501.5110836,-0.8520169400047198,-0.7306071834636019,0.12140975654111796,0,0,0,1.691240003487874,1.5536190064784303,-0.13762099700944375,return_too_damaged
BTCUSDT,P4_BREAKOUT_TOP20,fixed_20x,G2_CONSENSUS_TWO_FACTORS,G0_NO_PATH_GATE,185,0,-185,2333813090.744848,0.0,-2333813090.744848,-0.8520169400047198,0.0,0.8520169400047198,0,0,0,1.691240003487874,,,gate_unavailable
BTCUSDT,P4_BREAKOUT_TOP20,fixed_20x,G3_STRICT_CONSENSUS,G0_NO_PATH_GATE,185,0,-185,2333813090.744848,0.0,-2333813090.744848,-0.8520169400047198,0.0,0.8520169400047198,0,0,0,1.691240003487874,,,gate_unavailable
BTCUSDT,P4_BREAKOUT_TOP20,fixed_20x,G4_RISK_MONITOR_DOWNSHIFT,G0_NO_PATH_GATE,185,185,0,2333813090.744848,326886018.41018254,-2006927072.3346653,-0.8520169400047198,-0.7657762946942371,0.0862406453104827,0,0,0,1.691240003487874,1.7555819162569137,0.06434191276903967,return_too_damaged
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,adaptive_3x_8x_v1,G1_SINGLE_BEST_PATH_SAFETY,G0_NO_PATH_GATE,190,114,-76,498.06284896927025,75.32584427632365,-422.7370046929466,-0.17737487029288412,-0.16112048334449602,0.0162543869483881,0,0,0,2.5883242329489353,2.6489634206613952,0.06063918771245991,return_too_damaged
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,adaptive_3x_8x_v1,G2_CONSENSUS_TWO_FACTORS,G0_NO_PATH_GATE,190,98,-92,498.06284896927025,93.98339975052494,-404.0794492187453,-0.17737487029288412,-0.13176305794224008,0.04561181235064404,0,0,0,2.5883242329489353,4.226384901215522,1.6380606682665868,return_too_damaged
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,adaptive_3x_8x_v1,G3_STRICT_CONSENSUS,G0_NO_PATH_GATE,190,124,-66,498.06284896927025,291.6344358572773,-206.42841311199294,-0.17737487029288412,-0.1658212934001514,0.011553576892732731,0,0,0,2.5883242329489353,2.6352616829648934,0.04693745001595806,clear_risk_reduction
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,adaptive_3x_8x_v1,G4_RISK_MONITOR_DOWNSHIFT,G0_NO_PATH_GATE,190,190,0,498.06284896927025,364.5827236424996,-133.48012532677063,-0.17737487029288412,-0.17737487029288412,0.0,0,0,0,2.5883242329489353,2.69203232983399,0.10370809688505478,no_risk_reduction
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,adaptive_4x_10x_v1,G1_SINGLE_BEST_PATH_SAFETY,G0_NO_PATH_GATE,190,114,-76,321.7385975214319,152.07810431623062,-169.6604932052013,-0.2105950913814122,-0.16901406587371237,0.04158102550769982,0,0,0,1.9880439558423377,2.455115973034199,0.4670720171918614,clear_risk_reduction
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,adaptive_4x_10x_v1,G2_CONSENSUS_TWO_FACTORS,G0_NO_PATH_GATE,190,98,-92,321.7385975214319,123.15703857007959,-198.58155895135235,-0.2105950913814122,-0.14403513586684513,0.06655995551456706,0,0,0,1.9880439558423377,3.941262337543291,1.9532183817009534,clear_risk_reduction
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,adaptive_4x_10x_v1,G3_STRICT_CONSENSUS,G0_NO_PATH_GATE,190,124,-66,321.7385975214319,336.0716115974352,14.33301407600328,-0.2105950913814122,-0.20482026794976627,0.005774823431645926,0,0,0,1.9880439558423377,2.138585638766254,0.15054168292391634,clear_risk_reduction
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,adaptive_4x_10x_v1,G4_RISK_MONITOR_DOWNSHIFT,G0_NO_PATH_GATE,190,190,0,321.7385975214319,572.3414147500979,250.60281722866597,-0.2105950913814122,-0.21059509138141197,2.220446049250313e-16,0,0,0,1.9880439558423377,2.3839073290398805,0.3958633731975427,clear_risk_reduction
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,adaptive_5x_12x_v1,G1_SINGLE_BEST_PATH_SAFETY,G0_NO_PATH_GATE,190,114,-76,406.17958973190326,137.8898405424815,-268.28974918942174,-0.22627919079494274,-0.17840146325331296,0.04787772754162978,0,0,0,1.9505236246777902,2.447819355365025,0.49729573068723476,return_too_damaged
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,adaptive_5x_12x_v1,G2_CONSENSUS_TWO_FACTORS,G0_NO_PATH_GATE,190,98,-92,406.17958973190326,117.68865120001865,-288.4909385318846,-0.22627919079494274,-0.17840146325331319,0.047877727541629556,0,0,0,1.9505236246777902,3.2616250763654437,1.3111014516876536,return_too_damaged
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,adaptive_5x_12x_v1,G3_STRICT_CONSENSUS,G0_NO_PATH_GATE,190,124,-66,406.17958973190326,204.55964359232038,-201.61994613958288,-0.22627919079494274,-0.2208837162874815,0.005395474507461251,0,0,0,1.9505236246777902,1.8870362028369043,-0.06348742184088585,clear_risk_reduction
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,adaptive_5x_12x_v1,G4_RISK_MONITOR_DOWNSHIFT,G0_NO_PATH_GATE,190,190,0,406.17958973190326,732.7975307837896,326.61794105188636,-0.22627919079494274,-0.22627919079494263,1.1102230246251565e-16,0,0,0,1.9505236246777902,2.371634624834702,0.42111100015691183,clear_risk_reduction
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_10x,G1_SINGLE_BEST_PATH_SAFETY,G0_NO_PATH_GATE,190,114,-76,651595.9603375166,34174.9511801157,-617421.0091574009,-0.5779719932937815,-0.4429484370151623,0.13502355627861917,0,0,0,2.0253087252349196,1.7936107475891567,-0.23169797764576283,return_too_damaged
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_10x,G2_CONSENSUS_TWO_FACTORS,G0_NO_PATH_GATE,190,98,-92,651595.9603375166,47878.702105436016,-603717.2582320806,-0.5779719932937815,-0.35186641489991244,0.22610557839386902,0,0,0,2.0253087252349196,4.050496916561227,2.0251881913263072,return_too_damaged
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_10x,G3_STRICT_CONSENSUS,G0_NO_PATH_GATE,190,124,-66,651595.9603375166,116085.53724987412,-535510.4230876425,-0.5779719932937815,-0.5465715227738595,0.03140047051992201,0,0,0,2.0253087252349196,1.8596223780893002,-0.16568634714561936,return_too_damaged
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_10x,G4_RISK_MONITOR_DOWNSHIFT,G0_NO_PATH_GATE,190,190,0,651595.9603375166,187641.59504885375,-463954.36528866284,-0.5779719932937815,-0.5093237246256073,0.0686482686681742,0,0,0,2.0253087252349196,1.9737218541878638,-0.05158687104705573,return_too_damaged
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_20x,G1_SINGLE_BEST_PATH_SAFETY,G0_NO_PATH_GATE,190,114,-76,1013407699.4763727,13889597.27558099,-999518102.2007917,-0.8482942559119853,-0.7426205417477105,0.10567371416427473,0,0,0,1.6453040683654039,1.40244089992798,-0.24286316843742384,return_too_damaged
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_20x,G2_CONSENSUS_TWO_FACTORS,G0_NO_PATH_GATE,190,98,-92,1013407699.4763727,40218496.1552379,-973189203.3211348,-0.8482942559119853,-0.6140084704028872,0.23428578550909807,0,0,0,1.6453040683654039,3.878360479719371,2.2330564113539673,return_too_damaged
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_20x,G3_STRICT_CONSENSUS,G0_NO_PATH_GATE,190,124,-66,1013407699.4763727,97148591.09585531,-916259108.3805174,-0.8482942559119853,-0.8239046197309525,0.024389636181032737,0,0,0,1.6453040683654039,1.4715612690091049,-0.173742799356299,return_too_damaged
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_20x,G4_RISK_MONITOR_DOWNSHIFT,G0_NO_PATH_GATE,190,190,0,1013407699.4763727,169133626.50034443,-844274072.9760283,-0.8482942559119853,-0.7699606782567294,0.07833357765525584,0,0,0,1.6453040683654039,1.6326993241763736,-0.012604744189030237,return_too_damaged
