symbol,prototype,gate,leverage_mode,trade_count,total_return,max_drawdown,profit_factor,liquidation_count,stress_liquidation_cases,final_equity,decision_status,allowed_next_step
SOLUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,adaptive_4x_10x_v1,0,0.0,0.0,,0,0,1000.0,gate_unavailable,discard
SOLUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,adaptive_5x_12x_v1,0,0.0,0.0,,0,0,1000.0,gate_unavailable,discard
SOLUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_10x,160,575054.4294208537,-0.5824598107246697,2.611992452954894,0,0,575055429.4208537,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_20x,160,32068134.714701533,-0.9503646141525949,2.2326078961395566,1,3,32068135714.701534,unsafe_high_leverage,discard
SOLUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_3x_8x_v1,160,1931.1807273969737,-0.18457152237545038,2.742646966533548,0,0,1932180.7273969736,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_4x_10x_v1,160,5356.292691624347,-0.19751024563740582,2.4859592588057615,0,0,5357292.691624347,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_5x_12x_v1,160,5295.723106338422,-0.20030141530956735,2.3277669867149253,0,0,5296723.106338423,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,236,41930.17363189863,-0.8482613409073146,1.8505915365342158,0,0,41931173.63189863,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_20x,236,-0.046529313373537384,-0.9999563550019248,0.9924577332210154,4,12,953.4706866264626,unsafe_high_leverage,discard
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_3x_8x_v1,236,113.02112794224398,-0.2574811156014244,1.9015983747424388,0,0,114021.12794224398,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_4x_10x_v1,236,92.31643459392946,-0.27159093413306734,1.8759567622663553,0,0,93316.43459392946,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_5x_12x_v1,236,35.40866930845952,-0.27159093413306734,1.7700795021992524,0,0,36408.669308459524,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_10x,141,39701.442753876894,-0.6891337373916934,2.1264577149216755,0,0,39702442.753876895,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,141,1289.8499763651664,-0.9856039973956913,1.5844299022571389,3,9,1290849.9763651665,unsafe_high_leverage,discard
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,141,585.529492717954,-0.18815090918804878,2.7065941338990465,0,0,586529.492717954,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_4x_10x_v1,141,736.3946447828816,-0.2267918952624115,2.401619220411872,0,0,737394.6447828816,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_5x_12x_v1,141,912.5077744502986,-0.2267918952624115,2.541051795650816,0,0,913507.7744502986,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_10x,126,255224.7034483521,-0.5622911906092787,2.387416030584296,0,0,255225703.4483521,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_20x,126,5616415.350473557,-0.9699540932985367,1.9484993736042986,1,3,5616416350.4735565,unsafe_high_leverage,discard
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_3x_8x_v1,126,616.1563393694715,-0.18304891172002324,2.6330242592614805,0,0,617156.3393694715,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_4x_10x_v1,126,1800.2765466553792,-0.21662796344103574,2.475409134805739,0,0,1801276.5466553792,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_5x_12x_v1,126,1427.5972595605335,-0.22873837634718952,2.072521119017952,0,0,1428597.2595605336,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_10x,153,217833.40151062762,-0.719812150497469,2.158870532263892,0,0,217834401.51062763,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_20x,153,15976.950175914957,-0.9852490309489945,1.6069476160516096,3,9,15977950.175914956,unsafe_high_leverage,discard
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,adaptive_3x_8x_v1,153,1184.2003994855227,-0.22096044127491166,2.7070891197127516,0,0,1185200.3994855226,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,adaptive_4x_10x_v1,153,1640.6576043589632,-0.2521004356916615,2.459946328263103,0,0,1641657.6043589632,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,adaptive_5x_12x_v1,153,2278.632220352468,-0.24249887800305647,2.54697577364786,0,0,2279632.2203524676,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_10x,236,75327.87023335844,-0.775619245245281,2.0100203854743595,0,0,75328870.23335844,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_20x,236,1974.5420294112146,-0.9914998677742161,1.607270160484843,3,9,1975542.0294112146,unsafe_high_leverage,discard
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_3x_8x_v1,236,225.4784458067548,-0.24839204911724577,2.090535509768088,0,0,226478.44580675478,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_4x_10x_v1,236,201.9561664886897,-0.27159093413306734,1.996033040380462,0,0,202956.1664886897,risk_monitor_only,keep_as_risk_monitor
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_5x_12x_v1,236,85.76611043595236,-0.27159093413306734,1.8936140714691447,0,0,86766.11043595236,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,214,9098.59537184153,-0.6388737366634527,2.029734553631149,0,0,9099595.37184153,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_20x,214,107684.49013515393,-0.952785985929057,1.560999049232252,1,3,107685490.13515393,unsafe_high_leverage,discard
BNBUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_3x_8x_v1,214,7.511221651040357,-0.5088950395248163,2.0640965594288274,0,0,8511.221651040356,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_4x_10x_v1,214,3.040580108672766,-0.6361187994060205,1.739306087234531,0,0,4040.580108672766,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_5x_12x_v1,214,0.20236149321359065,-0.7633425592872244,1.1467751316911603,0,0,1202.3614932135906,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_10x,129,2260.5194221095385,-0.4599369498869992,1.7922227521480225,0,0,2261519.4221095387,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,129,92215.30407505903,-0.7312034647393109,1.3172768191546838,0,0,92216304.07505903,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,129,18.503937287305874,-0.17577763851168915,2.496283960697565,0,0,19503.937287305875,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_4x_10x_v1,129,22.820497762697027,-0.21347352425153698,2.13712009810293,0,0,23820.49776269703,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_5x_12x_v1,129,19.757925172004526,-0.21755653353991133,2.2463960483935015,0,0,20757.925172004525,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_10x,0,0.0,0.0,,0,0,1000.0,gate_unavailable,discard
BNBUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_20x,0,0.0,0.0,,0,0,1000.0,gate_unavailable,discard
BNBUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_3x_8x_v1,0,0.0,0.0,,0,0,1000.0,gate_unavailable,discard
BNBUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_4x_10x_v1,0,0.0,0.0,,0,0,1000.0,gate_unavailable,discard
BNBUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_5x_12x_v1,0,0.0,0.0,,0,0,1000.0,gate_unavailable,discard
BNBUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_10x,0,0.0,0.0,,0,0,1000.0,gate_unavailable,discard
BNBUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_20x,0,0.0,0.0,,0,0,1000.0,gate_unavailable,discard
BNBUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,adaptive_3x_8x_v1,0,0.0,0.0,,0,0,1000.0,gate_unavailable,discard
BNBUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,adaptive_4x_10x_v1,0,0.0,0.0,,0,0,1000.0,gate_unavailable,discard
BNBUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,adaptive_5x_12x_v1,0,0.0,0.0,,0,0,1000.0,gate_unavailable,discard
BNBUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_10x,214,6658.774416853746,-0.39000331464482973,1.9082941543462142,0,0,6659774.4168537455,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_20x,214,362365.5756922481,-0.6549343088695821,1.4157087155944892,0,0,362366575.6922481,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_3x_8x_v1,214,24.60272139143523,-0.2544475197624082,2.335381188055664,0,0,25602.721391435232,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_4x_10x_v1,214,25.200421356760764,-0.3180593997030102,2.1598327292666193,0,0,26200.421356760762,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_5x_12x_v1,214,20.660348264239424,-0.38167127964361214,2.0664871113786205,0,0,21660.348264239423,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,228,7863.9613249186605,-0.6886516357573388,1.9358760785009554,0,0,7864961.32491866,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_20x,228,13990.745606360566,-0.9658020119944362,1.4966294721684998,1,4,13991745.606360566,unsafe_high_leverage,discard
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_3x_8x_v1,228,7.7588777169390415,-0.5156644649720755,2.0202224759575405,0,0,8758.877716939041,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_4x_10x_v1,228,3.5092347848589256,-0.6411345635650644,1.7330245582699735,0,0,4509.234784858925,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_5x_12x_v1,228,0.2357720058281727,-0.7666046621580531,1.1365653025220428,0,0,1235.7720058281727,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_10x,137,5019.721919673456,-0.4104932176094551,1.8883520685661979,0,0,5020721.919673456,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,137,251854.72821490632,-0.6770258021670508,1.3871552991601483,0,0,251855728.21490633,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,137,22.93239369538976,-0.16171574697208202,2.5543411542898267,0,0,23932.39369538976,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_4x_10x_v1,137,29.832909506332403,-0.20843298254557896,2.1569750737787317,0,0,30832.909506332402,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_5x_12x_v1,137,41.099938943256454,-0.2174310996093145,2.1010187903728528,0,0,42099.93894325646,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_10x,121,126.17153863685373,-0.4336528156117754,1.9710710192052996,0,0,127171.53863685373,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_20x,121,959.4257058159665,-0.7171283648926208,1.4898827657611071,0,0,960425.7058159665,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_3x_8x_v1,121,3.8764067413750203,-0.2013562243003426,2.213173608881536,0,0,4876.40674137502,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_4x_10x_v1,121,2.6642661389865894,-0.2288230750067075,1.8730767093415825,0,0,3664.2661389865893,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_5x_12x_v1,121,5.548026513637598,-0.1975925144763493,2.013074712220214,0,0,6548.026513637598,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_10x,141,3001.2811553203683,-0.6886516357573388,2.0924635433278267,0,0,3002281.1553203682,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_20x,141,23627.175097645282,-0.9658020119944362,1.523600041671014,1,3,23628175.097645283,unsafe_high_leverage,discard
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,adaptive_3x_8x_v1,141,5.503414379063273,-0.5156644649720755,2.5187190653745595,0,0,6503.4143790632725,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,adaptive_4x_10x_v1,141,1.6688960546224938,-0.6411345635650644,1.737373527952943,0,0,2668.896054622494,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,adaptive_5x_12x_v1,141,-0.17128242005179328,-0.7666046621580531,0.8432931162902582,0,0,828.7175799482067,discard_for_now,discard
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_10x,228,9983.019619257508,-0.5191228399530304,1.9147365450812126,0,0,9984019.619257508,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_20x,228,491134.57345411397,-0.768831450050544,1.4505020323544677,0,0,491135573.45411396,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_3x_8x_v1,228,29.914572952044704,-0.2647242677860979,2.2831938045801907,0,0,30914.572952044706,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_4x_10x_v1,228,32.7693655775855,-0.32745931708259235,2.1487361779118603,0,0,33769.3655775855,risk_monitor_only,keep_as_risk_monitor
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_5x_12x_v1,228,30.276963445348123,-0.39019436637908655,2.108473382773432,0,0,31276.963445348123,risk_monitor_only,keep_as_risk_monitor
