candidate_id,symbol,prototype,gate,leverage_mode,cost_scenario,event_id,signal_time,entry_time,exit_time,raw_entry_price,raw_exit_price,entry_price,exit_price,quantity,entry_notional,atr,stop_loss,gross_pnl,entry_fee,exit_fee,slippage,funding_paid,funding_received,net_pnl,accounting_error,trade_return,equity_before,equity_after,min_low_1m,max_high_1m,mae_atr,mfe_atr,exit_reason,liquidation
D1,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,BTCUSDT_2020-01-05T01:30:00+00:00,2020-01-05 01:30:00+00:00,2020-01-05 01:30:00+00:00,2020-01-05 09:00:00+00:00,7459.49,7429.86,7460.981898,7428.374028,0.1340306160329998,1000.0,23.7514285714286,7389.727612285714,-4.370452903623949,0.5,0.49781477354818804,0.3991257505661504,0.0,0.0,-5.368267677172137,0.0,-0.005368267677172137,1000.0,994.6317323228278,7417.0,7495.0,-1.8517580055334821,1.432254986166257,donchian20_exit,False
D1,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,BTCUSDT_2020-01-06T22:15:00+00:00,2020-01-06 22:15:00+00:00,2020-01-06 22:15:00+00:00,2020-01-07 13:15:00+00:00,7630.61,7840.44,7632.136122,7838.871912,0.13032153992324036,994.6317323228278,23.17357142857145,7562.6154077142855,26.9421265100476,0.49731586616141393,0.5107869294164378,0.403242212045916,0.0,0.0,25.93402371446975,0.0,0.02607399590389535,994.6317323228278,1020.5657560372975,7611.24,8014.91,-0.9017221218752844,16.517690386215776,donchian20_exit,False
D1,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,BTCUSDT_2020-01-11T00:00:00+00:00,2020-01-11 00:00:00+00:00,2020-01-11 00:00:00+00:00,2020-01-11 05:15:00+00:00,8207.2,8085.47,8208.84144,8083.852906,0.12432518809101245,1020.5657560372975,56.79928571428575,8038.443582857143,-15.539222998769914,0.5102828780186488,0.5025132665192639,0.40511785245090937,0.0,0.0,-16.552019143307824,0.0,-0.01621847396445753,1020.5657560372975,1004.0137368939897,8071.59,8261.33,-2.4164289792376583,0.9241059872483391,donchian20_exit,False
D1,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,BTCUSDT_2020-01-11T21:45:00+00:00,2020-01-11 21:45:00+00:00,2020-01-11 21:45:00+00:00,2020-01-11 21:46:00+00:00,8284.17,8196.251119714285,8285.826834,8194.611869490342,0.12117242575890282,1004.0137368939897,29.85857142857133,8196.251119714285,-11.052738515147475,0.5020068684469949,0.4964804991894211,0.3993945209207841,0.0,0.0,-12.05122588278389,0.0,-0.012003048802963077,1004.0137368939897,991.9625110112058,8065.42,8292.19,-7.381693880675582,0.21311019568445216,atr_stop,False
D1,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,BTCUSDT_2020-01-14T00:45:00+00:00,2020-01-14 00:45:00+00:00,2020-01-14 00:45:00+00:00,2020-01-15 04:15:00+00:00,8239.27,8672.65,8240.917854,8670.91547,0.12037039181621309,991.9625110112058,27.709285714285734,8157.789996857142,51.75898151795761,0.4959812555056029,0.5218607462645818,0.40713888735272613,0.0,0.0,50.741139516187424,0.0,0.05115227536619498,991.9625110112058,1042.7036505273932,8237.62,8918.5,-0.11901620395427831,24.453251988760897,donchian20_exit,False
D1,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,BTCUSDT_2020-01-17T03:15:00+00:00,2020-01-17 03:15:00+00:00,2020-01-17 03:15:00+00:00,2020-01-18 04:45:00+00:00,8814.0,8841.03,8815.7628,8839.261794,0.11827718986806146,1042.7036505273932,30.30928571428584,8724.834942857144,2.779394975046388,0.5213518252636966,0.5227415227512198,0.41763746708739086,0.0,0.0,1.7353016270314716,0.0,0.0016642328106876451,1042.7036505273932,1044.4389521544247,8765.0,9039.0,-1.6748266679235488,7.365307190158555,donchian20_exit,False
D1,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,BTCUSDT_2020-01-19T01:15:00+00:00,2020-01-19 01:15:00+00:00,2020-01-19 01:15:00+00:00,2020-01-19 06:45:00+00:00,9123.5,9101.0,9125.3247,9099.1798,0.11445499053358887,1044.4389521544247,37.28857142857162,9013.458985714284,-2.9924142820015507,0.5222194760772123,0.5207232689362116,0.4171769949958008,0.0,0.0,-4.035357027014975,0.0,-0.003863660024064604,1044.4389521544247,1040.4035951274097,9075.93,9205.3,-1.3246605624089665,2.1447670676576536,donchian20_exit,False
D1,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,BTCUSDT_2020-01-26T17:15:00+00:00,2020-01-26 17:15:00+00:00,2020-01-26 17:15:00+00:00,2020-01-27 09:00:00+00:00,8588.0,8608.12,8589.7176,8606.398376000001,0.12112197904240878,1040.4035951274097,27.252857142857206,8507.959028571428,2.020408601083244,0.5202017975637049,0.5212120018642465,0.4165656172501178,0.0,0.0,0.9789948016552923,0.0,0.0009409759887800107,1040.4035951274097,1041.382589929065,8544.07,8700.0,-1.6749656654610248,4.046636263563418,donchian20_exit,False
D1,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,BTCUSDT_2020-01-27T19:00:00+00:00,2020-01-27 19:00:00+00:00,2020-01-27 19:00:00+00:00,2020-01-28 17:30:00+00:00,8886.24,8946.76,8888.017248,8944.970648,0.11716703071918533,1041.382589929065,34.75928571428566,8783.739390857143,6.673060767362088,0.5206912949645325,0.5240278253482136,0.417887931763059,0.0,0.0,5.628341647049343,0.0,0.005404681911796436,1041.382589929065,1047.0109315761144,8862.0,9207.81,-0.7484977744898742,9.200210689846491,donchian20_exit,False
D1,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,BTCUSDT_2020-01-28T23:45:00+00:00,2020-01-28 23:45:00+00:00,2020-01-28 23:45:00+00:00,2020-01-29 10:15:00+00:00,9385.47,9310.0,9387.347093999999,9308.138,0.11153427279207778,1047.0109315761144,56.41285714285732,9218.108522571427,-8.834528697809109,0.5235054657880572,0.5190882014391527,0.4170371301910717,0.0,0.0,-9.87712236503632,0.0,-0.0094336382430772,1047.0109315761144,1037.1338092110782,9266.0,9450.0,-2.1510538580363896,1.1106139481881196,donchian20_exit,False
D1,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,BTCUSDT_2020-02-05T16:15:00+00:00,2020-02-05 16:15:00+00:00,2020-02-05 16:15:00+00:00,2020-02-06 00:30:00+00:00,9561.75,9590.19,9563.66235,9588.271962,0.10844525572476721,1037.1338092110782,33.692857142857065,9462.583778571428,2.668795666627321,0.5185669046055391,0.5199013024388528,0.41538740618511344,0.0,0.0,1.6303274595829291,0.0,0.0015719547903110772,1037.1338092110782,1038.7641366706612,9526.65,9799.08,-1.0985221539114185,6.98716790332838,donchian20_exit,False
D1,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,BTCUSDT_2020-02-06T13:00:00+00:00,2020-02-06 13:00:00+00:00,2020-02-06 13:00:00+00:00,2020-02-06 13:48:00+00:00,9837.89,9724.597577999999,9839.857578,9722.6526584844,0.10556698899719189,1038.7641366706612,38.41999999999981,9724.597577999999,-12.372970448920064,0.5193820683353306,0.5131955831108705,0.41303058218079824,0.0,0.0,-13.405548100366266,0.0,-0.012905285836428984,1038.7641366706612,1025.3585885702948,9651.0,9884.0,-4.915605882352948,1.1489438313378961,atr_stop,False
D1,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,BTCUSDT_2020-02-12T07:45:00+00:00,2020-02-12 07:45:00+00:00,2020-02-12 07:45:00+00:00,2020-02-12 08:03:00+00:00,10436.9,10329.868808571428,10438.987379999999,10327.802834809714,0.0982239513513326,1025.3585885702948,36.37285714285723,10329.868808571428,-10.920985357790551,0.5126792942851475,0.5072188016062522,0.4079588178353154,0.0,0.0,-11.94088345368195,0.0,-0.011645568279026831,1025.3585885702948,1013.4177051166129,10311.91,10479.98,-3.4937420368406196,1.1270112721416998,atr_stop,False
D1,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,BTCUSDT_2020-02-23T04:00:00+00:00,2020-02-23 04:00:00+00:00,2020-02-23 04:00:00+00:00,2020-02-23 11:00:00+00:00,9793.8,9865.5,9795.758759999999,9863.5269,0.10345474301131248,1013.4177051166129,18.897857142856992,9739.065188571429,7.010935508054847,0.5067088525583064,0.5102143203123339,0.40676956585633267,0.0,0.0,5.994012335184207,0.0,0.0059146512883298035,1013.4177051166129,1019.411717451797,9793.8,10018.9,-0.1036498469214093,11.807753562384427,donchian20_exit,False
D1,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,BTCUSDT_2020-03-05T02:45:00+00:00,2020-03-05 02:45:00+00:00,2020-03-05 02:45:00+00:00,2020-03-05 15:00:00+00:00,8936.83,9032.72,8938.617366,9030.913456,0.11404579430028564,1019.411717451797,35.98071428571412,8830.675223142858,10.52598089486063,0.5097058587258985,0.5149688491733289,0.4098703205936935,0.0,0.0,9.501306186961404,0.0,0.009320381573317235,1019.411717451797,1028.9130236387584,8870.0,9147.05,-1.9070595835070479,5.792898727492897,donchian20_exit,False
D1,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,BTCUSDT_2020-03-19T09:30:00+00:00,2020-03-19 09:30:00+00:00,2020-03-19 09:30:00+00:00,2020-03-20 01:30:00+00:00,5514.35,6115.27,5515.45287,6114.046946,0.1865509592576318,1028.9130236387584,45.80500000000003,5378.03787,111.6682990837358,0.5144565118193792,0.5702906613612471,0.433903353360303,0.0,0.0,110.58355191055519,0.0,0.10747609309043017,1028.9130236387584,1139.4965755493135,5454.0,6400.0,-1.3416192555397892,19.311147909616846,donchian20_exit,False
D1,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,BTCUSDT_2020-03-20T08:15:00+00:00,2020-03-20 08:15:00+00:00,2020-03-20 08:15:00+00:00,2020-03-20 16:30:00+00:00,6486.68,6405.56,6487.977336,6404.278888000001,0.17563202158961944,1139.4965755493135,69.05071428571429,6280.825193142857,-14.700127626153497,0.5697482877746568,0.56239822396158,0.4528580348035878,0.0,0.0,-15.832274137889733,0.0,-0.01389409540810381,1139.4965755493135,1123.6643014114238,6360.0,6911.0,-1.8533817835752182,6.126260508322041,donchian20_exit,False
D1,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,BTCUSDT_2020-03-24T08:30:00+00:00,2020-03-24 08:30:00+00:00,2020-03-24 08:30:00+00:00,2020-03-24 12:19:00+00:00,6755.47,6559.568951142857,6756.821094,6558.257037352629,0.16630073310794455,1123.6643014114238,65.75071428571411,6559.568951142857,-33.02134818934526,0.5618321507057119,0.5453214766110394,0.4428601477871206,0.0,0.0,-34.12850181666201,0.0,-0.03037250696119253,1123.6643014114238,1089.5357995947618,6500.68,6840.0,-3.895639717113346,1.2650646750171202,atr_stop,False
D1,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,BTCUSDT_2020-03-30T22:30:00+00:00,2020-03-30 22:30:00+00:00,2020-03-30 22:30:00+00:00,2020-03-30 23:08:00+00:00,6589.98,6430.594424571428,6591.297995999999,6429.308305686514,0.1652991262503923,1089.5357995947618,53.56785714285719,6430.594424571428,-26.776754270390704,0.5447678997973809,0.5313795226621856,0.4304579151318495,0.0,0.0,-27.85290169285027,0.0,-0.025564007812510413,1089.5357995947618,1061.6828979019115,6417.08,6606.15,-3.252286077738503,0.2772558917261115,atr_stop,False
