candidate_id,symbol,prototype,gate,leverage_mode,cost_scenario,event_id,signal_time,entry_time,exit_time,raw_entry_price,raw_exit_price,entry_price,exit_price,quantity,entry_notional,atr,stop_loss,gross_pnl,entry_fee,exit_fee,slippage,funding_paid,funding_received,net_pnl,accounting_error,trade_return,equity_before,equity_after,min_low_1m,max_high_1m,mae_atr,mfe_atr,exit_reason,liquidation
C1,BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,base_cost,BTCUSDT_2020-01-05T01:30:00+00:00,2020-01-05 01:30:00+00:00,2020-01-05 01:30:00+00:00,2020-01-05 09:00:00+00:00,7459.49,7429.86,7460.981898,7428.374028,0.1340306160329998,1000.0,23.7514285714286,7389.727612285714,-4.370452903623949,0.5,0.49781477354818804,0.3991257505661504,0.0,0.0,-5.368267677172137,0.0,-0.005368267677172137,1000.0,994.6317323228278,7417.0,7495.0,-1.8517580055334821,1.432254986166257,donchian20_exit,False
C1,BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,base_cost,BTCUSDT_2020-01-11T00:00:00+00:00,2020-01-11 00:00:00+00:00,2020-01-11 00:00:00+00:00,2020-01-11 05:15:00+00:00,8207.2,8085.47,8208.84144,8083.852906,0.12116590868428662,994.6317323228278,56.79928571428575,8038.443582857143,-15.144349297226862,0.49731586616141393,0.48974369151280056,0.3948232330885947,0.0,0.0,-16.131408854901075,0.0,-0.016218473964457532,994.6317323228278,978.5003234679267,8071.59,8261.33,-2.4164289792376583,0.9241059872483391,donchian20_exit,False
C1,BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,base_cost,BTCUSDT_2020-01-11T21:45:00+00:00,2020-01-11 21:45:00+00:00,2020-01-11 21:45:00+00:00,2020-01-11 21:46:00+00:00,8284.17,8196.251119714285,8285.826834,8194.611869490342,0.11809326251578851,978.5003234679267,29.85857142857133,8196.251119714285,-10.77187274920736,0.48925016173396335,0.4838642253593597,0.3892453395322109,0.0,0.0,-11.744987136300683,0.0,-0.012003048802963079,978.5003234679267,966.755336331626,8065.42,8292.19,-7.381693880675582,0.21311019568445216,atr_stop,False
C1,BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,base_cost,BTCUSDT_2020-01-14T00:45:00+00:00,2020-01-14 00:45:00+00:00,2020-01-14 00:45:00+00:00,2020-01-15 04:15:00+00:00,8239.27,8672.65,8240.917854,8670.91547,0.11731160939340994,966.755336331626,27.709285714285734,8157.789996857142,50.443712368289546,0.483377668165813,0.5085995243499578,0.3967929106263597,0.0,0.0,49.45173517577377,0.0,0.051152275366194974,966.755336331626,1016.2070715073999,8237.62,8918.5,-0.11901620395427831,24.453251988760897,donchian20_exit,False
C1,BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,base_cost,BTCUSDT_2020-01-19T01:15:00+00:00,2020-01-19 01:15:00+00:00,2020-01-19 01:15:00+00:00,2020-01-19 06:45:00+00:00,9123.5,9101.0,9125.3247,9099.1798,0.11136119589338009,1016.2070715073997,37.28857142857162,9013.458985714284,-2.911527330512758,0.5081035357536999,0.5066477720884435,0.4059004229117059,0.0,0.0,-3.9262786383549013,0.0,-0.003863660024064604,1016.2070715073999,1012.280792869045,9075.93,9205.3,-1.3246605624089665,2.1447670676576536,donchian20_exit,False
C1,BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,base_cost,BTCUSDT_2020-01-26T17:15:00+00:00,2020-01-26 17:15:00+00:00,2020-01-26 17:15:00+00:00,2020-01-27 09:00:00+00:00,8588.0,8608.12,8589.7176,8606.398376000001,0.11784797126148186,1012.280792869045,27.252857142857206,8507.959028571428,1.9657956106673413,0.5061403964345225,0.5071232942398561,0.405305571113768,0.0,0.0,0.9525319199929626,0.0,0.0009409759887800105,1012.280792869045,1013.2333247890379,8544.07,8700.0,-1.6749656654610248,4.046636263563418,donchian20_exit,False
C1,BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,base_cost,BTCUSDT_2020-01-27T19:00:00+00:00,2020-01-27 19:00:00+00:00,2020-01-27 19:00:00+00:00,2020-01-28 17:30:00+00:00,8886.24,8946.76,8888.017248,8944.970648,0.1139999278260894,1013.2333247890379,34.75928571428566,8783.739390857143,6.492683489450438,0.506616662394519,0.5098630041392441,0.40659214258454274,0.0,0.0,5.476203822916675,0.0,0.005404681911796435,1013.2333247890379,1018.7095286119545,8862.0,9207.81,-0.7484977744898742,9.200210689846491,donchian20_exit,False
C1,BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,base_cost,BTCUSDT_2020-01-28T23:45:00+00:00,2020-01-28 23:45:00+00:00,2020-01-28 23:45:00+00:00,2020-01-29 10:15:00+00:00,9385.47,9310.0,9387.347093999999,9308.138,0.10851942709810647,1018.7095286119545,56.41285714285732,9218.108522571427,-8.595725501839846,0.5093547643059773,0.5050569015550573,0.40576433874582174,0.0,0.0,-9.61013716770088,0.0,-0.0094336382430772,1018.7095286119545,1009.0993914442537,9266.0,9450.0,-2.1510538580363896,1.1106139481881196,donchian20_exit,False
C1,BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,base_cost,BTCUSDT_2020-02-05T16:15:00+00:00,2020-02-05 16:15:00+00:00,2020-02-05 16:15:00+00:00,2020-02-06 00:30:00+00:00,9561.75,9590.19,9563.66235,9588.271962,0.10551390821992515,1009.0993914442538,33.692857142857065,9462.583778571428,2.5966563418959896,0.5045496957221269,0.5058480238930749,0.40415920787873555,0.0,0.0,1.5862586222807877,0.0,0.0015719547903110776,1009.0993914442537,1010.6856500665344,9526.65,9799.08,-1.0985221539114185,6.98716790332838,donchian20_exit,False
C1,BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,base_cost,BTCUSDT_2020-02-23T04:00:00+00:00,2020-02-23 04:00:00+00:00,2020-02-23 04:00:00+00:00,2020-02-23 11:00:00+00:00,9793.8,9865.5,9795.758759999999,9863.5269,0.10317584118073306,1010.6856500665344,18.897857142856992,9739.065188571429,6.9920348497538845,0.5053428250332672,0.5088388424581443,0.405672962904751,0.0,0.0,5.977853182262473,0.0,0.0059146512883298035,1010.6856500665344,1016.6635032487969,9793.8,10018.9,-0.1036498469214093,11.807753562384427,donchian20_exit,False
