candidate_id,trade_count,base_cost_total_return,total_return,base_cost_profit_factor,profit_factor,base_cost_max_drawdown,max_drawdown,win_rate,avg_win,avg_loss,payoff_ratio,final_equity,liquidation_count,top1_profit_contribution,top3_profit_contribution,top5_profit_contribution,longest_drawdown_duration,longest_drawdown_seconds,accounting_identity_max_abs_error,symbol_or_portfolio,prototype,gate,leverage_mode,cost_scenario,coverage_status
C1,349,1.3364342410104455,1.3364342410104455,1.3896532203616205,1.3896532203616205,-0.18251680718947827,-0.18251680718947827,0.38968481375358166,35.04587068731441,-16.102367006874726,2.1764421760075376,2336.4342410104455,0,0.18051380104490222,0.4019556207334374,0.5851831232575156,449 days 14:20:00,38845200.0,0.0,BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,base_cost,full_coverage
C1,352,0.4024466128783717,0.4024466128783717,1.1350181474485146,1.1350181474485146,-0.2410528043970276,-0.2410528043970276,0.35795454545454547,26.850253602773993,-13.188873190580319,2.035826200979082,1402.4466128783718,0,0.42479882598868973,0.973656522538678,1.4555981409903134,1001 days 20:05:00,86558700.0,0.0,BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,high_cost,full_coverage
C1,352,-0.2143437448770641,-0.2143437448770641,0.9157005923012524,0.9157005923012524,-0.32258995166163773,-0.32258995166163773,0.32954545454545453,20.071590910714487,-10.773933434406544,1.8629770670956518,785.6562551229359,0,,,,1869 days 18:30:00,161548200.0,0.0,BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,stress_cost,full_coverage
D1,488,1.5453183338550818,1.5453183338550818,1.2706377153318602,1.2706377153318602,-0.2131771775711756,-0.2131771775711756,0.3463114754098361,42.930374396135676,-17.899419871761292,2.3984226697684226,2545.3183338550816,0,0.1920123040611175,0.4243899034938464,0.6270517427044054,656 days 22:58:00,56761080.0,0.0,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,full_coverage
D1,490,0.28522526908743173,0.28522526908743173,1.0632396921959741,1.0632396921959741,-0.2737441697221523,-0.2737441697221523,0.3224489795918367,30.350953907764683,-13.585016410660808,2.2341492266396417,1285.2252690874318,0,0.6631133186767688,1.6213743370759965,2.449993567945572,721 days 06:28:00,62317680.0,0.0,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,high_cost,full_coverage
D1,491,-0.46118313613872985,-0.46118313613872985,0.8628170317622283,0.8628170317622283,-0.5032334169521024,-0.5032334169521024,0.29124236252545826,20.28410708764346,-9.66037485537857,2.099722566805982,538.8168638612701,0,,,,2290 days 00:33:00,197857980.0,0.0,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,stress_cost,full_coverage
C2,341,2.7289994210199446,2.7289994210199446,1.3534487212879205,1.3534487212879205,-0.2619175560145235,-0.2619175560145235,0.3841642228739003,79.77145972025866,-36.766960963494974,2.169650621911934,3728.9994210199447,0,0.3128412653523057,0.5219008896454737,0.7120581218603426,1297 days 19:41:00,112131660.0,0.0,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,base_cost,full_coverage
C2,341,1.3744641617568738,1.3744641617568738,1.2065805862330932,1.2065805862330932,-0.3450729282795655,-0.3450729282795655,0.36950146627565983,63.713241799050245,-30.946066534527706,2.058847825715199,2374.4641617568736,0,0.42734200085019697,0.77942485413868,1.101860387910937,1466 days 20:41:00,126736860.0,0.0,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,high_cost,full_coverage
C2,343,0.26195115636394317,0.26195115636394317,1.0469977042761354,1.0469977042761354,-0.5188559758201567,-0.5188559758201567,0.33819241982507287,50.30734710045771,-24.553749371317846,2.048866197161058,1261.9511563639433,0,1.3550302431646808,3.016969602365458,4.425334068550504,1967 days 18:00:00,170013600.0,0.0,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,stress_cost,full_coverage
D2,488,0.5793197638310357,0.5793197638310357,1.1007876274283426,1.1007876274283426,-0.506761201690249,-0.506761201690249,0.3401639344262295,38.115934729639605,-17.850700004003535,2.135262747180279,1579.3197638310357,0,0.6009945335442185,1.4698832250408005,2.0069078980890116,1987 days 18:34:00,171743640.0,0.0,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,base_cost,full_coverage
