candidate_id,window_count,valid_window_count,positive_walk_forward_window_rate,pf_gt_1_walk_forward_window_rate,median_return,median_pf
C1,9,9,0.6666666666666666,0.6666666666666666,0.044848052427699785,1.3255916805111516
C2,9,9,0.5555555555555556,0.5555555555555556,0.014119545476775158,1.022080766222258
C3,9,9,0.5555555555555556,0.5555555555555556,0.1627313827451788,1.3537670226702305
D1,9,9,0.5555555555555556,0.5555555555555556,0.1276364943592365,1.4512141506965728
D2,9,9,0.6666666666666666,0.6666666666666666,0.05024007983810085,1.1551165579739773
D3,9,9,0.5555555555555556,0.5555555555555556,0.0710060360906223,1.1310238157264283
