repository,base_branch,base_commit_sha,research_branch,research_start_commit_sha,current_head_commit_sha,remote_branch,branch_created_at,created_by,research_topic,working_tree_status,remote_push_status
https://github.com/Muce61/Era,codex/adaptive-leverage-10x-20x,e56054f0f074920e54e742a1050b1bcb29ec2543,codex/p4-canonical-freeze-oos-readiness,e56054f0f074920e54e742a1050b1bcb29ec2543,e56054f0f074920e54e742a1050b1bcb29ec2543,codex/p4-canonical-freeze-oos-readiness,2026-06-30T08:00:44.259889+00:00,codex,p4_canonical_freeze_oos_readiness,"M research_core/logs/run_log.csv
?? research_core/p4_canonical_freeze/
?? tests/test_p4_freeze_accounting.py
?? tests/test_p4_freeze_candidate_selection.py
?? tests/test_p4_freeze_config_hash.py
?? tests/test_p4_freeze_future_mutation.py
?? tests/test_p4_freeze_prefix_invariance.py
?? tests/test_p4_freeze_reproduction.py
?? tests/test_p4_freeze_rule_integrity.py
?? tests/test_p4_freeze_time_alignment.py",present
