candidate_id,bootstrap_runs,mean_return_p05,mean_return_p50,mean_return_p95,pf_p50,positive_return_probability
C1,500,0.2700072929776325,1.2908161886625389,2.4908322117917474,1.380347979943815,0.978
D1,500,0.1282645336276889,1.4802103480795163,3.1376663350107763,1.2567841761522123,0.964
C2,500,0.3354179892613345,2.620330894381474,5.318322435559855,1.3397308803503245,0.974
D2,500,-0.8549523004173387,0.5209479068320371,2.1157967922540877,1.09149273261579,0.73
C3,500,0.780504668739826,2.104404830443401,3.4920611460281217,1.3804744123479624,1.0
D3,500,-0.011778739863329783,1.0355497040664505,2.0967299814059555,1.1821939536467045,0.948
