candidate_id,period,year,trade_count,return,profit_factor,max_drawdown,win_rate,sample_status
C2,2022Q1,2022,9,-0.11574279049445665,0.6364154151463339,-0.20658589059404753,0.3333333333333333,valid
C2,2022Q2,2022,5,-0.008979743445982475,0.8903378188845118,-0.052390632691339034,0.4,valid
C2,2022Q3,2022,9,-0.090062153834933,0.7580876119954165,-0.1682189000290003,0.3333333333333333,valid
C2,2022Q4,2022,6,-0.0995921341355385,0.21816695754671706,-0.12129740181696436,0.3333333333333333,valid
C2,2023Q1,2023,12,0.3727364778258498,3.1015939931881005,-0.0686755461819889,0.5,valid
C2,2023Q2,2023,19,-0.27011507946751295,0.32227678693158274,-0.3114834164716055,0.3157894736842105,valid
C2,2023Q3,2023,12,-0.08733030192582376,0.6058953642355855,-0.15842538421092012,0.08333333333333333,valid
C2,2023Q4,2023,21,-0.1511351860884184,0.6127344725776318,-0.19230135703823348,0.2857142857142857,valid
C2,2024Q1,2024,16,0.149405578025546,1.630650945806394,-0.10983160301131667,0.5,valid
C2,2024Q2,2024,11,0.33913717667828097,2.4459619393693934,-0.0644051218213968,0.36363636363636365,valid
C2,2024Q3,2024,13,-0.25513970558075166,0.18132622007084753,-0.2723881510329742,0.3076923076923077,valid
C2,2024Q4,2024,17,0.26925925105752674,1.82141333497244,-0.07936147921393022,0.4117647058823529,valid
C2,2025Q1,2025,10,-0.08691303423453124,0.6825775393938234,-0.24537562448409178,0.3,valid
C2,2025Q2,2025,16,0.5738747011634328,2.0766606669650187,-0.1249888593630285,0.3125,valid
C2,2025Q3,2025,19,0.44324278978248965,2.1551944342924294,-0.11917098128756043,0.5789473684210527,valid
C2,2025Q4,2025,12,0.044646477486452105,1.1110097368231056,-0.18915183777222588,0.4166666666666667,valid
C2,2026Q1,2026,10,-0.12009229156474467,0.7388065167492004,-0.32517053486358194,0.2,partial_year
C2,2026Q2,2026,12,-0.017822703150494362,0.9393210196129937,-0.18551194853464248,0.4166666666666667,partial_year
D2,2020Q1,2020,21,0.0064358880220530155,1.024026881778727,-0.09863413426532452,0.2857142857142857,valid
D2,2020Q2,2020,20,0.3326646664591692,2.977067309442242,-0.06039691169019534,0.5,valid
D2,2020Q3,2020,23,0.07375145060720027,1.2463053459954272,-0.11709697475238989,0.43478260869565216,valid
D2,2020Q4,2020,25,0.129206825525291,1.2946752939596777,-0.12532107744403298,0.28,valid
D2,2021Q1,2021,32,-0.3406627768591748,0.6276813129918113,-0.5430413988968121,0.21875,valid
D2,2021Q2,2021,17,0.24300588848963603,2.637347184582141,-0.08030885177811786,0.35294117647058826,valid
D2,2021Q3,2021,23,0.06095198612303185,1.2600128063997802,-0.07255881197139846,0.391304347826087,valid
D2,2021Q4,2021,21,-0.0645208794885418,0.8053281393645623,-0.20412393202824008,0.2857142857142857,valid
D2,2022Q1,2022,16,-0.16013154187152406,0.37904710441522715,-0.18915503596922412,0.1875,valid
D2,2022Q2,2022,9,-0.07992827666151651,0.29148858157602925,-0.07077415401711507,0.2222222222222222,valid
D2,2022Q3,2022,16,-0.14119205600979484,0.49517193253095176,-0.18055636956620447,0.3125,valid
D2,2022Q4,2022,8,-0.05480845812204863,0.16890579391413316,-0.05797073648526285,0.25,valid
D2,2023Q1,2023,17,0.11404857205342576,1.9072818243297818,-0.043311330470507725,0.35294117647058826,valid
D2,2023Q2,2023,20,-0.024961779063074552,0.842958639970104,-0.1179346942945858,0.35,valid
D2,2023Q3,2023,14,-0.05018369082439618,0.5268835947733318,-0.08244896667179524,0.07142857142857142,valid
D2,2023Q4,2023,24,-0.07273231723106373,0.6032143454434241,-0.07671365280016873,0.2916666666666667,valid
D2,2024Q1,2024,23,-0.0009000385928842469,0.994543876964813,-0.07444874905387844,0.43478260869565216,valid
D2,2024Q2,2024,19,0.103529703540281,1.8034242770895659,-0.03984588613750917,0.3684210526315789,valid
D2,2024Q3,2024,17,-0.05824351456853239,0.6041869875969685,-0.11603397052754838,0.35294117647058826,valid
D2,2024Q4,2024,23,0.10848359440663323,1.6138139760016548,-0.03754954540732136,0.43478260869565216,valid
D2,2025Q1,2025,14,-0.056679095504920625,0.589564818807837,-0.11865355236652064,0.35714285714285715,valid
D2,2025Q2,2025,21,0.19807287491737838,1.861146015304392,-0.062969148462098,0.2857142857142857,valid
D2,2025Q3,2025,25,0.23260485237291478,2.110965179188237,-0.07213427987728493,0.52,valid
D2,2025Q4,2025,16,0.05489357298665431,1.3094244325401474,-0.057996501440352066,0.375,valid
D2,2026Q1,2026,11,0.01563841780297288,1.0991236029548526,-0.06704451667133682,0.2727272727272727,partial_year
D2,2026Q2,2026,13,0.010975895321866883,1.088552323926961,-0.08117103172466866,0.46153846153846156,partial_year
C3,2020Q1,2020,22,0.10323161892090767,2.3471260384579793,-0.025615613488799482,0.5,valid
C3,2020Q2,2020,34,0.18618212428588984,2.153275491790117,-0.047433759446541046,0.35294117647058826,valid
C3,2020Q3,2020,32,0.15097571153265987,2.8543661472419366,-0.03214245767589252,0.53125,valid
C3,2020Q4,2020,38,0.19364277372031258,1.7205076470189953,-0.06567514697020671,0.2894736842105263,valid
C3,2021Q1,2021,31,-0.0730714426671907,0.8280022868505484,-0.25723757615363707,0.3870967741935484,valid
C3,2021Q2,2021,18,0.26457919552257747,3.8999416013697146,-0.031792953196182694,0.5,valid
C3,2021Q3,2021,32,0.11818108883717292,1.522370514264665,-0.06496284162717048,0.40625,valid
C3,2021Q4,2021,25,0.029186024835945196,1.142317612089773,-0.1169959394144392,0.48,valid
C3,2022Q1,2022,20,-0.05970207565401814,0.7306680945717466,-0.11522364786661865,0.4,valid
C3,2022Q2,2022,10,-0.016549430120516576,0.7539148648747204,-0.03364207969945365,0.4,valid
C3,2022Q3,2022,18,-0.02310837028770528,0.9015762633051646,-0.11229918382902238,0.3888888888888889,valid
C3,2022Q4,2022,14,-0.049294747483680595,0.4126315737098157,-0.06655843213820878,0.2857142857142857,valid
C3,2023Q1,2023,31,0.3100359759716616,2.850821835129756,-0.053327543850321346,0.4838709677419355,valid
C3,2023Q2,2023,31,-0.11593369947911293,0.5634953859947665,-0.1650073402041139,0.2903225806451613,valid
C3,2023Q3,2023,24,-0.05899929846556292,0.6135019646184097,-0.10434233607053378,0.20833333333333334,valid
C3,2023Q4,2023,34,-0.05753297193535306,0.7814667566313008,-0.10472956015780266,0.2647058823529412,valid
C3,2024Q1,2024,38,0.32385773840462906,2.428110377278268,-0.039980093135300265,0.5,valid
C3,2024Q2,2024,23,0.17968710290764678,1.9063942772859162,-0.036487051835584206,0.34782608695652173,valid
C3,2024Q3,2024,24,-0.11178596530265011,0.4473600533197012,-0.1650827356154586,0.5,valid
C3,2024Q4,2024,33,0.274517348047829,2.065178367979484,-0.04190871912901062,0.3939393939393939,valid
C3,2025Q1,2025,16,0.09844075057758184,1.7190476215094583,-0.11182236454075412,0.5625,valid
C3,2025Q2,2025,33,0.2713541971909795,1.6787690851296317,-0.13116274918226467,0.2727272727272727,valid
C3,2025Q3,2025,34,0.23285283177303892,1.8360283592666677,-0.09027574751264189,0.47058823529411764,valid
C3,2025Q4,2025,30,-0.013414688409710553,0.9599501735550792,-0.14917762682152247,0.3,valid
C3,2026Q1,2026,19,-0.11228631301802962,0.6378027237122389,-0.21949040098630745,0.21052631578947367,partial_year
C3,2026Q2,2026,26,-0.012328648690108654,0.9481908996618212,-0.15232872254466678,0.38461538461538464,partial_year
D3,2020Q1,2020,40,0.03405939296198233,1.1626111189883355,-0.08330674175451691,0.375,valid
D3,2020Q2,2020,43,0.12383034896679965,1.6188798760770293,-0.06578117826746621,0.32558139534883723,valid
D3,2020Q3,2020,45,0.040524542035402955,1.1973536430198093,-0.08065881454239576,0.4222222222222222,valid
D3,2020Q4,2020,56,0.1899689638201388,1.523367843570024,-0.0717610937780423,0.32142857142857145,valid
D3,2021Q1,2021,54,-0.10631846505903786,0.8125191634258446,-0.24293659011640523,0.2962962962962963,valid
D3,2021Q2,2021,36,0.02402767803627229,1.1084374311034153,-0.07453252261112198,0.3055555555555556,valid
D3,2021Q3,2021,44,0.056157389450264945,1.300898318438875,-0.05719157904320926,0.4090909090909091,valid
D3,2021Q4,2021,41,-0.015991310746131776,0.9361249224728374,-0.13330009621724714,0.3170731707317073,valid
D3,2022Q1,2022,30,-0.08596517787013008,0.6014876827237104,-0.1192519892257875,0.3,valid
D3,2022Q2,2022,15,-0.05912580526047814,0.3534141726437841,-0.06282827211214548,0.26666666666666666,valid
D3,2022Q3,2022,26,-0.028528056132743486,0.8532694945680295,-0.10443304456786484,0.38461538461538464,valid
D3,2022Q4,2022,21,-0.005653953753560017,0.9161470596624552,-0.04638589627433454,0.23809523809523808,valid
D3,2023Q1,2023,39,0.25073877133867045,2.4594442237112863,-0.0468593809130059,0.38461538461538464,valid
D3,2023Q2,2023,34,0.002666860981725584,1.0155935066810056,-0.08633341002866746,0.29411764705882354,valid
D3,2023Q3,2023,30,-0.07053844963939584,0.46226189066283147,-0.09572131857049726,0.16666666666666666,valid
D3,2023Q4,2023,43,-0.03303062725883217,0.8289850489770441,-0.1046952336937722,0.27906976744186046,valid
D3,2024Q1,2024,45,0.3443765325010952,2.6271906489906924,-0.0505756204490132,0.4888888888888889,valid
D3,2024Q2,2024,36,0.025903266366204707,1.1281594962921857,-0.054157730038561946,0.3055555555555556,valid
D3,2024Q3,2024,35,0.02173716830637595,1.1268315603275323,-0.12012739726513799,0.45714285714285713,valid
D3,2024Q4,2024,45,0.20085351602108256,1.8041962254981805,-0.03543572741880541,0.4,valid
D3,2025Q1,2025,27,0.06337822854437002,1.3782246845936152,-0.11327480402477574,0.4074074074074074,valid
D3,2025Q2,2025,45,0.1332800719263964,1.4508091625279536,-0.0825167781980437,0.28888888888888886,valid
D3,2025Q3,2025,48,0.14443347868385273,1.612636408467548,-0.08359321039954415,0.4166666666666667,valid
D3,2025Q4,2025,38,-0.07342744259323043,0.760178214325042,-0.150980393616734,0.2631578947368421,valid
D3,2026Q1,2026,27,-0.07596254765386158,0.6600146525068867,-0.11560911851993716,0.2962962962962963,partial_year
D3,2026Q2,2026,33,-0.03907532513017651,0.8269286992672963,-0.12027175291798309,0.36363636363636365,partial_year
