factor,common,family,role,horizon,direction,original_q5_minus_q1,ordinary_bootstrap_mean,ordinary_bootstrap_p05,ordinary_bootstrap_p50,ordinary_bootstrap_p95,ordinary_positive_rate,ordinary_same_direction_rate,monthly_bootstrap_mean,monthly_bootstrap_p05,monthly_bootstrap_p50,monthly_bootstrap_p95,monthly_positive_rate,monthly_same_direction_rate,quarterly_bootstrap_mean,quarterly_bootstrap_p05,quarterly_bootstrap_p50,quarterly_bootstrap_p95,quarterly_positive_rate,quarterly_same_direction_rate,bootstrap_status
lower_shadow_ratio,Lower rejection: lower wick share of the full candle range.,shadow_rejection,alpha_or_avoid,4,-1,-0.0050185403523385,0.005026147070728731,0.003552393099713716,0.005032553862300411,0.00648980399318269,1.0,1.0,0.004999076874236109,0.0037507439609560794,0.004980691689518198,0.006254578780267353,1.0,1.0,0.004944156684674792,0.004258698744697172,0.004965741965468491,0.0055268160961847316,1.0,1.0,robust_candidate
lower_shadow_ratio,Lower rejection: lower wick share of the full candle range.,shadow_rejection,alpha_or_avoid,8,-1,-0.0063272034835045,0.006326375531332499,0.004531895484511619,0.00628838400318611,0.008218172123776766,1.0,1.0,0.006305219998843294,0.005128596906513699,0.006323622370793651,0.007379608176657913,1.0,1.0,0.006261786140560935,0.005183310526754821,0.006275968802701161,0.007290620446731315,1.0,1.0,robust_candidate
lower_shadow_ratio,Lower rejection: lower wick share of the full candle range.,shadow_rejection,alpha_or_avoid,16,-1,-0.0050207455936521,0.005019844870351487,0.0026228923803159974,0.005027954141729692,0.007410750653645093,0.9998,0.9998,0.004993830427512881,0.0033809083085899858,0.0050271860168534625,0.006524460672124291,0.9998,0.9998,0.004918133996013298,0.0034110541771353747,0.004956038281430846,0.006356344023049905,1.0,1.0,robust_candidate
lower_shadow_ratio,Lower rejection: lower wick share of the full candle range.,shadow_rejection,alpha_or_avoid,32,-1,-0.0051530467151927,0.005196776320531788,0.001770366268911526,0.005196747218314684,0.008593782001849433,0.9938,0.9938,0.005137046373801442,0.0022057203585893878,0.005195649546161441,0.007988170649713904,0.9974,0.9974,0.005072374604672268,0.0023822062643112105,0.005056189713916326,0.00795368806340145,0.9996,0.9996,robust_candidate
close_location,Close strength: close location within the 15m high-low range.,breakout_conviction,alpha,1,1,0.0049549621412536,0.004966564932322566,0.0038599194619640073,0.0049460849210178955,0.006126455592060433,1.0,1.0,0.004960186872274143,0.003929812606549379,0.004965651888305538,0.005964188360402736,1.0,1.0,0.0049860371197638,0.003995206265555852,0.005002205758288586,0.005940488556162372,1.0,1.0,robust_candidate
close_location,Close strength: close location within the 15m high-low range.,breakout_conviction,alpha,4,1,0.0040249809204415,0.004047048002302234,0.002338848883837552,0.004034664700300344,0.0058199440192544605,1.0,1.0,0.0040548188751341595,0.0022987318021277744,0.0040613264187840765,0.005807513314728599,1.0,1.0,0.004100659176568677,0.0017804479027110779,0.004166096114521912,0.00604402964979252,0.9986,0.9986,robust_candidate
close_location,Close strength: close location within the 15m high-low range.,breakout_conviction,alpha,8,1,0.0037954047977149,0.0038198491352823202,0.0017648047063254734,0.00381258306475075,0.00589928936270768,0.9986,0.9986,0.003802053186880798,0.001820103202046393,0.0038123694586821104,0.00580898180878323,0.9998,0.9998,0.0038102603885790585,0.002100597467822498,0.0038797400933179224,0.005286421862448003,0.9996,0.9996,robust_candidate
close_location,Close strength: close location within the 15m high-low range.,breakout_conviction,alpha,16,1,0.00462293288835,0.004566528202834585,0.0018683960727278023,0.004560267954319684,0.007261215656827418,0.9966,0.9966,0.004603589539794899,0.0022778254923027648,0.004613695846449927,0.006929339666315642,0.9996,0.9996,0.0046405815775037934,0.002131808708620454,0.0046601221057765785,0.007097684094529895,1.0,1.0,robust_candidate
close_location,Close strength: close location within the 15m high-low range.,breakout_conviction,alpha,32,1,0.0078696387162357,0.007882570274927425,0.004445505699564227,0.007868691059716843,0.011411508892205283,1.0,1.0,0.007840213572381282,0.004221811540139061,0.007815433190182672,0.01156829269283063,1.0,1.0,0.007898458559800222,0.004513089142022695,0.007942151344333487,0.011075416043065193,1.0,1.0,robust_candidate
pullback_depth_atr,Pullback depth: distance from recent high to current close normalized by ATR.,unmapped,unmapped,1,1,0.0023030730923401,0.002298264023936411,0.0013154411160863266,0.002292909437608091,0.003252842806094992,1.0,1.0,0.0023153867602320305,0.001356398651097743,0.0023057489817184663,0.003294998030203355,1.0,1.0,0.002332774182365305,0.001294499403287849,0.0023157232132307586,0.0034500821855167284,1.0,1.0,robust_candidate
pullback_depth_atr,Pullback depth: distance from recent high to current close normalized by ATR.,unmapped,unmapped,32,1,0.0037810383888814,0.003728439760276785,0.0005450930404620389,0.003714910470285029,0.006990530274472015,0.9716,0.9716,0.003787724675130249,0.0008435445793752162,0.003794499311168221,0.006779959507423665,0.9836,0.9836,0.0037977891843013764,0.0020985135338287826,0.0037227972839870655,0.005775800262602421,1.0,1.0,robust_candidate
inside_bar_compression,Compression: current range relative to previous range for inside-bar style contraction.,compression_expansion,alpha,1,1,0.0070418720618018,0.0070397163276525575,0.005877926219025018,0.007021937605291946,0.008231293591335065,1.0,1.0,0.007006341773342248,0.005848298993606466,0.007022211739513028,0.008142537897033019,1.0,1.0,0.007010636102026264,0.006095199387002616,0.006991050035527686,0.007971589509862383,1.0,1.0,robust_candidate
inside_bar_compression,Compression: current range relative to previous range for inside-bar style contraction.,compression_expansion,alpha,4,1,0.0075017412270497,0.007485796681128201,0.005720479947645182,0.00745589266899224,0.009278647228778926,1.0,1.0,0.007443091766283091,0.005650881908302994,0.007473867804798826,0.00922929157611342,1.0,1.0,0.0073821128414809905,0.005667742903363231,0.007389369892919596,0.00901895031871957,1.0,1.0,robust_candidate
inside_bar_compression,Compression: current range relative to previous range for inside-bar style contraction.,compression_expansion,alpha,8,1,0.0076363946637291,0.007625793224369908,0.005642520389945111,0.007598425608002008,0.00967574335545504,1.0,1.0,0.007581132939213502,0.005547885388336338,0.007618967619467589,0.009449619150309152,1.0,1.0,0.007528463978096898,0.005837895741462486,0.0075368992990381585,0.009116868043701367,1.0,1.0,robust_candidate
