prototype,symbol,month,regime,bars,coverage
Regime-1,BNBUSDT,2025-10,NON_TREND,2123,0.7133736559139785
Regime-1,BNBUSDT,2025-10,TREND,853,0.2866263440860215
Regime-1,BNBUSDT,2025-11,NON_TREND,2318,0.8048611111111111
Regime-1,BNBUSDT,2025-11,TREND,562,0.1951388888888889
Regime-1,BNBUSDT,2025-12,NON_TREND,2267,0.761760752688172
Regime-1,BNBUSDT,2025-12,TREND,709,0.23823924731182797
Regime-1,BNBUSDT,2026-01,NON_TREND,2061,0.6925403225806451
Regime-1,BNBUSDT,2026-01,TREND,915,0.3074596774193548
Regime-1,BNBUSDT,2026-02,NON_TREND,2037,0.7578125
Regime-1,BNBUSDT,2026-02,TREND,651,0.2421875
Regime-1,BNBUSDT,2026-03,NON_TREND,2200,0.739247311827957
Regime-1,BNBUSDT,2026-03,TREND,776,0.260752688172043
Regime-1,BNBUSDT,2026-04,NON_TREND,2066,0.7173611111111111
Regime-1,BNBUSDT,2026-04,TREND,814,0.2826388888888889
Regime-1,BNBUSDT,2026-05,NON_TREND,1900,0.6384408602150538
Regime-1,BNBUSDT,2026-05,TREND,1076,0.36155913978494625
Regime-1,BNBUSDT,2026-06,NON_TREND,1996,0.7688751926040062
Regime-1,BNBUSDT,2026-06,TREND,600,0.23112480739599384
Regime-1,BTCUSDT,2020-01,NON_TREND,2121,0.7127016129032258
Regime-1,BTCUSDT,2020-01,TREND,855,0.2872983870967742
Regime-1,BTCUSDT,2020-02,NON_TREND,2294,0.8239942528735632
Regime-1,BTCUSDT,2020-02,TREND,490,0.17600574712643677
Regime-1,BTCUSDT,2020-03,NON_TREND,2206,0.741263440860215
Regime-1,BTCUSDT,2020-03,TREND,770,0.25873655913978494
Regime-1,BTCUSDT,2020-04,NON_TREND,2157,0.7489583333333333
Regime-1,BTCUSDT,2020-04,TREND,723,0.25104166666666666
Regime-1,BTCUSDT,2020-05,NON_TREND,2183,0.7335349462365591
Regime-1,BTCUSDT,2020-05,TREND,793,0.2664650537634409
Regime-1,BTCUSDT,2020-06,NON_TREND,2415,0.8385416666666666
Regime-1,BTCUSDT,2020-06,TREND,465,0.16145833333333334
Regime-1,BTCUSDT,2020-07,NON_TREND,2164,0.7271505376344086
Regime-1,BTCUSDT,2020-07,TREND,812,0.2728494623655914
Regime-1,BTCUSDT,2020-08,NON_TREND,2267,0.761760752688172
Regime-1,BTCUSDT,2020-08,TREND,709,0.23823924731182797
Regime-1,BTCUSDT,2020-09,NON_TREND,2148,0.7458333333333333
Regime-1,BTCUSDT,2020-09,TREND,732,0.25416666666666665
Regime-1,BTCUSDT,2020-10,NON_TREND,2172,0.7298387096774194
Regime-1,BTCUSDT,2020-10,TREND,804,0.2701612903225806
Regime-1,BTCUSDT,2020-11,NON_TREND,1878,0.6520833333333333
Regime-1,BTCUSDT,2020-11,TREND,1002,0.34791666666666665
Regime-1,BTCUSDT,2020-12,NON_TREND,1973,0.6629704301075269
Regime-1,BTCUSDT,2020-12,TREND,1003,0.3370295698924731
Regime-1,BTCUSDT,2021-01,NON_TREND,2103,0.7066532258064516
Regime-1,BTCUSDT,2021-01,TREND,873,0.2933467741935484
Regime-1,BTCUSDT,2021-02,NON_TREND,1736,0.6458333333333334
Regime-1,BTCUSDT,2021-02,TREND,952,0.3541666666666667
Regime-1,BTCUSDT,2021-03,NON_TREND,1790,0.6014784946236559
Regime-1,BTCUSDT,2021-03,TREND,1186,0.39852150537634407
Regime-1,BTCUSDT,2021-04,NON_TREND,2149,0.7461805555555555
Regime-1,BTCUSDT,2021-04,TREND,731,0.25381944444444443
Regime-1,BTCUSDT,2021-05,NON_TREND,2205,0.7409274193548387
Regime-1,BTCUSDT,2021-05,TREND,771,0.2590725806451613
Regime-1,BTCUSDT,2021-06,NON_TREND,1937,0.6725694444444444
Regime-1,BTCUSDT,2021-06,TREND,943,0.32743055555555556
Regime-1,BTCUSDT,2021-07,NON_TREND,2043,0.686491935483871
Regime-1,BTCUSDT,2021-07,TREND,933,0.31350806451612906
Regime-1,BTCUSDT,2021-08,NON_TREND,1861,0.6253360215053764
Regime-1,BTCUSDT,2021-08,TREND,1115,0.37466397849462363
Regime-1,BTCUSDT,2021-09,NON_TREND,2154,0.7479166666666667
Regime-1,BTCUSDT,2021-09,TREND,726,0.2520833333333333
Regime-1,BTCUSDT,2021-10,NON_TREND,1837,0.6172715053763441
Regime-1,BTCUSDT,2021-10,TREND,1139,0.38272849462365593
Regime-1,BTCUSDT,2021-11,NON_TREND,2170,0.7534722222222222
Regime-1,BTCUSDT,2021-11,TREND,710,0.2465277777777778
Regime-1,BTCUSDT,2021-12,NON_TREND,2348,0.7889784946236559
Regime-1,BTCUSDT,2021-12,TREND,628,0.2110215053763441
Regime-1,BTCUSDT,2022-01,NON_TREND,2382,0.8004032258064516
Regime-1,BTCUSDT,2022-01,TREND,594,0.19959677419354838
Regime-1,BTCUSDT,2022-02,NON_TREND,1885,0.7012648809523809
Regime-1,BTCUSDT,2022-02,TREND,803,0.29873511904761907
Regime-1,BTCUSDT,2022-03,NON_TREND,2073,0.6965725806451613
Regime-1,BTCUSDT,2022-03,TREND,903,0.3034274193548387
Regime-1,BTCUSDT,2022-04,NON_TREND,2336,0.8111111111111111
Regime-1,BTCUSDT,2022-04,TREND,544,0.18888888888888888
Regime-1,BTCUSDT,2022-05,NON_TREND,2249,0.7557123655913979
Regime-1,BTCUSDT,2022-05,TREND,727,0.24428763440860216
Regime-1,BTCUSDT,2022-06,NON_TREND,2287,0.7940972222222222
Regime-1,BTCUSDT,2022-06,TREND,593,0.20590277777777777
Regime-1,BTCUSDT,2022-07,NON_TREND,2002,0.6727150537634409
Regime-1,BTCUSDT,2022-07,TREND,974,0.3272849462365591
Regime-1,BTCUSDT,2022-08,NON_TREND,2361,0.7933467741935484
Regime-1,BTCUSDT,2022-08,TREND,615,0.20665322580645162
Regime-1,BTCUSDT,2022-09,NON_TREND,2303,0.7996527777777778
Regime-1,BTCUSDT,2022-09,TREND,577,0.20034722222222223
Regime-1,BTCUSDT,2022-10,NON_TREND,2435,0.8182123655913979
Regime-1,BTCUSDT,2022-10,TREND,541,0.18178763440860216
Regime-1,BTCUSDT,2022-11,NON_TREND,2330,0.8090277777777778
Regime-1,BTCUSDT,2022-11,TREND,550,0.1909722222222222
Regime-1,BTCUSDT,2022-12,NON_TREND,2451,0.8235887096774194
Regime-1,BTCUSDT,2022-12,TREND,525,0.17641129032258066
Regime-1,BTCUSDT,2023-01,NON_TREND,2113,0.710013440860215
Regime-1,BTCUSDT,2023-01,TREND,863,0.28998655913978494
Regime-1,BTCUSDT,2023-02,NON_TREND,2127,0.7912946428571429
Regime-1,BTCUSDT,2023-02,TREND,561,0.20870535714285715
Regime-1,BTCUSDT,2023-03,NON_TREND,2192,0.7365591397849462
Regime-1,BTCUSDT,2023-03,TREND,784,0.26344086021505375
Regime-1,BTCUSDT,2023-04,NON_TREND,2359,0.8190972222222223
Regime-1,BTCUSDT,2023-04,TREND,521,0.18090277777777777
Regime-1,BTCUSDT,2023-05,NON_TREND,2259,0.7590725806451613
Regime-1,BTCUSDT,2023-05,TREND,717,0.24092741935483872
Regime-1,BTCUSDT,2023-06,NON_TREND,2193,0.7614583333333333
Regime-1,BTCUSDT,2023-06,TREND,687,0.23854166666666668
Regime-1,BTCUSDT,2023-07,NON_TREND,2600,0.8736559139784946
Regime-1,BTCUSDT,2023-07,TREND,376,0.12634408602150538
Regime-1,BTCUSDT,2023-08,NON_TREND,2554,0.8581989247311828
Regime-1,BTCUSDT,2023-08,TREND,422,0.14180107526881722
Regime-1,BTCUSDT,2023-09,NON_TREND,2475,0.859375
Regime-1,BTCUSDT,2023-09,TREND,405,0.140625
Regime-1,BTCUSDT,2023-10,NON_TREND,2038,0.6848118279569892
Regime-1,BTCUSDT,2023-10,TREND,938,0.31518817204301075
Regime-1,BTCUSDT,2023-11,NON_TREND,2179,0.7565972222222223
Regime-1,BTCUSDT,2023-11,TREND,701,0.24340277777777777
Regime-1,BTCUSDT,2023-12,NON_TREND,2186,0.7345430107526881
Regime-1,BTCUSDT,2023-12,TREND,790,0.2654569892473118
Regime-1,BTCUSDT,2024-01,NON_TREND,2394,0.8044354838709677
Regime-1,BTCUSDT,2024-01,TREND,582,0.19556451612903225
Regime-1,BTCUSDT,2024-02,NON_TREND,1847,0.663433908045977
Regime-1,BTCUSDT,2024-02,TREND,937,0.336566091954023
Regime-1,BTCUSDT,2024-03,NON_TREND,2081,0.699260752688172
Regime-1,BTCUSDT,2024-03,TREND,895,0.30073924731182794
Regime-1,BTCUSDT,2024-04,NON_TREND,2154,0.7479166666666667
Regime-1,BTCUSDT,2024-04,TREND,726,0.2520833333333333
Regime-1,BTCUSDT,2024-05,NON_TREND,2161,0.7261424731182796
Regime-1,BTCUSDT,2024-05,TREND,815,0.27385752688172044
Regime-1,BTCUSDT,2024-06,NON_TREND,2531,0.8788194444444445
Regime-1,BTCUSDT,2024-06,TREND,349,0.12118055555555556
Regime-1,BTCUSDT,2024-07,NON_TREND,1886,0.633736559139785
Regime-1,BTCUSDT,2024-07,TREND,1090,0.36626344086021506
Regime-1,BTCUSDT,2024-08,NON_TREND,2302,0.7735215053763441
Regime-1,BTCUSDT,2024-08,TREND,674,0.2264784946236559
Regime-1,BTCUSDT,2024-09,NON_TREND,1872,0.65
Regime-1,BTCUSDT,2024-09,TREND,1008,0.35
Regime-1,BTCUSDT,2024-10,NON_TREND,2038,0.6848118279569892
Regime-1,BTCUSDT,2024-10,TREND,938,0.31518817204301075
Regime-1,BTCUSDT,2024-11,NON_TREND,1906,0.6618055555555555
Regime-1,BTCUSDT,2024-11,TREND,974,0.33819444444444446
Regime-1,BTCUSDT,2024-12,NON_TREND,2156,0.7244623655913979
Regime-1,BTCUSDT,2024-12,TREND,820,0.27553763440860213
Regime-1,BTCUSDT,2025-01,NON_TREND,1883,0.6327284946236559
Regime-1,BTCUSDT,2025-01,TREND,1093,0.36727150537634407
Regime-1,BTCUSDT,2025-02,NON_TREND,2172,0.8080357142857143
Regime-1,BTCUSDT,2025-02,TREND,516,0.19196428571428573
Regime-1,BTCUSDT,2025-03,NON_TREND,2046,0.6875
Regime-1,BTCUSDT,2025-03,TREND,930,0.3125
Regime-1,BTCUSDT,2025-04,NON_TREND,1978,0.6868055555555556
Regime-1,BTCUSDT,2025-04,TREND,902,0.31319444444444444
Regime-1,BTCUSDT,2025-05,NON_TREND,2190,0.7358870967741935
Regime-1,BTCUSDT,2025-05,TREND,786,0.26411290322580644
Regime-1,BTCUSDT,2025-06,NON_TREND,2062,0.7159722222222222
Regime-1,BTCUSDT,2025-06,TREND,818,0.28402777777777777
Regime-1,BTCUSDT,2025-07,NON_TREND,2089,0.7019489247311828
Regime-1,BTCUSDT,2025-07,TREND,887,0.2980510752688172
Regime-1,BTCUSDT,2025-08,NON_TREND,2163,0.7268145161290323
Regime-1,BTCUSDT,2025-08,TREND,813,0.27318548387096775
Regime-1,BTCUSDT,2025-09,NON_TREND,1998,0.69375
Regime-1,BTCUSDT,2025-09,TREND,882,0.30625
Regime-1,BTCUSDT,2025-10,NON_TREND,1914,0.6431451612903226
Regime-1,BTCUSDT,2025-10,TREND,1062,0.35685483870967744
Regime-1,BTCUSDT,2025-11,NON_TREND,2221,0.7711805555555555
Regime-1,BTCUSDT,2025-11,TREND,659,0.22881944444444444
Regime-1,BTCUSDT,2025-12,NON_TREND,2352,0.7903225806451613
Regime-1,BTCUSDT,2025-12,TREND,624,0.20967741935483872
Regime-1,BTCUSDT,2026-01,NON_TREND,2360,0.793010752688172
Regime-1,BTCUSDT,2026-01,TREND,616,0.20698924731182797
Regime-1,BTCUSDT,2026-02,NON_TREND,2087,0.7764136904761905
Regime-1,BTCUSDT,2026-02,TREND,601,0.22358630952380953
Regime-1,BTCUSDT,2026-03,NON_TREND,1997,0.6710349462365591
Regime-1,BTCUSDT,2026-03,TREND,979,0.3289650537634409
Regime-1,BTCUSDT,2026-04,NON_TREND,1955,0.6788194444444444
Regime-1,BTCUSDT,2026-04,TREND,925,0.3211805555555556
Regime-1,BTCUSDT,2026-05,NON_TREND,2215,0.7442876344086021
Regime-1,BTCUSDT,2026-05,TREND,761,0.25571236559139787
Regime-1,BTCUSDT,2026-06,NON_TREND,1876,0.7226502311248074
Regime-1,BTCUSDT,2026-06,TREND,720,0.2773497688751926
Regime-1,ETHUSDT,2020-01,NON_TREND,2141,0.7194220430107527
Regime-1,ETHUSDT,2020-01,TREND,835,0.2805779569892473
Regime-1,ETHUSDT,2020-02,NON_TREND,1976,0.7097701149425287
Regime-1,ETHUSDT,2020-02,TREND,808,0.29022988505747127
Regime-1,ETHUSDT,2020-03,NON_TREND,2382,0.8004032258064516
Regime-1,ETHUSDT,2020-03,TREND,594,0.19959677419354838
Regime-1,ETHUSDT,2020-04,NON_TREND,2061,0.715625
Regime-1,ETHUSDT,2020-04,TREND,819,0.284375
Regime-1,ETHUSDT,2020-05,NON_TREND,2130,0.7157258064516129
Regime-1,ETHUSDT,2020-05,TREND,846,0.2842741935483871
Regime-1,ETHUSDT,2020-06,NON_TREND,2332,0.8097222222222222
Regime-1,ETHUSDT,2020-06,TREND,548,0.19027777777777777
Regime-1,ETHUSDT,2020-07,NON_TREND,2154,0.7237903225806451
Regime-1,ETHUSDT,2020-07,TREND,822,0.2762096774193548
Regime-1,ETHUSDT,2020-08,NON_TREND,2209,0.7422715053763441
Regime-1,ETHUSDT,2020-08,TREND,767,0.25772849462365593
Regime-1,ETHUSDT,2020-09,NON_TREND,2216,0.7694444444444445
Regime-1,ETHUSDT,2020-09,TREND,664,0.23055555555555557
Regime-1,ETHUSDT,2020-10,NON_TREND,2247,0.7550403225806451
Regime-1,ETHUSDT,2020-10,TREND,729,0.24495967741935484
Regime-1,ETHUSDT,2020-11,NON_TREND,1952,0.6777777777777778
Regime-1,ETHUSDT,2020-11,TREND,928,0.32222222222222224
Regime-1,ETHUSDT,2020-12,NON_TREND,2162,0.7264784946236559
Regime-1,ETHUSDT,2020-12,TREND,814,0.27352150537634407
Regime-1,ETHUSDT,2021-01,NON_TREND,2079,0.6985887096774194
Regime-1,ETHUSDT,2021-01,TREND,897,0.3014112903225806
Regime-1,ETHUSDT,2021-02,NON_TREND,1962,0.7299107142857143
Regime-1,ETHUSDT,2021-02,TREND,726,0.2700892857142857
Regime-1,ETHUSDT,2021-03,NON_TREND,2005,0.6737231182795699
Regime-1,ETHUSDT,2021-03,TREND,971,0.3262768817204301
Regime-1,ETHUSDT,2021-04,NON_TREND,1679,0.5829861111111111
Regime-1,ETHUSDT,2021-04,TREND,1201,0.4170138888888889
Regime-1,ETHUSDT,2021-05,NON_TREND,1836,0.6169354838709677
Regime-1,ETHUSDT,2021-05,TREND,1140,0.38306451612903225
Regime-1,ETHUSDT,2021-06,NON_TREND,1911,0.6635416666666667
Regime-1,ETHUSDT,2021-06,TREND,969,0.33645833333333336
Regime-1,ETHUSDT,2021-07,NON_TREND,2016,0.6774193548387096
Regime-1,ETHUSDT,2021-07,TREND,960,0.3225806451612903
Regime-1,ETHUSDT,2021-08,NON_TREND,1933,0.6495295698924731
Regime-1,ETHUSDT,2021-08,TREND,1043,0.3504704301075269
Regime-1,ETHUSDT,2021-09,NON_TREND,2018,0.7006944444444444
Regime-1,ETHUSDT,2021-09,TREND,862,0.29930555555555555
Regime-1,ETHUSDT,2021-10,NON_TREND,1779,0.5977822580645161
Regime-1,ETHUSDT,2021-10,TREND,1197,0.4022177419354839
Regime-1,ETHUSDT,2021-11,NON_TREND,2047,0.7107638888888889
Regime-1,ETHUSDT,2021-11,TREND,833,0.28923611111111114
Regime-1,ETHUSDT,2021-12,NON_TREND,2358,0.7923387096774194
Regime-1,ETHUSDT,2021-12,TREND,618,0.20766129032258066
Regime-1,ETHUSDT,2022-01,NON_TREND,2248,0.7553763440860215
Regime-1,ETHUSDT,2022-01,TREND,728,0.2446236559139785
Regime-1,ETHUSDT,2022-02,NON_TREND,1702,0.6331845238095238
Regime-1,ETHUSDT,2022-02,TREND,986,0.36681547619047616
Regime-1,ETHUSDT,2022-03,NON_TREND,1912,0.6424731182795699
Regime-1,ETHUSDT,2022-03,TREND,1064,0.3575268817204301
Regime-1,ETHUSDT,2022-04,NON_TREND,2263,0.7857638888888889
Regime-1,ETHUSDT,2022-04,TREND,617,0.2142361111111111
Regime-1,ETHUSDT,2022-05,NON_TREND,2280,0.7661290322580645
Regime-1,ETHUSDT,2022-05,TREND,696,0.23387096774193547
Regime-1,ETHUSDT,2022-06,NON_TREND,2202,0.7645833333333333
Regime-1,ETHUSDT,2022-06,TREND,678,0.23541666666666666
Regime-1,ETHUSDT,2022-07,NON_TREND,1830,0.6149193548387096
Regime-1,ETHUSDT,2022-07,TREND,1146,0.3850806451612903
Regime-1,ETHUSDT,2022-08,NON_TREND,2190,0.7358870967741935
Regime-1,ETHUSDT,2022-08,TREND,786,0.26411290322580644
Regime-1,ETHUSDT,2022-09,NON_TREND,2281,0.7920138888888889
Regime-1,ETHUSDT,2022-09,TREND,599,0.20798611111111112
Regime-1,ETHUSDT,2022-10,NON_TREND,2242,0.7533602150537635
Regime-1,ETHUSDT,2022-10,TREND,734,0.24663978494623656
Regime-1,ETHUSDT,2022-11,NON_TREND,2177,0.7559027777777778
Regime-1,ETHUSDT,2022-11,TREND,703,0.24409722222222222
Regime-1,ETHUSDT,2022-12,NON_TREND,2348,0.7889784946236559
Regime-1,ETHUSDT,2022-12,TREND,628,0.2110215053763441
Regime-1,ETHUSDT,2023-01,NON_TREND,2189,0.7355510752688172
Regime-1,ETHUSDT,2023-01,TREND,787,0.2644489247311828
Regime-1,ETHUSDT,2023-02,NON_TREND,2121,0.7890625
Regime-1,ETHUSDT,2023-02,TREND,567,0.2109375
Regime-1,ETHUSDT,2023-03,NON_TREND,2203,0.740255376344086
Regime-1,ETHUSDT,2023-03,TREND,773,0.259744623655914
Regime-1,ETHUSDT,2023-04,NON_TREND,2303,0.7996527777777778
Regime-1,ETHUSDT,2023-04,TREND,577,0.20034722222222223
Regime-1,ETHUSDT,2023-05,NON_TREND,2325,0.78125
Regime-1,ETHUSDT,2023-05,TREND,651,0.21875
Regime-1,ETHUSDT,2023-06,NON_TREND,2126,0.7381944444444445
Regime-1,ETHUSDT,2023-06,TREND,754,0.26180555555555557
Regime-1,ETHUSDT,2023-07,NON_TREND,2479,0.832997311827957
Regime-1,ETHUSDT,2023-07,TREND,497,0.167002688172043
Regime-1,ETHUSDT,2023-08,NON_TREND,2544,0.8548387096774194
Regime-1,ETHUSDT,2023-08,TREND,432,0.14516129032258066
Regime-1,ETHUSDT,2023-09,NON_TREND,2407,0.8357638888888889
Regime-1,ETHUSDT,2023-09,TREND,473,0.1642361111111111
Regime-1,ETHUSDT,2023-10,NON_TREND,2397,0.8054435483870968
Regime-1,ETHUSDT,2023-10,TREND,579,0.19455645161290322
Regime-1,ETHUSDT,2023-11,NON_TREND,2115,0.734375
Regime-1,ETHUSDT,2023-11,TREND,765,0.265625
Regime-1,ETHUSDT,2023-12,NON_TREND,2059,0.6918682795698925
Regime-1,ETHUSDT,2023-12,TREND,917,0.3081317204301075
Regime-1,ETHUSDT,2024-01,NON_TREND,2304,0.7741935483870968
Regime-1,ETHUSDT,2024-01,TREND,672,0.22580645161290322
Regime-1,ETHUSDT,2024-02,NON_TREND,1567,0.5628591954022989
Regime-1,ETHUSDT,2024-02,TREND,1217,0.43714080459770116
Regime-1,ETHUSDT,2024-03,NON_TREND,1978,0.6646505376344086
Regime-1,ETHUSDT,2024-03,TREND,998,0.3353494623655914
Regime-1,ETHUSDT,2024-04,NON_TREND,2169,0.753125
Regime-1,ETHUSDT,2024-04,TREND,711,0.246875
Regime-1,ETHUSDT,2024-05,NON_TREND,2197,0.738239247311828
Regime-1,ETHUSDT,2024-05,TREND,779,0.26176075268817206
Regime-1,ETHUSDT,2024-06,NON_TREND,2415,0.8385416666666666
Regime-1,ETHUSDT,2024-06,TREND,465,0.16145833333333334
Regime-1,ETHUSDT,2024-07,NON_TREND,2241,0.7530241935483871
Regime-1,ETHUSDT,2024-07,TREND,735,0.2469758064516129
Regime-1,ETHUSDT,2024-08,NON_TREND,2352,0.7903225806451613
Regime-1,ETHUSDT,2024-08,TREND,624,0.20967741935483872
Regime-1,ETHUSDT,2024-09,NON_TREND,1996,0.6930555555555555
Regime-1,ETHUSDT,2024-09,TREND,884,0.30694444444444446
Regime-1,ETHUSDT,2024-10,NON_TREND,2191,0.7362231182795699
Regime-1,ETHUSDT,2024-10,TREND,785,0.2637768817204301
Regime-1,ETHUSDT,2024-11,NON_TREND,2117,0.7350694444444444
Regime-1,ETHUSDT,2024-11,TREND,763,0.26493055555555556
Regime-1,ETHUSDT,2024-12,NON_TREND,2201,0.7395833333333334
Regime-1,ETHUSDT,2024-12,TREND,775,0.2604166666666667
Regime-1,ETHUSDT,2025-01,NON_TREND,2002,0.6727150537634409
Regime-1,ETHUSDT,2025-01,TREND,974,0.3272849462365591
Regime-1,ETHUSDT,2025-02,NON_TREND,2060,0.7663690476190477
Regime-1,ETHUSDT,2025-02,TREND,628,0.23363095238095238
Regime-1,ETHUSDT,2025-03,NON_TREND,2297,0.7718413978494624
Regime-1,ETHUSDT,2025-03,TREND,679,0.22815860215053763
Regime-1,ETHUSDT,2025-04,NON_TREND,2148,0.7458333333333333
Regime-1,ETHUSDT,2025-04,TREND,732,0.25416666666666665
Regime-1,ETHUSDT,2025-05,NON_TREND,2051,0.6891801075268817
Regime-1,ETHUSDT,2025-05,TREND,925,0.31081989247311825
Regime-1,ETHUSDT,2025-06,NON_TREND,2198,0.7631944444444444
Regime-1,ETHUSDT,2025-06,TREND,682,0.23680555555555555
Regime-1,ETHUSDT,2025-07,NON_TREND,1879,0.6313844086021505
Regime-1,ETHUSDT,2025-07,TREND,1097,0.36861559139784944
Regime-1,ETHUSDT,2025-08,NON_TREND,1916,0.6438172043010753
Regime-1,ETHUSDT,2025-08,TREND,1060,0.35618279569892475
Regime-1,ETHUSDT,2025-09,NON_TREND,2284,0.7930555555555555
Regime-1,ETHUSDT,2025-09,TREND,596,0.20694444444444443
Regime-1,ETHUSDT,2025-10,NON_TREND,2107,0.707997311827957
Regime-1,ETHUSDT,2025-10,TREND,869,0.292002688172043
Regime-1,ETHUSDT,2025-11,NON_TREND,2305,0.8003472222222222
Regime-1,ETHUSDT,2025-11,TREND,575,0.1996527777777778
Regime-1,ETHUSDT,2025-12,NON_TREND,2360,0.793010752688172
Regime-1,ETHUSDT,2025-12,TREND,616,0.20698924731182797
Regime-1,ETHUSDT,2026-01,NON_TREND,2226,0.7479838709677419
Regime-1,ETHUSDT,2026-01,TREND,750,0.25201612903225806
Regime-1,ETHUSDT,2026-02,NON_TREND,2098,0.7805059523809523
Regime-1,ETHUSDT,2026-02,TREND,590,0.21949404761904762
Regime-1,ETHUSDT,2026-03,NON_TREND,2114,0.7103494623655914
Regime-1,ETHUSDT,2026-03,TREND,862,0.2896505376344086
Regime-1,ETHUSDT,2026-04,NON_TREND,2136,0.7416666666666667
Regime-1,ETHUSDT,2026-04,TREND,744,0.25833333333333336
Regime-1,ETHUSDT,2026-05,NON_TREND,2410,0.8098118279569892
Regime-1,ETHUSDT,2026-05,TREND,566,0.19018817204301075
Regime-1,ETHUSDT,2026-06,NON_TREND,2106,0.8112480739599384
Regime-1,ETHUSDT,2026-06,TREND,490,0.18875192604006163
Regime-1,SOLUSDT,2020-09,NON_TREND,1200,0.7481296758104738
Regime-1,SOLUSDT,2020-09,TREND,404,0.2518703241895262
Regime-1,SOLUSDT,2020-10,NON_TREND,2250,0.7560483870967742
Regime-1,SOLUSDT,2020-10,TREND,726,0.2439516129032258
Regime-1,SOLUSDT,2020-11,NON_TREND,1929,0.6697916666666667
Regime-1,SOLUSDT,2020-11,TREND,951,0.3302083333333333
Regime-1,SOLUSDT,2020-12,NON_TREND,2258,0.758736559139785
Regime-1,SOLUSDT,2020-12,TREND,718,0.24126344086021506
Regime-1,SOLUSDT,2021-01,NON_TREND,1674,0.5625
Regime-1,SOLUSDT,2021-01,TREND,1302,0.4375
Regime-1,SOLUSDT,2021-02,NON_TREND,1185,0.4408482142857143
Regime-1,SOLUSDT,2021-02,TREND,1503,0.5591517857142857
Regime-1,SOLUSDT,2021-03,NON_TREND,1494,0.5020161290322581
Regime-1,SOLUSDT,2021-03,TREND,1482,0.49798387096774194
Regime-1,SOLUSDT,2021-04,NON_TREND,1994,0.6923611111111111
Regime-1,SOLUSDT,2021-04,TREND,886,0.3076388888888889
Regime-1,SOLUSDT,2021-05,NON_TREND,2267,0.761760752688172
Regime-1,SOLUSDT,2021-05,TREND,709,0.23823924731182797
Regime-1,SOLUSDT,2021-06,NON_TREND,1923,0.6677083333333333
Regime-1,SOLUSDT,2021-06,TREND,957,0.33229166666666665
Regime-1,SOLUSDT,2021-07,NON_TREND,2149,0.7221102150537635
Regime-1,SOLUSDT,2021-07,TREND,827,0.27788978494623656
Regime-1,SOLUSDT,2021-08,NON_TREND,1841,0.6186155913978495
Regime-1,SOLUSDT,2021-08,TREND,1135,0.38138440860215056
Regime-1,SOLUSDT,2021-09,NON_TREND,2041,0.7086805555555555
Regime-1,SOLUSDT,2021-09,TREND,839,0.29131944444444446
Regime-1,SOLUSDT,2021-10,NON_TREND,2203,0.740255376344086
Regime-1,SOLUSDT,2021-10,TREND,773,0.259744623655914
Regime-1,SOLUSDT,2021-11,NON_TREND,2120,0.7361111111111112
Regime-1,SOLUSDT,2021-11,TREND,760,0.2638888888888889
Regime-1,SOLUSDT,2021-12,NON_TREND,2180,0.7325268817204301
Regime-1,SOLUSDT,2021-12,TREND,796,0.2674731182795699
Regime-1,SOLUSDT,2022-01,NON_TREND,2332,0.7836021505376344
Regime-1,SOLUSDT,2022-01,TREND,644,0.2163978494623656
Regime-1,SOLUSDT,2022-02,NON_TREND,1744,0.7266666666666667
Regime-1,SOLUSDT,2022-02,TREND,656,0.2733333333333333
Regime-1,SOLUSDT,2022-03,NON_TREND,1905,0.6401209677419355
Regime-1,SOLUSDT,2022-03,TREND,1071,0.3598790322580645
Regime-1,SOLUSDT,2022-04,NON_TREND,2129,0.7920386904761905
Regime-1,SOLUSDT,2022-04,TREND,559,0.20796130952380953
Regime-1,SOLUSDT,2022-05,NON_TREND,2330,0.7829301075268817
Regime-1,SOLUSDT,2022-05,TREND,646,0.21706989247311828
Regime-1,SOLUSDT,2022-06,NON_TREND,2050,0.7118055555555556
Regime-1,SOLUSDT,2022-06,TREND,830,0.2881944444444444
Regime-1,SOLUSDT,2022-07,NON_TREND,2047,0.6878360215053764
Regime-1,SOLUSDT,2022-07,TREND,929,0.31216397849462363
Regime-1,SOLUSDT,2022-08,NON_TREND,2316,0.7782258064516129
Regime-1,SOLUSDT,2022-08,TREND,660,0.2217741935483871
Regime-1,SOLUSDT,2022-09,NON_TREND,2145,0.7447916666666666
Regime-1,SOLUSDT,2022-09,TREND,735,0.2552083333333333
Regime-1,SOLUSDT,2022-10,NON_TREND,2369,0.7960349462365591
Regime-1,SOLUSDT,2022-10,TREND,607,0.20396505376344087
Regime-1,SOLUSDT,2022-11,NON_TREND,2250,0.78125
Regime-1,SOLUSDT,2022-11,TREND,630,0.21875
Regime-1,SOLUSDT,2022-12,NON_TREND,2510,0.8434139784946236
Regime-1,SOLUSDT,2022-12,TREND,466,0.15658602150537634
Regime-1,SOLUSDT,2023-01,NON_TREND,2151,0.7227822580645161
Regime-1,SOLUSDT,2023-01,TREND,825,0.2772177419354839
Regime-1,SOLUSDT,2023-02,NON_TREND,2071,0.7704613095238095
Regime-1,SOLUSDT,2023-02,TREND,617,0.22953869047619047
