factor_name,ema_gap_atr,ema200_slope_4h,adx_14,efficiency_ratio_20,efficiency_ratio_40,higher_high_lower_low_score,donchian_position_55,breakout_duration_55,return_autocorr_20,trend_direction_consistency_20,mean_cross_count_ema20_96,range_width_atr_96,range_round_trip_count_96,breakout_failure_rate_96,zscore_ema20,zscore_ema50,vwap_deviation_atr,range_position_96,lower_band_distance,short_return_oversold,variance_ratio_20_80,range_persistence_96,atr_pct,atr_percentile_200,volatility_ratio_short_long,realized_volatility_20,realized_volatility_80,bollinger_bandwidth_20,volatility_compression_duration,volatility_change_rate_20,downside_volatility_80,jump_score_80,volume_zscore_96,dollar_volume_percentile_200,high_low_spread_pct,missing_1m_count_in_15m
mean_cross_count_ema20_96,-0.0033982442848512076,-0.011315677214560954,-0.20462858802208436,-0.1402223650847032,-0.2271110871991231,-0.013098708847079529,-0.024982105761105166,-0.011414318797416513,-0.05287262982111268,-0.06487034345576033,1.0,-0.25294011115361587,0.9999999145866479,0.11496904545318895,-0.014427562484969925,-0.016976891892097445,-0.0342552799598612,-0.027803040619176666,-0.07557582266115528,-0.003005190486612285,-0.022912022501784975,0.37615952986582946,-0.19713820961164846,-0.17415830005843824,-0.022912022501784975,-0.1939800585875588,-0.2100667684228335,-0.2328954697448661,0.18542892946382541,-0.00557223085869286,-0.18841829651169426,-0.00979356240395575,-0.014733370606468198,-0.10691555195336806,-0.15175095269816236,
range_width_atr_96,-0.005090960499147106,0.018534247611394057,-0.09149480787514574,-0.09223114484434435,0.03210224928016293,0.07462023777792544,0.09110335539464859,-0.04686779660444941,-0.07078953993675949,-0.030831182810613415,-0.25294011115361587,1.0,-0.25294064010212597,-0.15173688449592362,0.061466798215220296,0.07230112164191621,0.08945304337394037,0.08132236262653532,0.02605493148790606,0.010361414990071528,-0.5991928290396863,-0.2617548593471232,-0.2458516205090495,-0.4434733370489969,-0.5991928290396863,-0.19779406677987904,0.11146893273144957,-0.23853602129321735,0.26745694861887326,-0.5415714692651336,0.0872753910886275,-0.1780398050027184,-0.3052935505922308,-0.25553034010919884,-0.19011424203879956,
range_round_trip_count_96,-0.003398973724421904,-0.011316205211883463,-0.2046296030127309,-0.14022154951480462,-0.22711254627748353,-0.013098679175441727,-0.02498240544773946,-0.011414346274276713,-0.0528725588379013,-0.06487241876386084,0.9999999145866479,-0.25294064010212597,1.0,0.11496777916009426,-0.014428939424079404,-0.016978465842390475,-0.034256076866103255,-0.027803701244455834,-0.07557826835445447,-0.0030079578906148,-0.02291455193356186,0.37615564471253127,-0.19713720596232015,-0.17416007573264713,-0.02291455193356186,-0.19397958268537763,-0.21006457500336068,-0.23289523697305436,0.18542924094340818,-0.005572647856417309,-0.1884165488103003,-0.009793599172249383,-0.01473530624909614,-0.10691754998129362,-0.15174987958274652,
breakout_failure_rate_96,-0.03776721870366431,-0.04118928220862008,-0.055068959873868756,-0.06251372073690468,-0.10328463953410341,-0.014852346778072135,-0.028395819956423058,-0.06805343404272081,-0.05149300777540562,-0.03529883395174484,0.11496904545318895,-0.15173688449592362,0.11496777916009426,1.0,-0.01730346666239159,-0.028398725073173637,-0.03690972271089007,-0.037652025263674664,-0.053028551308062874,-0.0034095108793846655,-0.021615475022942268,0.44193241173302045,-0.14464877025134001,-0.11360268985767294,-0.021615475022942268,-0.16802593858674733,-0.1807785901096512,-0.16932690865117175,0.11115221919997911,-0.02433916780081586,-0.16605858440739796,-0.026683595315847602,-0.04776995965917818,-0.0815838535465443,-0.12777231437111833,
zscore_ema20,0.12269203820620797,0.21694442484642762,-0.028359501121322964,0.02308212161887725,0.03130918940936897,0.6728531197210975,0.7843739235781764,0.2576483699851328,-0.008187657146830566,0.023263382985157854,-0.014427562484969925,0.061466798215220296,-0.014428939424079404,-0.01730346666239159,1.0,0.865204293759275,0.62288009350905,0.6433537215320783,0.8568253800794312,0.683469709581211,-0.04243347629405207,-0.02549768561702345,-0.038709204199649364,-0.0778078734430778,-0.04243347629405207,-0.016605780655910868,0.004154347286833547,-0.00811877603520551,0.050816311887185564,-0.0762423030141312,-0.0795835604812773,-0.040805340359983816,-0.033625191292315657,-0.015353906252315459,-0.05122385718122396,
zscore_ema50,0.35164055342243905,0.4932218325013932,-0.03919291457251469,0.023789071921930468,0.031557092266518226,0.7124964114921283,0.8999076879697443,0.2557972950337783,-0.003173615080964444,0.02185755771234832,-0.016976891892097445,0.07230112164191621,-0.016978465842390475,-0.028398725073173637,0.865204293759275,1.0,0.8525034976776102,0.8588203769126983,0.7427904498305098,0.4557981462666079,-0.0564000615099841,-0.05384685372049811,-0.05371987586181302,-0.0988031551496103,-0.0564000615099841,-0.03311135789261444,-0.009453562009003033,-0.018831706566374968,0.08277377109462922,-0.06631114131845106,-0.15401141617503503,-0.03971897237785251,-0.025493992643051154,0.0028857957340507044,-0.053216899980988434,
vwap_deviation_atr,0.5174873617771978,0.685845553154739,-0.027772691375368867,0.021985035711869074,0.04428604083200403,0.5180511552418042,0.8316490367016335,0.2122658435381972,-0.000767548263994432,0.01641394439448854,-0.0342552799598612,0.08945304337394037,-0.034256076866103255,-0.03690972271089007,0.62288009350905,0.8525034976776102,1.0,0.9528634533725219,0.47776693606528714,0.2450947254568039,-0.07528010636094581,-0.08043855052480975,-0.04834761295181423,-0.1074144892940678,-0.07528010636094581,-0.03629748386315563,-0.004096722229515394,-0.021956330971316555,0.10056562569256292,-0.049725501388184656,-0.19716837740995322,-0.0374838422536628,-0.0263000180488248,0.011302280696139855,-0.042008673994214686,
range_position_96,0.4922172632738777,0.649121501760112,-0.033699197528613375,0.022210336812009072,0.04243085369616929,0.5394199426229819,0.84907519054898,0.23731028570063847,-0.0004088563045153789,0.017673506357690483,-0.027803040619176666,0.08132236262653532,-0.027803701244455834,-0.037652025263674664,0.6433537215320783,0.8588203769126983,0.9528634533725219,1.0,0.5117100340357723,0.27961590132927366,-0.06567367841750126,-0.07711061173360041,-0.043207298840885394,-0.09873595863351443,-0.06567367841750126,-0.029450837731927585,-0.0008397789045145117,-0.017266961411288865,0.09696679473241396,-0.04622343388420786,-0.18286448594719915,-0.033404362974128035,-0.018897868429017646,0.016734187388348663,-0.037197683561137576,
lower_band_distance,0.04260361834899467,0.1056792960521725,0.1897647728253263,0.21340735156807417,0.10215791753072341,0.6108045119071629,0.6449812193756228,0.23862583605634502,0.12417127900943238,0.09016328890693145,-0.07557582266115528,0.02605493148790606,-0.07557826835445447,-0.053028551308062874,0.8568253800794312,0.7427904498305098,0.47776693606528714,0.5117100340357723,1.0,0.5966733317450852,0.10524482225978464,-0.0933403065348238,0.03311751812271826,0.03213225635955496,0.10524482225978464,0.09242681156545125,0.04344983932418087,0.22810813683257436,-0.05295001881474032,0.0073313965918309675,-0.017189203069499226,-0.0396396027128453,-0.011933538957914096,0.017277759214652546,-0.02934092506807238,
short_return_oversold,-0.08077459925038358,-0.07205914883778204,0.006926305298481919,0.004321641731720727,0.005109544086150004,0.25863625919810757,0.3918161343418878,0.23412518135639865,-0.00044134331981826255,0.009811114184957568,-0.003005190486612285,0.010361414990071528,-0.0030079578906148,-0.0034095108793846655,0.683469709581211,0.4557981462666079,0.2450947254568039,0.27961590132927366,0.5966733317450852,1.0,0.005631368897740462,0.0008555060060159017,-0.002256195561534902,-0.013700450939661987,0.005631368897740462,0.01104307082672939,0.010141903803962439,0.013746734230507334,0.0014498388245999477,-0.020553136272424315,-0.010897207569477312,-0.025478310235994527,-0.025337728697905293,-0.0204962939236636,-0.03160154400180687,
variance_ratio_20_80,-0.004271911665550313,-0.027070888307513766,0.23655877365341366,0.1313028422348219,0.1893995586182813,-0.058539600259690384,-0.07694736741854336,0.04597830570433513,0.0974609157104352,0.027157011029232483,-0.022912022501784975,-0.5991928290396863,-0.02291455193356186,-0.021615475022942268,-0.04243347629405207,-0.0564000615099841,-0.07528010636094581,-0.06567367841750126,0.10524482225978464,0.005631368897740462,1.0,-0.13114038607383094,0.3489427300129305,0.6534346954363337,1.0,0.4453208100806711,-0.04221969121232125,0.426148563588849,-0.513394555027354,0.610934224927022,-0.03865083042101648,0.23560664239005005,0.3514124438834237,0.3663754922036265,0.24848349757996172,
range_persistence_96,-0.1111860103723139,-0.1122945226872559,-0.15967441051869355,-0.13969014174945846,-0.26799910536406096,-0.020434141942070275,-0.04824660739106933,-0.06409512296838847,-0.08717715134972795,-0.07800522203331856,0.37615952986582946,-0.2617548593471232,0.37615564471253127,0.44193241173302045,-0.02549768561702345,-0.05384685372049811,-0.08043855052480975,-0.07711061173360041,-0.0933403065348238,0.0008555060060159017,-0.13114038607383094,1.0,-0.3126073547971457,-0.34138062217467996,-0.13114038607383094,-0.3320797906866373,-0.3073817971374063,-0.34819929389246457,0.35820256609707285,-0.06376392302982013,-0.2602469109669139,-0.05668934607422464,-0.10073382523331735,-0.24082675458711078,-0.26087949828898355,
atr_pct,-0.040653266083837736,-0.048679484832974074,0.16255184828041427,0.14253808017124853,0.1688919684345879,-0.04637861973564656,-0.04184568143981895,0.02717959875595241,0.1356160135470257,0.06733816267574823,-0.19713820961164846,-0.2458516205090495,-0.19713720596232015,-0.14464877025134001,-0.038709204199649364,-0.05371987586181302,-0.04834761295181423,-0.043207298840885394,0.03311751812271826,-0.002256195561534902,0.3489427300129305,-0.3126073547971457,1.0,0.46147288968411054,0.3489427300129305,0.9503261727541974,0.8552214318310765,0.8829040425862007,-0.3983992464298333,0.309176336743052,0.8165791668533641,0.10712120846493041,0.16953692029993633,0.25368353451097964,0.8048452513444077,
atr_percentile_200,-0.03980321720977318,-0.06190598857701055,0.2927735370076009,0.22031891025180653,0.2707224043985292,-0.08706588349226668,-0.09750906068930634,0.03862056640016488,0.1353156276809832,0.09292496890262283,-0.17415830005843824,-0.4434733370489969,-0.17416007573264713,-0.11360268985767294,-0.0778078734430778,-0.0988031551496103,-0.1074144892940678,-0.09873595863351443,0.03213225635955496,-0.013700450939661987,0.6534346954363337,-0.34138062217467996,0.46147288968411054,1.0,0.6534346954363337,0.43573119963578777,0.133058327986153,0.4946365073872434,-0.8171574032611987,0.6038166440244515,0.13706156305970657,0.24021866204080572,0.4469365593331014,0.5704409400723793,0.354730042528102,
volatility_ratio_short_long,-0.004271911665550313,-0.027070888307513766,0.23655877365341366,0.1313028422348219,0.1893995586182813,-0.058539600259690384,-0.07694736741854336,0.04597830570433513,0.0974609157104352,0.027157011029232483,-0.022912022501784975,-0.5991928290396863,-0.02291455193356186,-0.021615475022942268,-0.04243347629405207,-0.0564000615099841,-0.07528010636094581,-0.06567367841750126,0.10524482225978464,0.005631368897740462,1.0,-0.13114038607383094,0.3489427300129305,0.6534346954363337,1.0,0.4453208100806711,-0.04221969121232125,0.426148563588849,-0.513394555027354,0.610934224927022,-0.03865083042101648,0.23560664239005005,0.3514124438834237,0.3663754922036265,0.24848349757996172,
realized_volatility_20,-0.04097798416054118,-0.04682168839126666,0.15297096821215073,0.110466260106756,0.16049805156920927,-0.025133155842186183,-0.022655446196202005,0.033417243320516085,0.11915983723998276,0.03733249727435859,-0.1939800585875588,-0.19779406677987904,-0.19397958268537763,-0.16802593858674733,-0.016605780655910868,-0.03311135789261444,-0.03629748386315563,-0.029450837731927585,0.09242681156545125,0.01104307082672939,0.4453208100806711,-0.3320797906866373,0.9503261727541974,0.43573119963578777,0.4453208100806711,1.0,0.8502339706259666,0.8802691584861397,-0.4089164496257256,0.26672201513574856,0.8112915986199415,0.10781311869696059,0.13847134988288912,0.22854198773544715,0.7604005313033412,
realized_volatility_80,-0.048385232620022055,-0.04297648821299078,0.04361887753170701,0.04862686079926261,0.07925183537472233,0.002094215872107766,0.015195447221382465,0.010322326990505767,0.07331731324436175,0.026637674727962753,-0.2100667684228335,0.11146893273144957,-0.21006457500336068,-0.1807785901096512,0.004154347286833547,-0.009453562009003033,-0.004096722229515394,-0.0008397789045145117,0.04344983932418087,0.010141903803962439,-0.04221969121232125,-0.3073817971374063,0.8552214318310765,0.133058327986153,-0.04221969121232125,0.8502339706259666,1.0,0.7319821612201624,-0.17646915842798108,-0.032253586327643274,0.9503518023660104,-0.008006570197228986,-0.03267572797309766,0.05603758160383743,0.705243718851195,
bollinger_bandwidth_20,-0.038979060196619106,-0.04025067456174643,0.364056939821389,0.3876043227840929,0.257615208809484,-0.015058337822879098,-0.01034024686028598,0.07404826188951041,0.2540826590779375,0.1681445002983625,-0.2328954697448661,-0.23853602129321735,-0.23289523697305436,-0.16932690865117175,-0.00811877603520551,-0.018831706566374968,-0.021956330971316555,-0.017266961411288865,0.22810813683257436,0.013746734230507334,0.426148563588849,-0.34819929389246457,0.8829040425862007,0.4946365073872434,0.426148563588849,0.8802691584861397,0.7319821612201624,1.0,-0.4263662431466252,0.3489530267683069,0.696730355561339,0.10923321435181482,0.21974092763457237,0.30535306740277923,0.7008756378733049,
volatility_compression_duration,0.02736521300395136,0.05168572228081377,-0.2285073867902937,-0.15361150812383165,-0.23139245460823216,0.06103887333802231,0.08112619939863676,-0.00935752449621013,-0.10882663100525143,-0.06212258720544013,0.18542892946382541,0.26745694861887326,0.18542924094340818,0.11115221919997911,0.050816311887185564,0.08277377109462922,0.10056562569256292,0.09696679473241396,-0.05295001881474032,0.0014498388245999477,-0.513394555027354,0.35820256609707285,-0.3983992464298333,-0.8171574032611987,-0.513394555027354,-0.4089164496257256,-0.17646915842798108,-0.4263662431466252,1.0,-0.3287010202354356,-0.18173950816603293,-0.14682988960221677,-0.27202793543079984,-0.4189873591135783,-0.2763281450577486,
volatility_change_rate_20,0.0059855820955431035,-0.007235261054543151,0.26647770772308577,0.20673549269392275,0.15794567145700789,-0.10366960190826144,-0.07118089926624883,0.055871328128884394,0.1267590708865266,0.08376649928542115,-0.00557223085869286,-0.5415714692651336,-0.005572647856417309,-0.02433916780081586,-0.0762423030141312,-0.06631114131845106,-0.049725501388184656,-0.04622343388420786,0.0073313965918309675,-0.020553136272424315,0.610934224927022,-0.06376392302982013,0.309176336743052,0.6038166440244515,0.610934224927022,0.26672201513574856,-0.032253586327643274,0.3489530267683069,-0.3287010202354356,1.0,-0.031588608724592813,0.2085626605656017,0.4161062041643196,0.4062122459924221,0.2413020446752039,
downside_volatility_80,-0.1996211905527345,-0.2185617929938069,0.03932609431645262,0.0385293479361041,0.0548729932063814,-0.0679494053841705,-0.11030498427841325,-0.024798912440008064,0.06754797652500831,0.023852972564102248,-0.18841829651169426,0.0872753910886275,-0.1884165488103003,-0.16605858440739796,-0.0795835604812773,-0.15401141617503503,-0.19716837740995322,-0.18286448594719915,-0.017189203069499226,-0.010897207569477312,-0.03865083042101648,-0.2602469109669139,0.8165791668533641,0.13706156305970657,-0.03865083042101648,0.8112915986199415,0.9503518023660104,0.696730355561339,-0.18173950816603293,-0.031588608724592813,1.0,-0.006167016225000192,-0.034391243682704485,0.04162769658956618,0.6730889715530175,
jump_score_80,-0.002194704672864212,-0.00979729803988786,0.06647638645444319,0.10028422123619764,0.09905073892806794,-0.0355537744473592,-0.041630957268091594,0.18127355202899076,0.04577338005425185,0.046697869207677774,-0.00979356240395575,-0.1780398050027184,-0.009793599172249383,-0.026683595315847602,-0.040805340359983816,-0.03971897237785251,-0.0374838422536628,-0.033404362974128035,-0.0396396027128453,-0.025478310235994527,0.23560664239005005,-0.05668934607422464,0.10712120846493041,0.24021866204080572,0.23560664239005005,0.10781311869696059,-0.008006570197228986,0.10923321435181482,-0.14682988960221677,0.2085626605656017,-0.006167016225000192,1.0,0.4590868993493748,0.4512127857278858,0.4202862501755522,
volume_zscore_96,-6.63520064525541e-05,-0.0019924140257871078,0.16851589610528592,0.2704149213875741,0.22913499361822728,-0.02461005265910611,-0.02582324205424099,0.20870836953786445,0.11288659498967434,0.12854891050621037,-0.014733370606468198,-0.3052935505922308,-0.01473530624909614,-0.04776995965917818,-0.033625191292315657,-0.025493992643051154,-0.0263000180488248,-0.018897868429017646,-0.011933538957914096,-0.025337728697905293,0.3514124438834237,-0.10073382523331735,0.16953692029993633,0.4469365593331014,0.3514124438834237,0.13847134988288912,-0.03267572797309766,0.21974092763457237,-0.27202793543079984,0.4161062041643196,-0.034391243682704485,0.4590868993493748,1.0,0.9301457470293716,0.47284746296643215,
dollar_volume_percentile_200,0.04146608285781596,0.04147069764456949,0.1950502335779072,0.28599079561809,0.264021509916036,-0.01058108659833662,0.0013523096635371205,0.20413729455368282,0.13071872647038216,0.13676891574459832,-0.10691555195336806,-0.25553034010919884,-0.10691754998129362,-0.0815838535465443,-0.015353906252315459,0.0028857957340507044,0.011302280696139855,0.016734187388348663,0.017277759214652546,-0.0204962939236636,0.3663754922036265,-0.24082675458711078,0.25368353451097964,0.5704409400723793,0.3663754922036265,0.22854198773544715,0.05603758160383743,0.30535306740277923,-0.4189873591135783,0.4062122459924221,0.04162769658956618,0.4512127857278858,0.9301457470293716,1.0,0.5281642216296382,
high_low_spread_pct,-0.029243705810962837,-0.03367767304444588,0.09589877616115954,0.16193248839555874,0.1572945347172435,-0.04090000699455252,-0.039676226603032994,0.14048807613176478,0.12283518195745381,0.08150213751201263,-0.15175095269816236,-0.19011424203879956,-0.15174987958274652,-0.12777231437111833,-0.05122385718122396,-0.053216899980988434,-0.042008673994214686,-0.037197683561137576,-0.02934092506807238,-0.03160154400180687,0.24848349757996172,-0.26087949828898355,0.8048452513444077,0.354730042528102,0.24848349757996172,0.7604005313033412,0.705243718851195,0.7008756378733049,-0.2763281450577486,0.2413020446752039,0.6730889715530175,0.4202862501755522,0.47284746296643215,0.5281642216296382,1.0,
missing_1m_count_in_15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
