label,sizing,total_return,annualized_return,max_drawdown,calmar,profit_factor,trade_count,avg_effective_leverage,max_effective_leverage,median_effective_leverage,longest_drawdown_duration
B1,fixed_2x,-14.23916175334915,-6.01121465410327,-55.31041741399638,-0.1086814190735455,0.9783620569349791,324,2.0,2.0000000000000004,2.0,631017
B1,fixed_risk,-0.6085630822434518,-0.24605785451797813,-12.82100408057143,-0.019191777256419948,0.9942523048463757,324,0.4238578722789751,1.3877233921956338,0.37888072487812735,603369
B2,fixed_2x,41.599647416348915,15.071389491151699,-39.2484828094146,0.3839992889492406,1.1027421237881878,195,2.0,2.0000000000000004,2.0,635956
B2,fixed_risk,8.270392503706002,3.2589761104256043,-8.685983056866032,0.3751994551554499,1.1507550452395363,195,0.37823813785944627,1.0527828297951678,0.35109403181483423,588667
B3,fixed_2x,104.00613560454559,33.34270781011372,-24.68845705024463,1.3505383403367988,1.5840892476462605,84,2.0,2.0000000000000004,2.0,305513
B3,fixed_risk,16.44928166940025,6.338917118700649,-4.942630704224882,1.2824986324149694,1.7865749562216313,84,0.3460993552553055,1.1653399263932807,0.33141548066687687,588930
