factor,prototype,forward_window,original_safe20_edge,remove_best_1_month,remove_best_2_month,remove_best_symbol,remove_top1pct_mfe,remove_top5pct_mfe,repeat_worst_1_month,stress_status
prior_15m_lower_wick_ratio,P4_BREAKOUT_TOP20,1m,0.01369737084022804,0.007244174265450876,0.007631017843115262,0.00014992503748123553,0.013887576759565423,0.014387031408307993,0.01315677786266023,stress_pass
breakout_score_quantile,P4_BREAKOUT_TOP20,1m,-0.02017834160691301,-0.021026870442513168,-0.02211166390270869,-0.026945126945126963,-0.020314975305190552,-0.021175278622087235,-0.02588914353620242,month_dependent
momentum_score_quantile,P4_BREAKOUT_TOP20,1m,0.006802721088435382,0.007092198581560294,0.0,0.0,0.006849315068493178,0.0071428571428571175,0.00649350649350644,symbol_dependent
range_atr,P4_BREAKOUT_TOP20,3m,-0.02684316970031253,-0.04210368594545999,-0.04395424836601303,-0.0532496782496783,-0.040629950610381105,-0.03525835866261395,-0.038542103058232136,month_dependent
atr_pct,P4_BREAKOUT_TOP20,3m,0.027348777348777387,0.0214264309259814,0.02255389718076284,0.00933075933075933,0.020734321125710498,0.02163120567375887,0.019648093841642233,stress_pass
atr_pct_rank,P4_BREAKOUT_TOP20,3m,-0.02004044861187715,-0.013931104356636248,-0.022163618000224483,-0.026463963963964,-0.020175193365017163,-0.021023302938196542,-0.025761819879466907,month_dependent
volatility_ratio_short_long,P4_BREAKOUT_TOP20,3m,0.04100018385732673,0.04305977710233022,0.03753454947484791,0.027436527436527358,0.041568256967406736,0.050513874614594,0.032891944656650574,stress_pass
atr_percentile_200,P4_BREAKOUT_TOP20,3m,0.02739474168045597,0.028568574567975236,0.02260917634051962,0.01769115442278868,0.027583636194203676,0.028774062816615986,0.01982004923181402,stress_pass
prior_5m_range_pct,P4_BREAKOUT_TOP20,3m,-0.0471594043022614,-0.05663627152988859,-0.05914870093974567,-0.07609890109890116,-0.054281986767309665,-0.05658561296859166,-0.051820728291316454,month_dependent
prior_15m_range_pct,P4_BREAKOUT_TOP20,3m,-0.0539161610590182,-0.06372847011144889,-0.06655610834715309,-0.06657509157509156,-0.054281986767309665,-0.049493414387031365,-0.058314234784823005,month_dependent
prior_30m_range_pct,P4_BREAKOUT_TOP20,3m,-0.03364589078874791,-0.042451874366768005,-0.04433388612493083,-0.03425787106446776,-0.03387382350200352,-0.03530901722391078,-0.03883371530430346,month_dependent
prior_5m_return,P4_BREAKOUT_TOP20,3m,-0.04706747563890412,-0.049046049345719656,-0.051575456053068014,-0.06874062968515748,-0.04738607771875869,-0.042299898682877424,-0.05822935234699944,month_dependent
prior_15m_return,P4_BREAKOUT_TOP20,3m,-0.033553962125390635,-0.04235055724417425,-0.04427860696517416,-0.04734432234432229,-0.03378063554188793,-0.03520770010131713,-0.03850020946795141,month_dependent
prior_30m_return,P4_BREAKOUT_TOP20,3m,-0.026751241036955253,-0.03520770010131713,-0.03676064123825318,-0.051349325337331386,-0.02693132047339475,-0.035157041540020306,-0.032006702974444856,month_dependent
prior_5m_lower_wick_ratio,P4_BREAKOUT_TOP20,3m,0.0545596617025188,0.05688742383378287,0.05240464344941953,0.043628185907046424,0.05531412376003786,0.050151975683890515,0.045622119815668216,stress_pass
prior_15m_lower_wick_ratio,P4_BREAKOUT_TOP20,3m,0.013927192498621066,0.007441814004594871,0.00038695411829747783,0.0004497751124438176,0.014123760037789368,0.0074974670719352154,0.0004244121891180397,stress_pass
breakout_score_quantile,P4_BREAKOUT_TOP20,3m,0.027486670343813135,0.02866846468884221,0.02990196078431373,0.01850064350064351,0.02767682415431927,0.028875379939209744,0.019773774612484307,stress_pass
momentum_score_quantile,P4_BREAKOUT_TOP20,3m,0.0205920205920207,0.02147637598641494,0.015262035686230524,0.01833976833976836,0.020734321125710498,0.02163120567375887,0.019648093841642233,stress_pass
range_atr,P4_BREAKOUT_TOP20,5m,-0.019994484280198566,-0.03496154230346615,-0.03681592039800996,-0.05308880308880304,-0.03373404156183013,-0.0422492401215806,-0.032006702974444856,month_dependent
atr_pct,P4_BREAKOUT_TOP20,5m,0.02739474168045597,0.021681864235055692,0.02260917634051962,0.0005247376311844354,0.020780915105768294,0.01458966565349551,0.019689987431922962,stress_pass
atr_pct_rank,P4_BREAKOUT_TOP20,5m,-0.013191763191763184,-0.0067882472137791305,-0.014644821007743225,-0.02548725637181415,-0.0132792843164663,-0.02097264437689972,-0.019183430948136904,month_dependent
volatility_ratio_short_long,P4_BREAKOUT_TOP20,5m,0.054605626034197496,0.043371017471736883,0.045337223656155334,0.045618345618345546,0.055361360415682626,0.05775950668037,0.04596384008148724,stress_pass
atr_percentile_200,P4_BREAKOUT_TOP20,5m,0.03428939143224852,0.021732522796352627,0.022719734660033186,0.035157421289355284,0.034526139222812335,0.03601823708206697,0.026309174696271476,stress_pass
prior_5m_range_pct,P4_BREAKOUT_TOP20,5m,-0.0673837102408531,-0.07071935157041542,-0.07445853439569061,-0.09514652014652014,-0.07464355605255801,-0.07781155015197572,-0.07725178047758696,month_dependent
prior_15m_range_pct,P4_BREAKOUT_TOP20,5m,-0.06742967457253168,-0.07791286727456948,-0.08137092316196792,-0.07736131934032986,-0.06788742894418043,-0.07786220871327254,-0.07084206116464187,month_dependent
prior_30m_range_pct,P4_BREAKOUT_TOP20,5m,-0.0539161610590182,-0.05618819298771349,-0.05914870093974567,-0.06874062968515748,-0.054281986767309665,-0.06367781155015195,-0.058314234784823005,month_dependent
prior_5m_return,P4_BREAKOUT_TOP20,5m,-0.080851259422688,-0.08425731695135341,-0.07379767827529027,-0.11184407796101958,-0.0813996831609356,-0.08485309017223908,-0.08366149979053206,month_dependent
prior_15m_return,P4_BREAKOUT_TOP20,5m,-0.06058098915241772,-0.0631805014484067,-0.06595860566448797,-0.0800353925353926,-0.060991519895629454,-0.0777608915906789,-0.07720988688730623,month_dependent
prior_30m_return,P4_BREAKOUT_TOP20,5m,-0.05377826806398234,-0.04939209726443772,-0.04422332780541738,-0.085832083958021,-0.054142204827136275,-0.06352583586626148,-0.05131964809384171,month_dependent
prior_5m_lower_wick_ratio,P4_BREAKOUT_TOP20,5m,0.054605626034197496,0.05693736889421641,0.05245992260917631,0.04370314842578715,0.055361360415682626,0.05020263424518745,0.052157519899455385,stress_pass
prior_15m_lower_wick_ratio,P4_BREAKOUT_TOP20,5m,0.020729913587056448,0.014534012586155165,0.007849640685461567,0.009145427286356811,0.021020311761927313,0.02178318135764945,0.006960359901536317,stress_pass
breakout_score_quantile,P4_BREAKOUT_TOP20,5m,0.034381320095605794,0.028768354809709296,0.03770038695411837,0.01866151866151866,0.03461932718292804,0.029027355623100326,0.026351068286552093,stress_pass
momentum_score_quantile,P4_BREAKOUT_TOP20,5m,0.007078507078507101,0.014484067525721622,0.0003316749585406953,0.0004826254826254539,0.007128878948839734,0.00035460992907809796,0.0002932551319647647,stress_pass
range_atr,P4_BREAKOUT_TOP20,15m,-0.019994484280198566,-0.03496154230346615,-0.03681592039800996,-0.05308880308880304,-0.03373404156183013,-0.049341438703140894,-0.032006702974444856,month_dependent
atr_pct,P4_BREAKOUT_TOP20,15m,0.04100018385732673,0.03596757852076993,0.03753454947484791,0.017916041979010533,0.03447954524275465,0.02178318135764945,0.039385451150157014,stress_pass
atr_pct_rank,P4_BREAKOUT_TOP20,15m,0.0004136789851074685,0.0074974670719352154,0.00039277297721918014,-0.008095952023988051,0.0004193458205200562,-0.006686930091185372,-0.006111535523300238,symbol_dependent
volatility_ratio_short_long,P4_BREAKOUT_TOP20,15m,0.06821106821106826,0.05775950668037,0.06037481764111774,0.06380016380016373,0.0691544638639584,0.07214799588900311,0.059035735506323794,stress_pass
atr_percentile_200,P4_BREAKOUT_TOP20,15m,0.04789483360911928,0.03601823708206697,0.03764510779436159,0.01959706959706964,0.04822476935979869,0.05030395136778121,0.03929618768328447,stress_pass
prior_5m_range_pct,P4_BREAKOUT_TOP20,15m,-0.05377826806398234,-0.05608830286684641,-0.05942094041072821,-0.09514652014652014,-0.06094492591557166,-0.06352583586626148,-0.06426476749057397,month_dependent
prior_15m_range_pct,P4_BREAKOUT_TOP20,15m,-0.05382423239566092,-0.05613824792727995,-0.06699584782852652,-0.05997001499250376,-0.05418879880719407,-0.05648429584599801,-0.057855048177628876,month_dependent
prior_30m_range_pct,P4_BREAKOUT_TOP20,15m,-0.040310718882147434,-0.042003795824592904,-0.04422332780541738,-0.06004497751124438,-0.04738607771875869,-0.056534954407294835,-0.04524233935998645,month_dependent
prior_5m_return,P4_BREAKOUT_TOP20,15m,-0.07404853833425262,-0.07721506343022666,-0.08120508568269758,-0.10314842578710648,-0.07455036809244242,-0.07771023302938196,-0.0771679932970255,month_dependent
prior_15m_return,P4_BREAKOUT_TOP20,15m,-0.06058098915241772,-0.0631805014484067,-0.06595860566448797,-0.0800353925353926,-0.060991519895629454,-0.0777608915906789,-0.07720988688730623,month_dependent
prior_30m_return,P4_BREAKOUT_TOP20,15m,-0.05377826806398234,-0.04939209726443772,-0.04422332780541738,-0.085832083958021,-0.054142204827136275,-0.04929078014184396,-0.05131964809384171,month_dependent
prior_5m_lower_wick_ratio,P4_BREAKOUT_TOP20,15m,0.06821106821106826,0.071121766057337,0.07479270315091202,0.05787545787545778,0.0691544638639584,0.06448834853090168,0.06514453288646838,stress_pass
prior_15m_lower_wick_ratio,P4_BREAKOUT_TOP20,15m,0.02753263467549183,0.02162621116771546,0.015312327252625768,0.017841079460269915,0.027916863486065258,0.02892603850050668,0.013496307613954706,stress_pass
breakout_score_quantile,P4_BREAKOUT_TOP20,15m,0.041184041184041176,0.03586055339126959,0.04516307352128246,0.02767052767052769,0.034665921162985835,0.02907801418439715,0.039338081273565084,stress_pass
momentum_score_quantile,P4_BREAKOUT_TOP20,15m,0.020683949255377754,0.021576266107281916,0.007794361525704896,0.01850064350064351,0.02082750908582609,0.007548125633232039,0.013280268118977756,stress_pass
range_atr,P4_BREAKOUT_TOP20,30m,-0.026751241036955253,-0.042003795824592904,-0.04422332780541738,-0.062017374517374546,-0.04053676265026551,-0.05643363728470119,-0.03845831587767068,month_dependent
atr_pct,P4_BREAKOUT_TOP20,30m,0.04100018385732673,0.03596757852076993,0.03753454947484791,0.009295352323838046,0.03447954524275465,0.028875379939209744,0.039385451150157014,stress_pass
atr_pct_rank,P4_BREAKOUT_TOP20,30m,-0.006343077771649219,0.0004052684903749215,-0.0070699135899449095,-0.016716641679160427,-0.0063833752679153255,-0.013779128672745666,-0.012605042016806678,symbol_dependent
volatility_ratio_short_long,P4_BREAKOUT_TOP20,30m,0.06145431145431146,0.05061664953751288,0.05291213107395354,0.06116941529235387,0.062305148795465226,0.065005138746146,0.05254222901281724,stress_pass
atr_percentile_200,P4_BREAKOUT_TOP20,30m,0.04789483360911928,0.03601823708206697,0.03764510779436159,0.01959706959706964,0.04822476935979869,0.05030395136778121,0.03929618768328447,stress_pass
prior_5m_range_pct,P4_BREAKOUT_TOP20,30m,-0.05377826806398234,-0.05608830286684641,-0.05942094041072821,-0.09514652014652014,-0.06094492591557166,-0.06352583586626148,-0.06426476749057397,month_dependent
prior_15m_range_pct,P4_BREAKOUT_TOP20,30m,-0.05382423239566092,-0.05613824792727995,-0.06699584782852652,-0.05997001499250376,-0.05418879880719407,-0.05648429584599801,-0.057855048177628876,month_dependent
prior_30m_range_pct,P4_BREAKOUT_TOP20,30m,-0.040310718882147434,-0.042003795824592904,-0.04422332780541738,-0.06004497751124438,-0.04738607771875869,-0.056534954407294835,-0.04524233935998645,month_dependent
prior_5m_return,P4_BREAKOUT_TOP20,30m,-0.07404853833425262,-0.07721506343022666,-0.08120508568269758,-0.10314842578710648,-0.07455036809244242,-0.07771023302938196,-0.0771679932970255,month_dependent
prior_15m_return,P4_BREAKOUT_TOP20,30m,-0.05377826806398234,-0.05608830286684641,-0.05855119825708055,-0.07102638352638357,-0.054142204827136275,-0.05643363728470119,-0.07071638039379968,month_dependent
prior_30m_return,P4_BREAKOUT_TOP20,30m,-0.046975546975546956,-0.0422492401215806,-0.03676064123825318,-0.0771364317841079,-0.04729288975864321,-0.04214792299898684,-0.044826141600335156,month_dependent
prior_5m_lower_wick_ratio,P4_BREAKOUT_TOP20,30m,0.06145431145431146,0.06407951253621025,0.0673852957435046,0.04835164835164829,0.062305148795465226,0.06453900709219851,0.05869291998324255,stress_pass
prior_15m_lower_wick_ratio,P4_BREAKOUT_TOP20,30m,0.02077587791873503,0.014583957646588708,0.00790491984521835,0.00922038980509754,0.02106754841757208,0.021833839918946385,0.007002801120448265,stress_pass
breakout_score_quantile,P4_BREAKOUT_TOP20,30m,0.03442728442728438,0.02881829987014284,0.03775566611387504,0.01874195624195618,0.027863200074550454,0.021985815602836856,0.03288646837033926,stress_pass
momentum_score_quantile,P4_BREAKOUT_TOP20,30m,0.013927192498621066,0.014534012586155165,0.00038695411829747783,0.009572072072072113,0.014024787997390709,0.0004559270516717451,0.006828655215751933,stress_pass
range_atr,P4_BREAKOUT_TOP20,60m,-0.026751241036955253,-0.042003795824592904,-0.04422332780541738,-0.062017374517374546,-0.04053676265026551,-0.049341438703140894,-0.03845831587767068,month_dependent
atr_pct,P4_BREAKOUT_TOP20,60m,0.04100018385732673,0.03596757852076993,0.03753454947484791,0.009295352323838046,0.03447954524275465,0.028875379939209744,0.039385451150157014,stress_pass
atr_pct_rank,P4_BREAKOUT_TOP20,60m,-0.006343077771649219,0.0004052684903749215,-0.0070699135899449095,-0.016716641679160427,-0.0063833752679153255,-0.013779128672745666,-0.012605042016806678,symbol_dependent
volatility_ratio_short_long,P4_BREAKOUT_TOP20,60m,0.06145431145431146,0.05061664953751288,0.05291213107395354,0.06116941529235387,0.062305148795465226,0.065005138746146,0.05254222901281724,stress_pass
atr_percentile_200,P4_BREAKOUT_TOP20,60m,0.04789483360911928,0.03601823708206697,0.03764510779436159,0.01959706959706964,0.04822476935979869,0.05030395136778121,0.03929618768328447,stress_pass
prior_5m_range_pct,P4_BREAKOUT_TOP20,60m,-0.05377826806398234,-0.05608830286684641,-0.05942094041072821,-0.09514652014652014,-0.06094492591557166,-0.06352583586626148,-0.06426476749057397,month_dependent
prior_15m_range_pct,P4_BREAKOUT_TOP20,60m,-0.05382423239566092,-0.05613824792727995,-0.06699584782852652,-0.05997001499250376,-0.05418879880719407,-0.05648429584599801,-0.057855048177628876,month_dependent
prior_30m_range_pct,P4_BREAKOUT_TOP20,60m,-0.040310718882147434,-0.042003795824592904,-0.04422332780541738,-0.06004497751124438,-0.04738607771875869,-0.056534954407294835,-0.04524233935998645,month_dependent
prior_5m_return,P4_BREAKOUT_TOP20,60m,-0.07404853833425262,-0.07721506343022666,-0.08120508568269758,-0.10314842578710648,-0.07455036809244242,-0.07771023302938196,-0.0771679932970255,month_dependent
prior_15m_return,P4_BREAKOUT_TOP20,60m,-0.05377826806398234,-0.05608830286684641,-0.05855119825708055,-0.07102638352638357,-0.054142204827136275,-0.05643363728470119,-0.07071638039379968,month_dependent
prior_30m_return,P4_BREAKOUT_TOP20,60m,-0.046975546975546956,-0.0422492401215806,-0.03676064123825318,-0.0771364317841079,-0.04729288975864321,-0.049240121580547136,-0.044826141600335156,month_dependent
prior_5m_lower_wick_ratio,P4_BREAKOUT_TOP20,60m,0.06145431145431146,0.06407951253621025,0.0673852957435046,0.04835164835164829,0.062305148795465226,0.05739614994934139,0.05869291998324255,stress_pass
prior_15m_lower_wick_ratio,P4_BREAKOUT_TOP20,60m,0.02077587791873503,0.014583957646588708,0.00790491984521835,0.00922038980509754,0.02106754841757208,0.021833839918946385,0.007002801120448265,stress_pass
breakout_score_quantile,P4_BREAKOUT_TOP20,60m,0.03442728442728438,0.02881829987014284,0.03775566611387504,0.01874195624195618,0.027863200074550454,0.021985815602836856,0.03288646837033926,stress_pass
momentum_score_quantile,P4_BREAKOUT_TOP20,60m,0.013927192498621066,0.014534012586155165,0.00038695411829747783,0.009572072072072113,0.014024787997390709,0.0004559270516717451,0.006828655215751933,stress_pass
range_atr,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,-0.029205366357069162,-0.03045039652850523,-0.03200992555831261,-0.05343511450381677,-0.029550577627500685,-0.030825856912813476,-0.03386620441705179,month_dependent
atr_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,0.011833505331957372,0.012307346999850366,4.082965866403221e-05,0.008261211644374544,0.011975204282896668,0.012499041484548723,0.005778120184899871,stress_pass
atr_pct_rank,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,-0.005779153766769962,-0.005986696230598665,-0.019108280254777066,-0.0160634670862837,-0.005846717385178946,-0.006096158270071261,-0.011235233692860835,month_dependent
volatility_ratio_short_long,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,0.00013922728854853794,0.00014963339817442023,-0.006246937775600148,-0.007996801279488208,0.00014088475626938823,0.00015336247220310018,-0.005521314843348724,symbol_dependent
atr_percentile_200,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,6.879944960436202e-05,7.481669908726563e-05,-0.006288801096508867,-0.00799895095725145,7.044237813469412e-05,7.668123610149458e-05,-0.00555449755602111,symbol_dependent
prior_5m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,-0.029205366357069162,-0.036809815950920255,-0.03821656050955413,-0.031935483870967785,-0.029550577627500685,-0.030825856912813476,-0.03386620441705179,month_dependent
prior_15m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,-0.02335741314069495,-0.030674846625766916,-0.031847133757961776,-0.023935483870967778,-0.023633417864187156,-0.02465301740664061,-0.02821648690292755,month_dependent
prior_30m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,-0.02335741314069495,-0.030674846625766916,-0.031847133757961776,-0.03007518796992481,-0.023633417864187156,-0.02465301740664061,-0.02821648690292755,month_dependent
prior_5m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,-0.029205366357069162,-0.036363636363636376,-0.03797468354430378,-0.040000000000000036,-0.035467737390814325,-0.03699869641898623,-0.03386620441705179,month_dependent
prior_15m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,-0.023323013415892713,-0.030266075388026614,-0.03821656050955413,-0.031935483870967785,-0.023598196675119754,-0.024614676788589862,-0.02818438623523367,month_dependent
prior_30m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,-0.023323013415892713,-0.030266075388026614,-0.03821656050955413,-0.01593548387096777,-0.023598196675119754,-0.024614676788589862,-0.02818438623523367,month_dependent
prior_5m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,0.04705882352941182,0.04268292682926833,0.03821656050955413,0.048387096774193505,0.04761904761904767,0.05590062111801242,0.051136363636363646,stress_pass
prior_15m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,0.011833505331957372,0.0062097860242406044,8.062565508348829e-05,0.0001311303435614919,0.011975204282896668,0.012499041484548723,0.011427837699024113,stress_pass
breakout_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,-0.005710354317165489,-0.01208289690258868,-0.006244830438378868,-0.014923672818409672,-0.0057762750070442515,-0.006019477033969767,-0.005521314843348724,month_dependent
momentum_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,0.011799105607155136,0.006172377674697027,4.082965866403221e-05,5.696058327631093e-05,0.011939983093829265,0.012460700866497976,0.011395737031330344,stress_pass
range_atr,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,-0.03491572067423465,-0.03684533394678324,-0.038296112489660916,-0.06852613035819144,-0.035326852634544936,-0.03684533394678324,-0.04503723677452487,month_dependent
atr_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,-0.011455108359133215,-0.011970671853957837,-0.02531438837171318,0.008457907159716838,-0.011587771203155905,-0.005904455179817525,-0.011013775153938976,month_dependent
atr_pct_rank,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,-0.011455108359133215,-0.024020694752401983,-0.018745464806901535,-0.02393128769997377,-0.011587771203155905,-0.024461314316386873,-0.01672444786851568,month_dependent
volatility_ratio_short_long,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,0.0593108249216846,0.055326948975011225,0.057814796668299806,0.041183526589364194,0.05966469428007892,0.068438003220612,0.051296866974833155,stress_pass
atr_percentile_200,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,0.02958376332989332,0.018477457501847816,0.012980730468435064,0.01652242328874909,0.029938010707241447,0.025036423587148193,0.017270159219311743,stress_pass
prior_5m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,-0.07007223942208463,-0.0796788608649549,-0.08272088845337255,-0.07993548387096772,-0.07090025359256125,-0.07395905221992172,-0.07899974319465841,month_dependent
prior_15m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,-0.07007223942208463,-0.07350602135878215,-0.07631063204311606,-0.08793548387096772,-0.07090025359256125,-0.07395905221992172,-0.07331792501284029,month_dependent
prior_30m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,-0.05837633298933609,-0.06740892221464811,-0.0763514617017802,-0.04819040125885132,-0.05906593406593397,-0.061613373207576094,-0.06770030816640982,month_dependent
prior_5m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,-0.04072927416580674,-0.042239467849223944,-0.04414254615818758,-0.06431943351691582,-0.04120879120879117,-0.04915267234107823,-0.05065485362095534,month_dependent
prior_15m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,-0.0524595803233574,-0.060458240946045794,-0.06357177853993135,-0.06380645161290321,-0.053078331924485744,-0.04919101295912898,-0.056336671802773464,month_dependent
prior_30m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,-0.05239078087375304,-0.06038433111603836,-0.07626980238445202,-0.06418830317335433,-0.05896027049873209,-0.055325511847250985,-0.056272470467385705,month_dependent
prior_5m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,0.04134846921224622,0.03677014042867699,0.03204869789567044,0.04058064516129034,0.04184277261200331,0.03745878383559542,0.03428351309707245,stress_pass
prior_15m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,0.023770209838321232,0.01855136733185514,0.013021043295976753,0.008523472331497528,0.02405607213299521,0.018901924699026185,0.0059671173744683115,stress_pass
breakout_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,0.01792225662194702,0.012490761271249151,0.006782464846980973,0.008451612903225714,0.01813891236968157,0.0251131048232498,0.01165254237288138,stress_pass
momentum_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,0.017853457172342657,0.012416851441241716,0.006611303716842709,0.01658798846052978,0.018068469991546987,0.01269074457480257,0.011588341037493621,stress_pass
range_atr,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,-0.01719986240110083,-0.030557472586458134,-0.03176178660049622,-0.045331767469172,-0.017399267399267337,-0.018135112338010906,-0.027927580893682635,month_dependent
atr_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,-0.01726866185070519,-0.024384633080285267,-0.025513196480938416,0.00045895620246527713,-0.02338686954071567,-0.024384633080285267,-0.022217990224084327,month_dependent
atr_pct_rank,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,-0.017234262125902955,-0.030557472586458134,-0.038130686517783285,-0.03999475478625758,-0.01743448858833474,-0.030557472586458134,-0.022309964047252162,month_dependent
volatility_ratio_short_long,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,0.08889662373825269,0.06847634383866263,0.05938252493980045,0.06577369052379045,0.08942659904198369,0.09332106433555709,0.07970595788392398,stress_pass
atr_percentile_200,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,0.05318197454420359,0.04374664519592064,0.03254755996691483,0.040978232362968825,0.05381797689489998,0.049957825320144145,0.04006163328197232,stress_pass
prior_5m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,-0.105125558995528,-0.1103158373097024,-0.11026228673287497,-0.09651193286126414,-0.10636799098337557,-0.11713058814508082,-0.11286594761171032,month_dependent
prior_15m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,-0.09931200550395591,-0.09804589865939561,-0.10815776580107783,-0.08851298190401258,-0.10048605240912933,-0.11099608925695881,-0.10156651258346172,month_dependent
prior_30m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,-0.08761609907120738,-0.09685883222468583,-0.10114488430218493,-0.08044846577498033,-0.08865173288250205,-0.09865041024461307,-0.09594889573703125,month_dependent
prior_5m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,-0.0933608531131751,-0.09678492239467851,-0.10743368539869391,-0.12077104642014158,-0.09446322907861371,-0.11088106740280657,-0.10150231124807396,month_dependent
prior_15m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,-0.09339525283797734,-0.10288248337028827,-0.1074739982262356,-0.09136817381092188,-0.08858129050436747,-0.09857372900851169,-0.09023497688751925,month_dependent
