factor,prototype,forward_window,original_safe20_edge,remove_best_1_month,remove_best_2_month,remove_best_symbol,remove_top1pct_mfe,remove_top5pct_mfe,repeat_worst_1_month,stress_status
prior_30m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,-0.08747850017199865,-0.09674796747967473,-0.09473514472305089,-0.09888432178508522,-0.08851084812623278,-0.09853538839046094,-0.08966546054719737,month_dependent
prior_5m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,0.041382868937048456,0.03680709534368065,0.038458437474804485,0.04058064516129034,0.04187799380107071,0.04370830457786978,0.04490999379267535,stress_pass
prior_15m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,0.04141726866185069,0.03132428494747341,0.026095947063689007,0.03251612903225809,0.041913214990138115,0.03753546507169703,0.02291626991684126,stress_pass
breakout_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,0.03563811489508084,0.019016946553178427,0.01976840363937138,0.01658064516129032,0.03606649760495917,0.03765048692584916,0.028762198253723725,stress_pass
momentum_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,0.00034399724802203213,-0.005728011825572699,-0.012335725227767491,-0.007605559926567085,-0.005564947872640169,-0.011962272831838039,-0.005300577667745832,month_dependent
range_atr,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,-0.01719986240110083,-0.030557472586458134,-0.03176178660049622,-0.045331767469172,-0.017399267399267337,-0.024307951844183773,-0.027927580893682635,month_dependent
atr_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,-0.005503955968352292,-0.011962272831838039,-0.012526183493925425,0.01671911880409127,-0.011482107635953809,-0.018135112338010906,-0.005328710837185446,month_dependent
atr_pct_rank,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,-0.0054695562435500555,-0.018135112338010906,-0.02522746071133164,-0.023734592184631587,-0.011446886446886406,-0.03048079135035653,-0.010946327683615809,month_dependent
volatility_ratio_short_long,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,0.10073094326487986,0.08089870408710986,0.0725404196766426,0.08216713314674129,0.10133136094674555,0.0995322444597807,0.09106959424756034,stress_pass
atr_percentile_200,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,0.06494668042655649,0.05616900544436776,0.045450785773366476,0.05723839496459482,0.06572273879966184,0.056207346062418506,0.05142526964560867,stress_pass
prior_5m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,-0.0933608531131751,-0.10347149483764773,-0.10743368539869391,-0.10393548387096774,-0.09446322907861371,-0.09236254888428808,-0.10150231124807396,month_dependent
prior_15m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,-0.08754729962160301,-0.0912763728864282,-0.09477545755059258,-0.07225281930238658,-0.08858129050436747,-0.08622804999616596,-0.09020287621982537,month_dependent
prior_30m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,-0.07585139318885448,-0.08521622026036213,-0.09477545755059258,-0.07231838447416739,-0.08266413074105383,-0.0800552104899932,-0.0845852593733949,month_dependent
prior_5m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,-0.08747850017199865,-0.09068736141906875,-0.10106425864710156,-0.11264096511932864,-0.08851084812623278,-0.09853538839046094,-0.09582049306625573,month_dependent
prior_15m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,-0.09339525283797734,-0.10288248337028827,-0.1074739982262356,-0.09136817381092188,-0.094498450267681,-0.09857372900851169,-0.09023497688751925,month_dependent
prior_30m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,-0.08747850017199865,-0.09674796747967473,-0.09473514472305089,-0.09888432178508522,-0.08851084812623278,-0.09232420826623733,-0.08966546054719737,month_dependent
prior_5m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,0.053147574819401466,0.049002217294900174,0.051197290977989196,0.04058064516129034,0.053782755705832685,0.0561306648263169,0.05608317815021724,stress_pass
prior_15m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,0.04729962160302714,0.03753546507169703,0.03254755996691483,0.03251612903225809,0.041948436179205406,0.03753546507169703,0.0285659874309655,stress_pass
breakout_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,0.03563811489508084,0.019016946553178427,0.01976840363937138,0.01658064516129032,0.03606649760495917,0.025266467295452788,0.028762198253723725,stress_pass
momentum_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,0.012108703130374932,0.0003740834954361061,-0.005966298476175136,0.008654602675058909,0.006339814032121693,0.0004600874166091895,0.005998857360502763,stress_pass
range_atr,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,-0.023047815617475043,-0.036730312092631,-0.038130686517783285,-0.05296535525543156,-0.023316427162580977,-0.03669197147458014,-0.03357729840780699,month_dependent
atr_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,-0.005503955968352292,-0.011962272831838039,-0.012526183493925425,0.01671911880409127,-0.011482107635953809,-0.024307951844183773,-0.005328710837185446,month_dependent
atr_pct_rank,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,-0.01131750945992438,-0.024307951844183773,-0.02522746071133164,-0.03179910831366384,-0.017364046210200046,-0.036653630856529396,-0.01659604519774016,month_dependent
volatility_ratio_short_long,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,0.09484859032370341,0.074725864580937,0.06600447196422432,0.07403705184592835,0.09541420118343191,0.09957058507783145,0.08541987673343598,stress_pass
atr_percentile_200,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,0.06494668042655649,0.05616900544436776,0.045450785773366476,0.05723839496459482,0.06572273879966184,0.056207346062418506,0.05142526964560867,stress_pass
prior_5m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,-0.0933608531131751,-0.10347149483764773,-0.10743368539869391,-0.10393548387096774,-0.09446322907861371,-0.09853538839046094,-0.10150231124807396,month_dependent
prior_15m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,-0.08754729962160301,-0.0912763728864282,-0.09477545755059258,-0.07225281930238658,-0.08858129050436747,-0.09240088950233882,-0.09020287621982537,month_dependent
prior_30m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,-0.07585139318885448,-0.08466371027346631,-0.09477545755059258,-0.07231838447416739,-0.08266413074105383,-0.08622804999616596,-0.0845852593733949,month_dependent
prior_5m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,-0.08747850017199865,-0.09068736141906875,-0.10106425864710156,-0.11264096511932864,-0.08851084812623278,-0.09232420826623733,-0.09582049306625573,month_dependent
prior_15m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,-0.08751289989680089,-0.10288248337028827,-0.1074739982262356,-0.08367586611861422,-0.08854606931530007,-0.09236254888428808,-0.08455315870570113,month_dependent
prior_30m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,-0.08159614723082209,-0.09674796747967473,-0.09473514472305089,-0.09119201409277744,-0.08255846717385174,-0.08611302814201371,-0.08401574303307302,month_dependent
prior_5m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,0.04729962160302714,0.049002217294900174,0.051197290977989196,0.032580645161290334,0.047865595942519046,0.049957825320144145,0.0505276225946617,stress_pass
prior_15m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,0.04145166838665293,0.03136262556552416,0.02613730355665833,0.024516129032258083,0.041948436179205406,0.03136262556552416,0.0229480099028756,stress_pass
breakout_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,0.029790161678706517,0.01284410704700567,0.013358147229114992,0.008580645161290423,0.03014933784164553,0.012882447665056418,0.023112480739599373,stress_pass
momentum_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,0.012108703130374932,0.0003740834954361061,-0.005966298476175136,0.008654602675058909,0.006339814032121693,-0.005712752089563677,0.005998857360502763,tail_event_dependent
range_atr,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,-0.0054007567939456935,-0.024307951844183773,-0.02571379428964571,-0.03758073987081623,-0.0054592843054381834,-0.011847250977685686,-0.016531843862352402,month_dependent
atr_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,-0.023047815617475043,-0.024307951844183773,-0.02542940930037707,0.000590086546026658,-0.029233586925894617,-0.04899930986887513,-0.03302296710117936,month_dependent
atr_pct_rank,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,-0.023013415892672917,-0.036653630856529396,-0.038047973531844415,-0.04792814057172834,-0.029198365736827325,-0.04899930986887513,-0.03296089385474854,month_dependent
volatility_ratio_short_long,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,0.08896623738252696,0.06855302507476413,0.05946852425180604,0.0659069705451153,0.08949704142011838,0.09339774557165859,0.07977015921931174,stress_pass
atr_percentile_200,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,0.053250773993807954,0.04301552106430151,0.03861968878497135,0.04917387883556257,0.05388841927303456,0.04386166705007277,0.04012583461736008,stress_pass
prior_5m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,-0.09920880632954943,-0.10956905581325749,-0.11376279932274447,-0.11193548387096774,-0.10038038884192735,-0.1047082278966337,-0.11648044692737436,month_dependent
prior_15m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,-0.09924320605435155,-0.10347149483764773,-0.10743368539869391,-0.08031733543141883,-0.10041561003099464,-0.10474656851468456,-0.11092489137181882,month_dependent
prior_30m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,-0.0816993464052288,-0.09678492239467851,-0.10743368539869391,-0.08038290060319964,-0.094498450267681,-0.09857372900851169,-0.09023497688751925,month_dependent
prior_5m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,-0.09917440660474719,-0.10280857354028083,-0.11372248649520278,-0.12876999737739314,-0.10034516765285995,-0.10466988727858295,-0.11089385474860336,month_dependent
prior_15m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,-0.09920880632954943,-0.11500369549150036,-0.12013222607433682,-0.09130945390487377,-0.10038038884192735,-0.1047082278966337,-0.09585259373394972,month_dependent
prior_30m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,-0.08159614723082209,-0.09674796747967473,-0.09473514472305089,-0.09119201409277744,-0.08255846717385174,-0.08611302814201371,-0.08401574303307302,month_dependent
prior_5m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,0.05318197454420359,0.055099778270509936,0.05756671772958155,0.048709677419354835,0.05381797689489998,0.05616900544436776,0.0617008069522037,stress_pass
prior_15m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,0.035603715170278605,0.025189786059351293,0.019727047146401944,0.016516129032258076,0.036031276415891766,0.02522812667740204,0.017330032374785698,stress_pass
breakout_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,0.04743722050223598,0.025266467295452788,0.026261373035566637,0.032774193548387176,0.048006480698788434,0.037727168161950764,0.04015793528505385,stress_pass
momentum_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,0.00041279669762639415,-0.011821038455783306,-0.018624526324276358,-0.007474429583005593,-0.005494505494505475,-0.0180584311019093,-0.005237097695676929,month_dependent
