data_layer,symbol,prototype,gate,leverage_mode,h3_trade_count,h4_trade_count,h3_profit_factor,h4_profit_factor,h3_max_drawdown,h4_max_drawdown,h3_liquidation_count,h4_liquidation_count,h3_stress_liquidation_cases,h4_stress_liquidation_cases,risk_retention_status
cross_asset_holdout,AVAXUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,,82,,5.016248095594659,,-0.19543131467408692,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_4x_10x_v1,,82,,4.392355663133052,,-0.23846522489934907,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_5x_12x_v1,,82,,4.024372998442227,,-0.24943152770596366,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_10x,,144,,1.9908560675752545,,-0.6206944271584878,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_20x,,144,,1.5023099894859633,,-0.9032127541416549,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_3x_8x_v1,,144,,2.8740233938564588,,-0.20713679082804348,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_4x_10x_v1,,144,,2.713932807012136,,-0.21033522500613977,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_5x_12x_v1,,144,,2.5964784587772622,,-0.23783917645730035,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,,225,,1.2537867611736706,,-0.8188689574372516,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_20x,,225,,1.0209271620239653,,-0.9998652530674067,,2,,6,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_3x_8x_v1,,225,,1.9100197850056893,,-0.24896543532838455,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_4x_10x_v1,,225,,1.8723909874728986,,-0.2684911845919906,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_5x_12x_v1,,225,,1.7993893512860568,,-0.286659570360948,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_10x,,136,,1.6035267491428056,,-0.6041432898900109,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,,136,,1.176596139377731,,-0.9090355739790198,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,,136,,3.050825920685257,,-0.185070985068729,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_4x_10x_v1,,136,,2.767752835786009,,-0.202550070710802,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_5x_12x_v1,,136,,2.7696989707533795,,-0.226535720876056,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_10x,,152,,1.59647902976561,,-0.6767964801901916,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_20x,,152,,1.1846157251214031,,-0.9379534037662747,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_3x_8x_v1,,152,,2.821139523832195,,-0.2125614683419288,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_4x_10x_v1,,152,,2.691802456009194,,-0.2507036724360896,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_5x_12x_v1,,152,,2.7422259394988924,,-0.24957086609315426,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_10x,,225,,1.3973997310996458,,-0.6804416713853974,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_20x,,225,,1.1183675041700578,,-0.9381060081288822,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_3x_8x_v1,,225,,1.9100197850056893,,-0.24896543532838455,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_4x_10x_v1,,225,,1.8723909874728986,,-0.2684911845919906,,0,,0,insufficient_h4_sample
cross_asset_holdout,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_5x_12x_v1,,225,,1.7993893512860568,,-0.286659570360948,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,,150,,1.4613308588505147,,-0.674365656160445,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_20x,,150,,1.1378672235758094,,-0.9856462584061725,,1,,4,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_3x_8x_v1,,150,,2.068930944145967,,-0.21544836129871936,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_4x_10x_v1,,150,,2.0914753493542695,,-0.24276807156688096,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_5x_12x_v1,,150,,1.9845281893255051,,-0.24730023668083734,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_10x,,84,,2.357069245057245,,-0.7449880865164595,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,,84,,1.6731269419482429,,-0.9810245714316146,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,,84,,3.1302944876403234,,-0.26348767904589454,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_4x_10x_v1,,84,,3.348672803095091,,-0.2610951063698801,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_5x_12x_v1,,84,,2.8216662699287367,,-0.2560315538085567,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_10x,,150,,1.7642912709944765,,-0.5958735289094661,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_20x,,150,,1.3879041020519258,,-0.9615937072828509,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_3x_8x_v1,,150,,2.068930944145967,,-0.21544836129871936,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_4x_10x_v1,,150,,2.0914753493542695,,-0.24276807156688096,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_5x_12x_v1,,150,,1.9845281893255051,,-0.24730023668083734,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,,217,,1.4211182688469823,,-0.70233911695084,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_20x,,217,,1.117193895107475,,-0.9959859435073967,,2,,8,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_3x_8x_v1,,217,,1.965476729049695,,-0.23765713822549384,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_4x_10x_v1,,217,,1.7480047217503685,,-0.26526508264800186,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_5x_12x_v1,,217,,1.5694270395282879,,-0.25273605974959945,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_10x,,128,,1.5614109291123914,,-0.6442754569225801,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,,128,,1.1454106278552645,,-0.9891038126476107,,1,,5,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,,128,,2.035268240219108,,-0.2252960302890442,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_4x_10x_v1,,128,,1.881027499557615,,-0.22677642739784443,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_5x_12x_v1,,128,,1.524058447295498,,-0.27356690103515446,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_10x,,139,,1.758556465863206,,-0.6739634918880383,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_20x,,139,,1.3071987088962116,,-0.997286910750766,,2,,8,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_3x_8x_v1,,139,,2.369369879914638,,-0.22005257609963869,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_4x_10x_v1,,139,,2.0337427992404957,,-0.27376065892126555,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_5x_12x_v1,,139,,2.0054788350157753,,-0.27228974486597246,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_10x,,217,,1.5200627890483576,,-0.6729791576859145,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_20x,,217,,1.183025792974381,,-0.9842822454414469,,1,,5,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_3x_8x_v1,,217,,1.965476729049695,,-0.23765713822549384,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_4x_10x_v1,,217,,1.7480047217503685,,-0.26526508264800186,,0,,0,insufficient_h4_sample
cross_asset_holdout,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_5x_12x_v1,,217,,1.5694270395282879,,-0.25273605974959945,,0,,0,insufficient_h4_sample
