factor,label,prototype,month,event_count,top20_minus_bottom20
momentum_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2026-04,174,0.0
momentum_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2026-05,150,0.0
momentum_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2026-06,114,0.0
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-01,156,0.123991935483871
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-02,192,-0.10256410256410253
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-03,174,-0.1428571428571429
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-04,90,0.0
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-05,168,0.0
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-06,108,0.0
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-07,168,0.0
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-08,126,0.0
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-09,144,0.0
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-10,192,0.02564102564102566
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-11,216,-0.0021141649048626032
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-12,120,0.0
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-01,174,0.0
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-02,84,0.0
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-03,108,0.0
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-04,150,-0.16666666666666663
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-05,168,0.0
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-06,150,0.16666666666666663
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-07,216,0.11310782241014794
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-08,180,0.0
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-09,198,0.19999999999999996
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-10,132,0.0
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-11,78,0.0
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-12,174,0.0
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2026-01,138,0.1785714285714286
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2026-02,48,0.30000000000000004
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2026-03,138,0.0
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2026-04,174,-0.02857142857142858
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2026-05,150,0.0
momentum_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2026-06,114,0.21739130434782605
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-01,156,0.14818548387096775
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-02,192,0.0
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-03,174,-0.17142857142857149
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-04,90,0.2777777777777777
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-05,168,-0.05882352941176472
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-06,108,-0.045454545454545525
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-07,168,-0.08823529411764697
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-08,126,0.10923076923076924
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-09,144,-0.10344827586206895
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-10,192,-0.15384615384615385
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-11,216,-0.010570824524312905
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-12,120,0.16666666666666663
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2025-01,174,0.05714285714285716
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2025-02,84,-0.23529411764705876
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2025-03,108,0.045454545454545525
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2025-04,150,-0.1333333333333333
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2025-05,168,0.02941176470588236
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2025-06,150,0.16666666666666674
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2025-07,216,0.19820295983086678
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2025-08,180,0.13888888888888895
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2025-09,198,0.19999999999999996
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2025-10,132,0.18518518518518512
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2025-11,78,-0.0625
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2025-12,174,0.05714285714285716
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2026-01,138,0.1428571428571429
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2026-02,48,0.5
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2026-03,138,0.2142857142857143
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2026-04,174,-0.02857142857142858
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2026-05,150,-0.06666666666666676
momentum_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2026-06,114,0.04347826086956519
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2024-01,156,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2024-02,192,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2024-03,174,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2024-04,90,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2024-05,168,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2024-06,108,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2024-07,168,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2024-08,126,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2024-09,144,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2024-10,192,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2024-11,216,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2024-12,120,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2025-01,174,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2025-02,84,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2025-03,108,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2025-04,150,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2025-05,168,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2025-06,150,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2025-07,216,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2025-08,180,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2025-09,198,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2025-10,132,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2025-11,78,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2025-12,174,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2026-01,138,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2026-02,48,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2026-03,138,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2026-04,174,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2026-05,150,0.0
momentum_score_quantile,hit_liquidation_10x,P4_BREAKOUT_TOP20,2026-06,114,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2024-01,156,-0.03225806451612903
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2024-02,192,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2024-03,174,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2024-04,90,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2024-05,168,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2024-06,108,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2024-07,168,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2024-08,126,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2024-09,144,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2024-10,192,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2024-11,216,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2024-12,120,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2025-01,174,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2025-02,84,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2025-03,108,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2025-04,150,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2025-05,168,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2025-06,150,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2025-07,216,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2025-08,180,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2025-09,198,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2025-10,132,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2025-11,78,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2025-12,174,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2026-01,138,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2026-02,48,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2026-03,138,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2026-04,174,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2026-05,150,0.0
momentum_score_quantile,hit_liquidation_20x,P4_BREAKOUT_TOP20,2026-06,114,0.0
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2024-01,156,-0.0023757765696745745
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2024-02,192,-0.0007223694683215956
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2024-03,174,-0.0031214235151133247
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2024-04,90,-0.00020755908069441324
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2024-05,168,-0.000562178425745411
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2024-06,108,-0.001365347475309132
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2024-07,168,-0.0005609847392970056
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2024-08,126,0.0006017347344765762
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2024-09,144,-0.0002910298404908781
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2024-10,192,-0.0004534408547198891
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2024-11,216,-0.00103616312591451
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2024-12,120,0.0006151866489488382
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2025-01,174,-0.00045881662210137824
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2025-02,84,-0.0001575884014414676
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2025-03,108,-0.0004131546837218533
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2025-04,150,-0.0010393700944993812
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2025-05,168,-0.0008405993590425545
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2025-06,150,-0.0006199882559007905
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2025-07,216,-0.0009183994038481234
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2025-08,180,-0.00010285259258634009
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2025-09,198,-0.0003164602106017516
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2025-10,132,-0.0004081181756550241
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2025-11,78,-0.0011929738504844675
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2025-12,174,-0.00040510004754825064
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2026-01,138,-8.26340839147463e-05
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2026-02,48,-0.0002485564059753753
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2026-03,138,-4.7907470968932284e-05
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2026-04,174,0.00043815141556749243
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2026-05,150,0.0002228504294660593
momentum_score_quantile,mae_pct,P4_BREAKOUT_TOP20,2026-06,114,-0.0005312532059333474
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2024-01,156,0.018756197225346237
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2024-02,192,0.008397029128951398
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2024-03,174,0.008702239922717011
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2024-04,90,0.004876216253993407
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2024-05,168,0.015911341582008375
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2024-06,108,0.017214282059920975
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2024-07,168,0.008007685316095563
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2024-08,126,0.008074923338286622
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2024-09,144,-0.00012707394912494195
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2024-10,192,0.002497756969061564
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2024-11,216,0.011960003034239088
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2024-12,120,0.0014364128520197262
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2025-01,174,0.0062345836627156126
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2025-02,84,0.003539133329693975
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2025-03,108,0.03617978009321115
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2025-04,150,0.002567629434079485
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2025-05,168,0.005734846213090412
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2025-06,150,0.014359352999915179
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2025-07,216,0.009897893856052154
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2025-08,180,0.015377738895553454
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2025-09,198,0.003176739243005814
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2025-10,132,0.010278930642472999
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2025-11,78,-0.00251675964761712
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2025-12,174,0.005416997522917948
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2026-01,138,0.012495364333277153
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2026-02,48,0.006592642199823761
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2026-03,138,0.005817260702536282
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2026-04,174,0.0025896961617296772
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2026-05,150,0.0016788311829302963
momentum_score_quantile,mfe_pct,P4_BREAKOUT_TOP20,2026-06,114,0.013832353015698498
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2024-01,156,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2024-02,192,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2024-03,174,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2024-04,90,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2024-05,168,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2024-06,108,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2024-07,168,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2024-08,126,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2024-09,144,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2024-10,192,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2024-11,216,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2024-12,120,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2025-01,174,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2025-02,84,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2025-03,108,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2025-04,150,-0.19999999999999996
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2025-05,168,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2025-06,150,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2025-07,216,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2025-08,180,-0.16666666666666663
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2025-09,198,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2025-10,132,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2025-11,78,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2025-12,174,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2026-01,138,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2026-02,48,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2026-03,138,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2026-04,174,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2026-05,150,0.0
breakout_score_quantile,safe_for_10x,P4_BREAKOUT_TOP20,2026-06,114,0.04347826086956519
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-01,156,-0.06451612903225812
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-02,192,0.10256410256410253
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-03,174,0.1428571428571429
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-04,90,0.0
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-05,168,0.02941176470588236
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-06,108,0.2727272727272727
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-07,168,0.0
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-08,126,0.0
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-09,144,0.0
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-10,192,0.15384615384615385
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-11,216,0.0
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2024-12,120,0.20833333333333337
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-01,174,-0.17142857142857137
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-02,84,0.23529411764705888
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-03,108,0.0
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-04,150,-0.19999999999999996
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-05,168,0.0
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-06,150,0.0
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-07,216,-0.04862579281183932
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-08,180,-0.02777777777777779
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-09,198,-0.125
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-10,132,0.0
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-11,78,-0.3125
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2025-12,174,0.0
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2026-01,138,0.3928571428571429
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2026-02,48,0.30000000000000004
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2026-03,138,0.0
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2026-04,174,0.1428571428571429
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2026-05,150,0.0
breakout_score_quantile,safe_for_20x,P4_BREAKOUT_TOP20,2026-06,114,0.21739130434782605
breakout_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-01,156,-0.16733870967741937
breakout_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-02,192,0.05128205128205121
breakout_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-03,174,0.22857142857142865
breakout_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-04,90,0.2777777777777777
breakout_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-05,168,0.11764705882352944
breakout_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-06,108,0.2727272727272727
breakout_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-07,168,0.05882352941176461
breakout_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-08,126,0.10923076923076924
breakout_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-09,144,0.10344827586206895
breakout_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-10,192,0.20512820512820507
breakout_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-11,216,0.19978858350951367
breakout_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2024-12,120,0.125
breakout_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2025-01,174,-0.22857142857142865
breakout_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2025-02,84,0.23529411764705888
breakout_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2025-03,108,-0.045454545454545525
breakout_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2025-04,150,-0.23333333333333328
breakout_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2025-05,168,0.02941176470588236
breakout_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2025-06,150,0.0
breakout_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2025-07,216,0.12896405919661735
breakout_score_quantile,fast_follow_through,P4_BREAKOUT_TOP20,2025-08,180,0.2222222222222222
