factor,label,prototype,symbol,event_count,top20_minus_bottom20
volatility_ratio_short_long,hit_liquidation_20x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0
volatility_ratio_short_long,mae_pct,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.00017836807249719687
volatility_ratio_short_long,mae_pct,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.0007387832700375864
volatility_ratio_short_long,mae_pct,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.00040307253389137304
volatility_ratio_short_long,mae_pct,P4_BREAKOUT_TOP20,SOLUSDT,960,0.00019623340617452596
volatility_ratio_short_long,mfe_pct,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.006599124798616389
volatility_ratio_short_long,mfe_pct,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.004554407618852768
volatility_ratio_short_long,mfe_pct,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.009394965131973198
volatility_ratio_short_long,mfe_pct,P4_BREAKOUT_TOP20,SOLUSDT,960,0.010929467773182568
atr_percentile_200,safe_for_10x,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.023346303501945553
atr_percentile_200,safe_for_10x,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.022522522522522515
atr_percentile_200,safe_for_10x,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.018604651162790753
atr_percentile_200,safe_for_10x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.03125
atr_percentile_200,safe_for_20x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0311284046692607
atr_percentile_200,safe_for_20x,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.04504504504504514
atr_percentile_200,safe_for_20x,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.018604651162790642
atr_percentile_200,safe_for_20x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0625
atr_percentile_200,fast_follow_through,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.046692607003890996
atr_percentile_200,fast_follow_through,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.022522522522522515
atr_percentile_200,fast_follow_through,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.0046511627906977715
atr_percentile_200,fast_follow_through,P4_BREAKOUT_TOP20,SOLUSDT,960,0.02083333333333326
atr_percentile_200,hit_liquidation_10x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0
atr_percentile_200,hit_liquidation_10x,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.0
atr_percentile_200,hit_liquidation_10x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0
atr_percentile_200,hit_liquidation_10x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0
atr_percentile_200,hit_liquidation_20x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0
atr_percentile_200,hit_liquidation_20x,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.0
atr_percentile_200,hit_liquidation_20x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0
atr_percentile_200,hit_liquidation_20x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0
atr_percentile_200,mae_pct,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.00032983505288483345
atr_percentile_200,mae_pct,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.0003260176928792552
atr_percentile_200,mae_pct,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.000503763880567333
atr_percentile_200,mae_pct,P4_BREAKOUT_TOP20,SOLUSDT,960,7.98930209276016e-05
atr_percentile_200,mfe_pct,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.005067071499997107
atr_percentile_200,mfe_pct,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.0037640665483468783
atr_percentile_200,mfe_pct,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.00855946790391409
atr_percentile_200,mfe_pct,P4_BREAKOUT_TOP20,SOLUSDT,960,0.00824443262840465
prior_5m_range_pct,safe_for_10x,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.023346303501945553
prior_5m_range_pct,safe_for_10x,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.05405405405405406
prior_5m_range_pct,safe_for_10x,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.018604651162790753
prior_5m_range_pct,safe_for_10x,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.03125
prior_5m_range_pct,safe_for_20x,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.015564202334630406
prior_5m_range_pct,safe_for_20x,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.13063063063063074
prior_5m_range_pct,safe_for_20x,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.06511627906976747
prior_5m_range_pct,safe_for_20x,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.06770833333333337
prior_5m_range_pct,fast_follow_through,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.08560311284046696
prior_5m_range_pct,fast_follow_through,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.03603603603603611
prior_5m_range_pct,fast_follow_through,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.07906976744186045
prior_5m_range_pct,fast_follow_through,P4_BREAKOUT_TOP20,SOLUSDT,960,0.09895833333333337
prior_5m_range_pct,hit_liquidation_10x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0
prior_5m_range_pct,hit_liquidation_10x,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.0
prior_5m_range_pct,hit_liquidation_10x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0
prior_5m_range_pct,hit_liquidation_10x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0
prior_5m_range_pct,hit_liquidation_20x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0
prior_5m_range_pct,hit_liquidation_20x,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.0
prior_5m_range_pct,hit_liquidation_20x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0
prior_5m_range_pct,hit_liquidation_20x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0
prior_5m_range_pct,mae_pct,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.0007659991408584332
prior_5m_range_pct,mae_pct,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.0013550869269165129
prior_5m_range_pct,mae_pct,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.001036962906513306
prior_5m_range_pct,mae_pct,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.000354657607520013
prior_5m_range_pct,mfe_pct,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.004694773572342082
prior_5m_range_pct,mfe_pct,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.004164066959804211
prior_5m_range_pct,mfe_pct,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.004618219465139387
prior_5m_range_pct,mfe_pct,P4_BREAKOUT_TOP20,SOLUSDT,960,0.003149892539230691
prior_15m_range_pct,safe_for_10x,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.023346303501945553
prior_15m_range_pct,safe_for_10x,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.05405405405405406
prior_15m_range_pct,safe_for_10x,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.018604651162790753
prior_15m_range_pct,safe_for_10x,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.03125
prior_15m_range_pct,safe_for_20x,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.04280155642023342
prior_15m_range_pct,safe_for_20x,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.11261261261261268
prior_15m_range_pct,safe_for_20x,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.046511627906976716
prior_15m_range_pct,safe_for_20x,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.04166666666666663
prior_15m_range_pct,fast_follow_through,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.05836575875486383
prior_15m_range_pct,fast_follow_through,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.03603603603603611
prior_15m_range_pct,fast_follow_through,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.06511627906976736
prior_15m_range_pct,fast_follow_through,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0625
prior_15m_range_pct,hit_liquidation_10x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0
prior_15m_range_pct,hit_liquidation_10x,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.0
prior_15m_range_pct,hit_liquidation_10x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0
prior_15m_range_pct,hit_liquidation_10x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0
prior_15m_range_pct,hit_liquidation_20x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0
prior_15m_range_pct,hit_liquidation_20x,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.0
prior_15m_range_pct,hit_liquidation_20x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0
prior_15m_range_pct,hit_liquidation_20x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0
prior_15m_range_pct,mae_pct,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.0008463587661031505
prior_15m_range_pct,mae_pct,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.0016053933816974173
prior_15m_range_pct,mae_pct,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.001150766277553907
prior_15m_range_pct,mae_pct,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.0004246636324819423
prior_15m_range_pct,mfe_pct,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.005921499212282442
prior_15m_range_pct,mfe_pct,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.004754869174456386
prior_15m_range_pct,mfe_pct,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.004399455144917273
prior_15m_range_pct,mfe_pct,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0074736957560062565
prior_30m_range_pct,safe_for_10x,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.023346303501945553
prior_30m_range_pct,safe_for_10x,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.05405405405405406
prior_30m_range_pct,safe_for_10x,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.018604651162790753
prior_30m_range_pct,safe_for_10x,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.03125
prior_30m_range_pct,safe_for_20x,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.0778210116731517
prior_30m_range_pct,safe_for_20x,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.06306306306306309
prior_30m_range_pct,safe_for_20x,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.046511627906976716
prior_30m_range_pct,safe_for_20x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.015625
prior_30m_range_pct,fast_follow_through,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.035019455252918275
prior_30m_range_pct,fast_follow_through,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.0045045045045044585
prior_30m_range_pct,fast_follow_through,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.041860465116279055
prior_30m_range_pct,fast_follow_through,P4_BREAKOUT_TOP20,SOLUSDT,960,0.07291666666666674
prior_30m_range_pct,hit_liquidation_10x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0
prior_30m_range_pct,hit_liquidation_10x,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.0
prior_30m_range_pct,hit_liquidation_10x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0
prior_30m_range_pct,hit_liquidation_10x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0
prior_30m_range_pct,hit_liquidation_20x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0
prior_30m_range_pct,hit_liquidation_20x,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.0
prior_30m_range_pct,hit_liquidation_20x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0
prior_30m_range_pct,hit_liquidation_20x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0
prior_30m_range_pct,mae_pct,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.0008225871986530809
prior_30m_range_pct,mae_pct,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.001135519576986742
prior_30m_range_pct,mae_pct,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.000886294531633605
prior_30m_range_pct,mae_pct,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.0005676675651563219
prior_30m_range_pct,mfe_pct,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.006762486910931918
prior_30m_range_pct,mfe_pct,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.003882739925989952
prior_30m_range_pct,mfe_pct,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.005265017822531514
prior_30m_range_pct,mfe_pct,P4_BREAKOUT_TOP20,SOLUSDT,960,0.007222476753823251
prior_5m_return,safe_for_10x,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.023346303501945553
prior_5m_return,safe_for_10x,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.03153153153153154
prior_5m_return,safe_for_10x,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.018604651162790753
prior_5m_return,safe_for_10x,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.03125
prior_5m_return,safe_for_20x,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.09727626459143968
prior_5m_return,safe_for_20x,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.1216216216216216
prior_5m_return,safe_for_20x,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.06511627906976747
prior_5m_return,safe_for_20x,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.03645833333333326
prior_5m_return,fast_follow_through,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.0622568093385214
prior_5m_return,fast_follow_through,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.058558558558558516
prior_5m_return,fast_follow_through,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.06511627906976736
prior_5m_return,fast_follow_through,P4_BREAKOUT_TOP20,SOLUSDT,960,0.15625
prior_5m_return,hit_liquidation_10x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0
prior_5m_return,hit_liquidation_10x,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.0
prior_5m_return,hit_liquidation_10x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0
prior_5m_return,hit_liquidation_10x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0
prior_5m_return,hit_liquidation_20x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0
prior_5m_return,hit_liquidation_20x,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.0
prior_5m_return,hit_liquidation_20x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0
prior_5m_return,hit_liquidation_20x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0
prior_5m_return,mae_pct,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.00046827611151191006
prior_5m_return,mae_pct,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.0008447140244960989
prior_5m_return,mae_pct,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.0008710381988478246
prior_5m_return,mae_pct,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.00010682693860940328
prior_5m_return,mfe_pct,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.001344372047890236
prior_5m_return,mfe_pct,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.000977348284124254
prior_5m_return,mfe_pct,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0032082389020855508
prior_5m_return,mfe_pct,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.0005981433352256777
prior_15m_return,safe_for_10x,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.023346303501945553
prior_15m_return,safe_for_10x,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.05405405405405406
prior_15m_return,safe_for_10x,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.018604651162790753
prior_15m_return,safe_for_10x,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.03125
prior_15m_return,safe_for_20x,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.05836575875486383
prior_15m_return,safe_for_20x,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.08108108108108114
prior_15m_return,safe_for_20x,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.023255813953488302
prior_15m_return,safe_for_20x,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.0625
prior_15m_return,fast_follow_through,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.03891050583657585
prior_15m_return,fast_follow_through,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.04954954954954949
prior_15m_return,fast_follow_through,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.08372093023255811
prior_15m_return,fast_follow_through,P4_BREAKOUT_TOP20,SOLUSDT,960,0.11458333333333337
prior_15m_return,hit_liquidation_10x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0
prior_15m_return,hit_liquidation_10x,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.0
prior_15m_return,hit_liquidation_10x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0
prior_15m_return,hit_liquidation_10x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0
prior_15m_return,hit_liquidation_20x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0
prior_15m_return,hit_liquidation_20x,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.009009009009009009
prior_15m_return,hit_liquidation_20x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0
prior_15m_return,hit_liquidation_20x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0
prior_15m_return,mae_pct,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.0004437832316578536
prior_15m_return,mae_pct,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.00044859088466536246
prior_15m_return,mae_pct,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.001034012215525828
prior_15m_return,mae_pct,P4_BREAKOUT_TOP20,SOLUSDT,960,1.2960899139806458e-05
prior_15m_return,mfe_pct,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.00024241133689900315
prior_15m_return,mfe_pct,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.0014025757200042633
prior_15m_return,mfe_pct,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0034564012370418215
prior_15m_return,mfe_pct,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.0035306683892013992
prior_30m_return,safe_for_10x,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.023346303501945553
prior_30m_return,safe_for_10x,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.03153153153153154
prior_30m_return,safe_for_10x,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.018604651162790753
prior_30m_return,safe_for_10x,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.03125
prior_30m_return,safe_for_20x,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.10894941634241251
prior_30m_return,safe_for_20x,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.10360360360360366
prior_30m_return,safe_for_20x,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.023255813953488302
prior_30m_return,safe_for_20x,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.00520833333333337
prior_30m_return,fast_follow_through,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.046692607003890996
prior_30m_return,fast_follow_through,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.08108108108108103
prior_30m_return,fast_follow_through,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.08372093023255811
prior_30m_return,fast_follow_through,P4_BREAKOUT_TOP20,SOLUSDT,960,0.11979166666666674
prior_30m_return,hit_liquidation_10x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0
prior_30m_return,hit_liquidation_10x,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.0
prior_30m_return,hit_liquidation_10x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0
prior_30m_return,hit_liquidation_10x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0
prior_30m_return,hit_liquidation_20x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0
prior_30m_return,hit_liquidation_20x,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.009009009009009009
prior_30m_return,hit_liquidation_20x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0
prior_30m_return,hit_liquidation_20x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0
prior_30m_return,mae_pct,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.0006799902461908325
prior_30m_return,mae_pct,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.0007681461650853258
prior_30m_return,mae_pct,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.0007322483629421776
prior_30m_return,mae_pct,P4_BREAKOUT_TOP20,SOLUSDT,960,-4.05747227794637e-06
prior_30m_return,mfe_pct,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0007617075174532317
prior_30m_return,mfe_pct,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.00038834314905053686
prior_30m_return,mfe_pct,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0019899558040007113
prior_30m_return,mfe_pct,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.0007017713817035285
prior_5m_lower_wick_ratio,safe_for_10x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0
prior_5m_lower_wick_ratio,safe_for_10x,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.0
prior_5m_lower_wick_ratio,safe_for_10x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.018604651162790753
prior_5m_lower_wick_ratio,safe_for_10x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.03125
prior_5m_lower_wick_ratio,safe_for_20x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.078125
prior_5m_lower_wick_ratio,safe_for_20x,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.0045045045045045695
prior_5m_lower_wick_ratio,safe_for_20x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.023255813953488413
prior_5m_lower_wick_ratio,safe_for_20x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.08854166666666674
prior_5m_lower_wick_ratio,fast_follow_through,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.09375
prior_5m_lower_wick_ratio,fast_follow_through,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.027027027027026973
prior_5m_lower_wick_ratio,fast_follow_through,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.04651162790697683
prior_5m_lower_wick_ratio,fast_follow_through,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0
prior_5m_lower_wick_ratio,hit_liquidation_10x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0
prior_5m_lower_wick_ratio,hit_liquidation_10x,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.0
prior_5m_lower_wick_ratio,hit_liquidation_10x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0
prior_5m_lower_wick_ratio,hit_liquidation_10x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0
prior_5m_lower_wick_ratio,hit_liquidation_20x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0
prior_5m_lower_wick_ratio,hit_liquidation_20x,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.009009009009009009
prior_5m_lower_wick_ratio,hit_liquidation_20x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0
prior_5m_lower_wick_ratio,hit_liquidation_20x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0
prior_5m_lower_wick_ratio,mae_pct,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.00010229580284777575
prior_5m_lower_wick_ratio,mae_pct,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.0007505260110076923
prior_5m_lower_wick_ratio,mae_pct,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.00012856311044278442
prior_5m_lower_wick_ratio,mae_pct,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.00010464579725291581
prior_5m_lower_wick_ratio,mfe_pct,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.001555572613644694
prior_5m_lower_wick_ratio,mfe_pct,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.0011223842433310894
prior_5m_lower_wick_ratio,mfe_pct,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0006012839985754057
prior_5m_lower_wick_ratio,mfe_pct,P4_BREAKOUT_TOP20,SOLUSDT,960,0.00018035389339400403
prior_15m_lower_wick_ratio,safe_for_10x,P4_BREAKOUT_TOP20,BNBUSDT,1284,-0.0234375
prior_15m_lower_wick_ratio,safe_for_10x,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.027027027027026973
prior_15m_lower_wick_ratio,safe_for_10x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.018604651162790753
prior_15m_lower_wick_ratio,safe_for_10x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.03125
prior_15m_lower_wick_ratio,safe_for_20x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0078125
prior_15m_lower_wick_ratio,safe_for_20x,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.0045045045045045695
prior_15m_lower_wick_ratio,safe_for_20x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.023255813953488302
prior_15m_lower_wick_ratio,safe_for_20x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0625
prior_15m_lower_wick_ratio,fast_follow_through,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.015625
prior_15m_lower_wick_ratio,fast_follow_through,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.022522522522522515
prior_15m_lower_wick_ratio,fast_follow_through,P4_BREAKOUT_TOP20,ETHUSDT,1074,-0.018604651162790753
prior_15m_lower_wick_ratio,fast_follow_through,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.04166666666666674
prior_15m_lower_wick_ratio,hit_liquidation_10x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0
prior_15m_lower_wick_ratio,hit_liquidation_10x,P4_BREAKOUT_TOP20,BTCUSDT,1110,0.0
prior_15m_lower_wick_ratio,hit_liquidation_10x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0
prior_15m_lower_wick_ratio,hit_liquidation_10x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0
prior_15m_lower_wick_ratio,hit_liquidation_20x,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0
prior_15m_lower_wick_ratio,hit_liquidation_20x,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.009009009009009009
prior_15m_lower_wick_ratio,hit_liquidation_20x,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0
prior_15m_lower_wick_ratio,hit_liquidation_20x,P4_BREAKOUT_TOP20,SOLUSDT,960,0.0
prior_15m_lower_wick_ratio,mae_pct,P4_BREAKOUT_TOP20,BNBUSDT,1284,-2.3922940799623975e-05
prior_15m_lower_wick_ratio,mae_pct,P4_BREAKOUT_TOP20,BTCUSDT,1110,-0.000519133505141105
prior_15m_lower_wick_ratio,mae_pct,P4_BREAKOUT_TOP20,ETHUSDT,1074,0.0005727729414608138
prior_15m_lower_wick_ratio,mae_pct,P4_BREAKOUT_TOP20,SOLUSDT,960,-0.00030452864931083327
prior_15m_lower_wick_ratio,mfe_pct,P4_BREAKOUT_TOP20,BNBUSDT,1284,0.0008601311725685411
