label,method,runs,median_final_return,median_max_drawdown,median_pf,loss_probability,pf_lt_1_probability,equity_below_80_probability,bootstrap_low_trade_count
C1,trade,5000,-68.1641787458455,-97.3495601538105,0.8632914148394772,0.802,0.802,0.9308,False
C1,monthly_block,5000,-65.76358105280059,-91.11757344062006,0.8679123646961353,0.812,0.812,0.922,False
C1,quarterly_block,5000,-60.34319288750576,-79.90774050514437,0.8782369757103743,0.9018,0.9018,0.9386,False
