time,equity
2020-01-01 00:00:00+00:00,1000.0
2020-01-05 09:00:00+00:00,983.8951969684836
2020-01-11 05:15:00+00:00,967.9379183326954
2020-01-11 21:46:00+00:00,933.0833001167379
2020-01-15 04:15:00+00:00,980.8126340239072
2020-01-19 06:45:00+00:00,969.4440543283802
2020-01-27 09:00:00+00:00,972.1807250611458
2020-01-28 17:30:00+00:00,987.9437078003511
2020-01-29 10:15:00+00:00,978.6238042564382
2020-02-06 00:30:00+00:00,983.2388613874783
2020-02-23 11:00:00+00:00,1000.6854063822025
2020-03-05 15:00:00+00:00,1028.665715849199
2020-03-20 01:30:00+00:00,1009.6109890183467
2020-04-02 20:30:00+00:00,993.6900739146728
2020-04-12 22:16:00+00:00,975.6250632084635
2020-04-17 23:43:00+00:00,964.8464003757822
2020-04-23 23:15:00+00:00,984.8644910871107
2020-04-26 15:08:00+00:00,957.8817731174167
2020-04-30 09:15:00+00:00,1040.381460394541
2020-05-03 06:10:00+00:00,1024.5319527904162
2020-05-05 10:01:00+00:00,1007.4969287978591
2020-05-06 23:56:00+00:00,990.8384804782803
2020-05-15 02:45:00+00:00,1017.5950400190968
2020-05-17 22:15:00+00:00,1004.5489417447931
2020-05-29 08:30:00+00:00,1033.4610718682395
2020-05-30 20:15:00+00:00,1006.4021104703536
2020-05-31 03:43:00+00:00,989.2007079825756
2020-06-02 14:46:00+00:00,964.503017890351
2020-06-09 00:00:00+00:00,956.2844979409276
2020-06-09 00:22:00+00:00,943.9646283421706
2020-06-10 18:52:00+00:00,933.7102570404362
2020-07-02 06:00:00+00:00,930.727299936063
2020-07-07 06:30:00+00:00,936.2928454039766
2020-07-09 00:30:00+00:00,932.3364989669986
2020-07-22 05:00:00+00:00,933.3828421796992
2020-07-23 14:30:00+00:00,937.6056737165035
2020-07-24 22:09:00+00:00,931.1395023691684
2020-07-26 01:45:00+00:00,927.1492217843007
2020-07-26 19:45:00+00:00,929.14365754868
2020-07-28 08:15:00+00:00,936.7828821872708
2020-08-06 21:45:00+00:00,955.8810268571293
2020-08-10 10:29:00+00:00,944.7397789107996
2020-08-14 07:15:00+00:00,933.7999829688226
2020-08-15 12:21:00+00:00,923.0828402159526
2020-08-17 23:45:00+00:00,913.9700562253919
2020-08-30 22:00:00+00:00,911.7595078727475
2020-09-02 00:00:00+00:00,920.0812869371952
2020-09-13 10:00:00+00:00,925.1105547401249
2020-09-19 18:15:00+00:00,927.7484319717829
2020-10-09 06:00:00+00:00,926.8725883195367
2020-10-10 10:00:00+00:00,922.3949574109818
2020-10-19 03:30:00+00:00,920.6483468098806
2020-10-20 11:26:00+00:00,910.8028596003437
2020-10-21 07:35:00+00:00,897.1163811762359
2020-10-23 00:15:00+00:00,906.6593044262469
2020-10-24 14:25:00+00:00,898.7987520104253
2020-10-25 05:44:00+00:00,889.6909330769498
2020-10-28 07:30:00+00:00,898.5960574521246
2020-10-31 10:23:00+00:00,887.0892109473696
2020-11-04 00:57:00+00:00,874.1863479415604
2020-11-06 09:30:00+00:00,914.0716932186328
2020-11-09 12:11:00+00:00,895.9248905235713
2020-11-11 20:30:00+00:00,882.1393481719844
2020-11-18 05:34:00+00:00,867.0392691774482
2020-12-01 12:30:00+00:00,897.4215480307647
2020-12-03 09:09:00+00:00,880.4969219539853
2020-12-07 02:26:00+00:00,870.3848044035269
2020-12-18 14:00:00+00:00,969.2891721911014
2020-12-19 14:28:00+00:00,953.0447628643452
2020-12-25 14:43:00+00:00,931.9929691530469
2020-12-27 12:10:00+00:00,912.0995989839422
2020-12-30 08:27:00+00:00,889.575024386308
2021-01-02 21:00:00+00:00,904.3950436368694
2021-01-06 07:48:00+00:00,872.9723670493403
2021-01-29 17:00:00+00:00,864.8380808010545
2021-02-02 14:24:00+00:00,844.0890735681663
2021-02-04 15:00:00+00:00,856.0088389273758
2021-02-09 09:45:00+00:00,973.1798157465975
2021-02-14 15:27:00+00:00,955.8051134683532
2021-02-16 16:59:00+00:00,932.5453949204647
2021-02-20 07:45:00+00:00,945.6830256030042
2021-03-10 02:15:00+00:00,959.083215567914
2021-03-14 06:30:00+00:00,979.6829716776533
2021-03-28 10:30:00+00:00,980.0248635301909
2021-03-29 15:30:00+00:00,984.7191895017604
2021-03-30 16:00:00+00:00,979.3071731826675
2021-03-31 07:51:00+00:00,967.7592592338908
2021-04-02 02:53:00+00:00,953.7613695432182
2021-04-10 12:45:00+00:00,958.8540928074773
2021-04-14 14:15:00+00:00,960.9959081886209
2021-05-01 08:45:00+00:00,987.9828485641802
2021-05-25 04:20:00+00:00,945.2027036259441
2021-06-03 13:45:00+00:00,936.0980187843907
2021-06-14 19:00:00+00:00,953.3665550471031
2021-06-15 18:46:00+00:00,933.8595937102817
2021-06-28 10:15:00+00:00,946.6734026600051
2021-07-10 05:00:00+00:00,934.7096039132406
2021-07-12 01:03:00+00:00,922.941943512434
2021-07-22 09:45:00+00:00,935.8755030374737
2021-07-25 13:30:00+00:00,962.0574976652235
2021-07-26 20:30:00+00:00,1035.135565550916
2021-08-07 16:15:00+00:00,1066.8146325207404
2021-08-09 21:15:00+00:00,1052.6189999848161
2021-08-14 09:58:00+00:00,1035.8832721971255
