time,equity
2020-01-01 00:00:00+00:00,1000.0
2020-01-06 13:55:00+00:00,971.1662878456441
2020-01-08 02:58:00+00:00,903.5226538200222
2020-01-11 21:54:00+00:00,858.4340646256699
2020-01-13 00:24:00+00:00,832.4727575595457
2020-01-14 09:48:00+00:00,800.9429115863445
2020-01-15 04:00:00+00:00,846.1736828158703
2020-01-17 14:30:00+00:00,796.4798246672061
2020-01-22 07:36:00+00:00,771.6869383632481
2020-01-27 09:00:00+00:00,758.3128206399629
2020-01-30 23:39:00+00:00,713.2627889452118
2020-02-02 22:15:00+00:00,749.8662202316457
2020-02-06 23:00:00+00:00,822.3981339382851
2020-02-13 08:00:00+00:00,1066.3585616464545
2020-02-15 02:00:00+00:00,1018.064822527538
2020-02-19 17:46:00+00:00,956.9559235411057
2020-02-23 12:00:00+00:00,985.8976081157087
2020-03-20 01:30:00+00:00,1306.028350405396
2020-03-20 13:22:00+00:00,1159.0128663881922
2020-03-24 12:19:00+00:00,1047.365977298866
2020-03-27 05:15:00+00:00,990.1539579056137
2020-03-31 23:59:00+00:00,947.1381726581012
2020-04-07 14:15:00+00:00,1400.4358969612376
2020-04-17 23:43:00+00:00,1337.4027248821108
2020-04-19 05:15:00+00:00,1462.6825119248308
2020-04-23 06:15:00+00:00,1464.132624230026
2020-04-25 21:45:00+00:00,1530.9245808582477
2020-04-30 09:15:00+00:00,1745.0063889325868
2020-05-01 12:32:00+00:00,1648.8013792063912
2020-05-03 06:11:00+00:00,1592.734738924002
2020-05-08 05:30:00+00:00,1540.4589177913397
2020-05-14 16:45:00+00:00,1663.3602485974975
2020-05-18 09:00:00+00:00,1882.9486766457737
2020-05-29 05:15:00+00:00,2079.3602709954635
2020-05-31 03:45:00+00:00,2467.886311088982
2020-06-05 10:10:00+00:00,2345.3074810786275
2020-06-09 00:23:00+00:00,2268.6248924925253
2020-06-10 18:52:00+00:00,2182.4158126528505
2020-06-16 14:42:00+00:00,2101.6107190572775
2020-06-23 01:45:00+00:00,2169.446773896313
2020-06-24 07:25:00+00:00,2115.5576198723206
2020-06-30 04:58:00+00:00,2042.5198368681436
2020-07-07 06:30:00+00:00,2210.9268784564374
2020-07-20 11:00:00+00:00,2203.594693376714
2020-07-22 08:00:00+00:00,2214.298938115461
2020-07-23 05:15:00+00:00,2605.328863570852
2020-07-24 05:00:00+00:00,2412.2490675730805
2020-07-24 23:45:00+00:00,2419.2652203218627
2020-07-27 08:00:00+00:00,3016.34310182382
2020-07-31 01:30:00+00:00,3105.5500188095198
2020-08-01 10:27:00+00:00,2956.245527725183
2020-08-05 14:25:00+00:00,2824.719000001104
2020-08-05 22:03:00+00:00,2690.400550494683
2020-08-09 06:00:00+00:00,2584.581647625448
2020-08-14 14:15:00+00:00,2796.91755214882
2020-08-15 08:42:00+00:00,2600.017238163458
2020-08-17 23:30:00+00:00,2450.5166116070645
2020-08-24 15:45:00+00:00,2394.7526545288647
2020-08-31 06:15:00+00:00,2561.8724197960128
2020-09-02 08:00:00+00:00,2739.7214983057906
2020-09-09 23:26:00+00:00,2555.176039301826
2020-09-10 07:45:00+00:00,2526.81627243162
2020-09-13 10:00:00+00:00,2590.5962241716866
2020-09-18 01:15:00+00:00,2436.7699851869525
2020-09-26 14:00:00+00:00,2292.6681966813812
