pattern_type,side,events,mean_net_r,median_net_r,win_rate,pf,median_mfe_r_12bars,median_mae_r_12bars
bearish_engulfing,SHORT,5945,-0.7786894456835215,-0.7470790460079211,0.33238015138772076,0.4025014779429187,1.307559505278381,1.2362550077238592
bullish_engulfing,LONG,6161,-0.8050174439954455,-0.7187597248844311,0.328355786398312,0.38364596424657504,1.2104476936310045,1.233758265341364
bullish_hammer,LONG,2639,-0.9714403047116299,-0.7470143239309643,0.3399014778325123,0.36480428997218317,1.5302195729270733,1.4956180114838666
shooting_star,SHORT,4391,-1.022424060807417,-1.0424303226528095,0.32817125939421543,0.3927738795741745,1.6403890198160027,1.667167250681407
