top1_profit_contribution,top3_profit_contribution,top5_profit_contribution,remove_top1_mean,remove_top3_mean,remove_top5_mean
0.003514833033317836,0.00982573604204983,0.015281184914155277,-0.0014908888981917774,-0.0015382709468466558,-0.0015792819301362197
