symbol,period,event_count,mean_short_fwd_ret_16,plus_1atr_first_rate_16,minus_1atr_first_rate_16,sample_status
ETHUSDT,2024Q1,74,-0.003920610222271827,0.4594594594594595,0.527027027027027,valid
ETHUSDT,2024Q2,83,0.00042691390999937036,0.40963855421686746,0.5180722891566265,valid
ETHUSDT,2024Q3,121,0.0030428738273420965,0.5206611570247934,0.4462809917355372,valid
ETHUSDT,2024Q4,99,-0.0021348041329943275,0.46464646464646464,0.5252525252525253,valid
ETHUSDT,2025Q1,135,0.00045448058357023277,0.5259259259259259,0.4444444444444444,valid
ETHUSDT,2025Q2,96,0.0026774019097291282,0.5833333333333334,0.4166666666666667,valid
ETHUSDT,2025Q3,101,-0.0006430700123619011,0.40594059405940597,0.5841584158415841,valid
ETHUSDT,2025Q4,140,0.002372692811463208,0.55,0.40714285714285714,valid
ETHUSDT,2026Q1,127,-7.186953574892859e-05,0.5196850393700787,0.4409448818897638,valid
ETHUSDT,2026Q2,96,-0.0010515649476532767,0.4375,0.5208333333333334,valid
SOLUSDT,2020Q3,27,-0.003426602782332385,0.5185185185185185,0.48148148148148145,valid
SOLUSDT,2020Q4,222,0.0008234242248014418,0.5405405405405406,0.4369369369369369,valid
SOLUSDT,2021Q1,127,-0.010292620619755846,0.5433070866141733,0.4409448818897638,valid
SOLUSDT,2021Q2,143,-0.020555775617417178,0.44755244755244755,0.5384615384615384,valid
SOLUSDT,2021Q3,136,-0.004662360386303454,0.47794117647058826,0.4852941176470588,valid
SOLUSDT,2021Q4,147,-0.0008658413970245842,0.5170068027210885,0.43537414965986393,valid
SOLUSDT,2022Q1,147,0.001178396932061942,0.4965986394557823,0.48299319727891155,valid
SOLUSDT,2022Q2,189,-0.0006838647683821254,0.48677248677248675,0.49206349206349204,valid
SOLUSDT,2022Q3,112,-0.002487601461758433,0.4107142857142857,0.5803571428571429,valid
SOLUSDT,2022Q4,141,-0.00946620292280248,0.44680851063829785,0.5106382978723404,valid
SOLUSDT,2023Q1,89,-0.00760065328398521,0.43820224719101125,0.5168539325842697,valid
SOLUSDT,2023Q2,89,0.0002100301477174147,0.34831460674157305,0.6067415730337079,valid
SOLUSDT,2023Q3,82,-0.0021858332963998884,0.3902439024390244,0.573170731707317,valid
SOLUSDT,2023Q4,59,-0.00831631853671065,0.3559322033898305,0.6101694915254238,valid
SOLUSDT,2024Q1,94,-0.008934374916709358,0.4574468085106383,0.5319148936170213,valid
SOLUSDT,2024Q2,164,0.0024968712863864275,0.5060975609756098,0.4878048780487805,valid
SOLUSDT,2024Q3,141,0.0005506920577657618,0.5673758865248227,0.41843971631205673,valid
SOLUSDT,2024Q4,112,-0.0048031226706501205,0.42857142857142855,0.5178571428571429,valid
SOLUSDT,2025Q1,199,0.0022607825111244924,0.5326633165829145,0.44221105527638194,valid
SOLUSDT,2025Q2,151,-7.317603986673026e-05,0.543046357615894,0.4370860927152318,valid
SOLUSDT,2025Q3,112,-0.002892990836952782,0.4732142857142857,0.5089285714285714,valid
SOLUSDT,2025Q4,154,0.004565496462528184,0.5454545454545454,0.42857142857142855,valid
SOLUSDT,2026Q1,164,0.004627486806989624,0.43902439024390244,0.5304878048780488,valid
SOLUSDT,2026Q2,108,-0.0051932967763646315,0.4537037037037037,0.5185185185185185,valid
