event_count,observed_mean,random_mean,random_p05,random_p50,random_p95,percentile_vs_random,matched_event_count,fallback_match_rate,random_runs,horizon,observed_minus_random_mean
11251,-0.0014645217798984658,0.0005119256878463772,0.00015230676592282573,0.0005104328054427636,0.0008741393385280213,0.0,11251,0.0,1000,16,-0.001976447467744843
