repository,base_branch,base_commit_sha,research_branch,research_start_commit_sha,current_head_commit_sha,remote_branch,branch_created_at,created_by,research_topic,working_tree_status,remote_push_status
https://github.com/Muce61/Era,codex/adaptive-leverage-10x-20x,e56054f0f074920e54e742a1050b1bcb29ec2543,codex/p4-short-trend-direction-coverage,e56054f0f074920e54e742a1050b1bcb29ec2543,1631385a3e6654fb405da0cccdb4874f72e1d12f,origin/codex/p4-short-trend-direction-coverage,2026-06-30T07:30:41.606861+00:00,codex,p4_short_trend_direction_coverage,M research_core/p4_short_research/branch_metadata.csv |  M research_core/p4_short_research/p4_short_research_report.md |  M research_core/p4_short_research/run_p4_short_research.py |  M research_core/p4_short_research/short_decision_summary.csv,pushed_before_research
