module,event_count,mean_forward_return_16,median_forward_return_16,first_touch_win_rate_16,mae_tail_95_16
P4_SHORT_MIRROR_V1,11251,-0.0014645217798984658,-0.0022603966717294477,0.4816888888888889,0.053149898501242035
