short_decision,combination_decision,event_gate_status,archive_status,oos_status,paper_trading_status,short_event_count,matched_random_event_count,short_base_trade_count,short_base_profit_factor,short_base_net_return,short_base_max_drawdown,short_positive_year_rate,short_pf_gt_1_window_rate,short_top1_profit_contribution,short_liquidation_count,long_short_monthly_correlation,p4_down_month_short_positive_rate,long_only_max_drawdown,long_short_max_drawdown,long_only_longest_drawdown,long_short_longest_drawdown
F. no_validated_short_trend_edge,F. no_validated_directional_coverage,P4_SHORT_EVENT_EDGE_NOT_FOUND,P4_SHORT_EVENT_EDGE_NOT_FOUND,not_oos,not_allowed,11251,11251,0,,,,0.42857142857142855,,0.003514833033317836,0,,,,,,
