event_id,symbol,prototype,signal_time,execution_time,execution_open,close_15m,donchian55_lower,donchian20_upper,ema50,ema200,atr14,body_ratio,close_location,lower_shadow_ratio,upper_shadow_ratio,volume,volume_mean,trend_regime,volatility_regime,trend_strength_bucket,short_breakout_distance_atr,data_layer,oos_status,short_fwd_ret_1,short_mfe_1,short_mae_1,plus_1atr_first_1,minus_1atr_first_1,ambiguous_touch_1,short_fwd_ret_4,short_mfe_4,short_mae_4,plus_1atr_first_4,minus_1atr_first_4,ambiguous_touch_4,short_fwd_ret_8,short_mfe_8,short_mae_8,plus_1atr_first_8,minus_1atr_first_8,ambiguous_touch_8,short_fwd_ret_16,short_mfe_16,short_mae_16,plus_1atr_first_16,minus_1atr_first_16,ambiguous_touch_16,short_fwd_ret_32,short_mfe_32,short_mae_32,plus_1atr_first_32,minus_1atr_first_32,ambiguous_touch_32
ETHUSDT_SHORT_2020-01-23T18:15:00+00:00,ETHUSDT,P4_SHORT_MIRROR_V1,2020-01-23 18:15:00+00:00,2020-01-23 18:15:00+00:00,160.33,160.31,161.16,164.0,163.39958442963226,165.8913726956479,0.8785714285714273,0.6381322957198408,0.350194552529186,,0.011673151750973236,26174.816000000003,4346.622010416667,bear,high_vol,gt_2_5,0.9674796747967429,expanded_discovery,not_oos,-0.0029228855721392666,0.0004992199687987586,0.006112393189047438,False,True,False,-0.00043640897755603536,0.0052037617554858695,0.006112393189047438,False,True,False,0.0003119540803593335,0.0052037617554858695,0.006112393189047438,False,True,False,-0.016983445738810388,0.0052037617554858695,0.019085635876005647,False,True,False,-0.005150161330354841,0.0052037617554858695,0.020707291211875534,False,True,False
ETHUSDT_SHORT_2020-01-24T03:00:00+00:00,ETHUSDT,P4_SHORT_MIRROR_V1,2020-01-24 03:00:00+00:00,2020-01-24 03:00:00+00:00,158.75,158.78,159.41,163.65,162.23339624353454,164.68825646057036,0.864285714285718,0.6359649122806964,0.3421052631578951,,0.021929824561408483,19256.746,4717.942802083333,bear,high_vol,gt_2_5,0.7289256198347024,expanded_discovery,not_oos,-0.0011954196552157459,0.001956576622065054,0.0049763779527558505,False,False,False,-0.00245067236395613,0.001956576622065054,0.008377952755905582,False,True,False,0.0013245868550524342,0.0022728707620431887,0.008377952755905582,False,True,False,-0.005761883885513797,0.0022728707620431887,0.008944881889763723,False,True,False,0.014506646216768893,0.018803747914259983,0.008944881889763723,False,True,False
ETHUSDT_SHORT_2020-01-24T09:30:00+00:00,ETHUSDT,P4_SHORT_MIRROR_V1,2020-01-24 09:30:00+00:00,2020-01-24 09:30:00+00:00,157.39,157.4,158.0,160.17,160.168060261401,163.40313173810063,0.7185714285714268,0.5683760683760607,0.4273504273504267,,0.004273504273512527,14981.714,4321.487281250001,bear,mid_vol,gt_2_5,0.8349900596421413,expanded_discovery,not_oos,0.002228731533367334,0.003123008285532025,0.001969629582565524,False,False,False,0.0018459579885423683,0.010075728404569384,0.001969629582565524,True,False,False,-0.0032930150085492826,0.010724377087079295,0.004574623546604206,True,False,False,-0.020292561469032133,0.010724377087079295,0.03024334455810429,True,False,False,-0.02187558262382705,0.010724377087079295,0.038820763707986705,True,False,False
ETHUSDT_SHORT_2020-01-24T10:00:00+00:00,ETHUSDT,P4_SHORT_MIRROR_V1,2020-01-24 10:00:00+00:00,2020-01-24 10:00:00+00:00,156.32,156.34,156.4,160.17,159.90008177148167,163.27016707409527,0.7528571428571402,0.5980392156862707,0.40196078431372934,,0.0,10188.571,4483.0090625,bear,high_vol,gt_2_5,0.07969639468691032,expanded_discovery,not_oos,-0.005977362329899538,0.0032088307020921025,0.008572159672466828,False,True,False,-0.0010224948875255935,0.0032088307020921025,0.008572159672466828,False,True,False,-0.027800236333105244,0.0038530696121243935,0.03121801432958038,False,True,False,-0.03392868178728148,0.0038530696121243935,0.03729529170931434,False,True,False,-0.030994297049342867,0.0038530696121243935,0.04593142272262041,False,True,False
ETHUSDT_SHORT_2020-01-25T01:45:00+00:00,ETHUSDT,P4_SHORT_MIRROR_V1,2020-01-25 01:45:00+00:00,2020-01-25 01:45:00+00:00,157.96,157.96,158.2,164.18,161.45587701359878,162.44739663969236,0.9935714285714283,0.6496350364963517,0.11678832116788276,,0.23357664233576553,3846.509,5210.067645833334,bear,high_vol,0_5_1_0,0.24155283968366142,expanded_discovery,not_oos,-0.004913695350888259,0.0,0.006583945302608196,False,True,False,-0.004349196344153761,0.0,0.008229931628260134,False,True,False,-0.008100470957613792,0.0,0.012914661939731564,False,True,False,-0.012256128064031868,0.0,0.017726006583945297,False,True,False,-0.016009468635146074,0.0,0.023233730058242585,False,True,False
ETHUSDT_SHORT_2020-02-04T10:30:00+00:00,ETHUSDT,P4_SHORT_MIRROR_V1,2020-02-04 10:30:00+00:00,2020-02-04 10:30:00+00:00,185.36,185.34,185.5,189.26,188.30178228085921,188.444162282767,0.9171428571428554,0.616071428571424,0.08035714285714557,,0.3035714285714304,10519.918,5775.350166666666,bear,mid_vol,0_0_5,0.17445482866043274,expanded_discovery,not_oos,0.0004857775138986664,0.0008639308855293848,0.0023737591713421935,False,False,False,-0.011255134154798063,0.003519029830545195,0.011383254208027438,False,True,False,-0.004671642592492975,0.003519029830545195,0.016130772550712047,False,True,False,-0.003226500322650039,0.003519029830545195,0.016130772550712047,False,True,False,-0.0188439551132753,0.003519029830545195,0.02476262408286556,False,True,False
ETHUSDT_SHORT_2020-02-16T00:15:00+00:00,ETHUSDT,P4_SHORT_MIRROR_V1,2020-02-16 00:15:00+00:00,2020-02-16 00:15:00+00:00,262.0,262.0,262.41,270.78,271.41268181540886,273.15835986761766,1.9442857142857082,0.42133333333333667,0.4533333333333303,,0.12533333333333302,64413.709,20054.379302083333,bear,mid_vol,0_5_1_0,0.21087435709038826,expanded_discovery,not_oos,-0.008477141992128456,0.004408663983132,0.010877862595420007,False,True,False,-0.02308065177672547,0.004408663983132,0.024083969465648947,False,True,False,-0.022096148103911695,0.004408663983132,0.025458015267175726,False,True,False,-0.03292484866381229,0.004408663983132,0.04694656488549631,False,True,False,-0.029342027267338477,0.004408663983132,0.04694656488549631,False,True,False
ETHUSDT_SHORT_2020-02-16T15:30:00+00:00,ETHUSDT,P4_SHORT_MIRROR_V1,2020-02-16 15:30:00+00:00,2020-02-16 15:30:00+00:00,259.22,259.23,261.36,270.9,267.779091892293,271.0495228169399,3.0914285714285774,0.37549933422103815,0.379494007989351,,0.2450066577896108,83781.404,21965.5468125,bear,high_vol,1_0_1_5,0.6890018484288327,expanded_discovery,not_oos,0.0015454756201223052,0.010092350855317012,0.0054008178381297345,False,False,False,0.01790622791172547,0.02649190195224338,0.014659362703494994,False,True,False,0.038957915831663525,0.0898007231144371,0.014659362703494994,False,True,False,0.028487541660054072,0.0898007231144371,0.014659362703494994,False,True,False,-0.011779955015058463,0.0898007231144371,0.014659362703494994,False,True,False
ETHUSDT_SHORT_2020-02-16T16:30:00+00:00,ETHUSDT,P4_SHORT_MIRROR_V1,2020-02-16 16:30:00+00:00,2020-02-16 16:30:00+00:00,254.7,254.66,256.38,269.92,266.28759559099325,270.52785003634347,3.587142857142857,0.5562805872756906,0.34747145187601747,,0.09624796084829193,98513.287,21039.848791666667,bear,high_vol,1_0_1_5,0.4794902429311028,expanded_discovery,not_oos,0.02231676968772578,0.0237138263665595,0.0030624263839811317,True,False,False,0.020841683366733532,0.07079794837299236,0.0030624263839811317,True,False,False,0.003704287515762905,0.07079794837299236,0.006870828425598718,True,False,False,0.007276753934983615,0.07079794837299236,0.006870828425598718,True,False,False,-0.02162639726500981,0.07079794837299236,0.03388299960738128,True,False,False
ETHUSDT_SHORT_2020-02-16T16:45:00+00:00,ETHUSDT,P4_SHORT_MIRROR_V1,2020-02-16 16:45:00+00:00,2020-02-16 16:45:00+00:00,249.09,249.14,252.53,269.77,265.6151408619347,270.31503560812115,3.8728571428571406,0.8323353293413204,0.05089820359281079,,0.11676646706586881,88655.041,21503.41253125,bear,high_vol,1_0_1_5,0.8753227591294769,expanded_discovery,not_oos,0.009483282674771942,0.04721264609434117,0.006503673371070606,True,False,False,-0.015182066184319831,0.04721264609434117,0.0155365530531133,True,False,False,-0.022908249323343677,0.04721264609434117,0.029547553093259404,True,False,False,-0.009070294784580546,0.04721264609434117,0.029547553093259404,True,False,False,-0.03172011661807583,0.04721264609434117,0.05716809185434979,True,False,False
ETHUSDT_SHORT_2020-02-16T17:00:00+00:00,ETHUSDT,P4_SHORT_MIRROR_V1,2020-02-16 17:00:00+00:00,2020-02-16 17:00:00+00:00,246.79,246.75,248.8,268.7,264.8753314163687,270.0805576418712,4.647142857142855,0.18210116731517545,0.6918287937743183,,0.12607003891050625,214613.289,20956.054114583334,bear,high_vol,1_0_1_5,0.4411312634491265,expanded_discovery,not_oos,-0.005159833917845802,0.016726403823178027,0.01835568702135415,False,False,False,-0.016341823109729314,0.016726403823178027,0.025001013007009965,False,True,False,-0.027313574018603237,0.016726403823178027,0.03914259086672889,False,True,False,-0.024853801169590684,0.016726403823178027,0.03914259086672889,False,True,False,-0.03669151801397408,0.016726403823178027,0.06702054378216293,False,True,False
ETHUSDT_SHORT_2020-02-20T12:00:00+00:00,ETHUSDT,P4_SHORT_MIRROR_V1,2020-02-20 12:00:00+00:00,2020-02-20 12:00:00+00:00,253.74,253.8,254.2,262.47,261.1430734354443,268.34931043246513,2.2421428571428685,0.6587301587301609,0.33333333333333837,,0.007936507936500716,35888.728,17449.080479166663,bear,mid_vol,gt_2_5,0.17840076457469428,expanded_discovery,not_oos,-0.004199207252462589,0.0005915059742103157,0.008157956963821267,False,False,False,0.011359559966519273,0.02026537997587452,0.009379679987388645,False,True,False,-0.010451602839092189,0.026705511046370534,0.012177819815559099,False,True,False,-0.006188312705624255,0.026705511046370534,0.02270040198628509,False,True,False,-0.01041301041301046,0.03184091740880812,0.02577441475526121,False,True,False
ETHUSDT_SHORT_2020-02-20T13:00:00+00:00,ETHUSDT,P4_SHORT_MIRROR_V1,2020-02-20 13:00:00+00:00,2020-02-20 13:00:00+00:00,250.87,250.89,252.15,261.72,260.012769693572,267.76874498750516,2.360714285714297,0.5966942148760342,0.3619834710743791,,0.0413223140495867,54312.621,17391.7165,bear,high_vol,gt_2_5,0.5337367624810949,expanded_discovery,not_oos,-0.003139156004132504,0.015092660030751937,0.006856140630605578,True,False,False,-0.02164417752125425,0.015092660030751937,0.023757324510702782,True,False,False,-0.025634054452946087,0.015092660030751937,0.03440028700123565,True,False,False,-0.024383604262269487,0.020169980887316585,0.03750946705464964,True,False,False,-0.025217594031706647,0.020169980887316585,0.03750946705464964,True,False,False
