time,equity,prototype,sizing_mode
2024-01-01 00:00:00+00:00,1000.0,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-01-02 14:45:00+00:00,974.3384447183716,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-01-09 00:15:00+00:00,1006.9669189446564,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-01-10 12:48:00+00:00,971.3101100601502,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-01-11 16:00:00+00:00,1129.8122094654825,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-02-13 13:30:00+00:00,1195.244488262914,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-02-15 05:45:00+00:00,1184.0779321428572,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-02-20 01:15:00+00:00,1186.8780927017217,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-02-20 14:40:00+00:00,1146.6871407206193,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-02-27 15:45:00+00:00,1171.182637072659,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-02-28 17:31:00+00:00,1113.8107094114723,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-03-05 16:00:00+00:00,1142.2277880366398,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-03-07 03:30:00+00:00,1129.7628930469684,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-03-26 13:30:00+00:00,1223.6271771940412,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-04-09 01:00:00+00:00,1362.200437044859,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-04-21 00:30:00+00:00,1353.0021217634462,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-04-28 10:00:00+00:00,1453.2152724020614,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-05-05 00:30:00+00:00,1421.3798790769365,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-05-16 02:45:00+00:00,1414.2164951434552,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-05-18 14:30:00+00:00,1478.308410891956,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-05-21 17:00:00+00:00,2031.400457304113,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-05-23 13:46:00+00:00,1955.9164561433013,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-05-27 19:00:00+00:00,1962.278744488083,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-07-16 05:15:00+00:00,1972.3062450382183,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-07-29 13:30:00+00:00,1956.8766310066867,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-08-09 10:15:00+00:00,1936.8154343167541,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-09-20 13:00:00+00:00,2022.2885256476793,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-09-23 23:15:00+00:00,2032.01661906743,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-10-15 03:30:00+00:00,2083.716870558629,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-10-29 20:15:00+00:00,2019.5942505248302,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-11-07 06:30:00+00:00,2484.891627981203,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-11-08 17:00:00+00:00,2470.19505714967,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-11-10 14:30:00+00:00,2600.9508716517557,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-11-12 10:30:00+00:00,2649.295461976146,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-11-16 22:45:00+00:00,2613.859669994886,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-11-22 00:30:00+00:00,2913.197985892195,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-11-22 10:00:00+00:00,2874.086897277394,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
2024-11-23 16:23:00+00:00,2759.347974671055,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x
