time,equity,prototype,sizing_mode
2024-01-01 00:00:00+00:00,1000.0,P3_MOMENTUM_TOP20,fixed_2x
2024-01-09 00:15:00+00:00,998.1994276728783,P3_MOMENTUM_TOP20,fixed_2x
2024-01-11 16:00:00+00:00,1175.5247178311047,P3_MOMENTUM_TOP20,fixed_2x
2024-02-13 13:30:00+00:00,1243.6044043719207,P3_MOMENTUM_TOP20,fixed_2x
2024-02-15 05:45:00+00:00,1261.5624701911838,P3_MOMENTUM_TOP20,fixed_2x
2024-02-28 17:31:00+00:00,1199.7631670860899,P3_MOMENTUM_TOP20,fixed_2x
2024-03-05 16:00:00+00:00,1200.0784942213113,P3_MOMENTUM_TOP20,fixed_2x
2024-03-07 03:30:00+00:00,1195.0800804189694,P3_MOMENTUM_TOP20,fixed_2x
2024-03-12 03:15:00+00:00,1206.9894839716653,P3_MOMENTUM_TOP20,fixed_2x
2024-03-21 04:30:00+00:00,1191.346255113408,P3_MOMENTUM_TOP20,fixed_2x
2024-03-21 15:00:00+00:00,1149.6724012203033,P3_MOMENTUM_TOP20,fixed_2x
2024-03-26 13:30:00+00:00,1168.4907672558197,P3_MOMENTUM_TOP20,fixed_2x
2024-04-09 01:00:00+00:00,1249.9150038333264,P3_MOMENTUM_TOP20,fixed_2x
2024-05-18 14:30:00+00:00,1251.4236225582852,P3_MOMENTUM_TOP20,fixed_2x
2024-05-21 17:00:00+00:00,1719.629341493252,P3_MOMENTUM_TOP20,fixed_2x
2024-05-23 12:56:00+00:00,1645.660857710861,P3_MOMENTUM_TOP20,fixed_2x
2024-07-16 05:15:00+00:00,1624.685204523016,P3_MOMENTUM_TOP20,fixed_2x
2024-08-09 10:15:00+00:00,1655.4627105827853,P3_MOMENTUM_TOP20,fixed_2x
2024-09-20 13:00:00+00:00,1668.9809385658893,P3_MOMENTUM_TOP20,fixed_2x
2024-10-15 03:30:00+00:00,1711.4445352944804,P3_MOMENTUM_TOP20,fixed_2x
