time,equity,prototype,sizing_mode
2024-01-01 00:00:00+00:00,1000.0,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-01-02 14:45:00+00:00,994.1090120069501,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-01-09 00:15:00+00:00,999.5431468747308,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-01-10 12:48:00+00:00,994.1858568944546,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-01-11 16:00:00+00:00,1006.7520733291768,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-02-13 13:30:00+00:00,1014.0712343412172,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-02-15 05:45:00+00:00,1012.1852359276332,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-02-20 01:15:00+00:00,1012.6414123160175,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-02-20 14:40:00+00:00,1007.1958290016842,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-02-27 15:45:00+00:00,1011.6898485248818,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-02-28 17:31:00+00:00,1006.3745474106641,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-03-05 16:00:00+00:00,1010.0505067942429,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-03-07 03:30:00+00:00,1009.1562492173601,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-03-26 13:30:00+00:00,1026.3293573877593,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-04-09 01:00:00+00:00,1048.138894375339,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-04-21 00:30:00+00:00,1047.0573046901832,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-04-28 10:00:00+00:00,1060.2780585184269,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-05-05 00:30:00+00:00,1054.771010008786,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-05-16 02:45:00+00:00,1053.8195392869686,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-05-18 14:30:00+00:00,1062.079333111767,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-05-21 17:00:00+00:00,1097.6265121458505,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-05-23 13:46:00+00:00,1091.763576996507,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-05-27 19:00:00+00:00,1092.4603138522334,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-07-16 05:15:00+00:00,1093.2564525836556,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-07-29 13:30:00+00:00,1091.5678336690796,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-08-09 10:15:00+00:00,1090.6131994669736,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-09-20 13:00:00+00:00,1099.0771095698967,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-09-23 23:15:00+00:00,1099.6384836059879,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-10-15 03:30:00+00:00,1103.6763083388666,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-10-29 20:15:00+00:00,1098.609042068586,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-11-07 06:30:00+00:00,1122.523181397139,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-11-08 17:00:00+00:00,1121.7399000915104,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-11-10 14:30:00+00:00,1132.0382175833597,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-11-12 10:30:00+00:00,1133.8152622979048,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-11-16 22:45:00+00:00,1131.2617138879014,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-11-22 00:30:00+00:00,1150.7438592009705,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-11-22 10:00:00+00:00,1148.845873363029,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-11-23 16:23:00+00:00,1142.7385376853488,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-11-28 03:00:00+00:00,1145.3873272714488,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-11-30 10:45:00+00:00,1142.7423591747634,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-12-05 00:30:00+00:00,1139.6672755920526,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-12-12 10:00:00+00:00,1140.895820384673,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-12-16 23:15:00+00:00,1136.850501075026,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-12-24 02:00:00+00:00,1133.0369988301975,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2024-12-25 11:45:00+00:00,1134.6495323797326,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2025-01-04 01:00:00+00:00,1135.8257889696215,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2025-01-16 02:45:00+00:00,1142.7973268028118,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2025-01-18 01:30:00+00:00,1139.179994736085,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2025-01-24 15:30:00+00:00,1137.3694626847891,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2025-01-30 20:30:00+00:00,1133.737765919802,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2025-01-31 18:30:00+00:00,1129.1337249190883,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2025-02-13 06:30:00+00:00,1130.5075057390932,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2025-02-17 16:15:00+00:00,1123.6114839800734,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2025-02-21 15:25:00+00:00,1117.5241328934087,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2025-03-03 00:45:00+00:00,1126.1983586314427,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2025-03-20 01:30:00+00:00,1132.969963625359,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2025-04-01 14:00:00+00:00,1126.342594438085,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2025-04-13 01:45:00+00:00,1135.5473213438815,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2025-04-14 15:30:00+00:00,1130.4330867701221,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
2025-04-23 15:15:00+00:00,1148.678376295858,P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct
