time,equity,prototype,sizing_mode
2024-01-01 00:00:00+00:00,1000.0,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-01-02 14:45:00+00:00,1015.9525226231118,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-01-09 00:15:00+00:00,1021.5060614810388,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-01-11 16:00:00+00:00,1042.165946705419,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-01-12 16:45:00+00:00,1041.553306607705,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-01-14 02:15:00+00:00,1037.4067115176065,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-01-17 03:45:00+00:00,1041.487114533544,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-01-27 05:30:00+00:00,1042.3271489080391,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-01-28 12:00:00+00:00,1042.3803557806432,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-01-30 06:30:00+00:00,1039.5230238036306,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-01-30 23:00:00+00:00,1042.1356426885156,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-01-31 20:07:00+00:00,1036.5410824469734,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-02-02 13:30:00+00:00,1030.3992189722753,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-02-03 07:30:00+00:00,1028.2140802591655,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-02-05 15:00:00+00:00,1025.082998563739,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-02-06 12:48:00+00:00,1019.0046958826389,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-02-07 03:15:00+00:00,1022.8287684508101,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-02-08 05:30:00+00:00,1030.0512322359702,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-02-08 23:15:00+00:00,1026.6889620621344,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-02-10 07:45:00+00:00,1034.0842175152536,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-02-10 22:22:00+00:00,1028.0043608145254,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-02-11 10:15:00+00:00,1028.5528282801306,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-02-13 13:30:00+00:00,1046.187584634781,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-02-15 05:45:00+00:00,1075.8166730298178,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-02-15 21:45:00+00:00,1072.1384738825464,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-02-18 12:45:00+00:00,1068.7763531815524,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-02-20 01:15:00+00:00,1085.116603329545,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-02-20 14:40:00+00:00,1079.251188485414,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-02-21 05:45:00+00:00,1075.738637217951,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
2024-02-22 13:15:00+00:00,1071.1698932103182,P0_ALL_TREND_CONTEXT,fixed_risk_0_5pct
