time,equity,symbol,sizing_mode,side_scope
2020-02-13 08:09:00+00:00,989.9448365441377,BNBUSDT,fixed_1x,long_only
2020-02-13 11:45:00+00:00,976.3478886082813,BNBUSDT,fixed_1x,long_only
2020-02-15 02:11:00+00:00,968.9220801543297,BNBUSDT,fixed_1x,long_only
2020-02-15 06:03:00+00:00,960.9069016093541,BNBUSDT,fixed_1x,long_only
2020-02-19 21:46:00+00:00,950.5700705345992,BNBUSDT,fixed_1x,long_only
2020-02-19 22:04:00+00:00,935.5611507656769,BNBUSDT,fixed_1x,long_only
2020-02-19 22:31:00+00:00,946.683610668604,BNBUSDT,fixed_1x,long_only
2020-02-19 23:49:00+00:00,929.3891190051688,BNBUSDT,fixed_1x,long_only
2020-02-20 02:20:00+00:00,910.436550841362,BNBUSDT,fixed_1x,long_only
2020-02-24 07:16:00+00:00,904.9064656870305,BNBUSDT,fixed_1x,long_only
2020-03-01 01:39:00+00:00,917.4814029099771,BNBUSDT,fixed_1x,long_only
2020-03-03 20:45:00+00:00,918.185490747888,BNBUSDT,fixed_1x,long_only
2020-03-22 12:18:00+00:00,905.2765749512331,BNBUSDT,fixed_1x,long_only
2020-03-22 15:33:00+00:00,892.1286361463808,BNBUSDT,fixed_1x,long_only
2020-04-03 17:00:00+00:00,905.6950661469152,BNBUSDT,fixed_1x,long_only
2020-04-13 00:29:00+00:00,897.1471820142947,BNBUSDT,fixed_1x,long_only
2020-04-13 00:31:00+00:00,887.1421382522964,BNBUSDT,fixed_1x,long_only
2020-04-13 04:45:00+00:00,891.5594072971593,BNBUSDT,fixed_1x,long_only
2020-04-20 10:32:00+00:00,886.0639839990333,BNBUSDT,fixed_1x,long_only
2020-04-20 11:45:00+00:00,879.5530743881064,BNBUSDT,fixed_1x,long_only
2020-04-20 12:00:00+00:00,872.6462305444302,BNBUSDT,fixed_1x,long_only
2020-04-20 16:15:00+00:00,876.773765917718,BNBUSDT,fixed_1x,long_only
2020-04-30 09:50:00+00:00,864.4337823309784,BNBUSDT,fixed_1x,long_only
2020-04-30 14:00:00+00:00,892.139171044124,BNBUSDT,fixed_1x,long_only
2020-05-02 20:38:00+00:00,896.7044427172804,BNBUSDT,fixed_1x,long_only
2020-05-09 14:58:00+00:00,909.3906819011289,BNBUSDT,fixed_1x,long_only
2020-05-17 22:18:00+00:00,905.3139898894126,BNBUSDT,fixed_1x,long_only
2020-05-19 05:06:00+00:00,910.1314228908416,BNBUSDT,fixed_1x,long_only
2020-05-20 20:39:00+00:00,915.1760469978327,BNBUSDT,fixed_1x,long_only
2020-05-24 13:50:00+00:00,910.6860369079656,BNBUSDT,fixed_1x,long_only
2020-05-24 14:00:00+00:00,905.7096971379563,BNBUSDT,fixed_1x,long_only
2020-05-24 16:01:00+00:00,900.4787710400431,BNBUSDT,fixed_1x,long_only
