time,equity,symbol,sizing_mode,side_scope
2020-01-01 00:00:00+00:00,1000.0,BTCUSDT,fixed_risk_0_5pct,both
2020-01-12 00:08:00+00:00,994.145102498299,BTCUSDT,fixed_risk_0_5pct,both
2020-01-12 02:42:00+00:00,1001.957540777833,BTCUSDT,fixed_risk_0_5pct,both
2020-01-18 06:41:00+00:00,1007.6921203011245,BTCUSDT,fixed_risk_0_5pct,both
2020-01-22 11:17:00+00:00,1003.0153681832118,BTCUSDT,fixed_risk_0_5pct,both
2020-01-31 08:47:00+00:00,1008.4985798527192,BTCUSDT,fixed_risk_0_5pct,both
2020-02-01 11:27:00+00:00,1004.7024178482097,BTCUSDT,fixed_risk_0_5pct,both
2020-02-01 12:46:00+00:00,1000.7833970791503,BTCUSDT,fixed_risk_0_5pct,both
2020-02-01 13:22:00+00:00,1004.6555270152639,BTCUSDT,fixed_risk_0_5pct,both
2020-02-10 10:00:00+00:00,1003.9280936981928,BTCUSDT,fixed_risk_0_5pct,both
2020-02-13 09:25:00+00:00,997.939082771647,BTCUSDT,fixed_risk_0_5pct,both
2020-02-13 13:30:00+00:00,1005.0294224244066,BTCUSDT,fixed_risk_0_5pct,both
2020-02-15 06:04:00+00:00,1001.3836447847316,BTCUSDT,fixed_risk_0_5pct,both
2020-02-19 23:51:00+00:00,995.9046253850674,BTCUSDT,fixed_risk_0_5pct,both
2020-02-20 04:00:00+00:00,994.6578185083578,BTCUSDT,fixed_risk_0_5pct,both
2020-03-03 12:00:00+00:00,990.3826570673893,BTCUSDT,fixed_risk_0_5pct,both
2020-03-04 11:14:00+00:00,986.0859977050538,BTCUSDT,fixed_risk_0_5pct,both
2020-03-04 14:25:00+00:00,991.4240898477258,BTCUSDT,fixed_risk_0_5pct,both
2020-03-22 12:00:00+00:00,985.8748597172745,BTCUSDT,fixed_risk_0_5pct,both
2020-03-22 12:18:00+00:00,980.4505131902115,BTCUSDT,fixed_risk_0_5pct,both
2020-03-22 15:35:00+00:00,975.0908092992795,BTCUSDT,fixed_risk_0_5pct,both
2020-03-25 13:34:00+00:00,982.430065669143,BTCUSDT,fixed_risk_0_5pct,both
2020-04-03 16:07:00+00:00,976.96329381378,BTCUSDT,fixed_risk_0_5pct,both
2020-04-03 20:06:00+00:00,987.5981151283102,BTCUSDT,fixed_risk_0_5pct,both
2020-04-13 00:00:00+00:00,981.851543371557,BTCUSDT,fixed_risk_0_5pct,both
2020-04-13 00:29:00+00:00,976.2196784281512,BTCUSDT,fixed_risk_0_5pct,both
2020-04-13 00:31:00+00:00,970.7288854301868,BTCUSDT,fixed_risk_0_5pct,both
2020-04-13 04:45:00+00:00,972.1162646290629,BTCUSDT,fixed_risk_0_5pct,both
2020-04-18 13:05:00+00:00,967.847413677672,BTCUSDT,fixed_risk_0_5pct,both
2020-04-18 13:47:00+00:00,962.9598221703965,BTCUSDT,fixed_risk_0_5pct,both
2020-04-20 10:22:00+00:00,959.2355320468167,BTCUSDT,fixed_risk_0_5pct,both
2020-04-20 10:31:00+00:00,955.3136098795935,BTCUSDT,fixed_risk_0_5pct,both
