candidate,horizon,event_count,observed_mean,random_mean,random_p05,random_p50,random_p95,percentile_vs_random,random_runs
FB1_FAILED_BREAKOUT_REVERSION,16,44950,-0.00019659671969615852,8.189476195031702e-05,-4.576262922337195e-05,7.746768188609285e-05,0.00021504888263856032,0.001996007984031936,500
MR1_SHORT_TERM_DEVIATION_REVERSION,16,128812,-0.00011695306785563756,-0.00030777154235542227,-0.00038276186526078285,-0.00030871585692674044,-0.00023437758123942613,1.0,500
