event_id,candidate,symbol,signal_time,execution_time,execution_open,direction,side,range_upper,range_lower,range_mid,short_mean,atr14,deviation_ema20_atr,failed_breakout_depth_atr,trend_strength_atr,trend_regime,volatility_regime,atr_pct,atr_percentile_200,mean_target,mean_reversion_bars,subsequent_trend_breakout,fwd_ret_1,fwd_mfe_1,fwd_mae_1,plus_1atr_first_1,minus_1atr_first_1,ambiguous_touch_1,fwd_ret_4,fwd_mfe_4,fwd_mae_4,plus_1atr_first_4,minus_1atr_first_4,ambiguous_touch_4,fwd_ret_8,fwd_mfe_8,fwd_mae_8,plus_1atr_first_8,minus_1atr_first_8,ambiguous_touch_8,fwd_ret_16,fwd_mfe_16,fwd_mae_16,plus_1atr_first_16,minus_1atr_first_16,ambiguous_touch_16,fwd_ret_32,fwd_mfe_32,fwd_mae_32,plus_1atr_first_32,minus_1atr_first_32,ambiguous_touch_32
FB1_FAILED_BREAKOUT_REVERSION_ETHUSDT_long_2020-01-01T23:15:00+00:00,FB1_FAILED_BREAKOUT_REVERSION,ETHUSDT,2020-01-01 23:15:00+00:00,2020-01-01 23:15:00+00:00,129.85,1,long,132.96,129.8,131.38,131.22491792706737,0.49571428571428555,-2.7736096511445556,0.5244956772334686,2.213750397437105,weak_or_range,high_vol,0.00381759172671764,0.8375,131.38,,False,0.004312668463611891,0.0046207162110125655,-7.701193685016872e-05,True,False,False,0.0033885252214092,0.0071621101270697984,-7.701193685016872e-05,True,False,False,0.0038505968425106563,0.0071621101270697984,-7.701193685016872e-05,True,False,False,-0.002849441663457908,0.0071621101270697984,-0.007624181748170811,True,False,False,-0.004081632653061273,0.0071621101270697984,-0.009087408548325016,True,False,False
FB1_FAILED_BREAKOUT_REVERSION_ETHUSDT_long_2020-01-02T02:15:00+00:00,FB1_FAILED_BREAKOUT_REVERSION,ETHUSDT,2020-01-02 02:15:00+00:00,2020-01-02 02:15:00+00:00,129.67,1,long,132.38,129.54,130.95999999999998,130.5586356988286,0.3914285714285687,-2.3468795225548575,0.1532846715328536,1.7918292170515069,weak_or_range,mid_vol,0.003019350288711576,0.358695652173913,130.95999999999998,,False,-0.0023135652039791843,0.0007711884013266168,-0.0062466260507439975,False,True,False,-0.0014652579625201723,0.0010025449217245797,-0.0062466260507439975,False,True,False,-0.002236446363846678,0.0010025449217245797,-0.007711884013264392,False,True,False,-0.0013110202822548267,0.0012339014421225425,-0.007711884013264392,False,True,False,0.0031618724454385294,0.00439577388756085,-0.007711884013264392,False,True,False
FB1_FAILED_BREAKOUT_REVERSION_ETHUSDT_long_2020-01-02T04:00:00+00:00,FB1_FAILED_BREAKOUT_REVERSION,ETHUSDT,2020-01-02 04:00:00+00:00,2020-01-02 04:00:00+00:00,129.07,1,long,132.25,128.86,130.555,129.94258009977497,0.3907142857142836,-2.1821062882723257,0.28153564899455197,0.9599070430335944,weak_or_range,mid_vol,0.0030266812744153973,0.3838383838383838,130.555,,False,0.0024017974742387427,0.003486480204540232,-0.0030990935151468113,False,False,True,0.003718912218176218,0.005888277678779197,-0.0030990935151468113,False,False,True,0.003951344231812426,0.005888277678779197,-0.0030990935151468113,False,False,True,0.0016270240954521231,0.006895483071201802,-0.0030990935151468113,False,False,True,0.0031765708530253622,0.009064848531804559,-0.0030990935151468113,False,False,True
FB1_FAILED_BREAKOUT_REVERSION_ETHUSDT_long_2020-01-02T04:15:00+00:00,FB1_FAILED_BREAKOUT_REVERSION,ETHUSDT,2020-01-02 04:15:00+00:00,2020-01-02 04:15:00+00:00,129.4,1,long,132.25,128.75,130.5,129.88900104265355,0.4300000000000007,-1.183723355008257,0.18604651162793576,0.78400996038833,weak_or_range,mid_vol,0.0033235430514762772,0.51,130.5,,False,0.0010819165378670448,0.002550231839258066,0.0,False,False,False,0.0,0.0033230293663060184,-0.0006182380216384065,True,False,False,0.0007727975270479526,0.0033230293663060184,-0.0007727975270478415,True,False,False,0.0035548686244204486,0.004327666151468401,-0.0034003091190107915,True,False,False,0.0035548686244204486,0.006491499227202491,-0.0034003091190107915,True,False,False
FB1_FAILED_BREAKOUT_REVERSION_ETHUSDT_long_2020-01-02T14:00:00+00:00,FB1_FAILED_BREAKOUT_REVERSION,ETHUSDT,2020-01-02 14:00:00+00:00,2020-01-02 14:00:00+00:00,129.31,1,long,130.24,128.96,129.60000000000002,129.6569767746938,0.35142857142857054,-0.9873322857140282,0.4837398373984205,0.4566368171658268,weak_or_range,low_vol,0.0027177215329717,0.2446043165467626,129.60000000000002,3.0,False,-0.0005413347768926657,0.0014693372515659497,-0.001546670791122029,False,False,False,-7.733353955607924e-05,0.004330678215141992,-0.001546670791122029,True,False,False,0.0013146701724537913,0.004330678215141992,-0.001546670791122029,True,False,False,-0.01508004021344056,0.004330678215141992,-0.023664063104168243,True,False,False,-0.012837367566313485,0.004330678215141992,-0.023664063104168243,True,False,False
FB1_FAILED_BREAKOUT_REVERSION_ETHUSDT_long_2020-01-05T23:30:00+00:00,FB1_FAILED_BREAKOUT_REVERSION,ETHUSDT,2020-01-05 23:30:00+00:00,2020-01-05 23:30:00+00:00,134.81,1,long,138.17,134.27,136.22,136.02380253622843,0.7242857142857174,-1.675861489861728,0.15187376725840082,2.1050803976261614,weak_or_range,high_vol,0.00537264085962256,0.965,136.22,9.0,True,0.002818781989466723,0.004228172984199974,0.0,False,False,False,0.0020028187819896015,0.0050441361916773175,0.0,False,False,False,0.007046954973666475,0.008753059862028012,0.0,True,False,False,0.027594392107410437,0.03567984570877525,0.0,True,False,False,0.03056153104369108,0.036124916549217456,0.0,True,False,False
FB1_FAILED_BREAKOUT_REVERSION_ETHUSDT_long_2020-01-07T15:15:00+00:00,FB1_FAILED_BREAKOUT_REVERSION,ETHUSDT,2020-01-07 15:15:00+00:00,2020-01-07 15:15:00+00:00,140.55,1,long,143.74,140.07,141.905,141.50605924280967,0.7428571428571392,-1.3004643653207264,0.18846153846152103,2.359828881392682,weak_or_range,high_vol,0.005285734615462781,0.675,141.905,9.0,True,-0.002774813233724749,0.0018498754891496105,-0.00313055852009958,False,False,False,0.00156527926004979,0.0027036641764497382,-0.013162575595873527,False,True,False,0.005051583066524312,0.00917822838847382,-0.013162575595873527,False,True,False,0.01849875489149766,0.021985058697972182,-0.013162575595873527,False,True,False,0.01579509071504792,0.031803628601920986,-0.013162575595873527,False,True,False
FB1_FAILED_BREAKOUT_REVERSION_ETHUSDT_long_2020-01-07T16:00:00+00:00,FB1_FAILED_BREAKOUT_REVERSION,ETHUSDT,2020-01-07 16:00:00+00:00,2020-01-07 16:00:00+00:00,139.45,1,long,143.74,139.24,141.49,141.06614192273312,0.6621428571428518,-2.4256728067166993,0.6947141316073531,2.280306936690892,weak_or_range,mid_vol,0.004747905185306552,0.545,141.49,3.0,True,0.00946575833632135,0.010613122983148315,-0.0053782717820006765,False,False,True,0.013122983148081913,0.017138759411975624,-0.0053782717820006765,False,False,True,0.023592685550376524,0.02502689135891001,-0.0053782717820006765,False,False,True,0.026891358910003493,0.032771602724991133,-0.0053782717820006765,False,False,True,0.024453209035496748,0.039942631767658776,-0.0053782717820006765,False,False,True
FB1_FAILED_BREAKOUT_REVERSION_ETHUSDT_long_2020-01-07T16:15:00+00:00,FB1_FAILED_BREAKOUT_REVERSION,ETHUSDT,2020-01-07 16:15:00+00:00,2020-01-07 16:15:00+00:00,140.76,1,long,143.74,138.78,141.26,141.03793793009189,0.77928571428571,-0.3438250248658365,0.10265811182403127,1.877581642001308,weak_or_range,high_vol,0.005535879195039497,0.76,141.26,1.0,True,0.003552145495879566,0.0038363171355499937,-0.0030548451264562626,False,False,False,0.003552145495879566,0.007672634271099765,-0.0030548451264562626,True,False,False,0.014705882352941346,0.015487354362034633,-0.0030548451264562626,True,False,False,0.01989201477692526,0.02315998863313462,-0.0030548451264562626,True,False,False,0.017689684569480058,0.03026427962489353,-0.0030548451264562626,True,False,False
FB1_FAILED_BREAKOUT_REVERSION_ETHUSDT_long_2020-01-08T15:45:00+00:00,FB1_FAILED_BREAKOUT_REVERSION,ETHUSDT,2020-01-08 15:45:00+00:00,2020-01-08 15:45:00+00:00,142.0,1,long,144.84,140.67,142.755,142.49553196643538,1.0521428571428564,-0.4709740346296889,0.25661914460283425,0.8248000257168413,weak_or_range,high_vol,0.007409456740442651,0.92,142.755,,False,-0.0037323943661972114,0.0021126760563381364,-0.0053521126760562865,False,False,False,-0.026338028169014094,0.0021126760563381364,-0.02739436619718305,False,True,False,-0.01943661971830979,0.0021126760563381364,-0.03077464788732398,False,True,False,-0.024295774647887236,0.0021126760563381364,-0.03077464788732398,False,True,False,-0.006197183098591519,0.0021126760563381364,-0.0341549295774648,False,True,False
