candidate,symbol,side,event_count,mean_fwd_ret_1,median_fwd_ret_1,plus_1atr_first_rate_1,minus_1atr_first_rate_1,ambiguous_rate_1,mean_fwd_ret_4,median_fwd_ret_4,plus_1atr_first_rate_4,minus_1atr_first_rate_4,ambiguous_rate_4,mean_fwd_ret_8,median_fwd_ret_8,plus_1atr_first_rate_8,minus_1atr_first_rate_8,ambiguous_rate_8,mean_fwd_ret_16,median_fwd_ret_16,plus_1atr_first_rate_16,minus_1atr_first_rate_16,ambiguous_rate_16,mean_fwd_ret_32,median_fwd_ret_32,plus_1atr_first_rate_32,minus_1atr_first_rate_32,ambiguous_rate_32,mean_reversion_rate_32,median_reversion_bars
FB1_FAILED_BREAKOUT_REVERSION,BNBUSDT,long,5584,1.1280554710400696e-05,0.0002658566215130165,0.1201647564469914,0.18499283667621777,0.0035816618911174787,0.00019612419393710538,0.00046598418127385965,0.37195558739255014,0.41583094555873923,0.0071633237822349575,0.0002945178090274786,0.0007204505720894705,0.4496776504297994,0.4785100286532951,0.007342406876790831,0.0005313938713035396,0.001076897189971504,0.4751925488088841,0.5033136306645173,0.007343722013254523,0.0002515579783616968,0.0010656819467310674,0.48333333333333334,0.5077060931899642,0.007347670250896057,0.5211318051575932,10.0
FB1_FAILED_BREAKOUT_REVERSION,BNBUSDT,short,6395,2.326715308445752e-05,0.000158564044017373,0.13948397185301017,0.14792806880375292,0.004534792806880375,-0.00016276811558117743,0.0001399188470686541,0.3860828772478499,0.382017200938233,0.008131352619233777,-0.00029009176700271977,0.0001974073830359746,0.46974198592650507,0.45160281469898356,0.008600469116497263,-0.0008137405074822579,-8.625894936620249e-05,0.4997654417513683,0.47818608287724784,0.008600469116497263,-0.0014468035562296773,-0.0004668853056390976,0.5064894448788115,0.4839718530101642,0.008600469116497263,0.5019546520719312,10.0
FB1_FAILED_BREAKOUT_REVERSION,BTCUSDT,long,5788,1.0922981884000541e-05,0.0002107394558727993,0.11834830684174154,0.18780234968901174,0.006219765031098825,9.658887157006733e-05,0.00039265556476364427,0.3574637180373186,0.4096406357982032,0.011402902557014512,0.00019210088329198985,0.0006269973108763427,0.4397028334485142,0.4754664823773324,0.012957843814789219,3.035230270632914e-05,0.0007490841603843279,0.47096439681991015,0.5013826477704805,0.013135153819564467,0.0002272813012880511,0.0007017486836118358,0.47726879861711324,0.5075194468452895,0.01331028522039758,0.5250518313752591,9.0
FB1_FAILED_BREAKOUT_REVERSION,BTCUSDT,short,5555,4.242566833892783e-05,0.00022774117854762466,0.12637263726372638,0.16633663366336635,0.0072007200720072,-0.00016462654235548002,0.0003414937762979964,0.358955895589559,0.37983798379837985,0.01332133213321332,-0.0003757074674493532,0.00021934375546406315,0.44806480648064806,0.4547254725472547,0.014941494149414942,-0.00058862531099459,0.00030648565438162745,0.4838883888388839,0.4828082808280828,0.0153015301530153,-0.0012371481179553221,-6.430260047274317e-05,0.4909090909090909,0.49144914491449143,0.0153015301530153,0.5063906390639064,9.0
FB1_FAILED_BREAKOUT_REVERSION,ETHUSDT,long,5351,-1.0075649610123632e-05,0.00032732701565585387,0.10297140721360494,0.1960381237151934,0.004858904877592973,-7.26888384837105e-05,0.0005458995896947538,0.3485329844888806,0.4212296766959447,0.009717809755185946,-1.2940710704363744e-05,0.0006593133413677066,0.4391702485516726,0.4855167258456363,0.010465333582507943,0.00027394838297603683,0.0010312687651754526,0.4690596373153861,0.5057020003739017,0.01065619742007852,-7.440722103383442e-05,0.0009238415215859774,0.47634187394800825,0.5113147559379091,0.010660183280344118,0.5109325359745842,10.0
FB1_FAILED_BREAKOUT_REVERSION,ETHUSDT,short,5605,2.0975634248963135e-05,0.00030878859857486063,0.11347011596788581,0.15950044603033006,0.007493309545049063,-0.00026991756181555377,0.0004959834199828039,0.36717216770740413,0.3721677074041035,0.010526315789473684,-0.0005606452200207564,0.00047475798132901037,0.4592328278322926,0.4433541480820696,0.011418376449598573,-0.0010895243556462695,0.00017568609352791587,0.4918822479928635,0.4793933987511151,0.01159678858162355,-0.0015553608939279403,-7.267441860459023e-05,0.4981266726137377,0.48849241748438893,0.01159678858162355,0.5061552185548618,10.0
FB1_FAILED_BREAKOUT_REVERSION,SOLUSDT,long,5284,0.00020323438567463494,0.0004117687701780115,0.10919757759273278,0.1752460257380772,0.002271006813020439,0.00039979909398305674,0.0007048878406847869,0.36260408781226344,0.40423921271763813,0.005299015897047691,0.0008916710957677119,0.0009560250598329434,0.4419000757002271,0.4797501892505677,0.005677517032551098,0.0013184833542167873,0.0009203992913908721,0.4725482771677395,0.5079515335100341,0.006247633472169633,0.0017385435152145556,0.0004841516077275232,0.4787959106399091,0.5132525558500568,0.006247633472169633,0.4947009841029523,10.0
FB1_FAILED_BREAKOUT_REVERSION,SOLUSDT,short,5388,-0.00017364567154987498,0.00011776482405545519,0.12100965107646622,0.1653674832962138,0.0038975501113585748,-0.00013658560969173725,0.0005407402042333365,0.3799183370452858,0.3908685968819599,0.006495916852264291,-0.0004883213734117298,0.0003500485861707703,0.4561989606533036,0.4626948775055679,0.007052709725315516,-0.0010815047506387337,0.0001559730479123722,0.4864513734224202,0.4929472902746845,0.007052709725315516,-0.0020507007575390162,-0.0004515230991710695,0.49183370452858205,0.4998144023756496,0.007052709725315516,0.4957312546399406,10.0
MR1_SHORT_TERM_DEVIATION_REVERSION,BNBUSDT,long,16578,0.0001834118707531466,0.00042182198236195845,0.15309446254071662,0.20297985281698636,0.008927494269513813,0.0005970142125757507,0.0008484184040461473,0.4005308239835927,0.40288333936542403,0.01158161418747738,0.0007761220551587577,0.0011341844188155203,0.4692363373145132,0.45566413318856314,0.011762576909156714,0.0010829721659739188,0.0015753801062465822,0.49574660633484163,0.47523378582202114,0.011945701357466063,0.0010276018061967423,0.0017369068583696912,0.5043163296106248,0.4810141865378811,0.012073649260488983,0.5278682591386175,10.0
MR1_SHORT_TERM_DEVIATION_REVERSION,BNBUSDT,short,17904,-1.8998696325092184e-05,0.00023483170879834425,0.1496313672922252,0.17487712243074174,0.0071492403932082215,-0.00017980043876309327,0.0002871362966579971,0.3982350312779267,0.3865058087578195,0.010668007149240393,-0.000232913507080739,0.000435196576958119,0.47581546023235033,0.4484472743521001,0.011170688114387846,-0.0006842500207394869,0.00018167525783097105,0.5039097408400357,0.47374888293118855,0.011226541554959786,-0.0013713472241565702,-8.111885037165312e-05,0.5087131367292225,0.4793900804289544,0.011226541554959786,0.5313896336014299,9.0
