candidate,symbol,event_count,top1_positive_contribution,top3_positive_contribution,top5_positive_contribution,remove_top3_mean_fwd_ret,top1pct_positive_contribution
FB1_FAILED_BREAKOUT_REVERSION,BNBUSDT,11979,0.0059525386270111195,0.010785975578742819,0.01465997506100625,-0.0002395891677859714,0.07904143060715099
FB1_FAILED_BREAKOUT_REVERSION,BTCUSDT,11343,0.005129972846710851,0.010249522403194851,0.014778311006315256,-0.0003163175807696941,0.08012661755825157
FB1_FAILED_BREAKOUT_REVERSION,ETHUSDT,10956,0.006165371194588969,0.010784788041017943,0.014572426405773936,-0.00048286055126594483,0.07459618369243001
FB1_FAILED_BREAKOUT_REVERSION,SOLUSDT,10672,0.0028819911559351194,0.00780895333339111,0.012293394381082722,4.286022197875025e-05,0.07306185320737194
MR1_SHORT_TERM_DEVIATION_REVERSION,BNBUSDT,34482,0.001872069913046009,0.004748831948541617,0.006800069689564582,0.00013965421304003918,0.08194336928491042
MR1_SHORT_TERM_DEVIATION_REVERSION,BTCUSDT,31513,0.0017810946213644304,0.0044111809191068425,0.006596668225533127,-0.00025601521741164935,0.08775821897825607
MR1_SHORT_TERM_DEVIATION_REVERSION,ETHUSDT,31957,0.0020604522778808906,0.0051865416774372645,0.007022640039917402,-0.0004824100851055612,0.0825323636073568
MR1_SHORT_TERM_DEVIATION_REVERSION,SOLUSDT,30860,0.001833943424800271,0.004733809715029881,0.007103508719568489,-2.538441425713429e-06,0.0805693999890085
