symbol,prototype,gate,leverage_mode,stress_case,trade_id,event_id,entry_time,exit_time,entry_price,exit_price,min_trade_price,liquidation_price,leverage,net_pnl,trade_return,equity_before,equity_after,liquidation,risk_event,reason
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,1,SOLUSDT_2024-01-01T16:00:00+00:00,2024-01-01 16:01:00+00:00,2024-01-02 14:15:00+00:00,106.1622282,112.4685018,105.919,96.076816521,10.0,583.7253362208535,0.5837253362208534,1000.0,1583.7253362208535,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,2,SOLUSDT_2024-01-09T21:00:00+00:00,2024-01-09 21:01:00+00:00,2024-01-09 21:45:00+00:00,97.0434048,96.260744,96.467,87.82428134400001,10.0,-143.50177433721578,-0.0906102662218218,1583.7253362208535,1440.2235618836378,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,3,SOLUSDT_2024-01-14T16:15:00+00:00,2024-01-14 16:16:00+00:00,2024-01-14 19:30:00+00:00,100.1330226,97.13057,98.138,90.62038545300001,10.0,-446.032157920793,-0.30969647332906913,1440.2235618836378,994.1914039628448,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,4,SOLUSDT_2024-01-26T10:30:00+00:00,2024-01-26 10:31:00+00:00,2024-01-26 21:00:00+00:00,88.3386642,91.846627,88.254,79.94649110099999,10.0,384.6579703392937,0.3869053472058276,994.1914039628448,1378.8493743021386,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,5,SOLUSDT_2024-01-27T23:00:00+00:00,2024-01-27 23:01:00+00:00,2024-01-28 17:15:00+00:00,93.7667496,96.1777606,93.155,84.858908388,10.0,340.5757998318072,0.24700000317596618,1378.8493743021386,1719.4251741339458,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,6,SOLUSDT_2024-01-29T15:45:00+00:00,2024-01-29 15:46:00+00:00,2024-01-30 22:45:00+00:00,97.9755912,103.4103138,97.94,88.667910036,10.0,936.096913849326,0.5444243389776046,1719.4251741339458,2655.522087983272,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,7,SOLUSDT_2024-02-07T21:15:00+00:00,2024-02-07 21:16:00+00:00,2024-02-08 06:30:00+00:00,98.6057172,100.9318096,98.585,89.238174066,10.0,599.5647879117628,0.22578038067350456,2655.522087983272,3255.0868758950346,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,8,SOLUSDT_2024-02-08T13:45:00+00:00,2024-02-08 13:46:00+00:00,2024-02-10 08:45:00+00:00,102.59651519999998,108.1913574,101.62,92.84984625599999,10.0,1741.6411234087132,0.5350521168286247,3255.0868758950346,4996.727999303748,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,9,SOLUSDT_2024-02-13T00:15:00+00:00,2024-02-13 00:16:00+00:00,2024-02-13 11:00:00+00:00,112.8595674,113.1133728,112.803,102.13790849700001,10.0,62.345967300178856,0.012477358645270713,4996.727999303748,5059.073966603927,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,10,SOLUSDT_2024-02-14T08:45:00+00:00,2024-02-14 08:46:00+00:00,2024-02-14 18:00:00+00:00,113.2386432,115.3399274,113.206,102.480972096,10.0,887.7141195500596,0.17546968583777547,5059.073966603927,5946.788086153987,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,11,SOLUSDT_2024-02-19T13:00:00+00:00,2024-02-19 13:01:00+00:00,2024-02-19 18:45:00+00:00,111.987393,112.0585838,111.75,101.348590665,10.0,-21.68283098694293,-0.00364614152594868,5946.788086153987,5925.105255167044,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,12,SOLUSDT_2024-02-28T10:45:00+00:00,2024-02-28 10:46:00+00:00,2024-02-28 17:31:00+00:00,112.17243,108.93121082828571,104.6,101.51604915000001,10.0,-1770.4525006346605,-0.29880524047918317,5925.105255167044,4154.652754532383,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,13,SOLUSDT_2024-02-29T00:45:00+00:00,2024-02-29 00:46:00+00:00,2024-02-29 22:15:00+00:00,119.7709494,123.9092132,119.40100000000001,108.39270920700001,10.0,1393.2298232467806,0.3353420623966424,4154.652754532383,5547.882577779164,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,14,SOLUSDT_2024-03-05T14:30:00+00:00,2024-03-05 14:31:00+00:00,2024-03-05 17:00:00+00:00,132.6185184,130.213952,131.04,120.019759152,10.0,-1060.8875780787291,-0.19122387022535106,5547.882577779164,4486.994999700435,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,15,SOLUSDT_2024-03-07T00:30:00+00:00,2024-03-07 00:31:00+00:00,2024-03-07 23:30:00+00:00,131.7253398,144.33512720000002,131.55,119.211432519,10.0,4248.287545018247,0.9468001513934995,4486.994999700435,8735.282544718682,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,16,SOLUSDT_2024-03-13T05:15:00+00:00,2024-03-13 05:16:00+00:00,2024-03-14 13:45:00+00:00,150.100014,166.4956942,149.733,135.84051266999998,10.0,9449.574240417041,1.0817708748448231,8735.282544718682,18184.856785135722,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,17,SOLUSDT_2024-03-14T23:30:00+00:00,2024-03-14 23:31:00+00:00,2024-03-15 08:45:00+00:00,175.1230176,167.3945144,169.227,158.486330928,10.0,-8203.150103117701,-0.45109786676037755,18184.856785135722,9981.70668201802,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,18,SOLUSDT_2024-03-16T05:30:00+00:00,2024-03-16 05:31:00+00:00,2024-03-16 17:30:00+00:00,186.8393604,186.547683,186.63100000000003,169.08962116200001,10.0,-255.56489892672442,-0.025603326872660256,9981.70668201802,9726.141783091296,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,19,SOLUSDT_2024-03-17T22:30:00+00:00,2024-03-17 22:31:00+00:00,2024-03-18 01:07:00+00:00,199.3578636,194.00734008442285,194.029,180.41886655800002,10.0,-2706.334840460846,-0.2782536899848361,9726.141783091296,7019.80694263045,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,20,SOLUSDT_2024-03-24T21:00:00+00:00,2024-03-24 21:01:00+00:00,2024-03-25 21:15:00+00:00,179.5489026,190.3389246,179.392,162.491756853,10.0,4146.257632323114,0.5906512338884117,7019.80694263045,11166.064574953565,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,21,SOLUSDT_2024-03-30T04:30:00+00:00,2024-03-30 04:31:00+00:00,2024-03-30 19:00:00+00:00,195.0279978,193.8882146,192.838,176.50033800900002,10.0,-763.9018372571178,-0.06841280848138875,11166.064574953565,10402.162737696448,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,22,SOLUSDT_2024-04-20T15:45:00+00:00,2024-04-20 15:46:00+00:00,2024-04-20 22:45:00+00:00,145.1650272,149.1061728,145.079,131.374349616,10.0,2718.6926637690653,0.261358405201332,10402.162737696448,13120.855401465513,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,23,SOLUSDT_2024-05-04T10:45:00+00:00,2024-05-04 10:46:00+00:00,2024-05-05 00:30:00+00:00,146.2352412,144.406113,145.203,132.342893286,10.0,-1771.5605350275073,-0.13501867681810104,13120.855401465513,11349.294866438006,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,24,SOLUSDT_2024-05-06T08:15:00+00:00,2024-05-06 08:16:00+00:00,2024-05-07 13:45:00+00:00,149.7919524,153.2533432,149.50300000000001,135.56171692200002,10.0,2507.789572569175,0.22096435083250673,11349.294866438006,13857.08443900718,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,25,SOLUSDT_2024-05-16T00:00:00+00:00,2024-05-16 00:01:00+00:00,2024-05-16 12:30:00+00:00,158.296653,161.1687598,157.999,143.258470965,10.0,2374.377229895753,0.17134753276179576,13857.08443900718,16231.461668902932,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,26,SOLUSDT_2024-05-17T05:30:00+00:00,2024-05-17 05:31:00+00:00,2024-05-17 12:00:00+00:00,162.4614858,166.5936746,162.421,147.027644649,10.0,3964.074358131762,0.244221650458402,16231.461668902932,20195.536027034694,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,27,SOLUSDT_2024-05-20T19:45:00+00:00,2024-05-20 19:46:00+00:00,2024-05-21 02:45:00+00:00,183.6097146,183.2453436,182.229,166.166791713,10.0,-602.5326576045558,-0.029834942573347754,20195.536027034694,19593.00336943014,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,28,SOLUSDT_2024-06-16T22:00:00+00:00,2024-06-16 22:01:00+00:00,2024-06-17 01:30:00+00:00,149.3938728,148.5532834,148.842,135.20145488400001,10.0,-1297.8116438639245,-0.06623852501800857,19593.00336943014,18295.191725566212,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,29,SOLUSDT_2024-06-25T03:30:00+00:00,2024-06-25 03:31:00+00:00,2024-06-25 08:15:00+00:00,134.4488844,133.7502446,133.996,121.676240382,10.0,-1133.1537929037347,-0.06193724613009843,18295.191725566212,17162.03793266248,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,30,SOLUSDT_2024-06-27T13:00:00+00:00,2024-06-27 13:01:00+00:00,2024-06-28 00:45:00+00:00,139.6499244,147.5284884,139.612,126.383181582,10.0,9505.764602902358,0.5538832066564285,17162.03793266248,26667.802535564835,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,31,SOLUSDT_2024-06-30T22:15:00+00:00,2024-06-30 22:16:00+00:00,2024-07-01 11:00:00+00:00,145.0880118,146.4896962,144.784,131.30465067900002,10.0,2308.3901978194463,0.08656094534751863,26667.802535564835,28976.192733384283,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,32,SOLUSDT_2024-07-06T09:45:00+00:00,2024-07-06 09:46:00+00:00,2024-07-07 00:30:00+00:00,138.1606266,141.90161400000002,137.679,125.035367073,10.0,7552.224230074411,0.26063549133469427,28976.192733384283,36528.416963458694,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,33,SOLUSDT_2024-07-10T04:15:00+00:00,2024-07-10 04:16:00+00:00,2024-07-10 09:15:00+00:00,143.0646072,142.8084326,142.851,129.47346951600002,10.0,-1019.0429126946547,-0.027897264579356318,36528.416963458694,35509.37405076404,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,34,SOLUSDT_2024-07-13T22:45:00+00:00,2024-07-13 22:46:00+00:00,2024-07-14 12:15:00+00:00,140.54310299999997,144.05318359999998,140.469,127.19150821499998,10.0,8508.9801223872,0.23962630572487142,35509.37405076404,44018.35417315124,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,35,SOLUSDT_2024-07-16T15:45:00+00:00,2024-07-16 15:46:00+00:00,2024-07-17 15:45:00+00:00,158.0125962,158.0063924,157.771,143.001399561,10.0,-457.4571345747212,-0.010392417962181438,44018.35417315124,43560.89703857651,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,36,SOLUSDT_2024-07-18T12:00:00+00:00,2024-07-18 12:01:00+00:00,2024-07-18 14:45:00+00:00,159.4648866,157.8654206,158.921,144.315722373,10.0,-4802.672976803386,-0.11025193013243623,43560.89703857651,38758.22406177313,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,37,SOLUSDT_2024-07-19T06:00:00+00:00,2024-07-19 06:01:00+00:00,2024-07-19 21:45:00+00:00,162.2964528,167.961401,159.164,146.878289784,10.0,13134.18894920345,0.3388748908688408,38758.22406177313,51892.41301097658,False,,fixed_10x
SOLUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_10x,base,38,SOLUSDT_2024-07-20T17:45:00+00:00,2024-07-20 17:46:00+00:00,2024-07-21 06:45:00+00:00,172.7255382,171.26574000000002,171.355,156.31661207099998,10.0,-4902.4435372894095,-0.09447322359537254,51892.41301097658,46989.969473687175,False,,fixed_10x
