symbol,prototype,year,quarter,trade_count,return,profit_factor,max_drawdown,win_rate,sample_status
BNBUSDT,P4_BREAKOUT_TOP20,2025,2025Q4,13,-0.24928494189970127,0.5916903106436147,-0.41653304990098905,0.23076923076923078,valid
BNBUSDT,P4_BREAKOUT_TOP20,2026,2026Q1,10,-0.2038042546939743,0.15628757396379586,-0.18930038852756192,0.3,partial_year
BNBUSDT,P4_BREAKOUT_TOP20,2026,2026Q2,18,-0.36309315459738994,0.401304297651726,-0.3793490145140711,0.2222222222222222,partial_year
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2020,2020Q1,6,0.24496148994792274,2.7644522698945755,-0.11078807351981512,0.5,insufficient_sample
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2020,2020Q2,17,-0.4136480571855775,0.06768364852812288,-0.40879941090690397,0.058823529411764705,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2020,2020Q3,25,-0.11598560786347038,0.5698234248410934,-0.18185801050905692,0.36,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2020,2020Q4,16,0.021998349898742962,1.2269482685774946,-0.047602346131034534,0.3125,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2021,2021Q1,23,3.1695895532562917,3.0542959839566657,-0.14799273864880158,0.43478260869565216,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2021,2021Q2,15,1.170435204711128,1.6356662734236094,-0.3367902648393346,0.5333333333333333,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2021,2021Q3,19,-0.5318187721774221,0.6134600002757132,-0.5843525632269218,0.21052631578947367,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2021,2021Q4,16,-0.26432924588893186,0.5362284449860742,-0.3755591013716407,0.375,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2022,2022Q1,11,0.5236248787080672,2.3936401960628646,-0.08606582061261425,0.5454545454545454,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2022,2022Q2,6,-0.2564538452241291,0.2518771968191539,-0.3155509617971092,0.16666666666666666,insufficient_sample
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2022,2022Q3,10,-0.14671982438018238,0.6671613750121457,-0.25550065300526326,0.3,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2022,2022Q4,11,0.32183590012234287,1.9357134008080603,-0.15959717665649797,0.36363636363636365,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2023,2023Q1,15,0.41889305638859126,2.020663022472352,-0.23227994439668487,0.5333333333333333,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2023,2023Q2,14,-0.41432158621334625,0.7202097385192854,-0.7023066042435114,0.35714285714285715,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2023,2023Q3,14,-0.32632155626822235,0.1932289830948381,-0.3416186603227309,0.07142857142857142,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2023,2023Q4,16,0.36968862703954797,1.854428831148592,-0.3703669676984308,0.3125,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2024,2024Q1,17,0.0005234556857958718,1.0005541136663294,-0.26295500992103205,0.47058823529411764,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2024,2024Q2,11,0.8434237620652637,3.0324077284414552,-0.1277984305211991,0.45454545454545453,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2024,2024Q3,19,-0.8645828367916146,0.34082720021752005,-0.8620353234486258,0.2631578947368421,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2024,2024Q4,18,-0.29497272672598196,0.6853346126310323,-0.7066548662828951,0.2777777777777778,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2025,2025Q1,11,-0.21424579840071484,0.6073924699647384,-0.3406733337647594,0.2727272727272727,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2025,2025Q2,11,-0.3611481071875731,0.0,-0.3454991460345266,0.0,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2025,2025Q3,19,0.24795706708277507,1.7635175961891831,-0.14840901463093115,0.5263157894736842,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2025,2025Q4,19,-0.03197428871791879,0.9580368213439143,-0.3079669517190987,0.2631578947368421,valid
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2026,2026Q1,10,-0.1809477758773666,0.1562875739637958,-0.1677278449269931,0.3,partial_year
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2026,2026Q2,20,-0.3802135464539981,0.35907707838824854,-0.39445850673225225,0.2,partial_year
