symbol,prototype,year,quarter,trade_count,return,profit_factor,max_drawdown,win_rate,sample_status
ETHUSDT,P4_BREAKOUT_TOP20,2025,2025Q1,10,-0.5883044472129987,0.6825775393938235,-1.0386864942375964,0.3,valid
ETHUSDT,P4_BREAKOUT_TOP20,2025,2025Q2,16,1.6508209200062092,1.2384516344873306,-0.9957373139604258,0.3125,valid
ETHUSDT,P4_BREAKOUT_TOP20,2025,2025Q3,19,1.5596095090077167,1.2005003320740872,-0.6697315398831645,0.5789473684210527,valid
ETHUSDT,P4_BREAKOUT_TOP20,2025,2025Q4,12,-0.052650107613056774,0.9903596955819296,-0.7921380699098276,0.4166666666666667,valid
ETHUSDT,P4_BREAKOUT_TOP20,2026,2026Q1,10,-0.8796782053036887,0.6866864400664454,-2.934458788991372,0.2,partial_year
ETHUSDT,P4_BREAKOUT_TOP20,2026,2026Q2,12,-0.2796826813555792,0.847722821728724,-0.8656342917534661,0.4166666666666667,partial_year
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2020,2020Q1,13,0.9050011543095233,3.74716183723888,-0.07504093195059258,0.46153846153846156,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2020,2020Q2,18,2.4200135039116635,2.7005001416379644,-0.19625129388335016,0.5,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2020,2020Q3,16,1.4975924953425876,2.0928657035085103,-0.2849347530932296,0.5,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2020,2020Q4,20,5.919705561440975,1.945748036758403,-0.2639076208780152,0.35,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2021,2021Q1,27,-2.4056543625001807,0.7054682665796016,-1.4867538763229562,0.2962962962962963,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2021,2021Q2,17,2.0645777692798792,1.7465013227379431,-0.48411658404397173,0.5294117647058824,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2021,2021Q3,23,-0.4140904709305426,0.8682462908836969,-0.8419330497741132,0.391304347826087,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2021,2021Q4,15,-0.2784087654650675,0.8669207773723363,-0.6290462451533525,0.4,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2022,2022Q1,17,-0.6819985072054269,0.6421843100237492,-1.1500602563336308,0.35294117647058826,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2022,2022Q2,8,-0.3356761831292247,0.4375568000538002,-0.3489189132283034,0.25,insufficient_sample
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2022,2022Q3,17,-0.17207291292567656,0.9270123639302048,-0.5336686073059457,0.29411764705882354,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2022,2022Q4,8,0.641791608181644,2.2558566734138763,-0.1883854988685415,0.5,insufficient_sample
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2023,2023Q1,13,1.1259508788812251,2.035397615324048,-0.16807485387144194,0.46153846153846156,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2023,2023Q2,19,-0.5257192761633981,0.7672384546801158,-0.8066488017438358,0.3684210526315789,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2023,2023Q3,13,-0.5068950909958868,0.5166908950895567,-0.5844249689136166,0.07692307692307693,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2023,2023Q4,22,-0.270227753537561,0.8148891817521897,-0.6199642381517801,0.3181818181818182,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2024,2024Q1,19,1.0281494857019065,1.4550578519278121,-0.48290391753323403,0.5263157894736842,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2024,2024Q2,13,0.8644942493671252,1.4626644002068623,-0.3949796270449639,0.38461538461538464,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2024,2024Q3,14,-1.4630011796950226,0.1567312198705185,-1.4574956534217458,0.2857142857142857,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2024,2024Q4,20,-0.00834898379911607,0.9966677759432435,-0.5889519447320951,0.35,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2025,2025Q1,10,-0.3126992374806856,0.6825775393938235,-0.6952631466367598,0.3,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2025,2025Q2,20,1.1423404762445624,1.293025409324935,-0.8904726426172571,0.3,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2025,2025Q3,22,1.1210636842881465,1.2783552634341688,-0.5748118460719411,0.5454545454545454,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2025,2025Q4,12,-0.029305960692400334,0.9903596955819294,-0.6742874971634649,0.4166666666666667,valid
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2026,2026Q1,12,-0.32088419783114536,0.8057425073463521,-1.066702839904636,0.3333333333333333,partial_year
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2026,2026Q2,12,-0.28291193184433394,0.7681496649100985,-0.683277518746696,0.4166666666666667,partial_year
BTCUSDT,P4_BREAKOUT_TOP20,2020,2020Q1,12,0.06873273059077445,1.331670132316371,-0.06727806753077437,0.5,valid
BTCUSDT,P4_BREAKOUT_TOP20,2020,2020Q2,18,-0.18156704384484448,0.6077903065290778,-0.24097595801281158,0.2222222222222222,valid
BTCUSDT,P4_BREAKOUT_TOP20,2020,2020Q3,18,-0.005664633746292743,0.9030869764438296,-0.04105720928706158,0.5,valid
BTCUSDT,P4_BREAKOUT_TOP20,2020,2020Q4,23,-0.05067724256834293,0.778648448979501,-0.0867242138630322,0.21739130434782608,valid
BTCUSDT,P4_BREAKOUT_TOP20,2021,2021Q1,15,0.06802564349136238,1.5909688566989837,-0.05555417548408137,0.5333333333333333,valid
BTCUSDT,P4_BREAKOUT_TOP20,2021,2021Q2,9,-0.05938021391496891,0.4960974256958123,-0.08787588461067108,0.5555555555555556,insufficient_sample
BTCUSDT,P4_BREAKOUT_TOP20,2021,2021Q3,12,0.05034769907160828,1.474864956146359,-0.0742798780029037,0.4166666666666667,valid
BTCUSDT,P4_BREAKOUT_TOP20,2021,2021Q4,13,0.036958758396748295,1.5294003453387477,-0.028456449079223844,0.5384615384615384,valid
BTCUSDT,P4_BREAKOUT_TOP20,2022,2022Q1,11,-0.03849677281391094,0.7390911295744159,-0.08397092777474324,0.45454545454545453,valid
BTCUSDT,P4_BREAKOUT_TOP20,2022,2022Q2,5,-0.019432114159088288,0.5416024538432868,-0.03152420978876347,0.4,insufficient_sample
BTCUSDT,P4_BREAKOUT_TOP20,2022,2022Q3,9,0.03532505286372171,1.4507292582908686,-0.023092053654991673,0.4444444444444444,insufficient_sample
BTCUSDT,P4_BREAKOUT_TOP20,2022,2022Q4,8,0.0008077990144478813,1.0247769373241862,-0.008685879494419013,0.25,insufficient_sample
BTCUSDT,P4_BREAKOUT_TOP20,2023,2023Q1,19,0.632032006956448,2.3249854579632756,-0.1326938077660722,0.47368421052631576,valid
BTCUSDT,P4_BREAKOUT_TOP20,2023,2023Q2,12,-0.02687493197149706,0.9321540595502695,-0.20578215590275672,0.25,valid
BTCUSDT,P4_BREAKOUT_TOP20,2023,2023Q3,12,-0.06648537660948525,0.6286962954963909,-0.09821449896693002,0.3333333333333333,valid
BTCUSDT,P4_BREAKOUT_TOP20,2023,2023Q4,13,-0.05838972205172695,0.8611704341546103,-0.29083700013251734,0.23076923076923078,valid
BTCUSDT,P4_BREAKOUT_TOP20,2024,2024Q1,22,1.4889757019264678,2.528253080634552,-0.135791657277461,0.5,valid
BTCUSDT,P4_BREAKOUT_TOP20,2024,2024Q2,12,0.030430047819717317,1.0485239707099367,-0.27354694521576184,0.3333333333333333,valid
BTCUSDT,P4_BREAKOUT_TOP20,2024,2024Q3,11,0.09015913134489004,1.3245214376182342,-0.23934835120823927,0.7272727272727273,valid
BTCUSDT,P4_BREAKOUT_TOP20,2024,2024Q4,16,0.36311412213767996,1.2598870570767084,-0.2632507788452564,0.375,valid
BTCUSDT,P4_BREAKOUT_TOP20,2025,2025Q1,6,1.105427294505185,inf,0.0,1.0,insufficient_sample
BTCUSDT,P4_BREAKOUT_TOP20,2025,2025Q2,17,-0.23661671099651146,0.8212238652693828,-0.6054575719067706,0.23529411764705882,valid
BTCUSDT,P4_BREAKOUT_TOP20,2025,2025Q3,15,-0.06795957507649404,0.9291946731384936,-0.5737783637894239,0.3333333333333333,valid
BTCUSDT,P4_BREAKOUT_TOP20,2025,2025Q4,18,-0.30663286236192605,0.6782262001793209,-0.48060448931050304,0.2222222222222222,valid
BTCUSDT,P4_BREAKOUT_TOP20,2026,2026Q1,9,-0.164426503984764,0.3479987305581951,-0.14787381537296773,0.2222222222222222,partial_year
BTCUSDT,P4_BREAKOUT_TOP20,2026,2026Q2,14,-0.010755980453492093,0.9624894913260235,-0.19433787467256136,0.35714285714285715,partial_year
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2020,2020Q1,16,-0.0351130254795481,0.8781801573079601,-0.11841847222972401,0.4375,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2020,2020Q2,19,-0.1360031471191897,0.688253180789122,-0.21018818881343704,0.3157894736842105,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2020,2020Q3,18,-0.015005051790247465,0.7661160710806433,-0.04777296694447708,0.5,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2020,2020Q4,24,0.009067822729154724,1.0453537256996417,-0.055348955929424015,0.2916666666666667,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2021,2021Q1,19,0.04226178679798846,1.2040884002844212,-0.09848388988423784,0.5263157894736842,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2021,2021Q2,13,-0.05956318849420103,0.6519992191055836,-0.09467897205580333,0.46153846153846156,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2021,2021Q3,16,-0.018349265700179026,0.8686288822892508,-0.08707748889140199,0.3125,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2021,2021Q4,15,0.04145081113714689,1.7992795543518545,-0.02522872179912683,0.4666666666666667,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2022,2022Q1,11,0.009980554324892598,1.0653032827831124,-0.07596602424593535,0.45454545454545453,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2022,2022Q2,6,-0.019525282213208393,0.5261292197431577,-0.02974683641761533,0.3333333333333333,insufficient_sample
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2022,2022Q3,12,0.005610201743718521,1.0539603984016657,-0.04128372843421335,0.4166666666666667,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2022,2022Q4,8,0.0007368980634466737,1.024776937324186,-0.00792653911695429,0.25,insufficient_sample
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2023,2023Q1,22,0.5746769059867208,2.123168846093059,-0.1372889651841105,0.45454545454545453,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2023,2023Q2,13,-0.034174324445290394,0.909005978970962,-0.15794204526932243,0.23076923076923078,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2023,2023Q3,12,-0.05393481173922511,0.6435602973472254,-0.07861286637915732,0.3333333333333333,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2023,2023Q4,16,-0.07191286481455081,0.694594008860166,-0.1881000723799099,0.1875,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2024,2024Q1,22,1.424523566522736,2.7847554284961564,-0.13009247066471596,0.5,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2024,2024Q2,12,0.026415819209931704,1.0387696925026348,-0.2604747907502599,0.4166666666666667,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2024,2024Q3,11,0.30510295838852314,2.616422550697425,-0.14412079962349778,0.8181818181818182,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2024,2024Q4,16,-0.27409256698422,0.8190411225849518,-0.3523009722298943,0.375,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2025,2025Q1,6,1.6664762011323946,inf,0.0,1.0,insufficient_sample
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2025,2025Q2,19,-0.44658460910601555,0.6187201464692174,-0.7216300912797284,0.21052631578947367,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2025,2025Q3,15,-0.05710507403163672,0.9357814139306297,-0.5461929067562983,0.3333333333333333,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2025,2025Q4,21,-0.44359966427258835,0.5760059714307426,-0.5762031976432442,0.23809523809523808,valid
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2026,2026Q1,10,-0.21671057117290085,0.2615090119630538,-0.19673946725203706,0.2,partial_year
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2026,2026Q2,14,-0.009405253804963062,0.9624894913260235,-0.17357776396611724,0.35714285714285715,partial_year
SOLUSDT,P4_BREAKOUT_TOP20,2020,2020Q3,1,-0.0686545870146427,0.0,0.0,0.0,insufficient_sample
SOLUSDT,P4_BREAKOUT_TOP20,2020,2020Q4,8,0.11961777319382667,1.2572334328262924,-0.2123007191291364,0.375,insufficient_sample
SOLUSDT,P4_BREAKOUT_TOP20,2021,2021Q1,19,-0.011455570225695766,0.9754408477139662,-0.2667213323969365,0.42105263157894735,valid
SOLUSDT,P4_BREAKOUT_TOP20,2021,2021Q2,14,-0.2223429883144925,0.35362200157793355,-0.2373257930261724,0.35714285714285715,valid
SOLUSDT,P4_BREAKOUT_TOP20,2021,2021Q3,13,0.6679272300823218,2.6225368751970857,-0.10184838835668975,0.5384615384615384,valid
SOLUSDT,P4_BREAKOUT_TOP20,2021,2021Q4,12,1.060809242749134,2.6515503609991002,-0.19859985900817045,0.5,valid
SOLUSDT,P4_BREAKOUT_TOP20,2022,2022Q1,11,-0.1541044826846678,0.6493788662566836,-0.30434897167491204,0.45454545454545453,valid
SOLUSDT,P4_BREAKOUT_TOP20,2022,2022Q2,3,-0.10044346796923034,0.1355253589115278,-0.08190431630184536,0.3333333333333333,insufficient_sample
SOLUSDT,P4_BREAKOUT_TOP20,2022,2022Q3,9,-0.08661542230850196,0.739082008210344,-0.19487691414621278,0.4444444444444444,insufficient_sample
SOLUSDT,P4_BREAKOUT_TOP20,2022,2022Q4,7,-0.22339380047058632,0.21088753203528504,-0.25257481812461235,0.14285714285714285,insufficient_sample
SOLUSDT,P4_BREAKOUT_TOP20,2023,2023Q1,17,0.7416987987091876,1.5948379902034777,-0.36882314224184953,0.35294117647058826,valid
SOLUSDT,P4_BREAKOUT_TOP20,2023,2023Q2,15,-0.20220354919745914,0.623776358652094,-0.29289635220178667,0.3333333333333333,valid
SOLUSDT,P4_BREAKOUT_TOP20,2023,2023Q3,8,0.13321563306669748,1.4193394471405558,-0.12328126538146544,0.25,insufficient_sample
SOLUSDT,P4_BREAKOUT_TOP20,2023,2023Q4,20,-0.045951108952026476,0.9622698144737982,-0.5969220904124029,0.3,valid
SOLUSDT,P4_BREAKOUT_TOP20,2024,2024Q1,14,-0.23822646100713424,0.5352312922885084,-0.3002392902937365,0.35714285714285715,valid
SOLUSDT,P4_BREAKOUT_TOP20,2024,2024Q2,4,-0.13842209064894268,0.06504216952298339,-0.09836150698805513,0.25,insufficient_sample
SOLUSDT,P4_BREAKOUT_TOP20,2024,2024Q3,12,-0.28096933818150427,0.18910908767523474,-0.3112957840339895,0.16666666666666666,valid
SOLUSDT,P4_BREAKOUT_TOP20,2024,2024Q4,9,0.1901913090528635,2.7606741751109425,-0.047021105189992474,0.4444444444444444,insufficient_sample
SOLUSDT,P4_BREAKOUT_TOP20,2025,2025Q1,13,0.2515114514206489,1.6898008193681955,-0.25634034513667625,0.5384615384615384,valid
SOLUSDT,P4_BREAKOUT_TOP20,2025,2025Q2,16,-0.1635868921517686,0.6699889205579053,-0.2551999104104685,0.125,valid
SOLUSDT,P4_BREAKOUT_TOP20,2025,2025Q3,11,-0.0881730119531735,0.6706510639057606,-0.1949259734194697,0.36363636363636365,valid
SOLUSDT,P4_BREAKOUT_TOP20,2025,2025Q4,11,-0.1439783109203267,0.3671356981940297,-0.19529213041874605,0.2727272727272727,valid
SOLUSDT,P4_BREAKOUT_TOP20,2026,2026Q1,10,-0.1607438280602355,0.34060162770524466,-0.2236079828669616,0.3,partial_year
SOLUSDT,P4_BREAKOUT_TOP20,2026,2026Q2,12,-0.0828297776838097,0.6343348320235181,-0.18500011771437352,0.16666666666666666,partial_year
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2020,2020Q3,2,-0.10743287688123805,0.0,-0.041636850652750246,0.0,insufficient_sample
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2020,2020Q4,20,-0.33400106116212336,0.47651407228014264,-0.4223592240924906,0.15,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2021,2021Q1,35,-0.02411790340440063,0.9421539335762327,-0.23847423842963955,0.45714285714285713,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2021,2021Q2,28,-0.2476604168541574,0.27197335797779926,-0.27740598641401004,0.25,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2021,2021Q3,22,0.2544028361135407,3.1600691478201455,-0.04426155688367528,0.4090909090909091,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2021,2021Q4,19,-0.0009197465128432896,0.9943773531956935,-0.07261158625440889,0.42105263157894735,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2022,2022Q1,21,-0.090182244376894,0.48909159958362936,-0.0984897597299611,0.38095238095238093,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2022,2022Q2,10,0.04075580202645694,1.8609418431324891,-0.024798235850263528,0.6,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2022,2022Q3,18,0.01125200277512885,1.1206227949321375,-0.043792613681131964,0.6111111111111112,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2022,2022Q4,10,-0.0010446134402050244,0.9850338642774459,-0.04992187774859003,0.4,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2023,2023Q1,22,0.21977587238031446,1.905206898715951,-0.07822333843668838,0.45454545454545453,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2023,2023Q2,16,-0.007566287016578713,0.9403091883224196,-0.06960103172026222,0.375,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2023,2023Q3,12,-0.004791248426981555,0.9635709966136922,-0.059079565298856496,0.3333333333333333,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2023,2023Q4,25,0.4436836212990883,2.0220276795407415,-0.2330950830170353,0.4,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2024,2024Q1,26,-0.2387343285312254,0.5954575153716848,-0.3949137590029267,0.34615384615384615,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2024,2024Q2,11,-0.08613259281660098,0.3680602313627407,-0.07506610493929389,0.18181818181818182,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2024,2024Q3,21,-0.14273903110021777,0.32347797390962485,-0.1542998578347783,0.19047619047619047,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2024,2024Q4,20,-0.08560788535176815,0.5534199684506715,-0.11250669208304842,0.25,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2025,2025Q1,15,0.21970611010394162,3.4031740474897205,-0.04888318083750831,0.6,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2025,2025Q2,20,-0.04118437488755953,0.778602229398748,-0.07319944712536253,0.25,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2025,2025Q3,19,-0.09449463655984706,0.5005111258438897,-0.13412737362256133,0.2631578947368421,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2025,2025Q4,14,-0.07085954289888372,0.31879131644206093,-0.09007629902284298,0.2857142857142857,valid
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2026,2026Q1,13,-0.07588160669645652,0.24331548253135665,-0.09475763311753616,0.23076923076923078,partial_year
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2026,2026Q2,14,-0.027231213420099803,0.608902965017963,-0.05323717566796915,0.21428571428571427,partial_year
BNBUSDT,P4_BREAKOUT_TOP20,2020,2020Q1,6,0.18047167017417745,2.0588034350751805,-0.14343490626346977,0.3333333333333333,insufficient_sample
BNBUSDT,P4_BREAKOUT_TOP20,2020,2020Q2,15,-0.3672929992046424,0.0,-0.36233417816212055,0.0,valid
BNBUSDT,P4_BREAKOUT_TOP20,2020,2020Q3,19,0.02538269993976315,1.2069416263375308,-0.07433358433469561,0.47368421052631576,valid
BNBUSDT,P4_BREAKOUT_TOP20,2020,2020Q4,12,0.04017253784655837,1.4593981666655502,-0.04622182679627285,0.3333333333333333,valid
BNBUSDT,P4_BREAKOUT_TOP20,2021,2021Q1,18,3.3865456898539583,3.9174435511913415,-0.1492098767037815,0.4444444444444444,valid
BNBUSDT,P4_BREAKOUT_TOP20,2021,2021Q2,6,0.7463132211062575,2.3250262960229624,-0.29232621961306304,0.6666666666666666,insufficient_sample
BNBUSDT,P4_BREAKOUT_TOP20,2021,2021Q3,15,-0.3882623824433317,0.8356497070189002,-0.7371180414274483,0.26666666666666666,valid
BNBUSDT,P4_BREAKOUT_TOP20,2021,2021Q4,11,-0.40386311057063984,0.2127754411605923,-0.45110491266166397,0.18181818181818182,valid
BNBUSDT,P4_BREAKOUT_TOP20,2022,2022Q1,7,0.33567779846414864,3.0188445724620308,-0.06040161102328967,0.7142857142857143,insufficient_sample
BNBUSDT,P4_BREAKOUT_TOP20,2022,2022Q2,5,-0.21393634458497077,0.27673424116871065,-0.27341181636940126,0.2,insufficient_sample
BNBUSDT,P4_BREAKOUT_TOP20,2022,2022Q3,7,0.020562112728326667,1.0785219110642374,-0.14353417260390866,0.42857142857142855,insufficient_sample
BNBUSDT,P4_BREAKOUT_TOP20,2022,2022Q4,11,0.27457063084777156,1.7128377093161675,-0.1582138296552783,0.36363636363636365,valid
BNBUSDT,P4_BREAKOUT_TOP20,2023,2023Q1,14,0.12056958330342717,1.2288054969343334,-0.21818361942115427,0.5,valid
BNBUSDT,P4_BREAKOUT_TOP20,2023,2023Q2,14,-0.2577487403787735,0.7595055804750266,-0.5729463012852398,0.35714285714285715,valid
BNBUSDT,P4_BREAKOUT_TOP20,2023,2023Q3,14,-0.31052338624650033,0.1932289830948381,-0.32543766801591545,0.07142857142857142,valid
BNBUSDT,P4_BREAKOUT_TOP20,2023,2023Q4,14,0.4915727160130955,2.669304936919935,-0.23159207518617675,0.35714285714285715,valid
BNBUSDT,P4_BREAKOUT_TOP20,2024,2024Q1,14,0.39515165529425045,1.4555817920388325,-0.3928077535310318,0.5,valid
BNBUSDT,P4_BREAKOUT_TOP20,2024,2024Q2,9,1.8623426807100096,5.56913504449463,-0.1911559244493144,0.5555555555555556,insufficient_sample
BNBUSDT,P4_BREAKOUT_TOP20,2024,2024Q3,18,-1.5478560410552913,0.209733640248549,-1.9276337556410954,0.2222222222222222,valid
BNBUSDT,P4_BREAKOUT_TOP20,2024,2024Q4,15,0.07555555238877258,1.107863222436081,-0.42800638457373374,0.3333333333333333,valid
BNBUSDT,P4_BREAKOUT_TOP20,2025,2025Q1,9,-0.5129161232274745,0.23147764958354927,-0.5580249798133916,0.2222222222222222,insufficient_sample
BNBUSDT,P4_BREAKOUT_TOP20,2025,2025Q2,11,-0.4216788397052059,0.0,-0.40507006547648505,0.0,valid
BNBUSDT,P4_BREAKOUT_TOP20,2025,2025Q3,18,0.33232273675602153,1.9755641089074087,-0.13497197977189657,0.5555555555555556,valid
