symbol,prototype,data_start_utc,data_end_utc,coverage_status,candidate_event_count,accepted_event_count,trade_count,total_return,annualized_return,max_drawdown,profit_factor,win_rate,avg_win,avg_loss,payoff_ratio,liquidation_count,liquidation_rate,min_equity,final_equity,top1_profit_contribution,top3_profit_contribution,top5_profit_contribution,longest_drawdown_duration,atr_stop_count,donchian20_exit_count,end_of_backtest_count,top10_profit_contribution
ETHUSDT,P4_BREAKOUT_TOP20,2020-01-01T00:00:00+00:00,2026-06-28T01:05:00+00:00,full_coverage,666,443,341,19.986163882790162,0.5985433239647466,-0.3595351415213448,1.227933225568554,0.3841642228739003,821.9118895447106,-417.54425546460425,1.9684425753389034,0,0.0,892.9311809823914,20986.163882790162,0.30524352464108956,0.7908828227209803,1.1763158989658957,1401 days 13:56:00,131,210,0,1.8637271001602609
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2020-01-01T00:00:00+00:00,2026-06-28T01:05:00+00:00,full_coverage,1566,873,420,10.722786052753563,0.4613336999555606,-0.3715369966368893,1.178808384320007,0.38333333333333336,439.07337418037963,-231.53678451848475,1.8963439226017504,0,0.0,907.2354011608786,11722.786052753563,0.4023712597686384,0.9278050073326655,1.371172241614433,1680 days 19:38:00,149,271,0,2.0771286553772517
BTCUSDT,P4_BREAKOUT_TOP20,2020-01-01T00:00:00+00:00,2026-06-28T01:05:00+00:00,full_coverage,678,453,349,2.6769763035657057,0.22221708744393776,-0.3126940100602662,1.262662523038318,0.38968481375358166,94.62258257777464,-47.848332990665,1.9775523338761893,0,0.0,788.3419399382573,3676.9763035657056,0.47964765286240574,0.9099261382329207,1.2601406497846719,1049 days 02:05:00,141,208,0,1.9904511151985471
BTCUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2020-01-01T00:00:00+00:00,2026-06-28T01:05:00+00:00,full_coverage,1081,675,386,2.215224824868689,0.197200369356761,-0.2988421032682883,1.2216558863802984,0.3860103626943005,81.94098195580467,-42.16869825546922,1.9431707722961795,0,0.0,757.8040020904227,3215.224824868689,0.5373771941371558,1.2317001802491234,1.6626880666842978,1044 days 17:20:00,147,239,0,2.3505219889172877
SOLUSDT,P4_BREAKOUT_TOP20,2020-09-14T07:00:00+00:00,2026-06-28T01:02:00+00:00,late_listing_partial_coverage,532,336,269,0.7528767505304799,0.10189307801624659,-0.5633766469177244,1.076591887850267,0.3420074349442379,115.02821684854958,-55.535136720542816,2.0712691755380135,0,0.0,719.8188580590731,1752.87675053048,1.6847641448745254,3.9512514157044936,5.21912545309556,1246 days 13:21:00,104,165,0,7.417057831892263
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2020-09-14T07:00:00+00:00,2026-06-28T01:02:00+00:00,late_listing_partial_coverage,2121,1074,433,-0.49100536563961006,-0.11019074158376796,-0.7677424408257809,0.9013199914982061,0.34872979214780603,29.700182398094444,-17.644442935290325,1.6832598516721464,0,0.0,242.83247424216967,508.99463436038997,,,,1095 days 00:00:00,142,291,0,
BNBUSDT,P4_BREAKOUT_TOP20,2020-02-10T08:01:00+00:00,2026-06-28T01:03:00+00:00,late_listing_partial_coverage,787,441,323,3.0469509668186454,0.24504493600920885,-0.41989255304043405,1.1958590597791015,0.33126934984520123,173.86734421495993,-72.02247622306514,2.4140706253484665,0,0.0,750.1735744105683,4046.950966818645,0.8879392622297183,1.6728091937879108,2.200909177579767,1011 days 15:56:00,139,184,0,3.0585865978046134
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,2020-02-10T08:01:00+00:00,2026-06-28T01:03:00+00:00,late_listing_partial_coverage,1560,836,389,2.535247769550021,0.21893576573037943,-0.4701110824200925,1.1498313741993178,0.3264781491002571,153.19623081926756,-64.58272345227847,2.3720930711828445,0,0.0,659.6912963371739,3535.247769550021,0.9907464632158883,1.7336108520900058,2.2989939116264804,1880 days 00:15:00,159,230,0,3.2393417695395756
