factor,common,horizon,quintile,event_count,mean_fwd_ret,median_fwd_ret,mean_mfe,mean_mae,plus_1atr_first_rate,minus_1atr_first_rate,ambiguous_rate,mfe_mae_ratio
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,1,Q1,256,0.007264544504596636,0.004712792418303469,0.011394317806270409,0.003920856282129523,0.80859375,0.00390625,0.0078125,2.906078924188939
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,1,Q2,255,0.0057011705454543034,0.004620963760420427,0.009742638662961066,0.0026819411120589083,0.7686274509803922,0.03137254901960784,0.00392156862745098,3.6326817986997884
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,1,Q3,256,0.0052927351005318144,0.004641163774122714,0.009185948939223289,0.0023466155553807043,0.8046875,0.0078125,0.01171875,3.9145521379333914
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,1,Q4,255,0.00592581947327384,0.004891771230687736,0.009940518246762809,0.0025587962371944606,0.8,0.00784313725490196,0.01568627450980392,3.884841669793092
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,1,Q5,256,0.0064441830682701404,0.00554284742285116,0.010969495259582917,0.0027076588868088203,0.8359375,0.0234375,0.015625,4.0512840494879665
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,4,Q1,256,0.008185716793896184,0.004884693504762838,0.014734340990016272,0.0016265630458936636,0.87109375,0.046875,0.0078125,9.058573553120995
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,4,Q2,255,0.006090531185825403,0.004933122933573841,0.012691937135489443,0.00013807194498134347,0.8470588235294118,0.08627450980392157,0.00392156862745098,91.92263596492684
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,4,Q3,256,0.00475628828766694,0.0038660600529526468,0.011757778321407626,-0.0003003171207520846,0.8828125,0.046875,0.01171875,39.15120886868723
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,4,Q4,255,0.0054817571869743105,0.00427108433734924,0.012960956174738561,-0.0009587549610672349,0.8745098039215686,0.058823529411764705,0.01568627450980392,13.518528405121488
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,4,Q5,256,0.0061815950157599695,0.004338647998601064,0.014226263893890926,-0.0004917298477603001,0.8828125,0.0625,0.015625,28.931056267354542
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,8,Q1,256,0.008895592816719887,0.006547880485534008,0.017249106471404103,5.8461304978984444e-05,0.89453125,0.05859375,0.0078125,295.0516838035822
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,8,Q2,255,0.005970137994309522,0.004353594549006301,0.014497178711206968,-0.0014786140600566002,0.8666666666666667,0.10196078431372549,0.00392156862745098,9.804572472854767
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,8,Q3,256,0.004418336889681412,0.0031243198414051543,0.013215977828109491,-0.00233806641840926,0.90234375,0.06640625,0.01171875,5.652524549367245
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,8,Q4,255,0.004901077432591253,0.004208388907690042,0.015029910342733495,-0.003814131281812567,0.8823529411764706,0.08235294117647059,0.01568627450980392,3.9405854786390364
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,8,Q5,256,0.004937603552135404,0.004041420099603621,0.016169849706628554,-0.003293604286737034,0.90625,0.07421875,0.015625,4.909469474442537
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,16,Q1,256,0.00973970754831091,0.006801031181500772,0.02077355960676199,-0.0025163722137280593,0.91015625,0.0703125,0.0078125,8.25536043254329
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,16,Q2,255,0.00716001848152755,0.0054430379746834845,0.01765530093195879,-0.003856252331594677,0.8705882352941177,0.11372549019607843,0.00392156862745098,4.57835727898485
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,16,Q3,256,0.0052268270694190155,0.0034253097743159877,0.016210286100128393,-0.0046498410563068455,0.9140625,0.0703125,0.01171875,3.4862021956947227
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,16,Q4,255,0.004040111859254716,0.0026146350453242206,0.017657374979247742,-0.00729192868738482,0.8901960784313725,0.09019607843137255,0.01568627450980392,2.421495839611727
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,16,Q5,256,0.0059553872639748085,0.003487697618095642,0.019531449204271203,-0.006303158767874625,0.90625,0.078125,0.015625,3.0986763817242466
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,32,Q1,256,0.01172695663586851,0.008891860623690628,0.02604903854987946,-0.006320986075887253,0.9140625,0.0703125,0.0078125,4.121040330914359
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,32,Q2,255,0.008406451024070453,0.0057719274437959545,0.022542842784355022,-0.007329910751636433,0.8745098039215686,0.12156862745098039,0.00392156862745098,3.0754593811830846
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,32,Q3,256,0.005270413932002423,0.002651677660969076,0.019576160920528392,-0.008776344164465896,0.9140625,0.0703125,0.01171875,2.2305598497138863
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,32,Q4,255,0.003378581582458598,0.0034826483978056544,0.02170022268108939,-0.011645812908302251,0.8941176470588236,0.09019607843137255,0.01568627450980392,1.863349759433229
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,32,Q5,256,0.005136945295194026,0.0019128195855011576,0.024296682870763447,-0.012112858950157745,0.90625,0.078125,0.015625,2.005858647470425
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,1,Q1,256,0.005439422372091643,0.0039727553587251,0.009046884740258446,0.00298983530603607,0.8359375,0.0234375,0.00390625,3.0258806302788717
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,1,Q2,255,0.006103920116938426,0.004936985135036487,0.00989812882041997,0.002949094976783408,0.8274509803921568,0.00784313725490196,0.011764705882352941,3.356327584680202
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,1,Q3,256,0.0067539287625889045,0.0051364784122013285,0.010739319560927602,0.0032297247632421876,0.796875,0.01171875,0.015625,3.3251500818747295
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,1,Q4,255,0.005639858645648487,0.004970310580029169,0.009751273411754115,0.0023325908010622147,0.7529411764705882,0.00784313725490196,0.011764705882352941,4.180447512402768
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,1,Q5,256,0.006691779000889971,0.005672465136046245,0.011797180527231176,0.002714782181247726,0.8046875,0.0234375,0.01171875,4.345534831015113
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,4,Q1,256,0.005871613342285325,0.0038633528863767364,0.011691175543526748,0.0005833899520201456,0.8984375,0.078125,0.00390625,20.040070116125396
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,4,Q2,255,0.0065391964214042845,0.004940497655968379,0.012936856662658853,0.0007180022102965291,0.8784313725490196,0.047058823529411764,0.011764705882352941,18.017850749116825
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,4,Q3,256,0.006868889735471182,0.005523568355286224,0.013803113364029031,0.0005464971227067024,0.87109375,0.05078125,0.015625,25.25743099188644
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,4,Q4,255,0.005110899498846387,0.0039033066537310646,0.012304926072507869,-0.00044456299846346877,0.8313725490196079,0.06666666666666667,0.011764705882352941,27.67870046548421
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,4,Q5,256,0.006305593407847861,0.004349356649497094,0.015633598972136495,-0.0013852193103117126,0.87890625,0.05859375,0.01171875,11.286009988280126
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,8,Q1,256,0.007066573700943695,0.004658916455979822,0.014029967262065932,-0.0006583135991995483,0.90625,0.08203125,0.00390625,21.31198152237041
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,8,Q2,255,0.006038719251781556,0.003920228569258999,0.014693917666151576,-0.0012089776981392697,0.8941176470588236,0.06666666666666667,0.011764705882352941,12.15400225228877
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,8,Q3,256,0.006191878489362061,0.004640983991283876,0.015559939014841657,-0.0013544974020049763,0.89453125,0.0546875,0.015625,11.487610822884761
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,8,Q4,255,0.0043712359435057035,0.0036329520729783127,0.013905938223019405,-0.003120759630423387,0.8588235294117647,0.10588235294117647,0.011764705882352941,4.455946586675378
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,8,Q5,256,0.005452539502064722,0.0046397006195909585,0.01796863888945415,-0.004519644662217317,0.8984375,0.07421875,0.01171875,3.975675132088552
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,16,Q1,256,0.008300124767051421,0.005335817691542122,0.017497156083031467,-0.002491170819454016,0.91015625,0.08203125,0.00390625,7.023667725389573
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,16,Q2,255,0.005962081408324415,0.004172410848268138,0.0173042057470779,-0.004051056069654251,0.9098039215686274,0.07058823529411765,0.011764705882352941,4.271529559094643
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,16,Q3,256,0.007003419629822007,0.004893619633883017,0.018639474266896244,-0.004049905050204767,0.90234375,0.0703125,0.015625,4.602447226745184
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,16,Q4,255,0.004831627671991078,0.0028332158042536637,0.017009747171170538,-0.0065158143799174005,0.8627450980392157,0.12156862745098039,0.011764705882352941,2.6105328021001983
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,16,Q5,256,0.006023211162249379,0.0036466479889717407,0.02137348629250073,-0.007507335993246841,0.90625,0.078125,0.01171875,2.8470134161741347
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,32,Q1,256,0.009980385218055736,0.006462881194747139,0.022344211994715,-0.005751223124687241,0.9140625,0.08203125,0.00390625,3.8851234790043216
