factor,common,horizon,quintile,event_count,mean_fwd_ret,median_fwd_ret,mean_mfe,mean_mae,plus_1atr_first_rate,minus_1atr_first_rate,ambiguous_rate,mfe_mae_ratio
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,32,Q2,255,0.006720458488562259,0.004897833226794823,0.021692057620843457,-0.008217328313321238,0.9137254901960784,0.07450980392156863,0.011764705882352941,2.6397944433689142
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,32,Q3,256,0.007471381914522119,0.005224544757205352,0.02261402194573968,-0.007420643361833183,0.90234375,0.07421875,0.015625,3.047447619171547
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,32,Q4,255,0.004522260197546084,0.0008646188850967018,0.021272825263736063,-0.010760336469083188,0.8666666666666667,0.12156862745098039,0.011764705882352941,1.9769665497782125
ema200_slope_4h,Slow trend slope: 4-hour change in EMA200 showing background trend acceleration.,32,Q5,256,0.005222744237156171,0.003445554378312843,0.026236838080875017,-0.014036389164034357,0.90625,0.078125,0.01171875,1.8692013860731396
ret_4h,Short momentum: 4-hour price return before the signal.,1,Q1,256,0.003672314216558514,0.003181488315065484,0.006785304024755619,0.0014082383906499408,0.81640625,0.01171875,0.01953125,4.818292179652917
ret_4h,Short momentum: 4-hour price return before the signal.,1,Q2,255,0.005408501679270909,0.004544277691971077,0.008996940349927388,0.0024863110913481046,0.8392156862745098,0.01568627450980392,0.011764705882352941,3.618589958929536
ret_4h,Short momentum: 4-hour price return before the signal.,1,Q3,256,0.00569483270958108,0.005574228975947393,0.009803239144781359,0.0028152569977303575,0.82421875,0.01171875,0.01171875,3.482182675572663
ret_4h,Short momentum: 4-hour price return before the signal.,1,Q4,255,0.006201633095874237,0.0051410369514470755,0.010332557268849988,0.002736192337573913,0.7686274509803922,0.023529411764705882,0.00392156862745098,3.7762540034051515
ret_4h,Short momentum: 4-hour price return before the signal.,1,Q5,256,0.009651105150046746,0.0069460775689391685,0.015313496644880879,0.004769798030018807,0.76953125,0.01171875,0.0078125,3.210512593720975
ret_4h,Short momentum: 4-hour price return before the signal.,4,Q1,256,0.003638299396211186,0.0027473829127359073,0.008788157582877171,-0.000776433249318286,0.8671875,0.08203125,0.01953125,11.318626025602635
ret_4h,Short momentum: 4-hour price return before the signal.,4,Q2,255,0.005577471186574466,0.004330337055844513,0.011787391165419759,0.00013030450654444151,0.8862745098039215,0.058823529411764705,0.011764705882352941,90.46034920825677
ret_4h,Short momentum: 4-hour price return before the signal.,4,Q3,256,0.0052380175535320875,0.004468653840249193,0.012172930144852288,-0.0001557760559304255,0.875,0.0625,0.01171875,78.1437819319877
ret_4h,Short momentum: 4-hour price return before the signal.,4,Q4,255,0.005606363092588805,0.004636206245977048,0.013464080785413208,-0.0005778633229043467,0.8784313725490196,0.058823529411764705,0.00392156862745098,23.299767006742368
ret_4h,Short momentum: 4-hour price return before the signal.,4,Q5,256,0.010634219842412997,0.00690357923933127,0.020157148784795267,0.0013950586993091837,0.8515625,0.0390625,0.0078125,14.448961032805892
ret_4h,Short momentum: 4-hour price return before the signal.,8,Q1,256,0.0033117589496169356,0.0024832246902742883,0.010255290450591396,-0.002385240536063939,0.8828125,0.08984375,0.01953125,4.299478520314938
ret_4h,Short momentum: 4-hour price return before the signal.,8,Q2,255,0.005069260015266903,0.004289843104871904,0.013459994648267488,-0.0019966962021376517,0.9019607843137255,0.07450980392156863,0.011764705882352941,6.741132994522298
ret_4h,Short momentum: 4-hour price return before the signal.,8,Q3,256,0.005077283638015826,0.0038680683141529837,0.014363148088597599,-0.0024611270743288304,0.88671875,0.08203125,0.01171875,5.836004259355258
ret_4h,Short momentum: 4-hour price return before the signal.,8,Q4,255,0.005128081177873381,0.0042409203699527165,0.015560870141077956,-0.003010933032748775,0.8980392156862745,0.07058823529411765,0.00392156862745098,5.16812229691869
ret_4h,Short momentum: 4-hour price return before the signal.,8,Q5,256,0.010533732583438805,0.007945611004922193,0.022520742293014595,-0.0010108441619643793,0.8828125,0.06640625,0.0078125,22.279143650837245
ret_4h,Short momentum: 4-hour price return before the signal.,16,Q1,256,0.0035156417405014418,0.0026468818158915663,0.0128933553905554,-0.004929174670813757,0.890625,0.08984375,0.01953125,2.615722966138434
ret_4h,Short momentum: 4-hour price return before the signal.,16,Q2,255,0.004832195306740269,0.0028332158042536637,0.01580465362567095,-0.00477737103302093,0.9058823529411765,0.0784313725490196,0.011764705882352941,3.308232397364584
ret_4h,Short momentum: 4-hour price return before the signal.,16,Q3,256,0.006337240314696883,0.004379103437483489,0.01817916419112022,-0.005146832011969949,0.890625,0.08984375,0.01171875,3.532107546708553
ret_4h,Short momentum: 4-hour price return before the signal.,16,Q4,255,0.00563469286499522,0.003542157035628657,0.018924938067647595,-0.006318113205559847,0.9098039215686274,0.08627450980392157,0.00392156862745098,2.9953464668841208
ret_4h,Short momentum: 4-hour price return before the signal.,16,Q5,256,0.011799417768330349,0.009676553772572705,0.02602358187464783,-0.0034458562887261105,0.89453125,0.078125,0.0078125,7.552137899595465
ret_4h,Short momentum: 4-hour price return before the signal.,32,Q1,256,0.0035199901145170844,0.002989808803627758,0.01603571312538595,-0.008162035398747694,0.890625,0.08984375,0.01953125,1.9646708623496438
ret_4h,Short momentum: 4-hour price return before the signal.,32,Q2,255,0.005976949517538041,0.0032500074133381407,0.02022203258353891,-0.008626206219896357,0.9098039215686274,0.0784313725490196,0.011764705882352941,2.344255640086225
ret_4h,Short momentum: 4-hour price return before the signal.,32,Q3,256,0.007326666713219444,0.0037515787515389754,0.02303470095186386,-0.009625278656496605,0.89453125,0.09375,0.01171875,2.3931463985529953
ret_4h,Short momentum: 4-hour price return before the signal.,32,Q4,255,0.004832580211438187,0.0021393857201155164,0.023158587518883823,-0.012061162893233238,0.9098039215686274,0.08627450980392157,0.00392156862745098,1.9200957423331588
ret_4h,Short momentum: 4-hour price return before the signal.,32,Q5,256,0.012259351354765816,0.009527446171998522,0.03171054469974388,-0.007717915797127211,0.8984375,0.08203125,0.0078125,4.108692752458803
ret_12h,Intraday momentum: 12-hour price return before the signal.,1,Q1,256,0.004596659768480019,0.0038110465710577968,0.007424807726016906,0.002042273180380254,0.828125,0.015625,0.0078125,3.635560510388953
ret_12h,Intraday momentum: 12-hour price return before the signal.,1,Q2,255,0.004924792115533171,0.0044557292452132025,0.00894328868979567,0.002245922814838361,0.8274509803921568,0.027450980392156862,0.00784313725490196,3.98201070433461
ret_12h,Intraday momentum: 12-hour price return before the signal.,1,Q3,256,0.005960769453111714,0.004999523786886062,0.00961206981338497,0.002845157639279835,0.78515625,0.01953125,0.01171875,3.3783962198375668
ret_12h,Intraday momentum: 12-hour price return before the signal.,1,Q4,255,0.006167770017740616,0.005361018706895093,0.010680263440863706,0.0027552807037647866,0.7803921568627451,0.00392156862745098,0.0196078431372549,3.876288694023192
ret_12h,Intraday momentum: 12-hour price return before the signal.,1,Q5,256,0.00897637372833366,0.006563280176408726,0.014572256413571016,0.004326298056283203,0.796875,0.0078125,0.0078125,3.368296918980726
ret_12h,Intraday momentum: 12-hour price return before the signal.,4,Q1,256,0.00408802671399326,0.0035266389811772214,0.00943800566612523,-0.0004292884122927684,0.87890625,0.078125,0.0078125,21.98523276162565
ret_12h,Intraday momentum: 12-hour price return before the signal.,4,Q2,255,0.004979582339361397,0.004091465279902229,0.011336187195756822,-0.0003738354008744547,0.8823529411764706,0.07450980392156863,0.00784313725490196,30.324006686471776
ret_12h,Intraday momentum: 12-hour price return before the signal.,4,Q3,256,0.005754529797743272,0.0041307413950125715,0.01248524809542935,7.115746643616321e-05,0.859375,0.046875,0.01171875,175.45942429850444
ret_12h,Intraday momentum: 12-hour price return before the signal.,4,Q4,255,0.005867253859907136,0.004818558474624313,0.013628491654043357,5.707396870527402e-05,0.8509803921568627,0.06274509803921569,0.0196078431372549,238.78647241827414
ret_12h,Intraday momentum: 12-hour price return before the signal.,4,Q5,256,0.010003661961564887,0.0061932541870425295,0.019480655566452024,0.0006906938830083479,0.88671875,0.0390625,0.0078125,28.204470961293538
ret_12h,Intraday momentum: 12-hour price return before the signal.,8,Q1,256,0.004260209003384817,0.002979544737859996,0.011357052210152596,-0.0020876511609171492,0.90234375,0.08203125,0.0078125,5.440110121253785
ret_12h,Intraday momentum: 12-hour price return before the signal.,8,Q2,255,0.005197967736647192,0.004384623228306461,0.013543862177910199,-0.00255966867652709,0.8901960784313725,0.08235294117647059,0.00784313725490196,5.291255974693668
ret_12h,Intraday momentum: 12-hour price return before the signal.,8,Q3,256,0.005438857360229374,0.0033576567678139657,0.014185212826925739,-0.0018137046254654231,0.8828125,0.07421875,0.01171875,7.821126233983996
ret_12h,Intraday momentum: 12-hour price return before the signal.,8,Q4,255,0.0047721178263861646,0.004460624598266794,0.01507917656979422,-0.0027141483121160526,0.8784313725490196,0.08235294117647059,0.0196078431372549,5.555767347893353
ret_12h,Intraday momentum: 12-hour price return before the signal.,8,Q5,256,0.009450076720259198,0.006664714356526602,0.02199318782879112,-0.0016907080281309728,0.8984375,0.0625,0.0078125,13.008270773460472
ret_12h,Intraday momentum: 12-hour price return before the signal.,16,Q1,256,0.005833900376003334,0.0037416564003438513,0.014923110942988106,-0.004200347213150033,0.91015625,0.08203125,0.0078125,3.552827941525477
ret_12h,Intraday momentum: 12-hour price return before the signal.,16,Q2,255,0.005003208702118208,0.003514118475393957,0.016465584783532803,-0.00539293460726294,0.8941176470588236,0.09019607843137255,0.00784313725490196,3.0531771628303748
ret_12h,Intraday momentum: 12-hour price return before the signal.,16,Q3,256,0.005429088908771727,0.0033554844650443005,0.016681194198860348,-0.00447580138519443,0.8984375,0.08203125,0.01171875,3.726973733472696
ret_12h,Intraday momentum: 12-hour price return before the signal.,16,Q4,255,0.005389740898701962,0.004549481413279377,0.018075649550302376,-0.005783115286460095,0.8823529411764706,0.09019607843137255,0.0196078431372549,3.125590387696848
ret_12h,Intraday momentum: 12-hour price return before the signal.,16,Q5,256,0.010462960287126294,0.007366923990279495,0.025679417903022875,-0.004765463427613493,0.90625,0.078125,0.0078125,5.388650714267033
ret_12h,Intraday momentum: 12-hour price return before the signal.,32,Q1,256,0.006795456584426086,0.0036461103994070987,0.01914561705016056,-0.007137667654000221,0.91015625,0.08203125,0.0078125,2.6823351798161443
ret_12h,Intraday momentum: 12-hour price return before the signal.,32,Q2,255,0.004779956234520772,0.003523112700975828,0.019823867772778583,-0.009194655400107504,0.8980392156862745,0.09411764705882353,0.00784313725490196,2.156020743588368
ret_12h,Intraday momentum: 12-hour price return before the signal.,32,Q3,256,0.005169504368283821,0.0033258550699565292,0.021401219168339817,-0.009824478460751847,0.90234375,0.0859375,0.01171875,2.1783567701671185
ret_12h,Intraday momentum: 12-hour price return before the signal.,32,Q4,255,0.0061264678493191125,0.0046662170285765026,0.0230547408253876,-0.011031441668117783,0.8862745098039215,0.09019607843137255,0.0196078431372549,2.0899118645587933
ret_12h,Intraday momentum: 12-hour price return before the signal.,32,Q5,256,0.011044531368502464,0.007666365228241712,0.03073417308031136,-0.009002553938598341,0.90625,0.078125,0.0078125,3.4139393432055942
ret_24h,Daily momentum: 24-hour price return before the signal.,1,Q1,255,0.004068753905240109,0.0031268129864454597,0.0075490097110535595,0.0017163119942738404,0.8235294117647058,0.023529411764705882,0.011764705882352941,4.398390115689597
ret_24h,Daily momentum: 24-hour price return before the signal.,1,Q2,254,0.005930142636327459,0.0050614593923939966,0.00940636823141848,0.002982024906981502,0.8267716535433071,0.007874015748031496,0.003937007874015748,3.1543560247925284
ret_24h,Daily momentum: 24-hour price return before the signal.,1,Q3,254,0.005945208272151476,0.0048025696229639925,0.00969264586056785,0.0026299589070942933,0.7834645669291339,0.007874015748031496,0.015748031496062992,3.685474261374204
ret_24h,Daily momentum: 24-hour price return before the signal.,1,Q4,254,0.00607094497650208,0.004869112263656716,0.010348659139150276,0.002689988827208522,0.7716535433070866,0.015748031496062992,0.015748031496062992,3.847101160598267
ret_24h,Daily momentum: 24-hour price return before the signal.,1,Q5,255,0.008672743445943872,0.006754765736564083,0.014357502476862086,0.004239295435351744,0.8117647058823529,0.0196078431372549,0.00784313725490196,3.3867661963669704
ret_24h,Daily momentum: 24-hour price return before the signal.,4,Q1,255,0.003946816737407667,0.0032545743426783957,0.009816579627139131,-0.0008128219253830856,0.8784313725490196,0.07450980392156863,0.011764705882352941,12.077158994588569
ret_24h,Daily momentum: 24-hour price return before the signal.,4,Q2,254,0.005848509363459649,0.004827745094070246,0.012159300623849154,0.0006817439697835966,0.8700787401574803,0.06299212598425197,0.003937007874015748,17.835582216750424
ret_24h,Daily momentum: 24-hour price return before the signal.,4,Q3,254,0.0055150677912360925,0.004427776231123781,0.01210528700323725,-0.0001650728581566819,0.8779527559055118,0.03937007874015748,0.015748031496062992,73.332994523832
ret_24h,Daily momentum: 24-hour price return before the signal.,4,Q4,254,0.006603108157235986,0.004817843702281777,0.013804789984905553,-0.00013111013692193607,0.8582677165354331,0.05905511811023622,0.015748031496062992,105.29155341455424
ret_24h,Daily momentum: 24-hour price return before the signal.,4,Q5,255,0.008795426780075603,0.005629019753436992,0.018594598066974704,0.000435033032175558,0.8745098039215686,0.06666666666666667,0.00784313725490196,42.74295672212504
ret_24h,Daily momentum: 24-hour price return before the signal.,8,Q1,255,0.004377382093940703,0.0030521999205550543,0.012072152096496293,-0.002462987151742136,0.8901960784313725,0.08235294117647059,0.011764705882352941,4.901427150343574
ret_24h,Daily momentum: 24-hour price return before the signal.,8,Q2,254,0.006311996054754715,0.004858665767146553,0.014131993599722678,-0.0010977534100855958,0.8976377952755905,0.07480314960629922,0.003937007874015748,12.873559280149042
ret_24h,Daily momentum: 24-hour price return before the signal.,8,Q3,254,0.004932279914400276,0.0037923515516334882,0.013654669124384787,-0.0022817828390443214,0.8976377952755905,0.051181102362204724,0.015748031496062992,5.984210631588311
ret_24h,Daily momentum: 24-hour price return before the signal.,8,Q4,254,0.005458488095689321,0.004210196667264743,0.015500747907100038,-0.0026474694858912213,0.8779527559055118,0.09448818897637795,0.015748031496062992,5.8549297696181
ret_24h,Daily momentum: 24-hour price return before the signal.,8,Q5,255,0.008070076754163795,0.005791535527065683,0.020916528791858145,-0.0024195537362354325,0.8901960784313725,0.0784313725490196,0.00784313725490196,8.64478787084185
ret_24h,Daily momentum: 24-hour price return before the signal.,16,Q1,255,0.004624393524908585,0.0032432124381860383,0.014678863942118491,-0.004746780340973582,0.9019607843137255,0.08627450980392157,0.011764705882352941,3.0923832340444477
ret_24h,Daily momentum: 24-hour price return before the signal.,16,Q2,254,0.00694120043100349,0.005751920531218091,0.017644512618989132,-0.003421392625949227,0.905511811023622,0.07480314960629922,0.003937007874015748,5.15711423622241
ret_24h,Daily momentum: 24-hour price return before the signal.,16,Q3,254,0.005339089732406998,0.0031520562355676907,0.016604597154511225,-0.005146487374522795,0.905511811023622,0.07086614173228346,0.015748031496062992,3.226394227004371
ret_24h,Daily momentum: 24-hour price return before the signal.,16,Q4,254,0.0054446387761459625,0.0038587546111076287,0.018264079767538324,-0.00589352032435332,0.8818897637795275,0.10236220472440945,0.015748031496062992,3.0990102285839476
ret_24h,Daily momentum: 24-hour price return before the signal.,16,Q5,255,0.009695339313885346,0.004896570545856349,0.02477352572356596,-0.005472970641217055,0.8980392156862745,0.08627450980392157,0.00784313725490196,4.526522678012563
ret_24h,Daily momentum: 24-hour price return before the signal.,32,Q1,255,0.004403510307101028,0.0028465983150134377,0.01885700134830664,-0.009169658437346337,0.9019607843137255,0.08627450980392157,0.011764705882352941,2.0564562439431255
ret_24h,Daily momentum: 24-hour price return before the signal.,32,Q2,254,0.0070818113251299285,0.005508405299806007,0.021538907694937527,-0.0075781327752960665,0.9133858267716536,0.07874015748031496,0.003937007874015748,2.8422446971570823
ret_24h,Daily momentum: 24-hour price return before the signal.,32,Q3,254,0.00648241874891554,0.004556471367166082,0.02101800786225827,-0.008704400093854104,0.9094488188976378,0.07480314960629922,0.015748031496062992,2.414641748498947
ret_24h,Daily momentum: 24-hour price return before the signal.,32,Q4,254,0.006196187487984605,0.0037030882324239345,0.022471059990363137,-0.009806415076708276,0.8818897637795275,0.10236220472440945,0.015748031496062992,2.291465312715073
ret_24h,Daily momentum: 24-hour price return before the signal.,32,Q5,255,0.009434819674726085,0.006365707155707723,0.030168524071089504,-0.011090388500797762,0.8980392156862745,0.08627450980392157,0.00784313725490196,2.7202405099622435
breakout_distance_atr,Breakout extension: close distance beyond Donchian55 upper normalized by ATR.,1,Q1,256,0.0032862152526051333,0.002590901136784729,0.00701726052495481,0.0005403367019080479,0.62109375,0.0234375,0.015625,12.98682932359641
breakout_distance_atr,Breakout extension: close distance beyond Donchian55 upper normalized by ATR.,1,Q2,255,0.004324252336611475,0.0036244901073676505,0.008162027457541413,0.0010729848863380838,0.6705882352941176,0.03137254901960784,0.00784313725490196,7.606842893563053
breakout_distance_atr,Breakout extension: close distance beyond Donchian55 upper normalized by ATR.,1,Q3,256,0.004895751696684577,0.004182870557552842,0.008798513634247216,0.0017855210850439827,0.82421875,0.00390625,0.015625,4.927700774830381
