label,entry_mode,config_path,config_hash,git_commit,data_start,data_end,data_file_hash,run_timestamp,initial_balance,final_balance,total_return_pct,total_trades,win_rate_pct,gross_profit,gross_loss,net_profit,profit_factor,average_trade,median_trade,geometric_mean_trade_return_pct,longest_losing_streak,total_fee,total_slippage_cost,gross_profit_before_cost,gross_loss_before_cost,max_drawdown_pct,annualized_return_pct,calmar,avg_win,avg_loss,payoff_ratio,top_5_profit_contribution,top_10_profit_contribution,avg_mae_atr,avg_mfe_atr,longest_drawdown_duration_bars
B1,strong_breakout,/Users/muce/PycharmProjects/20260621/eth/configs/stage2_b1_frozen.json,2485d37826627208760ecfdd54cac391f2f7c0ac8f794df2360f3a863b552f0d,66dea51e969a477e48306587f786d39267c85583,2024-12-01 00:00:00+00:00,2025-12-12 20:00:00+00:00,08c8b402f15404c6fc9cb07a5a1f396a84460aa27bcae8a305aad1364f4b7d14,2026-06-24T14:22:59.480515+00:00,1000.0,1073.4631328612852,7.346313286128514,133,30.82706766917293,2481.391408633427,-2407.9282757721426,73.46313286128498,1.030508854271304,0.5523543824156765,-17.34290243845908,-0.09343836130678573,9,270.57179050469006,0.0,2566.376363688487,-2222.341440322512,-43.783898053607906,7.1289667800320755,0.1628216558357492,60.52174167398603,-26.173133432305896,2.3123613315356093,1311.8469930658116,1952.9311104435096,-2.0284420259379488,5.064631473039241,226159
B2,pullback_engulfing,/Users/muce/PycharmProjects/20260621/eth/configs/stage2_b2_frozen.json,bbffe1e16b31462558136968d192dd6099dbc4ec10d72e55d3df1da64a98303a,66dea51e969a477e48306587f786d39267c85583,2024-12-01 00:00:00+00:00,2025-12-12 20:00:00+00:00,08c8b402f15404c6fc9cb07a5a1f396a84460aa27bcae8a305aad1364f4b7d14,2026-06-24T14:23:14.516596+00:00,1000.0,1266.968768643501,26.696876864350116,78,33.33333333333333,1625.9722053499,-1359.0034367063986,266.96876864350145,1.1964445132607695,3.422676521070531,-15.802546934203498,0.20902203487664917,12,157.13020294821615,0.0,1680.8256457383984,-1256.7266741466806,-30.508366095252406,25.842630665138056,0.8470670171077954,62.53739251345769,-26.13468147512305,2.392889026521539,266.1328752112847,431.99330785219405,-1.838815551294413,4.771030587486267,162871
B3,bullish_hikkake,/Users/muce/PycharmProjects/20260621/eth/configs/stage2_b3_frozen.json,c44fc4b6e908c55c5ca3c22d9f4230c3afeb40a780cee0ec1d6a8bf61e0d8dec,66dea51e969a477e48306587f786d39267c85583,2024-12-01 00:00:00+00:00,2025-12-12 20:00:00+00:00,08c8b402f15404c6fc9cb07a5a1f396a84460aa27bcae8a305aad1364f4b7d14,2026-06-24T14:23:26.005626+00:00,1000.0,1878.6021309242835,87.86021309242835,40,42.5,1760.6712030814376,-882.0690721571536,878.6021309242838,1.9960695354340097,21.965053273107095,-16.973511599755135,1.7520748921073581,6,107.43677987728813,0.0,1807.6928391200502,-821.6539283184782,-21.649636858129305,84.5039876263229,3.9032519658449685,103.56889429890809,-38.35082922422407,2.7005646655871893,123.79422713088613,177.5796336100455,-1.6881368214879486,7.099228047841097,220295
