symbol,prototype,leverage_mode,stress_case,trade_count,total_return,max_drawdown,profit_factor,liquidation_count,final_equity,stress_status
ETHUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,fee_2x,179,82.81743278087107,-0.12208827644914477,3.8688569202692853,0,83817.43278087107,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,slippage_2x,179,102.44496420152329,-0.11667522965606536,4.211440357827022,0,103444.9642015233,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,entry_delay_1m,179,98.85205455460499,-0.11756863250605287,4.151054495833618,0,99852.05455460498,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,entry_delay_3m,179,69.09907706195553,-0.12646032481900205,3.6178598481401933,0,70099.07706195553,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,exit_delay_1m,179,98.84321902286258,-0.11757086778877157,4.1509051689343455,0,99843.21902286258,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,exit_delay_3m,179,69.04321683861899,-0.12648025994555945,3.6167856340789246,0,70043.21683861899,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,liquidation_price_up_10pct,179,118.17373359821069,-0.11308899398343275,4.464114854836432,0,119173.73359821069,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,liquidation_price_up_20pct,179,118.17373359821069,-0.11308899398343275,4.464114854836432,0,119173.73359821069,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_3x,fee_2x,179,583.9199431019294,-0.17887706250307156,3.6419363981680313,0,584919.9431019295,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_3x,slippage_2x,179,798.6092780120844,-0.17116946174914305,3.9724750123899204,0,799609.2780120843,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_3x,entry_delay_1m,179,757.7252930669795,-0.17244286301566236,3.914010083268086,0,758725.2930669795,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_3x,entry_delay_3m,179,447.59123151616546,-0.18508725923949199,3.4016555315711234,0,448591.2315161655,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_3x,exit_delay_1m,179,757.6256140845747,-0.17244604837809097,3.913865602207011,0,758625.6140845747,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_3x,exit_delay_3m,179,447.0600662191322,-0.18511554793871876,3.4006312968861603,0,448060.06621913216,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_3x,liquidation_price_up_10pct,179,985.5534739025991,-0.16605248199998568,4.216677777429399,0,986553.4739025991,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_3x,liquidation_price_up_20pct,179,985.5534739025991,-0.16605248199998568,4.216677777429399,0,986553.4739025991,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_5x,fee_2x,179,18947.04533366904,-0.28439900023902975,3.3788051376145245,0,18948045.33366904,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_5x,slippage_2x,179,31653.62634695404,-0.2728547404302224,3.7120411459766673,0,31654626.34695404,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_5x,entry_delay_1m,179,29044.69800102542,-0.2747660377728376,3.652802237812166,0,29045698.00102542,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_5x,entry_delay_3m,179,12263.231444085131,-0.2936533736950636,3.1390886324736527,0,12264231.444085132,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_5x,exit_delay_1m,179,29038.443815266255,-0.27477081670944703,3.652655986735079,0,29039443.815266255,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_5x,exit_delay_3m,179,12239.393127375928,-0.2936954429710801,3.138072746320363,0,12240393.127375929,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_5x,liquidation_price_up_10pct,179,44657.24659228462,-0.26515763467603237,3.9589601756609354,0,44658246.59228462,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_5x,liquidation_price_up_20pct,179,44657.24659228462,-0.26515763467603237,3.9589601756609354,0,44658246.59228462,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_8x,fee_2x,179,1548806.6718453679,-0.4238540888587401,3.2047048031700633,0,1548807671.845368,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_8x,slippage_2x,179,3474716.94633454,-0.4082335941639603,3.5595049564241155,0,3474717946.33454,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_8x,entry_delay_1m,179,3035434.7743352987,-0.41082854181356865,3.496142539604862,0,3035435774.3352985,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_8x,entry_delay_3m,179,781455.4896743026,-0.43627384636604194,2.9518355886967296,0,781456489.6743026,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_8x,exit_delay_1m,179,3034407.6574616935,-0.41083502554476414,3.495986252956764,0,3034408657.4616933,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_8x,exit_delay_3m,179,779062.7683456965,-0.43633011857866655,2.950769135111053,0,779063768.3456964,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_8x,liquidation_price_up_10pct,179,5965027.860836803,-0.3977464628335763,3.8229134527915036,0,5965028860.836803,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_8x,liquidation_price_up_20pct,179,5965027.860836803,-0.3977464628335763,3.8229134527915036,0,5965028860.836803,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_10x,fee_2x,179,18708318.242826845,-0.5052509636230864,3.1336411565044755,0,18708319242.826847,stress_fragile
ETHUSDT,P4_BREAKOUT_TOP20,fixed_10x,slippage_2x,179,51009891.91549856,-0.48788393314717693,3.502740741850007,0,51009892915.498566,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_10x,entry_delay_1m,179,43139935.707829334,-0.4907760416220375,3.4366864245446878,0,43139936707.82933,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_10x,entry_delay_3m,179,8006548.561001672,-0.5189779137264698,2.8717575338176347,0,8006549561.001673,stress_fragile
ETHUSDT,P4_BREAKOUT_TOP20,fixed_10x,exit_delay_1m,179,43121836.56549783,-0.49078326417546136,3.436523571254179,0,43121837565.49783,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_10x,exit_delay_3m,179,7976102.560899029,-0.5190399603679807,2.8706552970153663,0,7976103560.899029,stress_fragile
ETHUSDT,P4_BREAKOUT_TOP20,fixed_10x,liquidation_price_up_10pct,179,99652086.27228674,-0.47616629480446604,3.7769537896834624,0,99652087272.28674,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,fixed_10x,liquidation_price_up_20pct,179,99652086.27228674,-0.47616629480446604,3.7769537896834624,0,99652087272.28674,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_3x_8x_v1,fee_2x,179,1679.2679476692858,-0.20871209954823444,2.826389940584759,0,1680267.9476692858,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_3x_8x_v1,slippage_2x,179,2526.8294551651315,-0.20871727190740397,2.813396649732804,0,2527829.4551651315,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_3x_8x_v1,entry_delay_1m,179,2000.2747045967205,-0.2100746174807493,2.593057335548258,0,2001274.7045967206,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_3x_8x_v1,entry_delay_3m,179,1042.846746184447,-0.21499757680827847,2.5473321440930143,0,1043846.7461844471,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_3x_8x_v1,exit_delay_1m,179,1999.8996968920028,-0.21007801297772,2.5929712043837103,0,2000899.6968920028,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_3x_8x_v1,exit_delay_3m,179,1041.1613100986594,-0.2150262851906808,2.546627299184323,0,1042161.3100986595,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_3x_8x_v1,liquidation_price_up_10pct,179,3654.3577488685382,-0.20326418799500068,2.907239464202721,0,3655357.748868538,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_3x_8x_v1,liquidation_price_up_20pct,179,3654.3577488685382,-0.20326418799500068,2.907239464202721,0,3655357.748868538,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_4x_10x_v1,fee_2x,179,3023.5570190366643,-0.23708119414308304,2.5862978175645694,0,3024557.019036664,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_4x_10x_v1,slippage_2x,179,10087.74073158138,-0.22871821931585834,2.907872730644863,0,10088740.73158138,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_4x_10x_v1,entry_delay_1m,179,7517.658047130054,-0.23009542257599147,2.7398539188143185,0,7518658.047130054,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_4x_10x_v1,entry_delay_3m,179,1407.5592046670902,-0.2437916461815819,2.430884196207562,0,1408559.2046670902,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_4x_10x_v1,exit_delay_1m,179,7516.056426566299,-0.23009886808011015,2.739765522553544,0,7517056.426566299,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_4x_10x_v1,exit_delay_3m,179,1405.1854553416074,-0.2438223313563157,2.4303223201531328,0,1406185.4553416073,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_4x_10x_v1,liquidation_price_up_10pct,179,14573.285907786658,-0.2231880166192053,2.7817721652858305,0,14574285.907786658,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_4x_10x_v1,liquidation_price_up_20pct,179,14573.285907786658,-0.2231880166192053,2.7817721652858305,0,14574285.907786658,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_5x_12x_v1,fee_2x,179,4485.469460849422,-0.24492157629999933,2.3333895752833955,0,4486469.460849422,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_5x_12x_v1,slippage_2x,179,8355.221026537929,-0.2362167445748138,2.4965932218463553,0,8356221.026537929,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_5x_12x_v1,entry_delay_1m,179,7616.516579737335,-0.23764905174892204,2.4698227430640634,0,7617516.5797373345,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_5x_12x_v1,entry_delay_3m,179,917.8000051592741,-0.27667678463461753,1.9179374702411482,0,918800.0051592741,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_5x_12x_v1,exit_delay_1m,179,7614.845978348942,-0.2376526355728109,2.469756495229638,0,7615845.978348942,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_5x_12x_v1,exit_delay_3m,179,916.2123502113155,-0.2767823567607761,1.9175769647544176,0,917212.3502113156,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_5x_12x_v1,liquidation_price_up_10pct,179,16296.874857069448,-0.23480683780760692,2.5618088403674397,0,16297874.857069448,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_5x_12x_v1,liquidation_price_up_20pct,179,16296.874857069448,-0.23480683780760692,2.5618088403674397,0,16297874.857069448,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,fee_2x,198,70.57541281487352,-0.12718053734401902,2.9809683617802922,0,71575.41281487352,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,slippage_2x,198,89.39210839289254,-0.11667522965606547,3.213623081556465,0,90392.10839289254,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,entry_delay_1m,198,85.92046312681923,-0.11756863250605276,3.172956469028492,0,86920.46312681923,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,entry_delay_3m,198,57.7357602666764,-0.1375762479184427,2.807447825343153,0,58735.7602666764,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,exit_delay_1m,198,85.91194220613777,-0.11757086778877146,3.172855723291782,0,86911.94220613777,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,exit_delay_3m,198,57.683908146745765,-0.13762314282547927,2.8066997235410494,0,58683.908146745765,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,liquidation_price_up_10pct,198,104.73843248612908,-0.11308899398343275,3.383068808743982,0,105738.43248612908,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,liquidation_price_up_20pct,198,104.73843248612908,-0.11308899398343275,3.383068808743982,0,105738.43248612908,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_3x,fee_2x,198,451.89063668344056,-0.18899838851369077,2.8343531851155066,0,452890.63668344053,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_3x,slippage_2x,198,639.9966308164938,-0.17116946174914305,3.0606531304304867,0,640996.6308164939,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_3x,entry_delay_1m,198,603.7343605544057,-0.1739849972661942,3.02097390615702,0,604734.3605544057,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_3x,entry_delay_3m,198,336.5345120804727,-0.20353776332311813,2.666752518647322,0,337534.5120804727,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_3x,exit_delay_1m,198,603.6462065592741,-0.17399252067831072,3.0208756650011748,0,604646.2065592741,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_3x,exit_delay_3m,198,336.09107257218596,-0.20360318265857047,2.6660324477432327,0,337091.07257218595,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_3x,liquidation_price_up_10pct,198,808.2772221512487,-0.16605248199998557,3.2258935974388185,0,809277.2221512487,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_3x,liquidation_price_up_20pct,198,808.2772221512487,-0.16605248199998557,3.2258935974388185,0,809277.2221512487,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_5x,fee_2x,198,11657.170178422486,-0.3073748468849512,2.6472388490723993,0,11658170.178422486,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_5x,slippage_2x,198,20654.22409568526,-0.28114667766685786,2.8768565224464187,0,20655224.09568526,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_5x,entry_delay_1m,198,18768.490951386688,-0.2855514083759175,2.8363599608277426,0,18769490.951386686,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_5x,entry_delay_3m,198,7188.241787780695,-0.3282460441519879,2.4793608066277772,0,7189241.787780695,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_5x,exit_delay_1m,198,18763.99272549137,-0.285562402331913,2.836259812314078,0,18764992.72549137,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_5x,exit_delay_3m,198,7172.6896793383,-0.3283394590269627,2.4786442863499016,0,7173689.679338301,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_5x,liquidation_price_up_10pct,198,30295.058024569862,-0.2651576346760325,3.045692884060327,0,30296058.02456986,stress_pass
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_5x,liquidation_price_up_20pct,198,30295.058024569862,-0.2651576346760325,3.045692884060327,0,30296058.02456986,stress_pass
