path,timestamp_column,row_count,start_utc,end_utc,has_rows_after_discovery_end,oos_rows_after_discovery_end,oos_start_utc,oos_end_utc,oos_coverage_days,candidate_status
/Users/muce/1m_data/2024_validation_1m/ETHUSDT.csv,timestamp,527040,2024-01-01T00:00:00+00:00,2024-12-31T23:59:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/2024_validation_1m/NEIROETHUSDT.csv,timestamp,167640,2024-09-06T14:00:00+00:00,2024-12-31T23:59:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/enriched/ETHUSDT.csv,timestamp,586146,2024-12-01T00:00:00+00:00,2026-01-12T01:05:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/enriched/NEIROETHUSDT.csv,timestamp,586142,2024-12-01T00:00:00+00:00,2026-01-12T01:01:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/klines_data_usdm_1s_agg/ETHUSDT_1s_agg/ETHUSDT_1s_20251207.csv,ts_sec,86400,1970-01-01T00:29:25.065600+00:00,1970-01-01T00:29:25.151999+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/klines_data_usdm_1s_agg/ETHUSDT_1s_agg/ETHUSDT_1s_20251208.csv,ts_sec,86400,1970-01-01T00:29:25.152000+00:00,1970-01-01T00:29:25.238399+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/klines_data_usdm_1s_agg/ETHUSDT_1s_agg/ETHUSDT_1s_20251209.csv,ts_sec,86400,1970-01-01T00:29:25.238400+00:00,1970-01-01T00:29:25.324799+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/klines_data_usdm_1s_agg/ETHUSDT_1s_agg/ETHUSDT_1s_20251210.csv,ts_sec,86400,1970-01-01T00:29:25.324800+00:00,1970-01-01T00:29:25.411199+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/klines_data_usdm_1s_agg/ETHUSDT_1s_agg/ETHUSDT_1s_20251211.csv,ts_sec,86400,1970-01-01T00:29:25.411200+00:00,1970-01-01T00:29:25.497599+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/klines_data_usdm_1s_agg/ETHUSDT_1s_agg/ETHUSDT_1s_20251212.csv,ts_sec,86400,1970-01-01T00:29:25.497600+00:00,1970-01-01T00:29:25.583999+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/klines_data_usdm_1s_agg/ETHUSDT_1s_agg/ETHUSDT_1s_20251213.csv,ts_sec,86400,1970-01-01T00:29:25.584000+00:00,1970-01-01T00:29:25.670399+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/klines_data_usdm_1s_agg/ETHUSDT_1s_agg/ETHUSDT_1s_20251214.csv,ts_sec,86400,1970-01-01T00:29:25.670400+00:00,1970-01-01T00:29:25.756799+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/klines_data_usdm_1s_agg/ETHUSDT_1s_agg/ETHUSDT_1s_20251215.csv,ts_sec,86400,1970-01-01T00:29:25.756800+00:00,1970-01-01T00:29:25.843199+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/klines_data_usdm_1s_agg/ETHUSDT_1s_agg/ETHUSDT_1s_20251216.csv,ts_sec,86400,1970-01-01T00:29:25.843200+00:00,1970-01-01T00:29:25.929599+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/klines_data_usdm_1s_agg/ETHUSDT_1s_agg/ETHUSDT_1s_20251217.csv,ts_sec,86400,1970-01-01T00:29:25.929600+00:00,1970-01-01T00:29:26.015999+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/klines_data_usdm_1s_agg/ETHUSDT_1s_agg/ETHUSDT_1s_20251218.csv,ts_sec,86400,1970-01-01T00:29:26.016000+00:00,1970-01-01T00:29:26.102399+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/klines_data_usdm_1s_agg/ETHUSDT_1s_agg/ETHUSDT_1s_20251219.csv,ts_sec,86400,1970-01-01T00:29:26.102400+00:00,1970-01-01T00:29:26.188799+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/klines_data_usdm_1s_agg/ETHUSDT_1s_agg/ETHUSDT_1s_20251220.csv,ts_sec,86400,1970-01-01T00:29:26.188800+00:00,1970-01-01T00:29:26.275199+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/klines_data_usdm_1s_agg/ETHUSDT_1s_agg/ETHUSDT_1s_20251221.csv,ts_sec,86400,1970-01-01T00:29:26.275200+00:00,1970-01-01T00:29:26.361599+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/klines_data_usdm_1s_agg/ETHUSDT_1s_agg/ETHUSDT_1s_20251222.csv,ts_sec,86400,1970-01-01T00:29:26.361600+00:00,1970-01-01T00:29:26.447999+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/mark_price_1m/ETHUSDT.csv,timestamp,590989,2024-12-01T00:00:00+00:00,2026-01-15T09:48:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/mark_price_1m/NEIROETHUSDT.csv,timestamp,590964,2024-12-01T00:00:00+00:00,2026-01-15T09:23:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/merged_1year_1m/ETHUSDT.csv,timestamp,591907,2024-12-01T00:00:00+00:00,2026-01-16T01:06:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/merged_1year_1m/NEIROETHUSDT.csv,timestamp,591903,2024-12-01T00:00:00+00:00,2026-01-16T01:02:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/merged_backtest_data_1m/ETHUSDT_enriched.csv,timestamp,659586,2024-12-01T00:00:00+00:00,2026-03-04T01:05:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/new_backtest_data_1year_15m/ETHUSDTUSDT-251226.csv,timestamp,16106,2025-06-27T08:00:00+00:00,2025-12-12T02:15:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/new_backtest_data_1year_15m/ETHUSDTUSDT-260327.csv,timestamp,7371,2025-09-26T08:00:00+00:00,2025-12-12T02:30:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/new_backtest_data_1year_15m/ETHUSDTUSDT.csv,timestamp,36306,2024-11-28T20:45:00+00:00,2025-12-12T01:00:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/new_backtest_data_1year_15m/NEIROETHUSDTUSDT.csv,timestamp,36311,2024-11-28T20:45:00+00:00,2025-12-12T02:15:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/new_backtest_data_1year_1h/ETHUSDTUSDT-251226.csv,timestamp,4027,2025-06-27T08:00:00+00:00,2025-12-12T02:00:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/new_backtest_data_1year_1h/ETHUSDTUSDT-260327.csv,timestamp,1843,2025-09-26T08:00:00+00:00,2025-12-12T02:00:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/new_backtest_data_1year_1h/ETHUSDTUSDT.csv,timestamp,9078,2024-11-28T20:00:00+00:00,2025-12-12T01:00:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/new_backtest_data_1year_1h/NEIROETHUSDTUSDT.csv,timestamp,9079,2024-11-28T20:00:00+00:00,2025-12-12T02:00:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/new_backtest_data_1year_1m/ETHUSDT.csv,timestamp,825232,2024-12-01T00:00:00+00:00,2026-06-27T01:51:00+00:00,True,3706,2026-06-24T12:06:00+00:00,2026-06-27T01:51:00+00:00,2.5729166666666665,has_oos_rows
/Users/muce/1m_data/new_backtest_data_1year_1m/NEIROETHUSDT.csv,timestamp,825197,2024-12-01T00:00:00+00:00,2026-06-27T01:16:00+00:00,True,3671,2026-06-24T12:06:00+00:00,2026-06-27T01:16:00+00:00,2.548611111111111,has_oos_rows
/Users/muce/1m_data/new_backtest_data_1year_1m_副本/ETHUSDT.csv,timestamp,587586,2024-12-01T00:00:00+00:00,2026-01-13T01:05:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/new_backtest_data_1year_1m_副本/NEIROETHUSDT.csv,timestamp,587582,2024-12-01T00:00:00+00:00,2026-01-13T01:01:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/new_backtest_data_1year_3m/ETHUSDTUSDT-251226.csv,timestamp,80527,2025-06-27T08:09:00+00:00,2025-12-12T02:27:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/new_backtest_data_1year_3m/ETHUSDTUSDT-260327.csv,timestamp,36849,2025-09-26T08:06:00+00:00,2025-12-12T02:30:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/new_backtest_data_1year_3m/ETHUSDTUSDT.csv,timestamp,181522,2024-11-28T20:57:00+00:00,2025-12-12T01:00:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/new_backtest_data_1year_3m/NEIROETHUSDTUSDT.csv,timestamp,181549,2024-11-28T20:57:00+00:00,2025-12-12T02:21:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/new_backtest_data_1year_4h/ETHUSDTUSDT-251226.csv,timestamp,1007,2025-06-27T08:00:00+00:00,2025-12-12T00:00:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/new_backtest_data_1year_4h/ETHUSDTUSDT-260327.csv,timestamp,461,2025-09-26T08:00:00+00:00,2025-12-12T00:00:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/new_backtest_data_1year_4h/ETHUSDTUSDT.csv,timestamp,2270,2024-11-28T20:00:00+00:00,2025-12-12T00:00:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/new_backtest_data_1year_4h/NEIROETHUSDTUSDT.csv,timestamp,2270,2024-11-28T20:00:00+00:00,2025-12-12T00:00:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/old/new_backtest_data_1year_1m/ETHUSDT.csv,timestamp,563100,2024-12-01T00:00:00+00:00,2025-12-27T00:59:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/1m_data/old/new_backtest_data_1year_1m/NEIROETHUSDT.csv,timestamp,563100,2024-12-01T00:00:00+00:00,2025-12-27T00:59:00+00:00,False,0,,,0.0,no_oos_rows
/Users/muce/PycharmProjects/20260621/eth/analysis/results/candlestick_event_study/ETHUSDT_events.csv,symbol,0,,,False,0,,,0.0,unreadable_or_no_timestamp
/Users/muce/PycharmProjects/20260621/eth/analysis/results/candlestick_event_study/ETHUSDT_feature_quantiles.csv,feature,0,,,False,0,,,0.0,unreadable_or_no_timestamp
/Users/muce/PycharmProjects/20260621/eth/analysis/results/candlestick_event_study/ETHUSDT_summary.csv,dimension,0,,,False,0,,,0.0,unreadable_or_no_timestamp
/Users/muce/PycharmProjects/20260621/eth/backtest_results/stage2/data_audit/merged_ethusdt_1m.csv,timestamp,1303926,2024-01-01T00:00:00+00:00,2026-06-24T12:05:00+00:00,False,0,,,0.0,no_oos_rows
