symbol,event_time,known_funding_rate,next_realized,forward_1,spot_close_at_event,funding_period_start,funding_rate_known_at_entry,realized_funding_rate
ETHUSDT,2024-12-19 00:00:00+00:00,6.104e-05,7.438e-05,1.3340000000000004e-05,3634.51,2024-12-19 00:00:00+00:00,2024-12-19 00:00:00+00:00,7.438e-05
ETHUSDT,2024-12-19 08:00:00+00:00,7.438e-05,7.373e-05,-6.500000000000022e-07,3685.96,2024-12-19 08:00:00+00:00,2024-12-19 08:00:00+00:00,7.373e-05
ETHUSDT,2024-12-19 16:00:00+00:00,7.373e-05,0.0001,2.6270000000000004e-05,3608.31,2024-12-19 16:00:00+00:00,2024-12-19 16:00:00+00:00,0.0001
ETHUSDT,2024-12-20 00:00:00+00:00,0.0001,0.0001,0.0,3423.03,2024-12-20 00:00:00+00:00,2024-12-20 00:00:00+00:00,0.0001
ETHUSDT,2024-12-20 08:00:00.001000+00:00,0.0001,0.0001,0.0,3384.89,2024-12-20 08:00:00.001000+00:00,2024-12-20 08:00:00.001000+00:00,0.0001
ETHUSDT,2024-12-20 16:00:00.014000+00:00,0.0001,6.352e-05,-3.648e-05,3368.83,2024-12-20 16:00:00.014000+00:00,2024-12-20 16:00:00.014000+00:00,6.352e-05
ETHUSDT,2024-12-21 00:00:00+00:00,6.352e-05,0.0001,3.648e-05,3468.12,2024-12-21 00:00:00+00:00,2024-12-21 00:00:00+00:00,0.0001
ETHUSDT,2024-12-21 08:00:00+00:00,0.0001,0.0001,0.0,3521.72,2024-12-21 08:00:00+00:00,2024-12-21 08:00:00+00:00,0.0001
ETHUSDT,2024-12-21 16:00:00.001000+00:00,0.0001,0.0001,0.0,3386.13,2024-12-21 16:00:00.001000+00:00,2024-12-21 16:00:00.001000+00:00,0.0001
ETHUSDT,2024-12-22 00:00:00+00:00,0.0001,0.0001,0.0,3335.55,2024-12-22 00:00:00+00:00,2024-12-22 00:00:00+00:00,0.0001
ETHUSDT,2024-12-22 08:00:00+00:00,0.0001,5.37e-05,-4.630000000000001e-05,3335.69,2024-12-22 08:00:00+00:00,2024-12-22 08:00:00+00:00,5.37e-05
ETHUSDT,2024-12-22 16:00:00+00:00,5.37e-05,5.686e-05,3.1600000000000036e-06,3298.22,2024-12-22 16:00:00+00:00,2024-12-22 16:00:00+00:00,5.686e-05
ETHUSDT,2024-12-23 00:00:00+00:00,5.686e-05,5.398e-05,-2.8799999999999995e-06,3280.34,2024-12-23 00:00:00+00:00,2024-12-23 00:00:00+00:00,5.398e-05
ETHUSDT,2024-12-23 08:00:00+00:00,5.398e-05,8.674e-05,3.276e-05,3303.61,2024-12-23 08:00:00+00:00,2024-12-23 08:00:00+00:00,8.674e-05
ETHUSDT,2024-12-23 16:00:00.001000+00:00,8.674e-05,0.0001,1.3260000000000005e-05,3272.02,2024-12-23 16:00:00.001000+00:00,2024-12-23 16:00:00.001000+00:00,0.0001
ETHUSDT,2024-12-24 00:00:00+00:00,0.0001,8.121e-05,-1.879e-05,3417.36,2024-12-24 00:00:00+00:00,2024-12-24 00:00:00+00:00,8.121e-05
ETHUSDT,2024-12-24 08:00:00+00:00,8.121e-05,2.757e-05,-5.364000000000001e-05,3398.87,2024-12-24 08:00:00+00:00,2024-12-24 08:00:00+00:00,2.757e-05
ETHUSDT,2024-12-24 16:00:00.001000+00:00,2.757e-05,4.454e-05,1.697e-05,3490.49,2024-12-24 16:00:00.001000+00:00,2024-12-24 16:00:00.001000+00:00,4.454e-05
ETHUSDT,2024-12-25 00:00:00.001000+00:00,4.454e-05,6.55e-05,2.096000000000001e-05,3489.01,2024-12-25 00:00:00.001000+00:00,2024-12-25 00:00:00.001000+00:00,6.55e-05
ETHUSDT,2024-12-25 08:00:00+00:00,6.55e-05,1.254e-05,-5.296000000000001e-05,3487.13,2024-12-25 08:00:00+00:00,2024-12-25 08:00:00+00:00,1.254e-05
ETHUSDT,2024-12-25 16:00:00+00:00,1.254e-05,0.0001,8.746e-05,3474.75,2024-12-25 16:00:00+00:00,2024-12-25 16:00:00+00:00,0.0001
ETHUSDT,2024-12-26 00:00:00+00:00,0.0001,0.0001,0.0,3495.28,2024-12-26 00:00:00+00:00,2024-12-26 00:00:00+00:00,0.0001
ETHUSDT,2024-12-26 08:00:00+00:00,0.0001,6.305e-05,-3.6950000000000004e-05,3423.14,2024-12-26 08:00:00+00:00,2024-12-26 08:00:00+00:00,6.305e-05
ETHUSDT,2024-12-26 16:00:00+00:00,6.305e-05,0.0001,3.6950000000000004e-05,3343.55,2024-12-26 16:00:00+00:00,2024-12-26 16:00:00+00:00,0.0001
ETHUSDT,2024-12-27 00:00:00+00:00,0.0001,8.428e-05,-1.5720000000000005e-05,3334.73,2024-12-27 00:00:00+00:00,2024-12-27 00:00:00+00:00,8.428e-05
ETHUSDT,2024-12-27 08:00:00+00:00,8.428e-05,5.349e-05,-3.079e-05,3338.3,2024-12-27 08:00:00+00:00,2024-12-27 08:00:00+00:00,5.349e-05
ETHUSDT,2024-12-27 16:00:00+00:00,5.349e-05,0.0001,4.651000000000001e-05,3327.92,2024-12-27 16:00:00+00:00,2024-12-27 16:00:00+00:00,0.0001
ETHUSDT,2024-12-28 00:00:00.001000+00:00,0.0001,0.0001,0.0,3333.71,2024-12-28 00:00:00.001000+00:00,2024-12-28 00:00:00.001000+00:00,0.0001
ETHUSDT,2024-12-28 08:00:00+00:00,0.0001,9.336e-05,-6.640000000000004e-06,3335.24,2024-12-28 08:00:00+00:00,2024-12-28 08:00:00+00:00,9.336e-05
ETHUSDT,2024-12-28 16:00:00+00:00,9.336e-05,5.941e-05,-3.395e-05,3366.44,2024-12-28 16:00:00+00:00,2024-12-28 16:00:00+00:00,5.941e-05
ETHUSDT,2024-12-29 00:00:00+00:00,5.941e-05,5.146e-05,-7.950000000000004e-06,3400.71,2024-12-29 00:00:00+00:00,2024-12-29 00:00:00+00:00,5.146e-05
ETHUSDT,2024-12-29 08:00:00+00:00,5.146e-05,9.485e-05,4.339e-05,3405.22,2024-12-29 08:00:00+00:00,2024-12-29 08:00:00+00:00,9.485e-05
ETHUSDT,2024-12-29 16:00:00+00:00,9.485e-05,0.0001,5.150000000000003e-06,3373.46,2024-12-29 16:00:00+00:00,2024-12-29 16:00:00+00:00,0.0001
ETHUSDT,2024-12-30 00:00:00+00:00,0.0001,0.0001,0.0,3353.66,2024-12-30 00:00:00+00:00,2024-12-30 00:00:00+00:00,0.0001
ETHUSDT,2024-12-30 08:00:00.001000+00:00,0.0001,0.0001,0.0,3431.0,2024-12-30 08:00:00.001000+00:00,2024-12-30 08:00:00.001000+00:00,0.0001
ETHUSDT,2024-12-30 16:00:00+00:00,0.0001,0.0001,0.0,3321.5,2024-12-30 16:00:00+00:00,2024-12-30 16:00:00+00:00,0.0001
ETHUSDT,2024-12-31 00:00:00+00:00,0.0001,8.514e-05,-1.4860000000000003e-05,3359.01,2024-12-31 00:00:00+00:00,2024-12-31 00:00:00+00:00,8.514e-05
ETHUSDT,2024-12-31 08:00:00+00:00,8.514e-05,0.0001,1.4860000000000003e-05,3352.78,2024-12-31 08:00:00+00:00,2024-12-31 08:00:00+00:00,0.0001
ETHUSDT,2024-12-31 16:00:00+00:00,0.0001,0.0001,0.0,3409.71,2024-12-31 16:00:00+00:00,2024-12-31 16:00:00+00:00,0.0001
ETHUSDT,2025-01-01 00:00:00.015000+00:00,0.0001,0.0001,0.0,3337.25,2025-01-01 00:00:00.015000+00:00,2025-01-01 00:00:00.015000+00:00,0.0001
ETHUSDT,2025-01-01 08:00:00+00:00,0.0001,0.0001,0.0,3346.61,2025-01-01 08:00:00+00:00,2025-01-01 08:00:00+00:00,0.0001
ETHUSDT,2025-01-01 16:00:00.001000+00:00,0.0001,0.0001,0.0,3354.89,2025-01-01 16:00:00.001000+00:00,2025-01-01 16:00:00.001000+00:00,0.0001
ETHUSDT,2025-01-02 00:00:00+00:00,0.0001,0.0001,0.0,3359.95,2025-01-02 00:00:00+00:00,2025-01-02 00:00:00+00:00,0.0001
ETHUSDT,2025-01-02 08:00:00.006000+00:00,0.0001,0.0001,0.0,3423.25,2025-01-02 08:00:00.006000+00:00,2025-01-02 08:00:00.006000+00:00,0.0001
ETHUSDT,2025-01-02 16:00:00+00:00,0.0001,0.0001,0.0,3464.42,2025-01-02 16:00:00+00:00,2025-01-02 16:00:00+00:00,0.0001
ETHUSDT,2025-01-03 00:00:00+00:00,0.0001,0.0001,0.0,3454.0,2025-01-03 00:00:00+00:00,2025-01-03 00:00:00+00:00,0.0001
ETHUSDT,2025-01-03 08:00:00+00:00,0.0001,0.0001,0.0,3433.28,2025-01-03 08:00:00+00:00,2025-01-03 08:00:00+00:00,0.0001
ETHUSDT,2025-01-03 16:00:00+00:00,0.0001,0.0001,0.0,3567.86,2025-01-03 16:00:00+00:00,2025-01-03 16:00:00+00:00,0.0001
ETHUSDT,2025-01-04 00:00:00+00:00,0.0001,0.0001,0.0,3608.35,2025-01-04 00:00:00+00:00,2025-01-04 00:00:00+00:00,0.0001
ETHUSDT,2025-01-04 08:00:00+00:00,0.0001,0.0001,0.0,3594.54,2025-01-04 08:00:00+00:00,2025-01-04 08:00:00+00:00,0.0001
ETHUSDT,2025-01-04 16:00:00+00:00,0.0001,0.0001,0.0,3611.0,2025-01-04 16:00:00+00:00,2025-01-04 16:00:00+00:00,0.0001
ETHUSDT,2025-01-05 00:00:00+00:00,0.0001,0.0001,0.0,3656.48,2025-01-05 00:00:00+00:00,2025-01-05 00:00:00+00:00,0.0001
ETHUSDT,2025-01-05 08:00:00+00:00,0.0001,0.0001,0.0,3630.84,2025-01-05 08:00:00+00:00,2025-01-05 08:00:00+00:00,0.0001
ETHUSDT,2025-01-05 16:00:00+00:00,0.0001,0.0001,0.0,3625.52,2025-01-05 16:00:00+00:00,2025-01-05 16:00:00+00:00,0.0001
ETHUSDT,2025-01-06 00:00:00+00:00,0.0001,0.0001,0.0,3635.92,2025-01-06 00:00:00+00:00,2025-01-06 00:00:00+00:00,0.0001
ETHUSDT,2025-01-06 08:00:00.001000+00:00,0.0001,0.0001,0.0,3649.5,2025-01-06 08:00:00.001000+00:00,2025-01-06 08:00:00.001000+00:00,0.0001
ETHUSDT,2025-01-06 16:00:00+00:00,0.0001,0.0001,0.0,3710.07,2025-01-06 16:00:00+00:00,2025-01-06 16:00:00+00:00,0.0001
ETHUSDT,2025-01-07 00:00:00+00:00,0.0001,0.0001,0.0,3682.01,2025-01-07 00:00:00+00:00,2025-01-07 00:00:00+00:00,0.0001
ETHUSDT,2025-01-07 08:00:00+00:00,0.0001,0.0001,0.0,3666.39,2025-01-07 08:00:00+00:00,2025-01-07 08:00:00+00:00,0.0001
ETHUSDT,2025-01-07 16:00:00.008000+00:00,0.0001,9.658e-05,-3.4200000000000045e-06,3449.54,2025-01-07 16:00:00.008000+00:00,2025-01-07 16:00:00.008000+00:00,9.658e-05
ETHUSDT,2025-01-08 00:00:00.001000+00:00,9.658e-05,0.0001,3.4200000000000045e-06,3384.27,2025-01-08 00:00:00.001000+00:00,2025-01-08 00:00:00.001000+00:00,0.0001
ETHUSDT,2025-01-08 08:00:00+00:00,0.0001,0.0001,0.0,3354.3,2025-01-08 08:00:00+00:00,2025-01-08 08:00:00+00:00,0.0001
ETHUSDT,2025-01-08 16:00:00+00:00,0.0001,6.609e-05,-3.3910000000000006e-05,3340.69,2025-01-08 16:00:00+00:00,2025-01-08 16:00:00+00:00,6.609e-05
ETHUSDT,2025-01-09 00:00:00+00:00,6.609e-05,0.0001,3.3910000000000006e-05,3324.81,2025-01-09 00:00:00+00:00,2025-01-09 00:00:00+00:00,0.0001
ETHUSDT,2025-01-09 08:00:00+00:00,0.0001,0.0001,0.0,3289.83,2025-01-09 08:00:00+00:00,2025-01-09 08:00:00+00:00,0.0001
ETHUSDT,2025-01-09 16:00:00+00:00,0.0001,7.573e-05,-2.427000000000001e-05,3318.0,2025-01-09 16:00:00+00:00,2025-01-09 16:00:00+00:00,7.573e-05
ETHUSDT,2025-01-10 00:00:00+00:00,7.573e-05,6.162e-05,-1.4109999999999999e-05,3222.03,2025-01-10 00:00:00+00:00,2025-01-10 00:00:00+00:00,6.162e-05
ETHUSDT,2025-01-10 08:00:00+00:00,6.162e-05,0.0001,3.838000000000001e-05,3296.58,2025-01-10 08:00:00+00:00,2025-01-10 08:00:00+00:00,0.0001
ETHUSDT,2025-01-10 16:00:00+00:00,0.0001,6.574e-05,-3.426e-05,3239.89,2025-01-10 16:00:00+00:00,2025-01-10 16:00:00+00:00,6.574e-05
ETHUSDT,2025-01-11 00:00:00+00:00,6.574e-05,5.65e-05,-9.240000000000006e-06,3265.0,2025-01-11 00:00:00+00:00,2025-01-11 00:00:00+00:00,5.65e-05
ETHUSDT,2025-01-11 08:00:00+00:00,5.65e-05,0.0001,4.350000000000001e-05,3235.68,2025-01-11 08:00:00+00:00,2025-01-11 08:00:00+00:00,0.0001
ETHUSDT,2025-01-11 16:00:00+00:00,0.0001,0.0001,0.0,3271.71,2025-01-11 16:00:00+00:00,2025-01-11 16:00:00+00:00,0.0001
ETHUSDT,2025-01-12 00:00:00+00:00,0.0001,0.0001,0.0,3282.4,2025-01-12 00:00:00+00:00,2025-01-12 00:00:00+00:00,0.0001
ETHUSDT,2025-01-12 08:00:00+00:00,0.0001,8.134e-05,-1.866e-05,3264.73,2025-01-12 08:00:00+00:00,2025-01-12 08:00:00+00:00,8.134e-05
ETHUSDT,2025-01-12 16:00:00+00:00,8.134e-05,0.0001,1.866e-05,3286.66,2025-01-12 16:00:00+00:00,2025-01-12 16:00:00+00:00,0.0001
ETHUSDT,2025-01-13 00:00:00+00:00,0.0001,9.353e-05,-6.470000000000011e-06,3269.5,2025-01-13 00:00:00+00:00,2025-01-13 00:00:00+00:00,9.353e-05
ETHUSDT,2025-01-13 08:00:00+00:00,9.353e-05,3.392e-05,-5.9609999999999993e-05,3202.29,2025-01-13 08:00:00+00:00,2025-01-13 08:00:00+00:00,3.392e-05
ETHUSDT,2025-01-13 16:00:00+00:00,3.392e-05,5.423e-05,2.031e-05,3040.62,2025-01-13 16:00:00+00:00,2025-01-13 16:00:00+00:00,5.423e-05
ETHUSDT,2025-01-14 00:00:00+00:00,5.423e-05,7.452e-05,2.0289999999999997e-05,3136.6,2025-01-14 00:00:00+00:00,2025-01-14 00:00:00+00:00,7.452e-05
ETHUSDT,2025-01-14 08:00:00+00:00,7.452e-05,7.652e-05,2.000000000000008e-06,3169.2,2025-01-14 08:00:00+00:00,2025-01-14 08:00:00+00:00,7.652e-05
ETHUSDT,2025-01-14 16:00:00+00:00,7.652e-05,4.503e-05,-3.1490000000000005e-05,3195.71,2025-01-14 16:00:00+00:00,2025-01-14 16:00:00+00:00,4.503e-05
ETHUSDT,2025-01-15 00:00:00+00:00,4.503e-05,5.924e-05,1.4210000000000001e-05,3224.85,2025-01-15 00:00:00+00:00,2025-01-15 00:00:00+00:00,5.924e-05
ETHUSDT,2025-01-15 08:00:00+00:00,5.924e-05,5.443e-05,-4.810000000000003e-06,3228.82,2025-01-15 08:00:00+00:00,2025-01-15 08:00:00+00:00,5.443e-05
ETHUSDT,2025-01-15 16:00:00+00:00,5.443e-05,0.0001,4.5570000000000006e-05,3338.64,2025-01-15 16:00:00+00:00,2025-01-15 16:00:00+00:00,0.0001
ETHUSDT,2025-01-16 00:00:00+00:00,0.0001,8.311e-05,-1.689000000000001e-05,3450.25,2025-01-16 00:00:00+00:00,2025-01-16 00:00:00+00:00,8.311e-05
ETHUSDT,2025-01-16 08:00:00+00:00,8.311e-05,5.275e-05,-3.0359999999999994e-05,3382.62,2025-01-16 08:00:00+00:00,2025-01-16 08:00:00+00:00,5.275e-05
ETHUSDT,2025-01-16 16:00:00+00:00,5.275e-05,0.0001,4.725e-05,3329.9,2025-01-16 16:00:00+00:00,2025-01-16 16:00:00+00:00,0.0001
ETHUSDT,2025-01-17 00:00:00.004000+00:00,0.0001,0.0001,0.0,3308.38,2025-01-17 00:00:00.004000+00:00,2025-01-17 00:00:00.004000+00:00,0.0001
ETHUSDT,2025-01-17 08:00:00+00:00,0.0001,0.0001,0.0,3374.51,2025-01-17 08:00:00+00:00,2025-01-17 08:00:00+00:00,0.0001
ETHUSDT,2025-01-17 16:00:00.008000+00:00,0.0001,0.0001,0.0,3420.41,2025-01-17 16:00:00.008000+00:00,2025-01-17 16:00:00.008000+00:00,0.0001
ETHUSDT,2025-01-18 00:00:00+00:00,0.0001,0.0001,0.0,3475.75,2025-01-18 00:00:00+00:00,2025-01-18 00:00:00+00:00,0.0001
ETHUSDT,2025-01-18 08:00:00.007000+00:00,0.0001,0.0001,0.0,3282.29,2025-01-18 08:00:00.007000+00:00,2025-01-18 08:00:00.007000+00:00,0.0001
ETHUSDT,2025-01-18 16:00:00+00:00,0.0001,0.0001,0.0,3310.92,2025-01-18 16:00:00+00:00,2025-01-18 16:00:00+00:00,0.0001
ETHUSDT,2025-01-19 00:00:00+00:00,0.0001,0.0001,0.0,3303.99,2025-01-19 00:00:00+00:00,2025-01-19 00:00:00+00:00,0.0001
ETHUSDT,2025-01-19 08:00:00+00:00,0.0001,0.0001,0.0,3272.28,2025-01-19 08:00:00+00:00,2025-01-19 08:00:00+00:00,0.0001
ETHUSDT,2025-01-19 16:00:00+00:00,0.0001,0.0001,0.0,3390.0,2025-01-19 16:00:00+00:00,2025-01-19 16:00:00+00:00,0.0001
ETHUSDT,2025-01-20 00:00:00+00:00,0.0001,0.0001,0.0,3201.17,2025-01-20 00:00:00+00:00,2025-01-20 00:00:00+00:00,0.0001
ETHUSDT,2025-01-20 08:00:00.009000+00:00,0.0001,0.0001,0.0,3388.52,2025-01-20 08:00:00.009000+00:00,2025-01-20 08:00:00.009000+00:00,0.0001
ETHUSDT,2025-01-20 16:00:00+00:00,0.0001,0.0001,0.0,3337.09,2025-01-20 16:00:00+00:00,2025-01-20 16:00:00+00:00,0.0001
