symbol,event_time,known_funding_rate,next_realized,forward_1,spot_close_at_event,funding_period_start,funding_rate_known_at_entry,realized_funding_rate
ETHUSDT,2025-01-21 00:00:00+00:00,0.0001,0.0001,0.0,3283.82,2025-01-21 00:00:00+00:00,2025-01-21 00:00:00+00:00,0.0001
ETHUSDT,2025-01-21 08:00:00+00:00,0.0001,0.0001,0.0,3250.05,2025-01-21 08:00:00+00:00,2025-01-21 08:00:00+00:00,0.0001
ETHUSDT,2025-01-21 16:00:00+00:00,0.0001,0.0001,0.0,3291.32,2025-01-21 16:00:00+00:00,2025-01-21 16:00:00+00:00,0.0001
ETHUSDT,2025-01-22 00:00:00+00:00,0.0001,0.0001,0.0,3326.4,2025-01-22 00:00:00+00:00,2025-01-22 00:00:00+00:00,0.0001
ETHUSDT,2025-01-22 08:00:00+00:00,0.0001,0.0001,0.0,3290.94,2025-01-22 08:00:00+00:00,2025-01-22 08:00:00+00:00,0.0001
ETHUSDT,2025-01-22 16:00:00+00:00,0.0001,0.0001,0.0,3271.1,2025-01-22 16:00:00+00:00,2025-01-22 16:00:00+00:00,0.0001
ETHUSDT,2025-01-23 00:00:00.001000+00:00,0.0001,0.0001,0.0,3240.42,2025-01-23 00:00:00.001000+00:00,2025-01-23 00:00:00.001000+00:00,0.0001
ETHUSDT,2025-01-23 08:00:00+00:00,0.0001,0.0001,0.0,3230.85,2025-01-23 08:00:00+00:00,2025-01-23 08:00:00+00:00,0.0001
ETHUSDT,2025-01-23 16:00:00+00:00,0.0001,0.0001,0.0,3258.74,2025-01-23 16:00:00+00:00,2025-01-23 16:00:00+00:00,0.0001
ETHUSDT,2025-01-24 00:00:00+00:00,0.0001,0.0001,0.0,3342.57,2025-01-24 00:00:00+00:00,2025-01-24 00:00:00+00:00,0.0001
ETHUSDT,2025-01-24 08:00:00+00:00,0.0001,0.0001,0.0,3383.69,2025-01-24 08:00:00+00:00,2025-01-24 08:00:00+00:00,0.0001
ETHUSDT,2025-01-24 16:00:00+00:00,0.0001,6.904e-05,-3.096e-05,3382.6,2025-01-24 16:00:00+00:00,2025-01-24 16:00:00+00:00,6.904e-05
ETHUSDT,2025-01-25 00:00:00+00:00,6.904e-05,7.065e-05,1.609999999999993e-06,3302.31,2025-01-25 00:00:00+00:00,2025-01-25 00:00:00+00:00,7.065e-05
ETHUSDT,2025-01-25 08:00:00+00:00,7.065e-05,8.41e-05,1.3450000000000002e-05,3288.25,2025-01-25 08:00:00+00:00,2025-01-25 08:00:00+00:00,8.41e-05
ETHUSDT,2025-01-25 16:00:00.001000+00:00,8.41e-05,9.663e-05,1.2530000000000004e-05,3331.62,2025-01-25 16:00:00.001000+00:00,2025-01-25 16:00:00.001000+00:00,9.663e-05
ETHUSDT,2025-01-26 00:00:00+00:00,9.663e-05,9.725e-05,6.200000000000042e-07,3317.57,2025-01-26 00:00:00+00:00,2025-01-26 00:00:00+00:00,9.725e-05
ETHUSDT,2025-01-26 08:00:00+00:00,9.725e-05,3.849e-05,-5.876000000000001e-05,3338.68,2025-01-26 08:00:00+00:00,2025-01-26 08:00:00+00:00,3.849e-05
ETHUSDT,2025-01-26 16:00:00+00:00,3.849e-05,-2.76e-06,-4.125e-05,3314.72,2025-01-26 16:00:00+00:00,2025-01-26 16:00:00+00:00,-2.76e-06
ETHUSDT,2025-01-27 00:00:00+00:00,-2.76e-06,3.922e-05,4.198e-05,3223.15,2025-01-27 00:00:00+00:00,2025-01-27 00:00:00+00:00,3.922e-05
ETHUSDT,2025-01-27 08:00:00+00:00,3.922e-05,3.069e-05,-8.530000000000001e-06,3068.73,2025-01-27 08:00:00+00:00,2025-01-27 08:00:00+00:00,3.069e-05
ETHUSDT,2025-01-27 16:00:00+00:00,3.069e-05,0.0001,6.931e-05,3126.53,2025-01-27 16:00:00+00:00,2025-01-27 16:00:00+00:00,0.0001
ETHUSDT,2025-01-28 00:00:00+00:00,0.0001,4.046e-05,-5.954e-05,3179.46,2025-01-28 00:00:00+00:00,2025-01-28 00:00:00+00:00,4.046e-05
ETHUSDT,2025-01-28 08:00:00+00:00,4.046e-05,5.904e-05,1.8579999999999995e-05,3193.62,2025-01-28 08:00:00+00:00,2025-01-28 08:00:00+00:00,5.904e-05
ETHUSDT,2025-01-28 16:00:00+00:00,5.904e-05,0.0001,4.096000000000001e-05,3180.56,2025-01-28 16:00:00+00:00,2025-01-28 16:00:00+00:00,0.0001
ETHUSDT,2025-01-29 00:00:00+00:00,0.0001,6.567e-05,-3.4330000000000005e-05,3077.2,2025-01-29 00:00:00+00:00,2025-01-29 00:00:00+00:00,6.567e-05
ETHUSDT,2025-01-29 08:00:00+00:00,6.567e-05,8.686e-05,2.1190000000000005e-05,3154.32,2025-01-29 08:00:00+00:00,2025-01-29 08:00:00+00:00,8.686e-05
ETHUSDT,2025-01-29 16:00:00+00:00,8.686e-05,2.287e-05,-6.399e-05,3098.4,2025-01-29 16:00:00+00:00,2025-01-29 16:00:00+00:00,2.287e-05
ETHUSDT,2025-01-30 00:00:00+00:00,2.287e-05,0.0001,7.713e-05,3114.93,2025-01-30 00:00:00+00:00,2025-01-30 00:00:00+00:00,0.0001
ETHUSDT,2025-01-30 08:00:00+00:00,0.0001,7.055e-05,-2.945000000000001e-05,3193.93,2025-01-30 08:00:00+00:00,2025-01-30 08:00:00+00:00,7.055e-05
ETHUSDT,2025-01-30 16:00:00+00:00,7.055e-05,9.386e-05,2.3310000000000006e-05,3257.2,2025-01-30 16:00:00+00:00,2025-01-30 16:00:00+00:00,9.386e-05
ETHUSDT,2025-01-31 00:00:00+00:00,9.386e-05,7.998e-05,-1.3879999999999996e-05,3248.07,2025-01-31 00:00:00+00:00,2025-01-31 00:00:00+00:00,7.998e-05
ETHUSDT,2025-01-31 08:00:00+00:00,7.998e-05,0.0001,2.002e-05,3238.82,2025-01-31 08:00:00+00:00,2025-01-31 08:00:00+00:00,0.0001
ETHUSDT,2025-01-31 16:00:00+00:00,0.0001,8.432e-05,-1.568e-05,3430.66,2025-01-31 16:00:00+00:00,2025-01-31 16:00:00+00:00,8.432e-05
ETHUSDT,2025-02-01 00:00:00+00:00,8.432e-05,9.742e-05,1.3099999999999993e-05,3295.98,2025-02-01 00:00:00+00:00,2025-02-01 00:00:00+00:00,9.742e-05
ETHUSDT,2025-02-01 08:00:00+00:00,9.742e-05,3.573e-05,-6.169e-05,3281.98,2025-02-01 08:00:00+00:00,2025-02-01 08:00:00+00:00,3.573e-05
ETHUSDT,2025-02-01 16:00:00+00:00,3.573e-05,7.609e-05,4.036e-05,3248.0,2025-02-01 16:00:00+00:00,2025-02-01 16:00:00+00:00,7.609e-05
ETHUSDT,2025-02-02 00:00:00.001000+00:00,7.609e-05,0.0001,2.3910000000000007e-05,3116.69,2025-02-02 00:00:00.001000+00:00,2025-02-02 00:00:00.001000+00:00,0.0001
ETHUSDT,2025-02-02 08:00:00+00:00,0.0001,2.6e-05,-7.400000000000001e-05,3095.81,2025-02-02 08:00:00+00:00,2025-02-02 08:00:00+00:00,2.6e-05
ETHUSDT,2025-02-02 16:00:00+00:00,2.6e-05,3.237e-05,6.369999999999998e-06,3078.93,2025-02-02 16:00:00+00:00,2025-02-02 16:00:00+00:00,3.237e-05
ETHUSDT,2025-02-03 00:00:00+00:00,3.237e-05,-0.00016657,-0.00019894,2867.72,2025-02-03 00:00:00+00:00,2025-02-03 00:00:00+00:00,-0.00016657
ETHUSDT,2025-02-03 08:00:00+00:00,-0.00016657,-0.00025121,-8.463999999999998e-05,2616.9,2025-02-03 08:00:00+00:00,2025-02-03 08:00:00+00:00,-0.00025121
ETHUSDT,2025-02-03 16:00:00+00:00,-0.00025121,-0.00010653,0.00014467999999999998,2703.15,2025-02-03 16:00:00+00:00,2025-02-03 16:00:00+00:00,-0.00010653
ETHUSDT,2025-02-04 00:00:00+00:00,-0.00010653,1.07e-05,0.00011723,2875.26,2025-02-04 00:00:00+00:00,2025-02-04 00:00:00+00:00,1.07e-05
ETHUSDT,2025-02-04 08:00:00.001000+00:00,1.07e-05,-8.177e-05,-9.247e-05,2700.0,2025-02-04 08:00:00.001000+00:00,2025-02-04 08:00:00.001000+00:00,-8.177e-05
ETHUSDT,2025-02-04 16:00:00+00:00,-8.177e-05,-8.329e-05,-1.519999999999999e-06,2781.27,2025-02-04 16:00:00+00:00,2025-02-04 16:00:00+00:00,-8.329e-05
ETHUSDT,2025-02-05 00:00:00.001000+00:00,-8.329e-05,5.754e-05,0.00014083,2736.58,2025-02-05 00:00:00.001000+00:00,2025-02-05 00:00:00.001000+00:00,5.754e-05
ETHUSDT,2025-02-05 08:00:00.001000+00:00,5.754e-05,-2.404e-05,-8.158e-05,2760.28,2025-02-05 08:00:00.001000+00:00,2025-02-05 08:00:00.001000+00:00,-2.404e-05
ETHUSDT,2025-02-05 16:00:00+00:00,-2.404e-05,4.939e-05,7.343e-05,2775.28,2025-02-05 16:00:00+00:00,2025-02-05 16:00:00+00:00,4.939e-05
ETHUSDT,2025-02-06 00:00:00.001000+00:00,4.939e-05,-5.35e-06,-5.474e-05,2793.76,2025-02-06 00:00:00.001000+00:00,2025-02-06 00:00:00.001000+00:00,-5.35e-06
ETHUSDT,2025-02-06 08:00:00.001000+00:00,-5.35e-06,-7.747e-05,-7.212000000000001e-05,2830.52,2025-02-06 08:00:00.001000+00:00,2025-02-06 08:00:00.001000+00:00,-7.747e-05
ETHUSDT,2025-02-06 16:00:00+00:00,-7.747e-05,2.439e-05,0.00010186,2701.58,2025-02-06 16:00:00+00:00,2025-02-06 16:00:00+00:00,2.439e-05
ETHUSDT,2025-02-07 00:00:00+00:00,2.439e-05,2.905e-05,4.660000000000003e-06,2690.28,2025-02-07 00:00:00+00:00,2025-02-07 00:00:00+00:00,2.905e-05
ETHUSDT,2025-02-07 08:00:00+00:00,2.905e-05,-1.197e-05,-4.1020000000000004e-05,2708.18,2025-02-07 08:00:00+00:00,2025-02-07 08:00:00+00:00,-1.197e-05
ETHUSDT,2025-02-07 16:00:00+00:00,-1.197e-05,-1.894e-05,-6.970000000000001e-06,2715.75,2025-02-07 16:00:00+00:00,2025-02-07 16:00:00+00:00,-1.894e-05
ETHUSDT,2025-02-08 00:00:00+00:00,-1.894e-05,9.532e-05,0.00011426000000000001,2614.77,2025-02-08 00:00:00+00:00,2025-02-08 00:00:00+00:00,9.532e-05
ETHUSDT,2025-02-08 08:00:00+00:00,9.532e-05,6.93e-05,-2.6019999999999998e-05,2628.69,2025-02-08 08:00:00+00:00,2025-02-08 08:00:00+00:00,6.93e-05
ETHUSDT,2025-02-08 16:00:00+00:00,6.93e-05,-3.64e-06,-7.294e-05,2602.39,2025-02-08 16:00:00+00:00,2025-02-08 16:00:00+00:00,-3.64e-06
ETHUSDT,2025-02-09 00:00:00+00:00,-3.64e-06,5.479e-05,5.843e-05,2632.06,2025-02-09 00:00:00+00:00,2025-02-09 00:00:00+00:00,5.479e-05
ETHUSDT,2025-02-09 08:00:00+00:00,5.479e-05,5.02e-05,-4.590000000000002e-06,2664.9,2025-02-09 08:00:00+00:00,2025-02-09 08:00:00+00:00,5.02e-05
ETHUSDT,2025-02-09 16:00:00+00:00,5.02e-05,9.11e-06,-4.109e-05,2653.01,2025-02-09 16:00:00+00:00,2025-02-09 16:00:00+00:00,9.11e-06
ETHUSDT,2025-02-10 00:00:00+00:00,9.11e-06,7.074e-05,6.163e-05,2628.35,2025-02-10 00:00:00+00:00,2025-02-10 00:00:00+00:00,7.074e-05
ETHUSDT,2025-02-10 08:00:00+00:00,7.074e-05,5.396e-05,-1.6780000000000005e-05,2637.5,2025-02-10 08:00:00+00:00,2025-02-10 08:00:00+00:00,5.396e-05
ETHUSDT,2025-02-10 16:00:00+00:00,5.396e-05,-5.72e-06,-5.968e-05,2658.21,2025-02-10 16:00:00+00:00,2025-02-10 16:00:00+00:00,-5.72e-06
ETHUSDT,2025-02-11 00:00:00+00:00,-5.72e-06,4.26e-05,4.832e-05,2663.22,2025-02-11 00:00:00+00:00,2025-02-11 00:00:00+00:00,4.26e-05
ETHUSDT,2025-02-11 08:00:00+00:00,4.26e-05,-1.236e-05,-5.496e-05,2710.89,2025-02-11 08:00:00+00:00,2025-02-11 08:00:00+00:00,-1.236e-05
ETHUSDT,2025-02-11 16:00:00+00:00,-1.236e-05,6.151e-05,7.387e-05,2658.25,2025-02-11 16:00:00+00:00,2025-02-11 16:00:00+00:00,6.151e-05
ETHUSDT,2025-02-12 00:00:00+00:00,6.151e-05,3.35e-05,-2.8009999999999998e-05,2597.6,2025-02-12 00:00:00+00:00,2025-02-12 00:00:00+00:00,3.35e-05
ETHUSDT,2025-02-12 08:00:00+00:00,3.35e-05,8.407e-05,5.057e-05,2618.7,2025-02-12 08:00:00+00:00,2025-02-12 08:00:00+00:00,8.407e-05
ETHUSDT,2025-02-12 16:00:00.001000+00:00,8.407e-05,9.54e-05,1.1330000000000002e-05,2603.51,2025-02-12 16:00:00.001000+00:00,2025-02-12 16:00:00.001000+00:00,9.54e-05
ETHUSDT,2025-02-13 00:00:00.001000+00:00,9.54e-05,0.0001,4.600000000000003e-06,2735.66,2025-02-13 00:00:00.001000+00:00,2025-02-13 00:00:00.001000+00:00,0.0001
ETHUSDT,2025-02-13 08:00:00+00:00,0.0001,1.027e-05,-8.973000000000001e-05,2678.87,2025-02-13 08:00:00+00:00,2025-02-13 08:00:00+00:00,1.027e-05
ETHUSDT,2025-02-13 16:00:00.001000+00:00,1.027e-05,2.39e-06,-7.879999999999999e-06,2643.9,2025-02-13 16:00:00.001000+00:00,2025-02-13 16:00:00.001000+00:00,2.39e-06
ETHUSDT,2025-02-14 00:00:00+00:00,2.39e-06,8.242e-05,8.003e-05,2675.63,2025-02-14 00:00:00+00:00,2025-02-14 00:00:00+00:00,8.242e-05
ETHUSDT,2025-02-14 08:00:00.001000+00:00,8.242e-05,7.834e-05,-4.080000000000002e-06,2699.7,2025-02-14 08:00:00.001000+00:00,2025-02-14 08:00:00.001000+00:00,7.834e-05
ETHUSDT,2025-02-14 16:00:00+00:00,7.834e-05,4.385e-05,-3.449e-05,2730.58,2025-02-14 16:00:00+00:00,2025-02-14 16:00:00+00:00,4.385e-05
ETHUSDT,2025-02-15 00:00:00+00:00,4.385e-05,3.822e-05,-5.629999999999999e-06,2724.68,2025-02-15 00:00:00+00:00,2025-02-15 00:00:00+00:00,3.822e-05
ETHUSDT,2025-02-15 08:00:00+00:00,3.822e-05,8.44e-06,-2.9780000000000003e-05,2697.06,2025-02-15 08:00:00+00:00,2025-02-15 08:00:00+00:00,8.44e-06
ETHUSDT,2025-02-15 16:00:00+00:00,8.44e-06,3.859e-05,3.015e-05,2686.95,2025-02-15 16:00:00+00:00,2025-02-15 16:00:00+00:00,3.859e-05
ETHUSDT,2025-02-16 00:00:00+00:00,3.859e-05,5.945e-05,2.086e-05,2690.93,2025-02-16 00:00:00+00:00,2025-02-16 00:00:00+00:00,5.945e-05
ETHUSDT,2025-02-16 08:00:00+00:00,5.945e-05,3.775e-05,-2.17e-05,2692.64,2025-02-16 08:00:00+00:00,2025-02-16 08:00:00+00:00,3.775e-05
ETHUSDT,2025-02-16 16:00:00+00:00,3.775e-05,3.649e-05,-1.2600000000000049e-06,2691.59,2025-02-16 16:00:00+00:00,2025-02-16 16:00:00+00:00,3.649e-05
ETHUSDT,2025-02-17 00:00:00+00:00,3.649e-05,5.61e-05,1.9610000000000004e-05,2659.75,2025-02-17 00:00:00+00:00,2025-02-17 00:00:00+00:00,5.61e-05
ETHUSDT,2025-02-17 08:00:00+00:00,5.61e-05,0.0001,4.39e-05,2679.05,2025-02-17 08:00:00+00:00,2025-02-17 08:00:00+00:00,0.0001
ETHUSDT,2025-02-17 16:00:00+00:00,0.0001,4.742e-05,-5.258e-05,2755.72,2025-02-17 16:00:00+00:00,2025-02-17 16:00:00+00:00,4.742e-05
ETHUSDT,2025-02-18 00:00:00+00:00,4.742e-05,-1.595e-05,-6.337000000000001e-05,2743.4,2025-02-18 00:00:00+00:00,2025-02-18 00:00:00+00:00,-1.595e-05
ETHUSDT,2025-02-18 08:00:00+00:00,-1.595e-05,5.441e-05,7.036e-05,2672.26,2025-02-18 08:00:00+00:00,2025-02-18 08:00:00+00:00,5.441e-05
ETHUSDT,2025-02-18 16:00:00+00:00,5.441e-05,4.964e-05,-4.7700000000000035e-06,2671.02,2025-02-18 16:00:00+00:00,2025-02-18 16:00:00+00:00,4.964e-05
ETHUSDT,2025-02-19 00:00:00+00:00,4.964e-05,7.273e-05,2.3090000000000004e-05,2669.24,2025-02-19 00:00:00+00:00,2025-02-19 00:00:00+00:00,7.273e-05
ETHUSDT,2025-02-19 08:00:00+00:00,7.273e-05,3.185e-05,-4.088e-05,2708.8,2025-02-19 08:00:00+00:00,2025-02-19 08:00:00+00:00,3.185e-05
ETHUSDT,2025-02-19 16:00:00+00:00,3.185e-05,-2.07e-06,-3.392e-05,2698.84,2025-02-19 16:00:00+00:00,2025-02-19 16:00:00+00:00,-2.07e-06
ETHUSDT,2025-02-20 00:00:00+00:00,-2.07e-06,5.629e-05,5.836e-05,2713.25,2025-02-20 00:00:00+00:00,2025-02-20 00:00:00+00:00,5.629e-05
ETHUSDT,2025-02-20 08:00:00+00:00,5.629e-05,6.405e-05,7.76e-06,2729.6,2025-02-20 08:00:00+00:00,2025-02-20 08:00:00+00:00,6.405e-05
ETHUSDT,2025-02-20 16:00:00+00:00,6.405e-05,3.574e-05,-2.831e-05,2713.0,2025-02-20 16:00:00+00:00,2025-02-20 16:00:00+00:00,3.574e-05
ETHUSDT,2025-02-21 00:00:00.001000+00:00,3.574e-05,6.624e-05,3.0500000000000003e-05,2737.97,2025-02-21 00:00:00.001000+00:00,2025-02-21 00:00:00.001000+00:00,6.624e-05
ETHUSDT,2025-02-21 08:00:00+00:00,6.624e-05,4.228e-05,-2.396e-05,2756.48,2025-02-21 08:00:00+00:00,2025-02-21 08:00:00+00:00,4.228e-05
ETHUSDT,2025-02-21 16:00:00+00:00,4.228e-05,3.254e-05,-9.740000000000005e-06,2719.35,2025-02-21 16:00:00+00:00,2025-02-21 16:00:00+00:00,3.254e-05
ETHUSDT,2025-02-22 00:00:00+00:00,3.254e-05,-1.427e-05,-4.6809999999999994e-05,2656.79,2025-02-22 00:00:00+00:00,2025-02-22 00:00:00+00:00,-1.427e-05
ETHUSDT,2025-02-22 08:00:00+00:00,-1.427e-05,3.41e-05,4.837e-05,2683.39,2025-02-22 08:00:00+00:00,2025-02-22 08:00:00+00:00,3.41e-05
ETHUSDT,2025-02-22 16:00:00+00:00,3.41e-05,9.726e-05,6.316e-05,2781.23,2025-02-22 16:00:00+00:00,2025-02-22 16:00:00+00:00,9.726e-05
ETHUSDT,2025-02-23 00:00:00+00:00,9.726e-05,3.796e-05,-5.93e-05,2762.83,2025-02-23 00:00:00+00:00,2025-02-23 00:00:00+00:00,3.796e-05
ETHUSDT,2025-02-23 08:00:00+00:00,3.796e-05,2.13e-06,-3.583e-05,2823.16,2025-02-23 08:00:00+00:00,2025-02-23 08:00:00+00:00,2.13e-06
ETHUSDT,2025-02-23 16:00:00+00:00,2.13e-06,7.127e-05,6.914e-05,2785.88,2025-02-23 16:00:00+00:00,2025-02-23 16:00:00+00:00,7.127e-05
ETHUSDT,2025-02-24 00:00:00+00:00,7.127e-05,9.24e-06,-6.203e-05,2823.35,2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,9.24e-06
ETHUSDT,2025-02-24 08:00:00+00:00,9.24e-06,3.082e-05,2.158e-05,2721.0,2025-02-24 08:00:00+00:00,2025-02-24 08:00:00+00:00,3.082e-05
ETHUSDT,2025-02-24 16:00:00+00:00,3.082e-05,-3.589e-05,-6.670999999999999e-05,2654.9,2025-02-24 16:00:00+00:00,2025-02-24 16:00:00+00:00,-3.589e-05
ETHUSDT,2025-02-25 00:00:00+00:00,-3.589e-05,4.71e-06,4.06e-05,2521.5,2025-02-25 00:00:00+00:00,2025-02-25 00:00:00+00:00,4.71e-06
ETHUSDT,2025-02-25 08:00:00+00:00,4.71e-06,2.913e-05,2.442e-05,2364.06,2025-02-25 08:00:00+00:00,2025-02-25 08:00:00+00:00,2.913e-05
ETHUSDT,2025-02-25 16:00:00+00:00,2.913e-05,1.86e-05,-1.0529999999999999e-05,2412.5,2025-02-25 16:00:00+00:00,2025-02-25 16:00:00+00:00,1.86e-05
ETHUSDT,2025-02-26 00:00:00+00:00,1.86e-05,6.103e-05,4.243e-05,2494.79,2025-02-26 00:00:00+00:00,2025-02-26 00:00:00+00:00,6.103e-05
ETHUSDT,2025-02-26 08:00:00+00:00,6.103e-05,3.433e-05,-2.67e-05,2481.17,2025-02-26 08:00:00+00:00,2025-02-26 08:00:00+00:00,3.433e-05
ETHUSDT,2025-02-26 16:00:00+00:00,3.433e-05,8.515e-05,5.082e-05,2424.83,2025-02-26 16:00:00+00:00,2025-02-26 16:00:00+00:00,8.515e-05
ETHUSDT,2025-02-27 00:00:00.001000+00:00,8.515e-05,0.0001,1.4850000000000009e-05,2339.03,2025-02-27 00:00:00.001000+00:00,2025-02-27 00:00:00.001000+00:00,0.0001
ETHUSDT,2025-02-27 08:00:00+00:00,0.0001,5.027e-05,-4.973000000000001e-05,2355.68,2025-02-27 08:00:00+00:00,2025-02-27 08:00:00+00:00,5.027e-05
ETHUSDT,2025-02-27 16:00:00+00:00,5.027e-05,4.097e-05,-9.299999999999996e-06,2326.03,2025-02-27 16:00:00+00:00,2025-02-27 16:00:00+00:00,4.097e-05
ETHUSDT,2025-02-28 00:00:00.001000+00:00,4.097e-05,1.219e-05,-2.8780000000000002e-05,2305.88,2025-02-28 00:00:00.001000+00:00,2025-02-28 00:00:00.001000+00:00,1.219e-05
ETHUSDT,2025-02-28 08:00:00+00:00,1.219e-05,1.248e-05,2.900000000000006e-07,2105.39,2025-02-28 08:00:00+00:00,2025-02-28 08:00:00+00:00,1.248e-05
ETHUSDT,2025-02-28 16:00:00+00:00,1.248e-05,4.855e-05,3.607e-05,2221.11,2025-02-28 16:00:00+00:00,2025-02-28 16:00:00+00:00,4.855e-05
ETHUSDT,2025-03-01 00:00:00+00:00,4.855e-05,-1.061e-05,-5.916e-05,2234.83,2025-03-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,-1.061e-05
ETHUSDT,2025-03-01 08:00:00+00:00,-1.061e-05,-9.31e-06,1.2999999999999994e-06,2229.62,2025-03-01 08:00:00+00:00,2025-03-01 08:00:00+00:00,-9.31e-06
ETHUSDT,2025-03-01 16:00:00.001000+00:00,-9.31e-06,3.173e-05,4.104e-05,2173.5,2025-03-01 16:00:00.001000+00:00,2025-03-01 16:00:00.001000+00:00,3.173e-05
ETHUSDT,2025-03-02 00:00:00+00:00,3.173e-05,6.221e-05,3.048e-05,2214.7,2025-03-02 00:00:00+00:00,2025-03-02 00:00:00+00:00,6.221e-05
ETHUSDT,2025-03-02 08:00:00+00:00,6.221e-05,6.102e-05,-1.1900000000000005e-06,2220.86,2025-03-02 08:00:00+00:00,2025-03-02 08:00:00+00:00,6.102e-05
ETHUSDT,2025-03-02 16:00:00+00:00,6.102e-05,-7.88e-06,-6.890000000000001e-05,2239.44,2025-03-02 16:00:00+00:00,2025-03-02 16:00:00+00:00,-7.88e-06
ETHUSDT,2025-03-03 00:00:00.001000+00:00,-7.88e-06,3.061e-05,3.849e-05,2517.29,2025-03-03 00:00:00.001000+00:00,2025-03-03 00:00:00.001000+00:00,3.061e-05
ETHUSDT,2025-03-03 08:00:00+00:00,3.061e-05,6.25e-06,-2.436e-05,2383.94,2025-03-03 08:00:00+00:00,2025-03-03 08:00:00+00:00,6.25e-06
ETHUSDT,2025-03-03 16:00:00+00:00,6.25e-06,-4.308e-05,-4.9330000000000004e-05,2288.56,2025-03-03 16:00:00+00:00,2025-03-03 16:00:00+00:00,-4.308e-05
ETHUSDT,2025-03-04 00:00:00.001000+00:00,-4.308e-05,-3.762e-05,5.4599999999999985e-06,2145.13,2025-03-04 00:00:00.001000+00:00,2025-03-04 00:00:00.001000+00:00,-3.762e-05
ETHUSDT,2025-03-04 08:00:00.005000+00:00,-3.762e-05,2.04e-06,3.966e-05,2083.21,2025-03-04 08:00:00.005000+00:00,2025-03-04 08:00:00.005000+00:00,2.04e-06
ETHUSDT,2025-03-04 16:00:00+00:00,2.04e-06,6.417e-05,6.213e-05,2076.01,2025-03-04 16:00:00+00:00,2025-03-04 16:00:00+00:00,6.417e-05
ETHUSDT,2025-03-05 00:00:00+00:00,6.417e-05,7.146e-05,7.289999999999993e-06,2166.75,2025-03-05 00:00:00+00:00,2025-03-05 00:00:00+00:00,7.146e-05
ETHUSDT,2025-03-05 08:00:00+00:00,7.146e-05,2.539e-05,-4.607e-05,2206.6,2025-03-05 08:00:00+00:00,2025-03-05 08:00:00+00:00,2.539e-05
ETHUSDT,2025-03-05 16:00:00+00:00,2.539e-05,-1.037e-05,-3.5759999999999996e-05,2186.11,2025-03-05 16:00:00+00:00,2025-03-05 16:00:00+00:00,-1.037e-05
ETHUSDT,2025-03-06 00:00:00+00:00,-1.037e-05,1.125e-05,2.162e-05,2240.52,2025-03-06 00:00:00+00:00,2025-03-06 00:00:00+00:00,1.125e-05
ETHUSDT,2025-03-06 08:00:00.001000+00:00,1.125e-05,2.685e-05,1.56e-05,2284.2,2025-03-06 08:00:00.001000+00:00,2025-03-06 08:00:00.001000+00:00,2.685e-05
ETHUSDT,2025-03-06 16:00:00+00:00,2.685e-05,-2.474e-05,-5.159e-05,2255.87,2025-03-06 16:00:00+00:00,2025-03-06 16:00:00+00:00,-2.474e-05
ETHUSDT,2025-03-07 00:00:00+00:00,-2.474e-05,2.874e-05,5.3479999999999996e-05,2200.44,2025-03-07 00:00:00+00:00,2025-03-07 00:00:00+00:00,2.874e-05
ETHUSDT,2025-03-07 08:00:00.001000+00:00,2.874e-05,5.628e-05,2.7540000000000004e-05,2189.41,2025-03-07 08:00:00.001000+00:00,2025-03-07 08:00:00.001000+00:00,5.628e-05
ETHUSDT,2025-03-07 16:00:00+00:00,5.628e-05,3.124e-05,-2.5040000000000004e-05,2211.19,2025-03-07 16:00:00+00:00,2025-03-07 16:00:00+00:00,3.124e-05
ETHUSDT,2025-03-08 00:00:00+00:00,3.124e-05,3.76e-05,6.36e-06,2139.71,2025-03-08 00:00:00+00:00,2025-03-08 00:00:00+00:00,3.76e-05
ETHUSDT,2025-03-08 08:00:00.001000+00:00,3.76e-05,6.837e-05,3.077e-05,2136.65,2025-03-08 08:00:00.001000+00:00,2025-03-08 08:00:00.001000+00:00,6.837e-05
ETHUSDT,2025-03-08 16:00:00.001000+00:00,6.837e-05,6.871e-05,3.4000000000000013e-07,2178.75,2025-03-08 16:00:00.001000+00:00,2025-03-08 16:00:00.001000+00:00,6.871e-05
ETHUSDT,2025-03-09 00:00:00.001000+00:00,6.871e-05,3.637e-05,-3.234e-05,2201.7,2025-03-09 00:00:00.001000+00:00,2025-03-09 00:00:00.001000+00:00,3.637e-05
ETHUSDT,2025-03-09 08:00:00+00:00,3.637e-05,-1.3e-07,-3.65e-05,2183.08,2025-03-09 08:00:00+00:00,2025-03-09 08:00:00+00:00,-1.3e-07
ETHUSDT,2025-03-09 16:00:00+00:00,-1.3e-07,-4.249e-05,-4.236e-05,2094.14,2025-03-09 16:00:00+00:00,2025-03-09 16:00:00+00:00,-4.249e-05
ETHUSDT,2025-03-10 00:00:00+00:00,-4.249e-05,2.575e-05,6.824e-05,2020.83,2025-03-10 00:00:00+00:00,2025-03-10 00:00:00+00:00,2.575e-05
ETHUSDT,2025-03-10 08:00:00+00:00,2.575e-05,3.433e-05,8.58e-06,2075.77,2025-03-10 08:00:00+00:00,2025-03-10 08:00:00+00:00,3.433e-05
