trade_id,symbol,known_rate_decimal,known_rate_bp,min_known_rate_decimal,min_known_rate_bp,passes_cost_coverage_gate
FRC1_BTCUSDT_2026-01-23 16:00:00.011000+00:00,BTCUSDT,6.968e-05,0.6968,5e-05,0.5,False
FRC1_BTCUSDT_2026-01-24 08:00:00.002000+00:00,BTCUSDT,8.909e-05,0.8909,5e-05,0.5,False
FRC1_BTCUSDT_2026-01-25 08:00:00.011000+00:00,BTCUSDT,8.051e-05,0.8051,5e-05,0.5,False
FRC1_BTCUSDT_2026-01-26 16:00:00+00:00,BTCUSDT,5.606e-05,0.5606,5e-05,0.5,False
FRC1_BTCUSDT_2026-01-29 00:00:00+00:00,BTCUSDT,7.21e-05,0.7210000000000001,5e-05,0.5,False
FRC1_BTCUSDT_2026-01-31 00:00:00+00:00,BTCUSDT,9.693e-05,0.9692999999999999,5e-05,0.5,False
FRC1_BTCUSDT_2026-01-31 16:00:00.009000+00:00,BTCUSDT,6.585e-05,0.6585,5e-05,0.5,False
FRC1_BTCUSDT_2026-02-05 00:00:00.011000+00:00,BTCUSDT,9.173e-05,0.9173,5e-05,0.5,False
FRC1_BTCUSDT_2026-02-13 00:00:00.007000+00:00,BTCUSDT,5.834e-05,0.5834,5e-05,0.5,False
FRC1_BTCUSDT_2026-02-17 00:00:00.008000+00:00,BTCUSDT,5.883e-05,0.5882999999999999,5e-05,0.5,False
FRC1_BTCUSDT_2026-02-17 16:00:00.002000+00:00,BTCUSDT,5.077e-05,0.5076999999999999,5e-05,0.5,False
FRC1_BTCUSDT_2026-02-20 00:00:00+00:00,BTCUSDT,5.365e-05,0.5365,5e-05,0.5,False
FRC1_BTCUSDT_2026-02-23 00:00:00.001000+00:00,BTCUSDT,6.946e-05,0.6946,5e-05,0.5,False
FRC1_BTCUSDT_2026-02-24 00:00:00.007000+00:00,BTCUSDT,5.706e-05,0.5706,5e-05,0.5,False
FRC1_ETHUSDT_2024-12-01 00:00:00+00:00,ETHUSDT,0.00011863,1.1863,5e-05,0.5,False
FRC1_ETHUSDT_2024-12-03 00:00:00+00:00,ETHUSDT,0.00026464,2.6464000000000003,5e-05,0.5,False
FRC1_ETHUSDT_2024-12-05 00:00:00.001000+00:00,ETHUSDT,0.00023652,2.3651999999999997,5e-05,0.5,False
FRC1_ETHUSDT_2024-12-07 00:00:00+00:00,ETHUSDT,0.0003059,3.059,5e-05,0.5,False
FRC1_ETHUSDT_2024-12-09 00:00:00+00:00,ETHUSDT,0.00020272,2.0272,5e-05,0.5,False
FRC1_ETHUSDT_2024-12-11 00:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2024-12-13 00:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2024-12-15 00:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2024-12-17 00:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2024-12-19 00:00:00+00:00,ETHUSDT,6.104e-05,0.6103999999999999,5e-05,0.5,False
FRC1_ETHUSDT_2024-12-21 00:00:00+00:00,ETHUSDT,6.352e-05,0.6352,5e-05,0.5,False
FRC1_ETHUSDT_2024-12-23 00:00:00+00:00,ETHUSDT,5.686e-05,0.5686,5e-05,0.5,False
FRC1_ETHUSDT_2024-12-25 08:00:00+00:00,ETHUSDT,6.55e-05,0.655,5e-05,0.5,False
FRC1_ETHUSDT_2024-12-26 00:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2024-12-28 00:00:00.001000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2024-12-30 00:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-01-01 00:00:00.015000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-01-03 00:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-01-05 00:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-01-07 00:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-01-09 00:00:00+00:00,ETHUSDT,6.609e-05,0.6609,5e-05,0.5,False
FRC1_ETHUSDT_2025-01-11 00:00:00+00:00,ETHUSDT,6.574e-05,0.6574000000000001,5e-05,0.5,False
FRC1_ETHUSDT_2025-01-13 00:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-01-14 00:00:00+00:00,ETHUSDT,5.423e-05,0.5423,5e-05,0.5,False
FRC1_ETHUSDT_2025-01-16 00:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-01-18 00:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-01-20 00:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-01-22 00:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-01-24 00:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-01-26 00:00:00+00:00,ETHUSDT,9.663e-05,0.9663,5e-05,0.5,False
FRC1_ETHUSDT_2025-01-28 00:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-01-30 08:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-02-01 08:00:00+00:00,ETHUSDT,9.742e-05,0.9742,5e-05,0.5,False
FRC1_ETHUSDT_2025-02-02 00:00:00.001000+00:00,ETHUSDT,7.609e-05,0.7609,5e-05,0.5,False
FRC1_ETHUSDT_2025-02-05 08:00:00.001000+00:00,ETHUSDT,5.754e-05,0.5754,5e-05,0.5,False
FRC1_ETHUSDT_2025-02-08 08:00:00+00:00,ETHUSDT,9.532e-05,0.9532,5e-05,0.5,False
FRC1_ETHUSDT_2025-02-09 08:00:00+00:00,ETHUSDT,5.479e-05,0.5479,5e-05,0.5,False
FRC1_ETHUSDT_2025-02-10 08:00:00+00:00,ETHUSDT,7.074e-05,0.7074,5e-05,0.5,False
FRC1_ETHUSDT_2025-02-12 00:00:00+00:00,ETHUSDT,6.151e-05,0.6151,5e-05,0.5,False
FRC1_ETHUSDT_2025-02-12 16:00:00.001000+00:00,ETHUSDT,8.407e-05,0.8407,5e-05,0.5,False
FRC1_ETHUSDT_2025-02-14 08:00:00.001000+00:00,ETHUSDT,8.242e-05,0.8242,5e-05,0.5,False
FRC1_ETHUSDT_2025-02-16 08:00:00+00:00,ETHUSDT,5.945e-05,0.5945,5e-05,0.5,False
FRC1_ETHUSDT_2025-02-17 08:00:00+00:00,ETHUSDT,5.61e-05,0.561,5e-05,0.5,False
FRC1_ETHUSDT_2025-02-18 16:00:00+00:00,ETHUSDT,5.441e-05,0.5441,5e-05,0.5,False
FRC1_ETHUSDT_2025-02-20 08:00:00+00:00,ETHUSDT,5.629e-05,0.5629,5e-05,0.5,False
FRC1_ETHUSDT_2025-02-21 08:00:00+00:00,ETHUSDT,6.624e-05,0.6624,5e-05,0.5,False
FRC1_ETHUSDT_2025-02-23 00:00:00+00:00,ETHUSDT,9.726e-05,0.9726,5e-05,0.5,False
FRC1_ETHUSDT_2025-02-24 00:00:00+00:00,ETHUSDT,7.127e-05,0.7127,5e-05,0.5,False
FRC1_ETHUSDT_2025-02-26 08:00:00+00:00,ETHUSDT,6.103e-05,0.6103,5e-05,0.5,False
FRC1_ETHUSDT_2025-02-27 00:00:00.001000+00:00,ETHUSDT,8.515e-05,0.8514999999999999,5e-05,0.5,False
FRC1_ETHUSDT_2025-03-02 08:00:00+00:00,ETHUSDT,6.221e-05,0.6221,5e-05,0.5,False
FRC1_ETHUSDT_2025-03-05 00:00:00+00:00,ETHUSDT,6.417e-05,0.6417,5e-05,0.5,False
FRC1_ETHUSDT_2025-03-07 16:00:00+00:00,ETHUSDT,5.628e-05,0.5628000000000001,5e-05,0.5,False
FRC1_ETHUSDT_2025-03-08 16:00:00.001000+00:00,ETHUSDT,6.837e-05,0.6837,5e-05,0.5,False
FRC1_ETHUSDT_2025-03-11 16:00:00.001000+00:00,ETHUSDT,7.553e-05,0.7553000000000001,5e-05,0.5,False
FRC1_ETHUSDT_2025-03-14 08:00:00+00:00,ETHUSDT,7.681e-05,0.7681,5e-05,0.5,False
FRC1_ETHUSDT_2025-03-15 08:00:00+00:00,ETHUSDT,5.445e-05,0.5445,5e-05,0.5,False
FRC1_ETHUSDT_2025-03-17 08:00:00+00:00,ETHUSDT,5.669e-05,0.5669,5e-05,0.5,False
FRC1_ETHUSDT_2025-03-18 00:00:00+00:00,ETHUSDT,5.319e-05,0.5318999999999999,5e-05,0.5,False
FRC1_ETHUSDT_2025-03-19 00:00:00+00:00,ETHUSDT,5.983e-05,0.5983,5e-05,0.5,False
FRC1_ETHUSDT_2025-03-21 00:00:00+00:00,ETHUSDT,5.235e-05,0.5235,5e-05,0.5,False
FRC1_ETHUSDT_2025-03-23 08:00:00+00:00,ETHUSDT,6.053e-05,0.6053,5e-05,0.5,False
FRC1_ETHUSDT_2025-03-24 08:00:00+00:00,ETHUSDT,9.456e-05,0.9456,5e-05,0.5,False
FRC1_ETHUSDT_2025-03-25 00:00:00.001000+00:00,ETHUSDT,6.736e-05,0.6736000000000001,5e-05,0.5,False
FRC1_ETHUSDT_2025-03-27 08:00:00.001000+00:00,ETHUSDT,7.427e-05,0.7427,5e-05,0.5,False
FRC1_ETHUSDT_2025-03-28 00:00:00.001000+00:00,ETHUSDT,6.551e-05,0.6551,5e-05,0.5,False
FRC1_ETHUSDT_2025-04-03 08:00:00+00:00,ETHUSDT,6.39e-05,0.6389999999999999,5e-05,0.5,False
FRC1_ETHUSDT_2025-04-04 00:00:00+00:00,ETHUSDT,6.701e-05,0.6700999999999999,5e-05,0.5,False
FRC1_ETHUSDT_2025-04-05 08:00:00+00:00,ETHUSDT,5.939e-05,0.5939,5e-05,0.5,False
FRC1_ETHUSDT_2025-04-06 08:00:00+00:00,ETHUSDT,5.41e-05,0.541,5e-05,0.5,False
FRC1_ETHUSDT_2025-04-10 00:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-04-13 00:00:00+00:00,ETHUSDT,7.676e-05,0.7676000000000001,5e-05,0.5,False
FRC1_ETHUSDT_2025-04-17 08:00:00+00:00,ETHUSDT,5.184e-05,0.5184,5e-05,0.5,False
FRC1_ETHUSDT_2025-04-19 08:00:00+00:00,ETHUSDT,8.846e-05,0.8846,5e-05,0.5,False
FRC1_ETHUSDT_2025-04-21 08:00:00.005000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-04-22 16:00:00+00:00,ETHUSDT,8.105e-05,0.8105,5e-05,0.5,False
FRC1_ETHUSDT_2025-04-25 00:00:00.007000+00:00,ETHUSDT,5.922e-05,0.5922,5e-05,0.5,False
FRC1_ETHUSDT_2025-04-27 00:00:00.001000+00:00,ETHUSDT,5.635e-05,0.5635,5e-05,0.5,False
FRC1_ETHUSDT_2025-04-29 00:00:00+00:00,ETHUSDT,8.281e-05,0.8281000000000001,5e-05,0.5,False
FRC1_ETHUSDT_2025-05-01 00:00:00+00:00,ETHUSDT,5.43e-05,0.543,5e-05,0.5,False
FRC1_ETHUSDT_2025-05-04 00:00:00.001000+00:00,ETHUSDT,6.708e-05,0.6708000000000001,5e-05,0.5,False
FRC1_ETHUSDT_2025-05-06 00:00:00.002000+00:00,ETHUSDT,6.899e-05,0.6899000000000001,5e-05,0.5,False
FRC1_ETHUSDT_2025-05-07 08:00:00+00:00,ETHUSDT,8.548e-05,0.8548,5e-05,0.5,False
FRC1_ETHUSDT_2025-05-08 08:00:00.001000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-05-10 08:00:00+00:00,ETHUSDT,9.797e-05,0.9797,5e-05,0.5,False
FRC1_ETHUSDT_2025-05-12 00:00:00.004000+00:00,ETHUSDT,7.088e-05,0.7088,5e-05,0.5,False
FRC1_ETHUSDT_2025-05-14 00:00:00.007000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-05-16 00:00:00.001000+00:00,ETHUSDT,6.801e-05,0.6800999999999999,5e-05,0.5,False
FRC1_ETHUSDT_2025-05-18 00:00:00+00:00,ETHUSDT,5.366e-05,0.5366,5e-05,0.5,False
FRC1_ETHUSDT_2025-05-19 08:00:00.006000+00:00,ETHUSDT,6.531e-05,0.6531,5e-05,0.5,False
FRC1_ETHUSDT_2025-05-21 08:00:00.001000+00:00,ETHUSDT,9.338e-05,0.9338000000000001,5e-05,0.5,False
FRC1_ETHUSDT_2025-05-22 08:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-05-24 00:00:00.010000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-05-25 00:00:00.004000+00:00,ETHUSDT,6.041e-05,0.6041,5e-05,0.5,False
FRC1_ETHUSDT_2025-05-25 16:00:00+00:00,ETHUSDT,8.487e-05,0.8487,5e-05,0.5,False
FRC1_ETHUSDT_2025-05-26 08:00:00+00:00,ETHUSDT,8.047e-05,0.8047,5e-05,0.5,False
FRC1_ETHUSDT_2025-05-28 08:00:00.003000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-05-30 08:00:00.003000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-05-31 08:00:00+00:00,ETHUSDT,8.054e-05,0.8054,5e-05,0.5,False
FRC1_ETHUSDT_2025-06-01 00:00:00.001000+00:00,ETHUSDT,7.52e-05,0.752,5e-05,0.5,False
FRC1_ETHUSDT_2025-06-02 08:00:00+00:00,ETHUSDT,5.378e-05,0.5378,5e-05,0.5,False
FRC1_ETHUSDT_2025-06-03 08:00:00+00:00,ETHUSDT,6.067e-05,0.6067,5e-05,0.5,False
FRC1_ETHUSDT_2025-06-05 08:00:00+00:00,ETHUSDT,8.508e-05,0.8508,5e-05,0.5,False
FRC1_ETHUSDT_2025-06-07 00:00:00+00:00,ETHUSDT,8.699e-05,0.8699,5e-05,0.5,False
FRC1_ETHUSDT_2025-06-09 16:00:00.001000+00:00,ETHUSDT,8.643e-05,0.8643,5e-05,0.5,False
FRC1_ETHUSDT_2025-06-11 16:00:00.010000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-06-15 08:00:00.009000+00:00,ETHUSDT,8.487e-05,0.8487,5e-05,0.5,False
FRC1_ETHUSDT_2025-06-17 08:00:00.006000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-06-19 00:00:00.005000+00:00,ETHUSDT,5.403e-05,0.5403,5e-05,0.5,False
FRC1_ETHUSDT_2025-06-21 16:00:00+00:00,ETHUSDT,5.011e-05,0.5011,5e-05,0.5,False
FRC1_ETHUSDT_2025-06-26 08:00:00.006000+00:00,ETHUSDT,8.057e-05,0.8057,5e-05,0.5,False
FRC1_ETHUSDT_2025-06-27 16:00:00.009000+00:00,ETHUSDT,5.546e-05,0.5546,5e-05,0.5,False
FRC1_ETHUSDT_2025-06-29 00:00:00.004000+00:00,ETHUSDT,6.176e-05,0.6176,5e-05,0.5,False
FRC1_ETHUSDT_2025-06-30 00:00:00+00:00,ETHUSDT,5.102e-05,0.5102,5e-05,0.5,False
FRC1_ETHUSDT_2025-07-01 00:00:00.007000+00:00,ETHUSDT,8.191e-05,0.8190999999999999,5e-05,0.5,False
FRC1_ETHUSDT_2025-07-02 16:00:00.003000+00:00,ETHUSDT,5.236e-05,0.5236,5e-05,0.5,False
FRC1_ETHUSDT_2025-07-04 08:00:00.003000+00:00,ETHUSDT,6.619e-05,0.6619,5e-05,0.5,False
FRC1_ETHUSDT_2025-07-05 16:00:00.006000+00:00,ETHUSDT,5.542e-05,0.5542,5e-05,0.5,False
FRC1_ETHUSDT_2025-07-06 08:00:00.002000+00:00,ETHUSDT,6.583e-05,0.6583,5e-05,0.5,False
FRC1_ETHUSDT_2025-07-08 00:00:00.010000+00:00,ETHUSDT,7.589e-05,0.7588999999999999,5e-05,0.5,False
FRC1_ETHUSDT_2025-07-08 16:00:00+00:00,ETHUSDT,6.466e-05,0.6466,5e-05,0.5,False
FRC1_ETHUSDT_2025-07-11 00:00:00.004000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-07-13 16:00:00.003000+00:00,ETHUSDT,7.205e-05,0.7205,5e-05,0.5,False
FRC1_ETHUSDT_2025-07-14 08:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-07-16 08:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-07-18 08:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-07-20 08:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-07-22 08:00:00.010000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-07-24 08:00:00.001000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-07-26 08:00:00.005000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-07-28 08:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-07-30 08:00:00+00:00,ETHUSDT,5.083e-05,0.5083,5e-05,0.5,False
FRC1_ETHUSDT_2025-07-31 00:00:00+00:00,ETHUSDT,5.162e-05,0.5162,5e-05,0.5,False
FRC1_ETHUSDT_2025-08-02 00:00:00.004000+00:00,ETHUSDT,5.795e-05,0.5795,5e-05,0.5,False
FRC1_ETHUSDT_2025-08-02 16:00:00+00:00,ETHUSDT,7.965e-05,0.7965,5e-05,0.5,False
FRC1_ETHUSDT_2025-08-06 08:00:00+00:00,ETHUSDT,8.2e-05,0.8200000000000001,5e-05,0.5,False
FRC1_ETHUSDT_2025-08-08 08:00:00.004000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-08-10 08:00:00.005000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-08-12 08:00:00.001000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-08-14 08:00:00.003000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-08-16 08:00:00+00:00,ETHUSDT,8.99e-05,0.899,5e-05,0.5,False
FRC1_ETHUSDT_2025-08-17 16:00:00.007000+00:00,ETHUSDT,5.334e-05,0.5334,5e-05,0.5,False
FRC1_ETHUSDT_2025-08-18 08:00:00.001000+00:00,ETHUSDT,9.191e-05,0.9191,5e-05,0.5,False
FRC1_ETHUSDT_2025-08-20 16:00:00+00:00,ETHUSDT,9.07e-05,0.9069999999999999,5e-05,0.5,False
FRC1_ETHUSDT_2025-08-22 00:00:00.010000+00:00,ETHUSDT,6.376e-05,0.6376,5e-05,0.5,False
FRC1_ETHUSDT_2025-08-24 00:00:00.001000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-08-28 00:00:00+00:00,ETHUSDT,5.965e-05,0.5965,5e-05,0.5,False
FRC1_ETHUSDT_2025-08-31 08:00:00+00:00,ETHUSDT,5.543e-05,0.5543,5e-05,0.5,False
FRC1_ETHUSDT_2025-09-02 08:00:00.005000+00:00,ETHUSDT,5.513e-05,0.5513,5e-05,0.5,False
FRC1_ETHUSDT_2025-09-07 00:00:00+00:00,ETHUSDT,5.946e-05,0.5946,5e-05,0.5,False
FRC1_ETHUSDT_2025-09-08 16:00:00+00:00,ETHUSDT,9.082e-05,0.9082,5e-05,0.5,False
FRC1_ETHUSDT_2025-09-10 16:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-09-11 08:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-09-13 08:00:00.002000+00:00,ETHUSDT,9.815e-05,0.9815,5e-05,0.5,False
FRC1_ETHUSDT_2025-09-14 08:00:00+00:00,ETHUSDT,8.307e-05,0.8307,5e-05,0.5,False
FRC1_ETHUSDT_2025-09-17 08:00:00+00:00,ETHUSDT,5.358e-05,0.5357999999999999,5e-05,0.5,False
FRC1_ETHUSDT_2025-09-19 00:00:00+00:00,ETHUSDT,5.745e-05,0.5745,5e-05,0.5,False
FRC1_ETHUSDT_2025-09-23 08:00:00.001000+00:00,ETHUSDT,5.594e-05,0.5594,5e-05,0.5,False
FRC1_ETHUSDT_2025-09-25 16:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-09-27 16:00:00.003000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-10-03 08:00:00.006000+00:00,ETHUSDT,7.933e-05,0.7933,5e-05,0.5,False
FRC1_ETHUSDT_2025-10-05 00:00:00+00:00,ETHUSDT,5.761e-05,0.5761,5e-05,0.5,False
FRC1_ETHUSDT_2025-10-07 00:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-10-08 08:00:00.006000+00:00,ETHUSDT,6.038e-05,0.6038,5e-05,0.5,False
FRC1_ETHUSDT_2025-10-09 16:00:00+00:00,ETHUSDT,5.752e-05,0.5751999999999999,5e-05,0.5,False
FRC1_ETHUSDT_2025-10-11 00:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-10-13 08:00:00.002000+00:00,ETHUSDT,5.255e-05,0.5255,5e-05,0.5,False
FRC1_ETHUSDT_2025-10-17 08:00:00.005000+00:00,ETHUSDT,5.63e-05,0.563,5e-05,0.5,False
FRC1_ETHUSDT_2025-10-18 16:00:00.001000+00:00,ETHUSDT,6.086e-05,0.6085999999999999,5e-05,0.5,False
FRC1_ETHUSDT_2025-10-20 08:00:00.001000+00:00,ETHUSDT,5.413e-05,0.5413,5e-05,0.5,False
FRC1_ETHUSDT_2025-10-21 16:00:00+00:00,ETHUSDT,7.724e-05,0.7724,5e-05,0.5,False
FRC1_ETHUSDT_2025-10-23 16:00:00.004000+00:00,ETHUSDT,5.185e-05,0.5185,5e-05,0.5,False
FRC1_ETHUSDT_2025-10-24 08:00:00+00:00,ETHUSDT,9.418e-05,0.9418,5e-05,0.5,False
FRC1_ETHUSDT_2025-10-25 16:00:00.001000+00:00,ETHUSDT,6.413e-05,0.6413,5e-05,0.5,False
FRC1_ETHUSDT_2025-10-26 16:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-10-31 08:00:00.008000+00:00,ETHUSDT,7.777e-05,0.7777,5e-05,0.5,False
FRC1_ETHUSDT_2025-11-01 00:00:00.001000+00:00,ETHUSDT,6.032e-05,0.6032,5e-05,0.5,False
FRC1_ETHUSDT_2025-11-03 00:00:00+00:00,ETHUSDT,8.937e-05,0.8937,5e-05,0.5,False
FRC1_ETHUSDT_2025-11-04 00:00:00.002000+00:00,ETHUSDT,7.89e-05,0.7889999999999999,5e-05,0.5,False
FRC1_ETHUSDT_2025-11-07 00:00:00.005000+00:00,ETHUSDT,7.583e-05,0.7583,5e-05,0.5,False
FRC1_ETHUSDT_2025-11-09 08:00:00+00:00,ETHUSDT,6.622e-05,0.6622,5e-05,0.5,False
FRC1_ETHUSDT_2025-11-10 08:00:00+00:00,ETHUSDT,9.099e-05,0.9098999999999999,5e-05,0.5,False
FRC1_ETHUSDT_2025-11-12 16:00:00+00:00,ETHUSDT,7.04e-05,0.7040000000000001,5e-05,0.5,False
FRC1_ETHUSDT_2025-11-14 16:00:00.001000+00:00,ETHUSDT,7.962e-05,0.7962,5e-05,0.5,False
FRC1_ETHUSDT_2025-11-16 16:00:00+00:00,ETHUSDT,7.779e-05,0.7779,5e-05,0.5,False
FRC1_ETHUSDT_2025-11-18 16:00:00+00:00,ETHUSDT,5.928e-05,0.5928,5e-05,0.5,False
FRC1_ETHUSDT_2025-11-20 00:00:00+00:00,ETHUSDT,7.097e-05,0.7097000000000001,5e-05,0.5,False
FRC1_ETHUSDT_2025-11-21 16:00:00.001000+00:00,ETHUSDT,5.44e-05,0.544,5e-05,0.5,False
FRC1_ETHUSDT_2025-11-22 08:00:00+00:00,ETHUSDT,7.195e-05,0.7195,5e-05,0.5,False
FRC1_ETHUSDT_2025-11-24 08:00:00+00:00,ETHUSDT,7.615e-05,0.7615,5e-05,0.5,False
FRC1_ETHUSDT_2025-11-30 00:00:00.003000+00:00,ETHUSDT,7.916e-05,0.7916,5e-05,0.5,False
FRC1_ETHUSDT_2025-12-01 00:00:00+00:00,ETHUSDT,5.374e-05,0.5374,5e-05,0.5,False
FRC1_ETHUSDT_2025-12-02 00:00:00.004000+00:00,ETHUSDT,6.949e-05,0.6949,5e-05,0.5,False
FRC1_ETHUSDT_2025-12-03 16:00:00.005000+00:00,ETHUSDT,5.015e-05,0.5015,5e-05,0.5,False
FRC1_ETHUSDT_2025-12-05 08:00:00+00:00,ETHUSDT,9.771e-05,0.9771,5e-05,0.5,False
FRC1_ETHUSDT_2025-12-08 08:00:00+00:00,ETHUSDT,7.24e-05,0.724,5e-05,0.5,False
FRC1_ETHUSDT_2025-12-10 00:00:00.007000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2025-12-11 00:00:00.001000+00:00,ETHUSDT,6.92e-05,0.6920000000000001,5e-05,0.5,False
FRC1_ETHUSDT_2025-12-14 00:00:00+00:00,ETHUSDT,8.266e-05,0.8266,5e-05,0.5,False
FRC1_ETHUSDT_2025-12-18 16:00:00.001000+00:00,ETHUSDT,5.89e-05,0.589,5e-05,0.5,False
FRC1_ETHUSDT_2025-12-23 08:00:00+00:00,ETHUSDT,6.79e-05,0.6789999999999999,5e-05,0.5,False
FRC1_ETHUSDT_2025-12-24 08:00:00.001000+00:00,ETHUSDT,6.186e-05,0.6185999999999999,5e-05,0.5,False
FRC1_ETHUSDT_2025-12-26 08:00:00.001000+00:00,ETHUSDT,6.473e-05,0.6473,5e-05,0.5,False
FRC1_ETHUSDT_2025-12-27 16:00:00.011000+00:00,ETHUSDT,8.133e-05,0.8132999999999999,5e-05,0.5,False
FRC1_ETHUSDT_2025-12-30 16:00:00.003000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2026-01-01 00:00:00.008000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2026-01-02 00:00:00.006000+00:00,ETHUSDT,5.053e-05,0.5053,5e-05,0.5,False
FRC1_ETHUSDT_2026-01-02 16:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2026-01-04 00:00:00+00:00,ETHUSDT,7.598e-05,0.7598,5e-05,0.5,False
FRC1_ETHUSDT_2026-01-04 16:00:00.001000+00:00,ETHUSDT,7.231e-05,0.7231000000000001,5e-05,0.5,False
