trade_id,symbol,mode,decision_entry_time,actual_entry_time,decision_exit_time,actual_exit_time,hold_periods,min_known_rate_decimal,min_known_rate_bp,known_rate_decimal,known_rate_bp,funding_income,spot_qty,perp_qty,spot_entry_notional,perp_entry_notional,spot_pnl,perp_pnl,two_leg_residual_pnl,gross_carry_pnl,basis_pnl,initial_net_delta,spot_entry_source,perp_entry_source,spot_exit_source,perp_exit_source,same_minute_close_used,future_price_used,execution_status,passes_cost_coverage_gate,required_avg_rate_decimal,required_avg_rate_bp,legacy_total_cost_rate,net_pnl,net_return,total_fee,total_slippage,total_cost,accounting_expected_net,accounting_error,accounting_status,explicit_total_cost_rate,mapping_status
FRC1_BTCUSDT_2024-12-21 00:00:00+00:00,BTCUSDT,funding,2024-12-21 00:00:00+00:00,2024-12-21 00:01:00+00:00,2024-12-21 08:00:00+00:00,2024-12-21 08:01:00+00:00,1,5e-05,0.5,0.0001,1.0,0.1206,0.1023494311930361,0.1023494311930361,10000,10000,134.41550798581466,-134.41550798581466,0.0,0.120599999999996,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.0022,-22.212733333333336,-0.0022212733333333338,16.0,5.999999999999999,22.333333333333332,-22.212733333333336,0.0,ok,0.0022333333333333333,explicit
FRC1_BTCUSDT_2024-12-21 16:00:00.001000+00:00,BTCUSDT,funding,2024-12-21 16:00:00.001000+00:00,2024-12-21 16:01:00+00:00,2024-12-23 16:00:00.001000+00:00,2024-12-23 16:01:00+00:00,6,5e-05,0.5,0.0001,1.0,5.861,0.1026798411748216,0.1026798411748216,10000,10000,-430.76246969661304,430.76246969661304,0.0,5.86099999999999,0.0,0.0,open,open,open,open,False,False,ok,False,0.0004166666666666,4.166666666666667,0.0022,-18.13900000000001,-0.001813900000000001,16.0,5.999999999999999,24.0,-18.13900000000001,0.0,ok,0.0024,explicit
FRC1_BTCUSDT_2024-12-23 16:00:00.001000+00:00,BTCUSDT,funding,2024-12-23 16:00:00.001000+00:00,2024-12-23 16:01:00+00:00,2024-12-25 16:00:00+00:00,2024-12-25 16:01:00+00:00,6,5e-05,0.5,8.981e-05,0.8981,6.0,0.1073020090155148,0.1073020090155148,10000,10000,574.612988478984,-574.612988478984,0.0,6.0,0.0,0.0,open,open,open,open,False,False,ok,False,0.0004166666666666,4.166666666666667,0.0022,-18.0,-0.0018,16.0,5.999999999999999,24.0,-18.0,0.0,ok,0.0024,explicit
FRC1_BTCUSDT_2024-12-25 16:00:00+00:00,BTCUSDT,funding,2024-12-25 16:00:00+00:00,2024-12-25 16:01:00+00:00,2024-12-27 16:00:00+00:00,2024-12-27 16:01:00+00:00,6,5e-05,0.5,0.0001,1.0,5.5865,0.1014713343480466,0.1014713343480466,10000,10000,-396.8645357686459,396.8645357686459,0.0,5.586500000000001,0.0,0.0,open,open,open,open,False,False,ok,False,0.0004166666666666,4.166666666666667,0.0022,-18.4135,-0.0018413499999999998,16.0,5.999999999999999,24.0,-18.4135,0.0,ok,0.0024,explicit
FRC1_BTCUSDT_2024-12-27 16:00:00+00:00,BTCUSDT,funding,2024-12-27 16:00:00+00:00,2024-12-27 16:01:00+00:00,2024-12-29 16:00:00+00:00,2024-12-29 16:01:00+00:00,6,5e-05,0.5,0.0001,1.0,5.0825,0.1056647953431411,0.1056647953431411,10000,10000,-14.159082575980914,14.159082575980914,0.0,5.0825,0.0,0.0,open,open,open,open,False,False,ok,False,0.0004166666666666,4.166666666666667,0.0022,-18.9175,-0.00189175,16.0,5.999999999999999,24.0,-18.9175,0.0,ok,0.0024,explicit
FRC1_BTCUSDT_2024-12-29 16:00:00+00:00,BTCUSDT,funding,2024-12-29 16:00:00+00:00,2024-12-29 16:01:00+00:00,2024-12-30 00:00:00+00:00,2024-12-30 00:01:00+00:00,1,5e-05,0.5,0.0001,1.0,-0.0042,0.1058146191361506,0.1058146191361506,10000,10000,-90.46091789949456,90.46091789949456,0.0,-0.0041999999999973,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.0022,-22.33753333333333,-0.002233753333333333,16.0,5.999999999999999,22.333333333333332,-22.33753333333333,0.0,ok,0.0022333333333333333,explicit
FRC1_BTCUSDT_2024-12-30 08:00:00.001000+00:00,BTCUSDT,funding,2024-12-30 08:00:00.001000+00:00,2024-12-30 08:01:00+00:00,2025-01-01 08:00:00+00:00,2025-01-01 08:01:00+00:00,6,5e-05,0.5,8.791e-05,0.8791,6.0,0.1066538113272746,0.1066538113272746,10000,10000,-9.14023163074713,9.14023163074713,0.0,6.0,0.0,0.0,open,open,open,open,False,False,ok,False,0.0004166666666666,4.166666666666667,0.0022,-18.0,-0.0018,16.0,5.999999999999999,24.0,-18.0,0.0,ok,0.0024,explicit
FRC1_BTCUSDT_2025-01-01 08:00:00+00:00,BTCUSDT,funding,2025-01-01 08:00:00+00:00,2025-01-01 08:01:00+00:00,2025-01-03 08:00:00+00:00,2025-01-03 08:01:00+00:00,6,5e-05,0.5,0.0001,1.0,6.0,0.1067513845654578,0.1067513845654578,10000,10000,284.5031150054007,-284.5031150054007,0.0,6.0,0.0,0.0,open,open,open,open,False,False,ok,False,0.0004166666666666,4.166666666666667,0.0022,-18.0,-0.0018,16.0,5.999999999999999,24.0,-18.0,0.0,ok,0.0024,explicit
FRC1_BTCUSDT_2025-01-03 08:00:00+00:00,BTCUSDT,funding,2025-01-03 08:00:00+00:00,2025-01-03 08:01:00+00:00,2025-01-04 16:00:00+00:00,2025-01-04 16:01:00+00:00,4,5e-05,0.5,0.0001,1.0,2.3739000000000003,0.1037982908573427,0.1037982908573427,10000,10000,139.84743727209818,-139.84743727209818,0.0,2.373899999999992,0.0,0.0,open,open,open,open,False,False,ok,False,0.000625,6.25,0.0022,-20.95943333333334,-0.002095943333333334,16.0,5.999999999999999,23.333333333333332,-20.95943333333334,0.0,ok,0.002333333333333333,explicit
FRC1_BTCUSDT_2025-01-05 00:00:00+00:00,BTCUSDT,funding,2025-01-05 00:00:00+00:00,2025-01-05 00:01:00+00:00,2025-01-07 00:00:00+00:00,2025-01-07 00:01:00+00:00,6,5e-05,0.5,0.0001,1.0,5.832,0.1018258391212837,0.1018258391212837,10000,10000,405.5315868844252,-405.5315868844252,0.0,5.831999999999994,0.0,0.0,open,open,open,open,False,False,ok,False,0.0004166666666666,4.166666666666667,0.0022,-18.168000000000006,-0.0018168000000000006,16.0,5.999999999999999,24.0,-18.168000000000006,0.0,ok,0.0024,explicit
FRC1_BTCUSDT_2025-01-07 00:00:00+00:00,BTCUSDT,funding,2025-01-07 00:00:00+00:00,2025-01-07 00:01:00+00:00,2025-01-09 00:00:00+00:00,2025-01-09 00:01:00+00:00,6,5e-05,0.5,0.0001,1.0,5.7181999999999995,0.0978574119650257,0.0978574119650257,10000,10000,-705.2681537731377,705.2681537731377,0.0,5.718200000000024,0.0,0.0,open,open,open,open,False,False,ok,False,0.0004166666666666,4.166666666666667,0.0022,-18.281799999999976,-0.0018281799999999976,16.0,5.999999999999999,24.0,-18.281799999999976,0.0,ok,0.0024,explicit
FRC1_BTCUSDT_2025-01-09 00:00:00+00:00,BTCUSDT,funding,2025-01-09 00:00:00+00:00,2025-01-09 00:01:00+00:00,2025-01-09 16:00:00+00:00,2025-01-09 16:01:00+00:00,2,5e-05,0.5,0.0001,1.0,0.929,0.105282662893336,0.105282662893336,10000,10000,-80.99395256384219,80.99395256384219,0.0,0.929000000000002,0.0,0.0,open,open,open,open,False,False,ok,False,0.00125,12.5,0.0022,-21.737666666666666,-0.0021737666666666665,16.0,5.999999999999999,22.666666666666668,-21.737666666666666,0.0,ok,0.002266666666666667,explicit
