trade_id,exchange,symbol,mode,spot_entry_time,derivative_entry_time,spot_exit_time,derivative_exit_time,spot_quantity,derivative_quantity,initial_delta,max_absolute_delta,initial_basis,exit_basis,basis_convergence_pnl,funding_income,funding_paid,spot_gross_pnl,derivative_gross_pnl,directional_residual_pnl,spot_fee,derivative_fee,slippage_cost,borrow_cost,transfer_cost,rebalance_cost,liquidation_fee,net_pnl,net_return,annualized_carry,exit_reason
FRC1_ETHUSDT_938,binance,ETHUSDT,funding,2025-10-09 16:00:00+00:00,2025-10-09 16:00:00+00:00,2025-10-10 00:00:00+00:00,2025-10-10 00:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-3.187e-05,0.0,0.5751999999999999,0.0,0.0,0.0,-0.3187,4.0,4.0,2.0,0,0,0,0,-9.424800000000001,-0.0009424800000000001,-1.0320156,next_funding_or_cost
FRC1_ETHUSDT_942,binance,ETHUSDT,funding,2025-10-11 00:00:00+00:00,2025-10-11 00:00:00+00:00,2025-10-11 08:00:00+00:00,2025-10-11 08:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-0.00023094,0.0,1.0,0.0,0.0,0.0,-2.3094,4.0,4.0,2.0,0,0,0,0,-9.0,-0.0009,-0.9854999999999999,next_funding_or_cost
FRC1_ETHUSDT_949,binance,ETHUSDT,funding,2025-10-13 08:00:00.002000+00:00,2025-10-13 08:00:00.002000+00:00,2025-10-13 16:00:00.002000+00:00,2025-10-13 16:00:00.002000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-5.299999999999966e-07,0.0,0.5255,0.0,0.0,0.0,-0.005299999999999966,4.0,4.0,2.0,0,0,0,0,-9.474499999999999,-0.0009474499999999999,-1.0374577499999997,next_funding_or_cost
FRC1_ETHUSDT_950,binance,ETHUSDT,funding,2025-10-13 16:00:00.003000+00:00,2025-10-13 16:00:00.003000+00:00,2025-10-14 00:00:00.003000+00:00,2025-10-14 00:00:00.003000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,4.000000000000002e-06,0.0,0.5202,0.0,0.0,0.0,0.04000000000000002,4.0,4.0,2.0,0,0,0,0,-9.479800000000001,-0.0009479800000000001,-1.0380381,next_funding_or_cost
FRC1_ETHUSDT_951,binance,ETHUSDT,funding,2025-10-14 00:00:00+00:00,2025-10-14 00:00:00+00:00,2025-10-14 08:00:00+00:00,2025-10-14 08:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-5.25e-05,0.0,0.5602,0.0,0.0,0.0,-0.525,4.0,4.0,2.0,0,0,0,0,-9.4398,-0.00094398,-1.0336581,next_funding_or_cost
FRC1_ETHUSDT_961,binance,ETHUSDT,funding,2025-10-17 08:00:00.005000+00:00,2025-10-17 08:00:00.005000+00:00,2025-10-17 16:00:00.005000+00:00,2025-10-17 16:00:00.005000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-2.667e-05,0.0,0.563,0.0,0.0,0.0,-0.2667,4.0,4.0,2.0,0,0,0,0,-9.437000000000001,-0.0009437000000000001,-1.0333515000000002,next_funding_or_cost
FRC1_ETHUSDT_965,binance,ETHUSDT,funding,2025-10-18 16:00:00.001000+00:00,2025-10-18 16:00:00.001000+00:00,2025-10-19 00:00:00.001000+00:00,2025-10-19 00:00:00.001000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,1.5300000000000074e-06,0.0,0.6085999999999999,0.0,0.0,0.0,0.015300000000000074,4.0,4.0,2.0,0,0,0,0,-9.3914,-0.0009391400000000001,-1.0283583,next_funding_or_cost
FRC1_ETHUSDT_966,binance,ETHUSDT,funding,2025-10-19 00:00:00.001000+00:00,2025-10-19 00:00:00.001000+00:00,2025-10-19 08:00:00.001000+00:00,2025-10-19 08:00:00.001000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-4.138e-05,0.0,0.6239,0.0,0.0,0.0,-0.4138,4.0,4.0,2.0,0,0,0,0,-9.376100000000001,-0.0009376100000000001,-1.02668295,next_funding_or_cost
FRC1_ETHUSDT_970,binance,ETHUSDT,funding,2025-10-20 08:00:00.001000+00:00,2025-10-20 08:00:00.001000+00:00,2025-10-20 16:00:00.001000+00:00,2025-10-20 16:00:00.001000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,5.8600000000000015e-06,0.0,0.5413,0.0,0.0,0.0,0.05860000000000001,4.0,4.0,2.0,0,0,0,0,-9.4587,-0.00094587,-1.03572765,next_funding_or_cost
FRC1_ETHUSDT_971,binance,ETHUSDT,funding,2025-10-20 16:00:00+00:00,2025-10-20 16:00:00+00:00,2025-10-21 00:00:00+00:00,2025-10-21 00:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-2.4690000000000002e-05,0.0,0.5999,0.0,0.0,0.0,-0.24690000000000004,4.0,4.0,2.0,0,0,0,0,-9.4001,-0.00094001,-1.02931095,next_funding_or_cost
FRC1_ETHUSDT_974,binance,ETHUSDT,funding,2025-10-21 16:00:00+00:00,2025-10-21 16:00:00+00:00,2025-10-22 00:00:00+00:00,2025-10-22 00:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-0.00010215,0.0,0.7724,0.0,0.0,0.0,-1.0215,4.0,4.0,2.0,0,0,0,0,-9.227599999999999,-0.0009227599999999999,-1.0104221999999998,next_funding_or_cost
FRC1_ETHUSDT_980,binance,ETHUSDT,funding,2025-10-23 16:00:00.004000+00:00,2025-10-23 16:00:00.004000+00:00,2025-10-24 00:00:00.004000+00:00,2025-10-24 00:00:00.004000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-4.2970000000000004e-05,0.0,0.5185,0.0,0.0,0.0,-0.4297,4.0,4.0,2.0,0,0,0,0,-9.4815,-0.00094815,-1.03822425,next_funding_or_cost
FRC1_ETHUSDT_982,binance,ETHUSDT,funding,2025-10-24 08:00:00+00:00,2025-10-24 08:00:00+00:00,2025-10-24 16:00:00+00:00,2025-10-24 16:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-6.344e-05,0.0,0.9418,0.0,0.0,0.0,-0.6344000000000001,4.0,4.0,2.0,0,0,0,0,-9.0582,-0.0009058199999999999,-0.9918728999999998,next_funding_or_cost
FRC1_ETHUSDT_986,binance,ETHUSDT,funding,2025-10-25 16:00:00.001000+00:00,2025-10-25 16:00:00.001000+00:00,2025-10-26 00:00:00.001000+00:00,2025-10-26 00:00:00.001000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,3.587000000000001e-05,0.0,0.6413,0.0,0.0,0.0,0.3587000000000001,4.0,4.0,2.0,0,0,0,0,-9.358699999999999,-0.0009358699999999999,-1.0247776499999999,next_funding_or_cost
FRC1_ETHUSDT_987,binance,ETHUSDT,funding,2025-10-26 00:00:00.001000+00:00,2025-10-26 00:00:00.001000+00:00,2025-10-26 08:00:00.001000+00:00,2025-10-26 08:00:00.001000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-7.921000000000001e-05,0.0,1.0,0.0,0.0,0.0,-0.7921000000000001,4.0,4.0,2.0,0,0,0,0,-9.0,-0.0009,-0.9854999999999999,next_funding_or_cost
FRC1_ETHUSDT_989,binance,ETHUSDT,funding,2025-10-26 16:00:00+00:00,2025-10-26 16:00:00+00:00,2025-10-27 00:00:00+00:00,2025-10-27 00:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0,0,0,0,-9.0,-0.0009,-0.9854999999999999,next_funding_or_cost
FRC1_ETHUSDT_990,binance,ETHUSDT,funding,2025-10-27 00:00:00+00:00,2025-10-27 00:00:00+00:00,2025-10-27 08:00:00+00:00,2025-10-27 08:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0,0,0,0,-9.0,-0.0009,-0.9854999999999999,next_funding_or_cost
FRC1_ETHUSDT_991,binance,ETHUSDT,funding,2025-10-27 08:00:00.005000+00:00,2025-10-27 08:00:00.005000+00:00,2025-10-27 16:00:00.005000+00:00,2025-10-27 16:00:00.005000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-2.173000000000001e-05,0.0,1.0,0.0,0.0,0.0,-0.2173000000000001,4.0,4.0,2.0,0,0,0,0,-9.0,-0.0009,-0.9854999999999999,next_funding_or_cost
FRC1_ETHUSDT_992,binance,ETHUSDT,funding,2025-10-27 16:00:00+00:00,2025-10-27 16:00:00+00:00,2025-10-28 00:00:00+00:00,2025-10-28 00:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-3.890999999999999e-05,0.0,0.7827,0.0,0.0,0.0,-0.3890999999999999,4.0,4.0,2.0,0,0,0,0,-9.2173,-0.0009217299999999999,-1.00929435,next_funding_or_cost
FRC1_ETHUSDT_1003,binance,ETHUSDT,funding,2025-10-31 08:00:00.008000+00:00,2025-10-31 08:00:00.008000+00:00,2025-10-31 16:00:00.008000+00:00,2025-10-31 16:00:00.008000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-9.059999999999999e-05,0.0,0.7777,0.0,0.0,0.0,-0.9059999999999999,4.0,4.0,2.0,0,0,0,0,-9.2223,-0.00092223,-1.00984185,next_funding_or_cost
FRC1_ETHUSDT_1005,binance,ETHUSDT,funding,2025-11-01 00:00:00.001000+00:00,2025-11-01 00:00:00.001000+00:00,2025-11-01 08:00:00.001000+00:00,2025-11-01 08:00:00.001000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,1.716e-05,0.0,0.6032,0.0,0.0,0.0,0.17159999999999997,4.0,4.0,2.0,0,0,0,0,-9.396799999999999,-0.0009396799999999999,-1.0289496,next_funding_or_cost
FRC1_ETHUSDT_1006,binance,ETHUSDT,funding,2025-11-01 08:00:00+00:00,2025-11-01 08:00:00+00:00,2025-11-01 16:00:00+00:00,2025-11-01 16:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,2.2520000000000008e-05,0.0,0.7747999999999999,0.0,0.0,0.0,0.22520000000000007,4.0,4.0,2.0,0,0,0,0,-9.225200000000001,-0.0009225200000000001,-1.0101594,next_funding_or_cost
FRC1_ETHUSDT_1007,binance,ETHUSDT,funding,2025-11-01 16:00:00+00:00,2025-11-01 16:00:00+00:00,2025-11-02 00:00:00+00:00,2025-11-02 00:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-3.312000000000001e-05,0.0,1.0,0.0,0.0,0.0,-0.3312000000000001,4.0,4.0,2.0,0,0,0,0,-9.0,-0.0009,-0.9854999999999999,next_funding_or_cost
FRC1_ETHUSDT_1008,binance,ETHUSDT,funding,2025-11-02 00:00:00.007000+00:00,2025-11-02 00:00:00.007000+00:00,2025-11-02 08:00:00.007000+00:00,2025-11-02 08:00:00.007000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,2.57e-05,0.0,0.6688,0.0,0.0,0.0,0.257,4.0,4.0,2.0,0,0,0,0,-9.331199999999999,-0.00093312,-1.0217664,next_funding_or_cost
FRC1_ETHUSDT_1009,binance,ETHUSDT,funding,2025-11-02 08:00:00+00:00,2025-11-02 08:00:00+00:00,2025-11-02 16:00:00+00:00,2025-11-02 16:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-5.989e-05,0.0,0.9258,0.0,0.0,0.0,-0.5989,4.0,4.0,2.0,0,0,0,0,-9.074200000000001,-0.0009074200000000001,-0.9936249000000001,next_funding_or_cost
FRC1_ETHUSDT_1011,binance,ETHUSDT,funding,2025-11-03 00:00:00+00:00,2025-11-03 00:00:00+00:00,2025-11-03 08:00:00+00:00,2025-11-03 08:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-6.564e-05,0.0,0.8937,0.0,0.0,0.0,-0.6564,4.0,4.0,2.0,0,0,0,0,-9.106300000000001,-0.0009106300000000001,-0.99713985,next_funding_or_cost
FRC1_ETHUSDT_1014,binance,ETHUSDT,funding,2025-11-04 00:00:00.002000+00:00,2025-11-04 00:00:00.002000+00:00,2025-11-04 08:00:00.002000+00:00,2025-11-04 08:00:00.002000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,1.094e-05,0.0,0.7889999999999999,0.0,0.0,0.0,0.1094,4.0,4.0,2.0,0,0,0,0,-9.211,-0.0009211,-1.0086045,next_funding_or_cost
FRC1_ETHUSDT_1015,binance,ETHUSDT,funding,2025-11-04 08:00:00.004000+00:00,2025-11-04 08:00:00.004000+00:00,2025-11-04 16:00:00.004000+00:00,2025-11-04 16:00:00.004000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-4.1089999999999995e-05,0.0,0.8984,0.0,0.0,0.0,-0.41089999999999993,4.0,4.0,2.0,0,0,0,0,-9.101600000000001,-0.0009101600000000001,-0.9966252000000001,next_funding_or_cost
FRC1_ETHUSDT_1023,binance,ETHUSDT,funding,2025-11-07 00:00:00.005000+00:00,2025-11-07 00:00:00.005000+00:00,2025-11-07 08:00:00.005000+00:00,2025-11-07 08:00:00.005000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-2.8029999999999994e-05,0.0,0.7583,0.0,0.0,0.0,-0.28029999999999994,4.0,4.0,2.0,0,0,0,0,-9.2417,-0.00092417,-1.01196615,next_funding_or_cost
FRC1_ETHUSDT_1025,binance,ETHUSDT,funding,2025-11-07 16:00:00.005000+00:00,2025-11-07 16:00:00.005000+00:00,2025-11-08 00:00:00.005000+00:00,2025-11-08 00:00:00.005000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-5.549999999999999e-06,0.0,0.8277,0.0,0.0,0.0,-0.055499999999999994,4.0,4.0,2.0,0,0,0,0,-9.1723,-0.00091723,-1.00436685,next_funding_or_cost
FRC1_ETHUSDT_1026,binance,ETHUSDT,funding,2025-11-08 00:00:00.011000+00:00,2025-11-08 00:00:00.011000+00:00,2025-11-08 08:00:00.011000+00:00,2025-11-08 08:00:00.011000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,6.920000000000008e-06,0.0,0.7722,0.0,0.0,0.0,0.06920000000000008,4.0,4.0,2.0,0,0,0,0,-9.2278,-0.00092278,-1.0104441,next_funding_or_cost
FRC1_ETHUSDT_1027,binance,ETHUSDT,funding,2025-11-08 08:00:00.015000+00:00,2025-11-08 08:00:00.015000+00:00,2025-11-08 16:00:00.015000+00:00,2025-11-08 16:00:00.015000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-1.927000000000001e-05,0.0,0.8414,0.0,0.0,0.0,-0.1927000000000001,4.0,4.0,2.0,0,0,0,0,-9.1586,-0.00091586,-1.0028667,next_funding_or_cost
FRC1_ETHUSDT_1028,binance,ETHUSDT,funding,2025-11-08 16:00:00.001000+00:00,2025-11-08 16:00:00.001000+00:00,2025-11-09 00:00:00.001000+00:00,2025-11-09 00:00:00.001000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-5.328999999999999e-05,0.0,0.6486999999999999,0.0,0.0,0.0,-0.5328999999999999,4.0,4.0,2.0,0,0,0,0,-9.3513,-0.00093513,-1.0239673500000002,next_funding_or_cost
FRC1_ETHUSDT_1030,binance,ETHUSDT,funding,2025-11-09 08:00:00+00:00,2025-11-09 08:00:00+00:00,2025-11-09 16:00:00+00:00,2025-11-09 16:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-1.912e-05,0.0,0.6622,0.0,0.0,0.0,-0.1912,4.0,4.0,2.0,0,0,0,0,-9.3378,-0.0009337799999999999,-1.0224891,next_funding_or_cost
FRC1_ETHUSDT_1033,binance,ETHUSDT,funding,2025-11-10 08:00:00+00:00,2025-11-10 08:00:00+00:00,2025-11-10 16:00:00+00:00,2025-11-10 16:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-1.293e-05,0.0,0.9098999999999999,0.0,0.0,0.0,-0.1293,4.0,4.0,2.0,0,0,0,0,-9.0901,-0.0009090099999999999,-0.9953659499999999,next_funding_or_cost
FRC1_ETHUSDT_1034,binance,ETHUSDT,funding,2025-11-10 16:00:00.003000+00:00,2025-11-10 16:00:00.003000+00:00,2025-11-11 00:00:00.003000+00:00,2025-11-11 00:00:00.003000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-4.843999999999999e-05,0.0,0.7806,0.0,0.0,0.0,-0.4843999999999999,4.0,4.0,2.0,0,0,0,0,-9.2194,-0.00092194,-1.0095243,next_funding_or_cost
FRC1_ETHUSDT_1040,binance,ETHUSDT,funding,2025-11-12 16:00:00+00:00,2025-11-12 16:00:00+00:00,2025-11-13 00:00:00+00:00,2025-11-13 00:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-7.300000000000015e-07,0.0,0.7040000000000001,0.0,0.0,0.0,-0.007300000000000015,4.0,4.0,2.0,0,0,0,0,-9.296,-0.0009295999999999999,-1.017912,next_funding_or_cost
FRC1_ETHUSDT_1041,binance,ETHUSDT,funding,2025-11-13 00:00:00.002000+00:00,2025-11-13 00:00:00.002000+00:00,2025-11-13 08:00:00.002000+00:00,2025-11-13 08:00:00.002000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,3.0330000000000003e-05,0.0,0.6967,0.0,0.0,0.0,0.3033,4.0,4.0,2.0,0,0,0,0,-9.3033,-0.00093033,-1.01871135,next_funding_or_cost
FRC1_ETHUSDT_1042,binance,ETHUSDT,funding,2025-11-13 08:00:00+00:00,2025-11-13 08:00:00+00:00,2025-11-13 16:00:00+00:00,2025-11-13 16:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-7.679e-05,0.0,1.0,0.0,0.0,0.0,-0.7679,4.0,4.0,2.0,0,0,0,0,-9.0,-0.0009,-0.9854999999999999,next_funding_or_cost
FRC1_ETHUSDT_1046,binance,ETHUSDT,funding,2025-11-14 16:00:00.001000+00:00,2025-11-14 16:00:00.001000+00:00,2025-11-15 00:00:00.001000+00:00,2025-11-15 00:00:00.001000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-2.9829999999999997e-05,0.0,0.7962,0.0,0.0,0.0,-0.29829999999999995,4.0,4.0,2.0,0,0,0,0,-9.203800000000001,-0.0009203800000000002,-1.0078161,next_funding_or_cost
FRC1_ETHUSDT_1050,binance,ETHUSDT,funding,2025-11-16 00:00:00.001000+00:00,2025-11-16 00:00:00.001000+00:00,2025-11-16 08:00:00.001000+00:00,2025-11-16 08:00:00.001000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0,0,0,0,-9.0,-0.0009,-0.9854999999999999,next_funding_or_cost
FRC1_ETHUSDT_1051,binance,ETHUSDT,funding,2025-11-16 08:00:00+00:00,2025-11-16 08:00:00+00:00,2025-11-16 16:00:00+00:00,2025-11-16 16:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-2.2210000000000006e-05,0.0,1.0,0.0,0.0,0.0,-0.22210000000000005,4.0,4.0,2.0,0,0,0,0,-9.0,-0.0009,-0.9854999999999999,next_funding_or_cost
FRC1_ETHUSDT_1052,binance,ETHUSDT,funding,2025-11-16 16:00:00+00:00,2025-11-16 16:00:00+00:00,2025-11-17 00:00:00+00:00,2025-11-17 00:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,2.2210000000000006e-05,0.0,0.7779,0.0,0.0,0.0,0.22210000000000005,4.0,4.0,2.0,0,0,0,0,-9.222100000000001,-0.0009222100000000001,-1.0098199500000002,next_funding_or_cost
FRC1_ETHUSDT_1053,binance,ETHUSDT,funding,2025-11-17 00:00:00.003000+00:00,2025-11-17 00:00:00.003000+00:00,2025-11-17 08:00:00.003000+00:00,2025-11-17 08:00:00.003000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0,0,0,0,-9.0,-0.0009,-0.9854999999999999,next_funding_or_cost
FRC1_ETHUSDT_1054,binance,ETHUSDT,funding,2025-11-17 08:00:00.003000+00:00,2025-11-17 08:00:00.003000+00:00,2025-11-17 16:00:00.003000+00:00,2025-11-17 16:00:00.003000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-4.008e-05,0.0,1.0,0.0,0.0,0.0,-0.40080000000000005,4.0,4.0,2.0,0,0,0,0,-9.0,-0.0009,-0.9854999999999999,next_funding_or_cost
FRC1_ETHUSDT_1055,binance,ETHUSDT,funding,2025-11-17 16:00:00+00:00,2025-11-17 16:00:00+00:00,2025-11-18 00:00:00+00:00,2025-11-18 00:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,3.064e-05,0.0,0.5992000000000001,0.0,0.0,0.0,0.3064,4.0,4.0,2.0,0,0,0,0,-9.4008,-0.00094008,-1.0293876,next_funding_or_cost
FRC1_ETHUSDT_1056,binance,ETHUSDT,funding,2025-11-18 00:00:00.002000+00:00,2025-11-18 00:00:00.002000+00:00,2025-11-18 08:00:00.002000+00:00,2025-11-18 08:00:00.002000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,9.440000000000004e-06,0.0,0.9056,0.0,0.0,0.0,0.09440000000000004,4.0,4.0,2.0,0,0,0,0,-9.0944,-0.0009094400000000001,-0.9958368000000001,next_funding_or_cost
FRC1_ETHUSDT_1057,binance,ETHUSDT,funding,2025-11-18 08:00:00.004000+00:00,2025-11-18 08:00:00.004000+00:00,2025-11-18 16:00:00.004000+00:00,2025-11-18 16:00:00.004000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-4.072e-05,0.0,1.0,0.0,0.0,0.0,-0.4072,4.0,4.0,2.0,0,0,0,0,-9.0,-0.0009,-0.9854999999999999,next_funding_or_cost
FRC1_ETHUSDT_1058,binance,ETHUSDT,funding,2025-11-18 16:00:00+00:00,2025-11-18 16:00:00+00:00,2025-11-19 00:00:00+00:00,2025-11-19 00:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,4.072e-05,0.0,0.5928,0.0,0.0,0.0,0.4072,4.0,4.0,2.0,0,0,0,0,-9.4072,-0.0009407199999999999,-1.0300884,next_funding_or_cost
FRC1_ETHUSDT_1059,binance,ETHUSDT,funding,2025-11-19 00:00:00+00:00,2025-11-19 00:00:00+00:00,2025-11-19 08:00:00+00:00,2025-11-19 08:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-3.273000000000001e-05,0.0,1.0,0.0,0.0,0.0,-0.3273000000000001,4.0,4.0,2.0,0,0,0,0,-9.0,-0.0009,-0.9854999999999999,next_funding_or_cost
FRC1_ETHUSDT_1060,binance,ETHUSDT,funding,2025-11-19 08:00:00+00:00,2025-11-19 08:00:00+00:00,2025-11-19 16:00:00+00:00,2025-11-19 16:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-3.523e-05,0.0,0.6727,0.0,0.0,0.0,-0.3523,4.0,4.0,2.0,0,0,0,0,-9.327300000000001,-0.0009327300000000001,-1.02133935,next_funding_or_cost
FRC1_ETHUSDT_1062,binance,ETHUSDT,funding,2025-11-20 00:00:00+00:00,2025-11-20 00:00:00+00:00,2025-11-20 08:00:00+00:00,2025-11-20 08:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,7.4099999999999985e-06,0.0,0.7097000000000001,0.0,0.0,0.0,0.07409999999999999,4.0,4.0,2.0,0,0,0,0,-9.2903,-0.0009290300000000001,-1.01728785,next_funding_or_cost
FRC1_ETHUSDT_1063,binance,ETHUSDT,funding,2025-11-20 08:00:00+00:00,2025-11-20 08:00:00+00:00,2025-11-20 16:00:00+00:00,2025-11-20 16:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-1.0500000000000011e-05,0.0,0.7838,0.0,0.0,0.0,-0.10500000000000011,4.0,4.0,2.0,0,0,0,0,-9.2162,-0.0009216200000000001,-1.0091739,next_funding_or_cost
FRC1_ETHUSDT_1064,binance,ETHUSDT,funding,2025-11-20 16:00:00+00:00,2025-11-20 16:00:00+00:00,2025-11-21 00:00:00+00:00,2025-11-21 00:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-3.4529999999999996e-05,0.0,0.6788,0.0,0.0,0.0,-0.34529999999999994,4.0,4.0,2.0,0,0,0,0,-9.321200000000001,-0.0009321200000000001,-1.0206714000000001,next_funding_or_cost
FRC1_ETHUSDT_1067,binance,ETHUSDT,funding,2025-11-21 16:00:00.001000+00:00,2025-11-21 16:00:00.001000+00:00,2025-11-22 00:00:00.001000+00:00,2025-11-22 00:00:00.001000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-3.581e-05,0.0,0.544,0.0,0.0,0.0,-0.3581,4.0,4.0,2.0,0,0,0,0,-9.456,-0.0009456,-1.035432,next_funding_or_cost
FRC1_ETHUSDT_1069,binance,ETHUSDT,funding,2025-11-22 08:00:00+00:00,2025-11-22 08:00:00+00:00,2025-11-22 16:00:00+00:00,2025-11-22 16:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-2.5379999999999998e-05,0.0,0.7195,0.0,0.0,0.0,-0.25379999999999997,4.0,4.0,2.0,0,0,0,0,-9.2805,-0.00092805,-1.01621475,next_funding_or_cost
FRC1_ETHUSDT_1071,binance,ETHUSDT,funding,2025-11-23 00:00:00+00:00,2025-11-23 00:00:00+00:00,2025-11-23 08:00:00+00:00,2025-11-23 08:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-8.800999999999999e-05,0.0,0.6445,0.0,0.0,0.0,-0.8800999999999999,4.0,4.0,2.0,0,0,0,0,-9.3555,-0.0009355499999999999,-1.02442725,next_funding_or_cost
FRC1_ETHUSDT_1075,binance,ETHUSDT,funding,2025-11-24 08:00:00+00:00,2025-11-24 08:00:00+00:00,2025-11-24 16:00:00+00:00,2025-11-24 16:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-2.6839999999999994e-05,0.0,0.7615,0.0,0.0,0.0,-0.2683999999999999,4.0,4.0,2.0,0,0,0,0,-9.2385,-0.00092385,-1.01161575,next_funding_or_cost
FRC1_ETHUSDT_1092,binance,ETHUSDT,funding,2025-11-30 00:00:00.003000+00:00,2025-11-30 00:00:00.003000+00:00,2025-11-30 08:00:00.003000+00:00,2025-11-30 08:00:00.003000+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,-3.8969999999999994e-05,0.0,0.7916,0.0,0.0,0.0,-0.38969999999999994,4.0,4.0,2.0,0,0,0,0,-9.208400000000001,-0.0009208400000000001,-1.0083198000000002,next_funding_or_cost
FRC1_ETHUSDT_1095,binance,ETHUSDT,funding,2025-12-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,2025-12-01 08:00:00+00:00,2025-12-01 08:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0,0.01,0.0,2.3830000000000007e-05,0.0,0.5374,0.0,0.0,0.0,0.23830000000000007,4.0,4.0,2.0,0,0,0,0,-9.4626,-0.00094626,-1.0361547,next_funding_or_cost
