run_id,run_timestamp,config_hash,data_hash,git_commit,data_layer,oos_status,status
S2_9_EXIT_WINDOW_EDGE_ATTRIBUTION,2026-06-29T08:17:59.541197+00:00,20978d0e71092d4fbcc94b32d35e584a6864d5b33d637681a2f1926d34d32bfd,4821a67d730533704dfebee35c1b6541e363421b753b4520303286b0515c394b,e93383c4495ee2b2e89e30bb360e8252bbaecbaf,expanded_discovery_long_history,not_oos,success
