observed_mean,random_direction_mean,random_p05,random_p50,random_p95,percentile_vs_random_direction,random_runs
0.0019145152258236917,-8.851455708052874e-06,-0.0008098834196497078,2.3036449734100705e-06,0.0007172324992244247,1.0,1000
