event_count,observed_mean,random_mean,random_p05,random_p50,random_p95,percentile_vs_random_time,matched_event_count,fallback_match_rate,random_runs
1562,0.0019145152258236917,0.0007897843154532107,0.00038746480308201513,0.0007840284980163698,0.0012068195738834894,1.0,1562,0.0019206145966709346,3000
