period,event_count,mean_fwd_ret_1,mean_fwd_ret_4,mean_fwd_ret_8,mean_fwd_ret_16,mean_fwd_ret_32,median_fwd_ret_16,plus_1atr_first_rate_16,minus_1atr_first_rate_16,mean_mae_16,mean_mfe_16,top1_positive_contribution,remove_top3_mean_fwd_ret,positive_period
2024Q4,73,0.0005032770481971059,-0.0005286432595648763,-0.001498003082912103,-0.0016629877333161887,0.0021851377598462503,-0.00380709867874951,0.3561643835616438,0.6301369863013698,-0.013387828675687578,0.008639122415129135,0.2597853987048427,-0.0035609030820674143,False
2025Q1,254,-0.0001073874877631784,0.0012121373197557402,0.004504857650798951,0.005466061630187677,0.008585152511004432,0.0005377933259372858,0.468503937007874,0.5,-0.009366031046608788,0.016002829913671225,0.08908888609971063,0.0029676012844862556,True
2025Q2,264,0.000209636182238722,0.0009776026392265013,0.0022702158712131796,0.004989139337057563,0.002592890271668011,0.005459842959178007,0.5643939393939394,0.42803030303030304,-0.009394174171061937,0.012502959776552315,0.024660012263651835,0.004554440257098483,True
2025Q3,223,0.00032716941504300776,0.0014991830802257263,0.00290311252236916,0.0029756803362606817,0.001570788892963106,0.0007664597225416347,0.515695067264574,0.42152466367713004,-0.007280122312753159,0.010601588912662215,0.1103283486337762,0.001306909005340451,True
2025Q4,272,-0.00045850898431569394,-0.0009359097112412284,-0.0010805009920515044,-0.0006025061430762904,0.001585962401106528,0.0004400481151369817,0.4375,0.5073529411764706,-0.011141289262574199,0.009342387411635216,0.03655587627322102,-0.0010766670560238255,False
2026Q1,197,2.866926892769095e-05,-0.00011066873846861948,-0.00021657656880223956,0.0004335829917364936,0.005535925457091284,0.0003347214428464085,0.4213197969543147,0.49746192893401014,-0.007836717784416556,0.008246027249076875,0.04655421216979267,-1.8860896199443675e-05,True
2026Q2,279,0.00015299615684861317,0.00021390746042545207,-0.00033143861004920335,-0.0006968481193354971,-0.0015588273995046,3.406773639369476e-05,0.4542124542124542,0.34798534798534797,-0.006500481993667367,0.0057485595357583165,0.039171119594904186,-0.0009923077233894863,False
