positive_month_rate,worst_month_mean,max_consecutive_negative_months,positive_quarter_rate,worst_quarter_mean,max_consecutive_negative_quarters
0.6842105263157895,-0.003493259263478092,2,0.5714285714285714,-0.0016629877333161887,1
